Date,PM10 ( - ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2021-08-02 17:00:56,75.14,29.75,4.38,13.21,17.92,92.69
2021-08-02 18:00:56,72.88,27.62,4.59,17.45,21.08,97.76
2021-08-02 19:00:56,77.16,23.54,4.87,23.6,29.36,87.13
2021-08-02 20:00:56,65.31,16.83,4.94,30.28,35.3,91.54
2021-08-02 21:00:56,62.41,12.57,4.82,28.62,33.73,73.15
2021-08-02 22:00:56,69.07,18.39,5.0,17.46,20.79,71.51
2021-08-02 23:00:56,71.74,19.11,5.43,19.52,22.54,72.31
2021-08-03 00:00:56,56.96,16.66,5.43,21.37,23.85,69.5
2021-08-03 01:00:56,48.7,13.86,1.52,31.12,35.87,63.26
2021-08-03 02:00:56,55.77,16.01,1.05,34.8,36.77,45.61
2021-08-03 03:00:56,64.5,23.12,0.64,31.24,33.14,45.25
2021-08-03 04:00:56,75.73,23.21,1.25,27.93,28.95,45.9
2021-08-03 05:00:56,77.53,25.79,1.14,0.0,0.0,52.51
2021-08-03 06:00:56,69.03,22.97,1.15,0.0,0.0,21.22
2021-08-03 07:00:56,64.68,27.38,0.63,0.0,0.0,27.71
2021-08-03 08:00:56,71.61,37.72,0.65,0.0,0.0,35.59
2021-08-03 09:00:56,75.39,40.28,0.95,0.0,0.0,46.85
2021-08-03 10:00:56,79.58,37.25,1.0,0.0,0.0,67.68
2021-08-03 11:00:56,80.9,32.15,1.86,0.0,0.0,89.27
2021-08-03 12:00:56,65.4,27.14,2.29,0.0,0.0,111.37
2021-08-03 13:00:56,78.07,26.06,2.98,0.0,0.0,122.61
2021-08-03 14:00:56,64.76,21.84,3.62,0.0,0.0,118.65
2021-08-03 15:00:56,59.54,23.23,3.79,0.0,0.0,111.84
2021-08-03 16:00:56,71.86,25.63,4.12,0.0,0.0,93.96
2021-08-03 17:00:56,81.37,27.04,4.49,0.0,0.0,92.84
2021-08-03 18:00:56,92.27,27.9,4.8,0.0,0.0,86.79
2021-08-03 19:00:56,100.31,30.71,4.92,0.0,0.0,0.0
2021-08-03 20:00:56,93.29,26.4,5.01,0.0,0.0,0.0
2021-08-03 21:00:56,84.42,23.96,5.14,377.28,423.73,0.0
2021-08-03 22:00:56,86.91,26.46,5.57,275.02,285.59,70.81
2021-08-03 23:00:56,81.62,27.85,5.84,0.0,0.0,61.26
2021-08-04 00:00:56,70.26,23.44,5.86,0.0,0.0,62.16
2021-08-04 01:00:56,63.52,17.33,0.0,28.5,30.87,48.94
2021-08-04 02:00:56,52.54,13.2,0.5,35.4,37.1,37.13
2021-08-04 03:00:56,47.63,10.27,0.0,35.63,37.25,31.19
2021-08-04 04:00:56,45.01,12.66,0.0,22.36,23.46,38.13
2021-08-04 05:00:56,45.65,17.32,0.45,16.29,17.01,42.24
2021-08-04 06:00:56,61.68,24.46,0.56,21.96,23.99,36.25
2021-08-04 07:00:56,78.68,28.92,0.67,30.71,34.39,27.84
2021-08-04 08:00:56,86.42,27.89,0.73,34.94,42.25,39.65
2021-08-04 09:00:56,96.56,35.25,0.81,46.77,60.26,51.19
2021-08-04 10:00:56,101.75,38.66,0.6,42.03,54.29,54.66
2021-08-04 11:00:56,98.37,31.86,0.99,30.62,37.64,0.0
2021-08-04 12:00:56,96.5,36.7,1.26,42.85,51.96,91.3
2021-08-04 13:00:56,75.76,33.94,1.8,67.96,72.55,113.7
2021-08-04 14:00:56,49.61,24.02,2.59,36.6,42.38,114.61
2021-08-04 15:00:56,72.47,37.25,2.4,15.77,18.91,104.96
2021-08-04 16:00:56,92.69,37.27,2.62,14.71,17.89,0.0
2021-08-04 17:00:56,86.48,33.73,3.56,13.5,16.75,0.0
2021-08-04 18:00:56,83.65,33.07,3.65,15.42,19.47,0.0
2021-08-04 19:00:56,83.67,27.58,4.63,14.52,17.19,64.19
2021-08-04 20:00:56,82.07,21.11,4.89,0.0,0.0,79.53
2021-08-04 21:00:56,66.83,15.23,4.54,0.0,0.0,74.77
2021-08-04 22:00:56,59.71,13.46,4.73,0.0,0.0,67.84
2021-08-04 23:00:56,64.27,11.2,6.02,0.0,0.0,68.04
2021-08-05 00:00:56,60.7,13.98,6.35,65.48,68.48,76.61
2021-08-05 01:00:56,54.97,15.21,4.0,34.57,37.84,81.98
2021-08-05 02:00:56,58.04,20.47,3.65,29.0,31.69,86.02
2021-08-05 03:00:56,66.8,20.19,3.44,21.38,23.51,90.17
2021-08-05 04:00:56,74.03,23.08,3.26,22.85,24.54,92.69
2021-08-05 05:00:56,74.97,30.21,3.3,26.6,28.15,93.51
2021-08-05 06:00:56,76.92,29.4,3.15,38.31,40.88,82.08
2021-08-05 07:00:56,78.99,32.07,2.84,41.35,46.29,83.65
2021-08-05 08:00:56,82.73,34.77,2.7,40.3,48.31,94.85
2021-08-05 09:00:56,83.32,33.92,3.21,32.92,41.82,108.87
2021-08-05 10:00:56,79.99,30.26,3.87,22.62,29.54,126.78
2021-08-05 11:00:56,82.72,30.95,4.31,18.83,24.01,143.78
2021-08-05 12:00:56,85.04,30.62,4.83,21.65,27.56,160.28
2021-08-05 13:00:56,81.38,29.92,5.35,18.46,23.06,179.94
2021-08-05 14:00:56,93.91,28.86,6.08,15.13,19.06,189.87
2021-08-05 15:00:56,102.51,33.83,6.55,14.23,18.44,176.72
2021-08-05 16:00:56,101.52,39.03,7.02,15.59,20.11,173.67
2021-08-05 17:00:56,92.92,33.23,7.19,13.67,17.58,153.92
2021-08-05 18:00:56,84.46,27.97,7.56,19.01,24.42,140.23
2021-08-05 19:00:56,85.98,26.8,7.81,17.48,20.94,135.94
2021-08-05 20:00:56,86.7,24.32,7.98,24.7,29.14,126.92
2021-08-05 21:00:56,87.15,34.76,8.29,15.2,17.92,128.8
2021-08-05 22:00:56,83.79,33.51,8.68,15.64,19.26,126.02
2021-08-05 23:00:56,76.9,28.95,8.83,12.48,14.75,126.24
2021-08-06 00:00:56,65.29,25.29,9.14,12.06,14.73,129.8
2021-08-06 01:00:56,55.69,21.87,4.31,11.21,13.08,128.1
2021-08-06 02:00:56,44.94,17.45,4.28,10.11,11.3,136.11
2021-08-06 03:00:56,44.97,17.91,4.85,7.28,8.15,138.1
2021-08-06 04:00:56,42.92,16.2,5.11,15.28,16.65,109.26
2021-08-06 05:00:56,38.63,13.99,4.9,22.17,23.17,108.25
2021-08-06 06:00:56,42.63,18.98,4.81,30.59,32.87,104.01
2021-08-06 07:00:56,50.11,20.96,4.71,39.51,46.85,98.76
2021-08-06 08:00:56,62.37,22.79,4.36,38.11,46.98,115.6
2021-08-06 09:00:56,70.86,30.08,4.5,26.19,33.62,120.33
2021-08-06 10:00:56,65.56,27.52,4.72,22.79,30.25,129.36
2021-08-06 11:00:56,59.35,19.65,5.21,18.47,23.81,148.96
2021-08-06 12:00:56,58.93,25.33,6.0,20.95,26.21,169.93
2021-08-06 13:00:56,55.73,25.03,6.36,16.49,20.61,177.49
2021-08-06 14:00:56,67.29,28.83,6.83,16.5,20.42,176.19
2021-08-06 15:00:56,85.86,34.61,6.88,15.33,20.26,154.64
2021-08-06 16:00:56,88.86,33.66,7.49,14.53,19.57,145.33
2021-08-06 17:00:56,79.59,29.66,7.79,17.06,22.44,155.51
2021-08-06 18:00:56,72.4,25.68,7.67,20.77,27.26,152.09
2021-08-06 19:00:56,70.2,20.19,7.94,29.0,34.07,148.98
2021-08-06 20:00:56,77.1,19.31,8.02,18.29,21.75,147.36
2021-08-06 21:00:56,87.55,23.24,8.34,23.61,27.18,140.16
2021-08-06 22:00:56,86.98,26.67,8.49,23.34,26.49,132.76
2021-08-06 23:00:56,68.88,23.86,8.47,33.98,37.24,123.51
2021-08-07 00:00:56,74.47,23.71,8.28,37.28,39.78,119.05
2021-08-07 01:00:56,91.02,41.31,4.35,25.23,40.26,144.15
2021-08-07 02:00:56,88.19,46.66,4.67,6.56,7.89,152.87
2021-08-07 03:00:56,70.32,35.83,5.2,18.2,19.43,132.47
2021-08-07 04:00:56,59.35,25.58,5.69,20.35,21.59,0.0
2021-08-07 05:00:56,71.25,29.64,5.45,25.11,26.18,124.19
2021-08-07 06:00:56,71.74,29.02,5.4,24.01,25.32,123.4
2021-08-07 07:00:56,72.38,24.41,5.75,26.89,30.19,114.63
2021-08-07 08:00:56,67.85,26.09,5.81,37.58,44.2,119.39
2021-08-07 09:00:56,67.49,30.34,5.77,27.23,32.56,138.43
2021-08-07 10:00:56,69.51,26.7,5.98,25.61,31.7,147.89
2021-08-07 11:00:56,73.66,26.77,6.45,19.26,24.77,162.88
2021-08-07 12:00:56,76.53,30.57,6.91,18.48,23.06,0.0
2021-08-07 13:00:56,78.44,32.41,7.24,13.75,17.63,164.52
2021-08-07 14:00:56,71.93,30.85,8.51,15.07,20.48,171.19
2021-08-07 15:00:56,80.94,24.22,9.24,14.08,18.69,172.83
2021-08-07 16:00:56,85.31,23.24,9.3,16.54,21.23,171.22
2021-08-07 17:00:56,85.98,30.13,9.64,21.09,27.36,166.31
2021-08-07 18:00:56,86.89,32.74,10.0,25.02,30.95,161.26
2021-08-07 19:00:56,88.92,35.37,9.65,29.24,35.31,154.19
2021-08-07 20:00:56,85.21,35.23,9.43,28.48,32.57,148.33
2021-08-07 21:00:56,90.45,32.16,9.15,25.74,29.74,134.97
2021-08-07 22:00:56,93.19,35.59,9.29,16.87,19.03,147.58
2021-08-07 23:00:56,91.98,50.01,9.95,14.58,16.75,156.83
2021-08-08 00:00:56,77.39,43.63,9.94,23.13,25.54,136.23
2021-08-08 01:00:56,76.09,36.98,4.19,23.65,25.99,136.21
2021-08-08 02:00:56,120.68,29.19,3.85,12.19,13.71,145.17
2021-08-08 03:00:56,113.84,24.68,4.13,7.89,9.23,150.29
2021-08-08 04:00:56,71.7,20.91,4.93,7.41,8.22,151.55
2021-08-08 05:00:56,54.54,16.35,5.23,12.36,13.25,131.16
2021-08-08 06:00:56,39.25,14.56,5.36,15.23,17.04,131.77
2021-08-08 07:00:56,24.2,15.07,5.06,29.74,31.87,114.35
2021-08-08 08:00:56,21.65,15.27,4.8,22.0,24.34,136.77
2021-08-08 09:00:56,20.2,13.14,5.34,18.05,20.91,142.18
2021-08-08 10:00:56,28.38,16.14,5.59,17.22,19.63,144.2
2021-08-08 11:00:56,27.83,15.15,5.84,13.69,18.09,162.35
2021-08-08 12:00:56,19.64,12.51,6.26,10.87,14.54,175.17
2021-08-08 13:00:56,20.61,10.57,6.52,12.85,18.57,180.54
2021-08-08 14:00:56,18.68,8.01,6.93,9.15,13.87,174.35
2021-08-08 15:00:56,27.55,15.17,7.22,11.63,17.27,166.63
2021-08-08 16:00:56,33.58,18.18,7.45,10.81,15.9,166.19
2021-08-08 17:00:56,33.93,17.03,7.75,11.57,15.41,166.57
2021-08-08 18:00:56,36.69,13.96,7.77,12.56,16.36,167.19
2021-08-08 19:00:56,36.17,10.03,8.52,17.19,20.92,163.26
2021-08-08 20:00:56,31.53,9.18,8.39,20.84,23.91,160.64
2021-08-08 21:00:56,36.68,16.15,8.83,23.09,25.92,159.23
2021-08-08 22:00:56,38.75,22.35,8.65,34.38,39.7,148.48
2021-08-08 23:00:56,37.64,21.35,8.73,33.7,38.44,140.87
2021-08-09 00:00:56,40.06,16.9,8.39,31.91,36.77,147.07
2021-08-09 01:00:56,41.32,16.47,3.61,29.1,33.53,143.87
2021-08-09 02:00:56,42.3,18.02,3.11,23.8,27.63,140.28
2021-08-09 03:00:56,36.65,18.54,3.41,17.61,20.68,145.21
2021-08-09 04:00:56,34.15,15.65,3.55,37.62,41.4,138.67
2021-08-09 05:00:56,35.06,17.87,3.3,34.2,37.92,135.97
2021-08-09 06:00:56,35.95,19.82,3.68,26.11,30.19,126.95
2021-08-09 07:00:56,35.54,19.28,2.92,42.32,48.98,104.04
2021-08-09 08:00:56,50.2,19.08,2.64,48.43,58.79,120.5
2021-08-09 09:00:56,60.95,20.93,3.3,33.46,42.16,147.9
2021-08-09 10:00:56,60.06,22.12,3.64,26.65,35.02,160.01
2021-08-09 11:00:56,46.49,18.11,3.14,21.77,28.67,168.78
2021-08-09 12:00:56,31.61,13.47,3.69,17.57,23.55,174.13
2021-08-09 13:00:56,27.94,10.11,3.47,17.21,22.35,183.7
2021-08-09 14:00:56,29.92,8.01,3.55,17.04,22.2,187.03
2021-08-09 15:00:56,37.86,21.33,3.53,18.22,22.69,186.74
2021-08-09 16:00:56,45.06,24.14,3.79,20.83,26.73,180.09
2021-08-09 17:00:56,46.72,20.01,4.47,19.38,26.41,171.51
2021-08-09 18:00:56,50.47,25.25,4.6,19.22,24.5,166.31
2021-08-09 19:00:56,49.35,23.36,5.04,25.22,30.13,168.35
2021-08-09 20:00:56,42.67,16.4,4.74,29.1,34.04,163.72
2021-08-09 21:00:56,0.0,12.43,4.49,0.0,0.0,0.0
2021-08-09 22:00:56,50.32,17.77,4.56,24.82,27.68,165.24
2021-08-09 23:00:56,46.14,18.18,5.08,25.77,28.68,105.92
2021-08-10 00:00:56,45.25,13.88,5.12,33.74,38.39,70.42
2021-08-10 01:00:56,42.29,15.96,4.41,25.8,29.68,77.62
2021-08-10 02:00:56,46.56,18.5,4.76,16.89,19.76,81.66
2021-08-10 03:00:56,47.89,19.57,5.43,14.25,16.3,86.66
2021-08-10 04:00:56,52.79,18.7,5.79,9.1,10.93,85.29
2021-08-10 05:00:56,44.67,17.77,6.4,12.29,15.54,68.49
2021-08-10 06:00:56,58.24,17.69,6.31,21.33,24.91,52.09
2021-08-10 07:00:56,57.82,16.83,6.41,26.9,31.51,52.98
2021-08-10 08:00:56,61.93,20.9,6.35,38.18,53.12,62.12
2021-08-10 09:00:56,60.12,21.46,6.42,27.83,35.37,74.94
2021-08-10 10:00:56,59.69,18.98,6.75,20.61,25.7,90.63
2021-08-10 11:00:56,48.84,15.23,7.25,19.54,25.45,97.3
2021-08-10 12:00:56,32.77,11.36,7.39,17.75,23.24,106.03
2021-08-10 13:00:56,23.05,8.78,7.62,15.77,21.16,111.55
2021-08-10 14:00:56,16.6,6.47,7.65,24.64,35.42,111.85
2021-08-10 15:00:56,26.98,11.99,6.93,19.88,25.45,115.81
2021-08-10 16:00:56,37.71,14.64,7.12,18.54,25.17,113.12
2021-08-10 17:00:56,38.25,15.37,7.13,16.06,21.58,92.17
2021-08-10 18:00:56,50.63,19.5,7.54,16.95,22.23,86.54
2021-08-10 19:00:56,57.67,20.17,7.87,21.1,25.46,79.63
2021-08-10 20:00:56,47.81,16.26,8.1,26.34,31.19,77.68
2021-08-10 21:00:56,43.03,13.43,8.39,24.57,28.34,80.36
2021-08-10 22:00:56,41.58,14.43,8.39,36.86,42.21,54.94
2021-08-10 23:00:56,43.38,14.89,7.97,36.74,40.28,49.74
2021-08-11 00:00:56,38.46,13.72,7.56,36.95,40.22,47.32
2021-08-11 01:00:56,31.81,13.64,3.95,29.72,33.44,53.33
2021-08-11 02:00:56,36.18,11.59,3.64,28.53,32.32,53.48
2021-08-11 03:00:56,34.64,8.66,4.21,20.06,25.89,66.66
2021-08-11 04:00:56,28.86,13.59,4.68,18.91,25.27,69.51
2021-08-11 05:00:56,27.17,18.93,5.1,16.26,19.83,67.23
2021-08-11 06:00:56,29.54,16.47,5.58,17.94,21.01,64.31
2021-08-11 07:00:56,34.42,14.92,5.88,27.33,32.71,58.84
2021-08-11 08:00:56,40.48,13.61,5.98,19.92,24.62,76.58
2021-08-11 09:00:56,35.26,11.97,6.49,17.75,23.49,84.79
2021-08-11 10:00:56,27.91,12.31,6.94,17.34,23.3,89.79
2021-08-11 11:00:56,31.16,10.38,6.81,23.14,31.87,94.41
2021-08-11 12:00:56,36.19,7.75,7.09,24.17,32.42,104.24
2021-08-11 13:00:56,41.04,6.09,7.44,19.32,26.12,111.64
2021-08-11 14:00:56,38.21,4.96,7.53,16.34,20.98,123.75
2021-08-11 15:00:56,39.63,9.25,6.81,24.43,32.3,117.65
2021-08-11 16:00:56,41.26,10.2,5.48,22.79,28.72,115.73
2021-08-11 17:00:56,37.2,9.19,5.24,21.61,27.48,115.77
2021-08-11 18:00:56,48.27,9.31,6.34,19.41,23.88,124.06
2021-08-11 19:00:56,52.8,9.47,7.22,25.81,30.41,117.82
2021-08-11 20:00:56,51.12,9.48,6.63,39.06,45.04,94.34
2021-08-11 21:00:56,51.56,11.16,6.24,25.64,29.54,96.79
2021-08-11 22:00:56,48.62,11.15,6.48,29.88,33.92,83.39
2021-08-11 23:00:56,44.91,9.31,6.46,33.92,38.3,71.4
2021-08-12 00:00:56,46.18,14.28,6.03,35.11,39.28,62.81
2021-08-12 01:00:56,44.33,15.53,3.85,22.79,25.92,77.35
2021-08-12 02:00:56,42.33,12.85,3.69,15.41,17.88,89.09
2021-08-12 03:00:56,34.94,9.8,4.02,11.57,13.67,85.55
2021-08-12 04:00:56,30.7,8.57,4.7,11.07,13.21,81.63
2021-08-12 05:00:56,27.13,11.07,4.73,12.15,14.46,79.35
2021-08-12 06:00:56,27.54,11.93,4.87,24.55,28.0,62.64
2021-08-12 07:00:56,29.28,9.9,4.7,32.66,37.99,55.47
2021-08-12 08:00:56,38.38,11.58,5.56,27.56,32.76,71.89
2021-08-12 09:00:56,45.62,12.97,6.45,19.56,24.98,84.29
2021-08-12 10:00:56,43.75,10.91,6.59,21.57,29.92,89.82
2021-08-12 11:00:56,46.06,12.69,7.02,19.48,25.38,106.01
2021-08-12 12:00:56,53.95,13.98,7.5,16.25,21.1,118.92
2021-08-12 13:00:56,51.46,11.42,7.83,18.31,23.07,130.85
2021-08-12 14:00:56,47.54,14.53,8.94,20.35,25.22,136.41
2021-08-12 15:00:56,48.82,19.0,10.94,19.12,25.63,117.9
2021-08-12 16:00:56,49.72,19.89,11.24,22.85,29.14,113.29
2021-08-12 17:00:56,45.7,16.18,8.48,20.93,27.01,115.96
2021-08-12 18:00:56,48.35,18.61,7.58,23.56,29.54,119.63
2021-08-12 19:00:56,55.66,17.83,8.13,24.3,29.09,117.76
2021-08-12 20:00:56,55.89,17.16,8.86,25.62,29.26,107.94
2021-08-12 21:00:56,52.1,14.75,9.11,18.14,20.49,116.83
2021-08-12 22:00:56,46.5,13.97,9.21,21.21,23.74,112.11
2021-08-12 23:00:56,43.32,12.42,9.6,30.13,34.31,98.99
2021-08-13 00:00:56,39.0,10.4,9.84,33.73,38.51,82.8
2021-08-13 01:00:56,33.68,18.99,4.75,33.24,37.27,77.37
2021-08-13 02:00:56,30.25,20.27,4.37,27.12,30.09,78.31
2021-08-13 03:00:56,32.2,15.25,4.37,27.54,30.81,70.64
2021-08-13 04:00:56,38.13,11.66,4.58,23.18,26.67,71.66
2021-08-13 05:00:56,33.63,8.52,4.77,21.49,24.64,65.15
2021-08-13 06:00:56,28.59,10.27,4.91,29.38,35.17,58.47
2021-08-13 07:00:56,30.2,10.2,4.52,49.85,58.92,45.21
2021-08-13 08:00:56,45.18,8.41,4.95,45.66,54.12,61.54
2021-08-13 09:00:56,48.82,10.08,5.58,48.15,61.97,74.06
2021-08-13 10:00:56,45.58,12.4,5.33,25.47,34.21,99.62
2021-08-13 11:00:56,42.58,12.97,5.63,17.96,24.39,92.18
2021-08-13 12:00:56,47.98,15.46,5.82,16.67,23.15,90.68
2021-08-13 13:00:56,43.25,14.38,6.35,14.0,18.9,101.02
2021-08-13 14:00:56,32.9,10.66,6.82,16.36,22.36,107.99
2021-08-13 15:00:56,31.83,15.91,6.86,18.96,25.51,115.88
2021-08-13 16:00:56,32.16,16.7,6.82,17.97,23.59,102.11
2021-08-13 17:00:56,44.03,14.23,7.58,16.55,21.79,95.85
2021-08-13 18:00:56,50.78,11.73,7.75,20.94,26.28,89.43
2021-08-13 19:00:56,48.49,9.85,7.75,25.23,31.86,89.32
2021-08-13 20:00:56,52.46,12.45,7.69,27.17,31.53,83.11
2021-08-13 21:00:56,56.51,14.05,8.02,0.0,0.0,0.0
2021-08-13 22:00:56,45.77,13.29,8.0,20.37,24.32,85.72
2021-08-13 23:00:56,47.41,15.18,8.57,11.02,13.5,88.91
2021-08-14 00:00:56,47.1,17.91,9.11,11.31,13.18,86.69
2021-08-14 01:00:56,36.64,16.38,4.29,9.83,11.59,86.39
2021-08-14 02:00:56,29.98,14.3,4.32,10.17,12.27,83.66
2021-08-14 03:00:56,23.96,11.89,4.56,12.28,14.32,77.55
2021-08-14 04:00:56,18.64,8.7,5.06,11.61,13.21,98.16
2021-08-14 05:00:56,16.96,6.09,5.69,10.22,11.76,94.58
2021-08-14 06:00:56,18.58,6.87,5.64,15.69,18.48,73.76
2021-08-14 07:00:56,19.89,6.96,5.36,36.97,43.0,43.69
2021-08-14 08:00:56,22.17,10.79,4.79,49.42,59.09,44.03
2021-08-14 09:00:56,22.67,11.4,5.06,25.97,33.21,85.69
2021-08-14 10:00:56,22.99,8.54,5.6,15.28,0.0,95.38
2021-08-14 11:00:56,23.87,6.45,5.56,18.83,27.42,96.9
2021-08-14 12:00:56,21.45,4.87,4.84,18.09,23.22,105.56
2021-08-14 13:00:56,23.03,3.8,4.5,18.58,24.99,114.93
2021-08-14 14:00:56,24.57,3.14,4.02,19.6,25.82,114.18
2021-08-14 15:00:56,30.92,6.83,3.34,19.78,26.54,115.7
2021-08-14 16:00:56,35.66,8.78,2.93,21.98,29.03,106.97
2021-08-14 17:00:56,38.18,8.41,3.65,18.03,23.36,103.79
2021-08-14 18:00:56,37.23,13.23,4.49,24.15,31.7,90.64
2021-08-14 19:00:56,42.84,14.69,4.99,22.84,27.88,80.34
2021-08-14 20:00:56,44.21,14.57,5.33,26.07,30.84,78.84
2021-08-14 21:00:56,41.25,13.83,5.83,24.6,27.64,75.98
2021-08-14 22:00:56,39.56,11.7,6.11,27.27,29.66,67.73
2021-08-14 23:00:56,42.77,10.51,6.33,23.66,26.29,69.87
2021-08-15 00:00:56,39.95,12.25,6.63,29.25,33.26,58.35
2021-08-15 01:00:56,30.03,11.3,4.06,35.69,43.7,56.91
2021-08-15 02:00:56,21.55,8.33,3.57,30.91,34.55,59.83
2021-08-15 03:00:56,25.2,7.28,2.94,22.01,24.76,65.91
2021-08-15 04:00:56,23.37,6.54,3.19,11.94,14.2,72.97
2021-08-15 05:00:56,16.67,5.53,2.82,10.67,12.79,69.85
2021-08-15 06:00:56,12.53,5.0,2.45,9.91,11.99,71.8
2021-08-15 07:00:56,15.34,4.25,2.08,10.7,12.85,72.81
2021-08-15 08:00:56,16.54,4.07,1.98,15.08,18.08,72.15
2021-08-15 09:00:56,18.38,8.77,1.47,9.51,12.2,86.91
2021-08-15 10:00:56,20.18,9.54,1.23,9.86,12.94,90.98
2021-08-15 11:00:56,18.15,7.54,1.17,9.89,13.23,97.7
2021-08-15 12:00:56,14.41,6.23,1.3,10.17,13.22,102.54
2021-08-15 13:00:56,16.13,4.73,1.63,10.53,13.94,108.1
2021-08-15 14:00:56,18.63,3.87,0.86,10.77,13.88,116.37
2021-08-15 15:00:56,23.86,6.34,0.59,11.42,15.57,118.89
2021-08-15 16:00:56,26.16,7.1,0.0,15.13,19.11,118.41
2021-08-15 17:00:56,24.52,7.41,1.74,16.89,20.83,114.01
2021-08-15 18:00:56,30.03,13.82,2.75,13.76,18.01,99.23
2021-08-15 19:00:56,36.3,14.59,3.47,15.52,19.25,92.03
2021-08-15 20:00:56,38.56,14.76,4.7,22.17,26.1,87.34
2021-08-15 21:00:56,36.78,12.77,4.48,28.6,32.81,86.2
2021-08-15 22:00:56,30.75,8.94,4.12,41.73,49.62,67.31
2021-08-15 23:00:56,26.28,6.71,2.65,39.88,45.09,64.48
2021-08-16 00:00:56,25.15,7.13,2.05,35.87,41.27,63.38
2021-08-16 01:00:56,24.72,7.75,4.31,46.58,52.64,53.58
2021-08-16 02:00:56,27.03,6.89,3.84,51.68,57.58,42.36
2021-08-16 03:00:56,23.17,6.62,3.54,15.51,18.45,78.8
2021-08-16 04:00:56,22.53,7.91,4.59,26.62,30.12,55.69
2021-08-16 05:00:56,29.16,11.5,4.33,35.22,38.95,34.66
2021-08-16 06:00:56,38.12,10.9,5.09,26.59,30.94,45.89
2021-08-16 07:00:56,42.63,13.26,5.62,32.23,36.69,50.91
2021-08-16 08:00:56,50.64,16.05,6.41,32.78,39.26,59.37
2021-08-16 09:00:56,54.27,22.97,7.65,26.31,34.18,73.35
2021-08-16 10:00:56,50.93,21.87,9.36,27.15,36.24,82.51
2021-08-16 11:00:56,41.22,16.09,8.9,17.94,23.59,99.25
2021-08-16 12:00:56,33.5,11.91,9.29,17.35,22.73,101.24
2021-08-16 13:00:56,34.94,8.71,7.03,16.71,23.06,100.84
2021-08-16 14:00:56,36.33,6.85,5.48,20.1,27.78,110.34
2021-08-16 15:00:56,36.56,5.39,3.94,19.21,25.29,118.43
2021-08-16 16:00:56,37.4,4.48,3.64,21.27,26.52,116.63
2021-08-16 17:00:56,41.74,4.13,4.45,20.83,27.11,106.41
2021-08-16 18:00:56,41.4,3.88,5.19,24.65,31.83,97.5
2021-08-16 19:00:56,39.48,5.36,6.11,26.77,32.22,85.19
2021-08-16 20:00:56,42.54,5.51,6.98,27.6,32.68,79.25
2021-08-16 21:00:56,47.62,11.65,7.8,21.82,25.43,84.55
2021-08-16 22:00:56,48.7,17.38,8.88,25.36,29.58,84.14
2021-08-16 23:00:56,48.97,15.15,9.57,23.72,27.31,81.75
2021-08-17 00:00:56,41.54,11.47,9.96,32.34,36.72,68.08
2021-08-17 01:00:56,29.98,9.02,4.05,24.72,28.84,82.84
2021-08-17 02:00:56,21.06,6.89,2.57,25.14,28.65,73.76
2021-08-17 03:00:56,25.23,5.21,2.13,40.44,44.02,39.78
2021-08-17 04:00:56,31.28,4.16,1.56,33.27,37.11,50.79
2021-08-17 05:00:56,30.24,6.82,1.72,31.68,35.53,43.09
2021-08-17 06:00:56,36.58,9.06,1.76,30.9,34.58,45.76
2021-08-17 07:00:56,45.49,13.69,2.43,69.55,86.18,15.38
2021-08-17 08:00:56,61.5,21.72,4.28,75.87,100.22,35.95
2021-08-17 09:00:56,72.21,22.91,6.24,32.54,42.22,74.91
2021-08-17 10:00:56,72.44,22.83,5.66,20.2,28.11,93.64
2021-08-17 11:00:56,58.85,19.16,5.99,18.1,24.64,102.88
2021-08-17 12:00:56,43.64,13.73,6.59,17.91,23.87,105.19
2021-08-17 13:00:56,39.84,10.04,7.27,15.75,21.17,106.75
2021-08-17 14:00:56,41.85,8.85,8.38,16.19,22.12,99.93
2021-08-17 15:00:56,46.47,16.11,8.39,15.55,21.3,98.94
2021-08-17 16:00:56,53.25,19.88,8.43,17.48,23.64,101.34
2021-08-17 17:00:56,54.0,15.97,8.7,20.21,27.2,105.91
2021-08-17 18:00:56,50.43,11.77,9.03,21.1,27.15,96.57
2021-08-17 19:00:56,63.59,17.64,8.87,19.75,23.53,98.13
2021-08-17 20:00:56,64.95,18.17,9.05,21.66,25.48,85.23
2021-08-17 21:00:56,63.98,19.51,9.42,24.43,27.98,82.33
2021-08-17 22:00:56,65.52,19.09,9.8,18.39,21.56,87.93
2021-08-17 23:00:56,51.01,14.74,10.04,20.48,24.74,88.11
2021-08-18 00:00:56,37.97,15.75,10.41,32.59,36.23,69.14
2021-08-18 01:00:56,38.9,14.04,4.43,39.81,42.98,64.5
2021-08-18 02:00:56,37.69,11.09,3.38,38.3,41.22,54.48
2021-08-18 03:00:56,35.91,15.14,3.63,51.49,55.84,39.54
2021-08-18 04:00:56,37.23,19.85,3.11,62.52,67.92,27.45
2021-08-18 05:00:56,36.95,17.52,3.31,50.85,57.29,41.31
2021-08-18 06:00:56,45.33,13.7,8.29,54.9,60.0,42.36
2021-08-18 07:00:56,51.59,19.94,13.32,52.54,59.72,47.75
2021-08-18 08:00:56,52.56,27.99,16.82,66.2,82.73,48.49
