Date,PM10 ( µg/m3 ),SO2 ( µg/m3 )
2022-03-23 16:00:56,20.86,12.18
2022-03-23 17:00:56,16.97,12.64
2022-03-23 18:00:56,16.64,13.36
2022-03-23 19:00:56,34.76,14.65
2022-03-23 20:00:56,28.3,15.12
2022-03-23 21:00:56,37.03,14.9
2022-03-23 22:00:56,38.0,15.56
2022-03-23 23:00:56,37.83,15.61
2022-03-24 00:00:56,32.7,14.69
2022-03-24 01:00:56,23.73,14.19
2022-03-24 02:00:56,16.03,14.4
2022-03-24 03:00:56,17.0,14.27
2022-03-24 04:00:56,16.93,13.6
2022-03-24 05:00:56,14.97,12.89
2022-03-24 06:00:56,14.1,12.61
2022-03-24 07:00:56,16.76,12.62
2022-03-24 08:00:56,10.34,13.72
2022-03-24 09:00:56,20.03,16.03
2022-03-24 10:00:56,21.1,14.24
2022-03-24 11:00:56,23.73,13.02
2022-03-24 12:00:56,0.0,0.0
