Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-07-10 22:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-10 23:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-11 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-11 01:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-11 02:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-11 03:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-11 04:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-11 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-11 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-11 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-11 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-11 09:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-11 10:00:56,0.0,0.0,5.21,5.84,94.14
2018-07-11 11:00:56,0.0,0.0,0.0,0.0,98.34
2018-07-11 12:00:56,20.35,10.05,0.0,0.0,102.85
2018-07-11 13:00:56,0.0,0.0,0.0,0.0,107.61
2018-07-11 14:00:56,0.0,0.0,0.0,0.0,113.95
2018-07-11 15:00:56,0.0,0.0,0.0,0.0,118.44
2018-07-11 16:00:56,0.0,0.0,0.0,0.0,127.55
2018-07-11 17:00:56,0.0,0.0,0.0,0.0,126.2
2018-07-11 18:00:56,0.0,0.0,0.0,0.0,119.55
2018-07-11 19:00:56,0.0,0.0,0.0,0.0,118.33
2018-07-11 20:00:56,0.0,0.0,0.0,0.0,114.08
2018-07-11 21:00:56,0.0,0.0,0.0,0.0,113.37
2018-07-11 22:00:56,0.0,0.0,0.0,0.0,120.32
2018-07-11 23:00:56,0.0,0.0,0.0,0.0,115.25
2018-07-12 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-12 01:00:56,0.0,0.0,0.0,0.0,109.13
2018-07-12 02:00:56,0.0,0.0,0.0,0.0,108.98
2018-07-12 03:00:56,0.0,0.0,0.0,0.0,99.85
2018-07-12 04:00:56,0.0,0.0,0.0,0.0,95.14
2018-07-12 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-12 06:00:56,0.0,0.0,0.0,0.0,102.72
2018-07-12 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-12 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-12 09:00:56,0.0,0.0,0.0,0.0,94.41
2018-07-12 10:00:56,0.0,0.0,3.74,3.95,96.54
2018-07-12 11:00:56,0.0,0.0,0.0,0.0,101.1
2018-07-12 12:00:56,0.0,0.0,0.0,0.0,103.97
2018-07-12 13:00:56,0.0,0.0,0.0,0.0,107.68
2018-07-12 14:00:56,0.0,0.0,0.0,0.0,113.13
2018-07-12 15:00:56,0.0,0.0,0.0,0.0,113.82
2018-07-12 16:00:56,0.0,0.0,0.0,0.0,114.15
2018-07-12 17:00:56,0.0,0.0,0.0,0.0,125.0
2018-07-12 18:00:56,0.0,0.0,0.0,0.0,119.58
2018-07-12 19:00:56,0.0,0.0,0.0,0.0,120.29
2018-07-12 20:00:56,0.0,0.0,0.0,0.0,119.07
2018-07-12 21:00:56,0.0,0.0,0.0,0.0,120.86
2018-07-12 22:00:56,0.0,0.0,0.0,0.0,107.36
2018-07-12 23:00:56,0.0,0.0,0.0,0.0,110.68
2018-07-13 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-13 01:00:56,0.0,0.0,0.0,0.0,106.88
2018-07-13 02:00:56,0.0,0.0,0.0,0.0,104.94
2018-07-13 03:00:56,0.0,0.0,0.0,0.0,101.18
2018-07-13 04:00:56,0.0,0.0,0.0,0.0,98.91
2018-07-13 05:00:56,0.0,0.0,0.0,0.0,96.95
2018-07-13 06:00:56,0.0,0.0,0.0,0.0,100.27
2018-07-13 07:00:56,0.0,0.0,0.0,0.0,97.81
2018-07-13 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-13 09:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-13 10:00:56,0.0,0.0,4.68,5.02,88.96
2018-07-13 11:00:56,0.0,0.0,3.27,3.48,95.16
2018-07-13 12:00:56,0.0,0.0,0.0,0.0,106.05
2018-07-13 13:00:56,0.0,0.0,0.0,0.0,114.67
2018-07-13 14:00:56,0.0,0.0,0.0,0.0,119.58
2018-07-13 15:00:56,0.0,0.0,0.0,0.0,118.71
2018-07-13 16:00:56,0.0,0.0,0.0,0.0,116.91
2018-07-13 17:00:56,0.0,0.0,0.0,0.0,130.22
2018-07-13 18:00:56,0.0,0.0,0.0,0.0,122.35
2018-07-13 19:00:56,0.0,0.0,0.0,0.0,122.25
2018-07-13 20:00:56,0.0,0.0,0.0,0.0,122.32
2018-07-13 21:00:56,0.0,0.0,0.0,0.0,119.28
2018-07-13 22:00:56,0.0,0.0,0.0,0.0,105.88
2018-07-13 23:00:56,0.0,0.0,0.0,0.0,92.26
2018-07-14 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-14 01:00:56,0.0,0.0,0.0,0.0,100.6
2018-07-14 02:00:56,0.0,0.0,0.0,0.0,101.53
2018-07-14 03:00:56,0.0,0.0,0.0,0.0,100.63
2018-07-14 04:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-14 05:00:56,0.0,0.0,0.0,0.0,106.63
2018-07-14 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-14 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-14 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-14 09:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-14 10:00:56,0.0,0.0,0.0,0.0,104.81
2018-07-14 11:00:56,0.0,0.0,0.0,0.0,102.57
2018-07-14 12:00:56,0.0,0.0,0.0,0.0,108.21
2018-07-14 13:00:56,0.0,0.0,0.0,0.0,111.56
2018-07-14 14:00:56,0.0,0.0,0.0,0.0,112.65
2018-07-14 15:00:56,0.0,0.0,0.0,0.0,118.24
2018-07-14 16:00:56,0.0,0.0,0.0,0.0,121.81
2018-07-14 17:00:56,0.0,0.0,0.0,0.0,117.59
2018-07-14 18:00:56,0.0,0.0,0.0,0.0,110.36
2018-07-14 19:00:56,0.0,0.0,0.0,0.0,109.72
2018-07-14 20:00:56,0.0,0.0,0.0,0.0,114.89
2018-07-14 21:00:56,0.0,0.0,0.0,0.0,112.26
2018-07-14 22:00:56,0.0,0.0,0.0,0.0,117.11
2018-07-14 23:00:56,0.0,0.0,0.0,0.0,114.08
2018-07-15 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-15 01:00:56,0.0,0.0,0.0,0.0,104.19
2018-07-15 02:00:56,0.0,0.0,0.0,0.0,104.28
2018-07-15 03:00:56,0.0,0.0,0.0,0.0,106.43
2018-07-15 04:00:56,0.0,0.0,0.0,0.0,102.02
2018-07-15 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-15 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-15 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-15 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-15 09:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-15 10:00:56,0.0,0.0,0.0,0.0,98.94
2018-07-15 11:00:56,0.0,0.0,0.0,0.0,103.89
2018-07-15 12:00:56,0.0,0.0,0.0,0.0,110.5
2018-07-15 13:00:56,0.0,0.0,0.0,0.0,113.04
2018-07-15 14:00:56,0.0,0.0,0.0,0.0,114.22
2018-07-15 15:00:56,0.0,0.0,0.0,0.0,122.06
2018-07-15 16:00:56,0.0,0.0,0.0,0.0,122.16
2018-07-15 17:00:56,0.0,0.0,0.0,0.0,120.33
2018-07-15 18:00:56,0.0,0.0,0.0,0.0,114.46
2018-07-15 19:00:56,0.0,0.0,0.0,0.0,117.43
2018-07-15 20:00:56,0.0,0.0,0.0,0.0,115.17
2018-07-15 21:00:56,0.0,0.0,0.0,0.0,113.44
2018-07-15 22:00:56,0.0,0.0,0.0,0.0,112.73
2018-07-15 23:00:56,0.0,0.0,0.0,0.0,112.01
2018-07-16 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-16 01:00:56,0.0,0.0,0.0,0.0,111.85
2018-07-16 02:00:56,0.0,0.0,0.0,0.0,111.59
2018-07-16 03:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-16 04:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-16 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-16 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-16 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-16 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-16 09:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-16 10:00:56,0.0,0.0,4.42,4.72,106.43
2018-07-16 11:00:56,0.0,0.0,4.07,4.45,107.89
2018-07-16 12:00:56,0.0,0.0,0.0,0.0,116.41
2018-07-16 13:00:56,0.0,0.0,0.0,0.0,122.43
2018-07-16 14:00:56,0.0,0.0,0.0,0.0,123.91
2018-07-16 15:00:56,0.0,0.0,0.0,0.0,121.06
2018-07-16 16:00:56,0.0,0.0,0.0,0.0,122.14
2018-07-16 17:00:56,0.0,0.0,0.0,0.0,114.22
2018-07-16 18:00:56,0.0,0.0,0.0,0.0,114.74
2018-07-16 19:00:56,0.0,0.0,0.0,0.0,112.99
2018-07-16 20:00:56,0.0,0.0,0.0,0.0,110.46
2018-07-16 21:00:56,0.0,0.0,0.0,0.0,114.4
2018-07-16 22:00:56,0.0,0.0,0.0,0.0,110.76
2018-07-16 23:00:56,0.0,0.0,0.0,0.0,112.99
2018-07-17 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-17 01:00:56,0.0,0.0,0.0,0.0,111.57
2018-07-17 02:00:56,0.0,0.0,0.0,0.0,117.51
2018-07-17 03:00:56,0.0,0.0,0.0,0.0,109.79
2018-07-17 04:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-17 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-17 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-17 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-17 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-17 09:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-17 10:00:56,0.0,0.0,4.47,4.89,94.45
2018-07-17 11:00:56,0.0,0.0,0.0,0.0,112.73
2018-07-17 12:00:56,0.0,0.0,0.0,0.0,116.48
2018-07-17 13:00:56,0.0,0.0,4.54,5.2,110.95
2018-07-17 14:00:56,0.0,0.0,0.0,0.0,138.62
2018-07-17 15:00:56,0.0,0.0,0.0,0.0,133.23
2018-07-17 16:00:56,0.0,0.0,0.0,0.0,131.11
2018-07-17 17:00:56,0.0,0.0,0.0,0.0,125.33
2018-07-17 18:00:56,0.0,0.0,0.0,0.0,115.37
2018-07-17 19:00:56,0.0,0.0,0.0,0.0,116.35
2018-07-17 20:00:56,0.0,0.0,0.0,0.0,116.2
2018-07-17 21:00:56,0.0,0.0,0.0,0.0,123.61
2018-07-17 22:00:56,0.0,0.0,0.0,0.0,120.55
2018-07-17 23:00:56,0.0,0.0,0.0,0.0,120.53
2018-07-18 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-18 01:00:56,0.0,0.0,0.0,0.0,113.78
2018-07-18 02:00:56,0.0,0.0,0.0,0.0,109.73
2018-07-18 03:00:56,0.0,0.0,0.0,0.0,108.09
2018-07-18 04:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-18 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-18 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-18 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-18 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-18 09:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-18 10:00:56,0.0,0.0,0.0,0.0,92.64
2018-07-18 11:00:56,0.0,0.0,0.0,0.0,91.62
2018-07-18 12:00:56,0.0,0.0,0.0,0.0,102.41
2018-07-18 13:00:56,0.0,0.0,0.0,0.0,115.24
2018-07-18 14:00:56,0.0,0.0,0.0,0.0,122.72
2018-07-18 15:00:56,0.0,0.0,0.0,0.0,122.2
2018-07-18 16:00:56,0.0,0.0,0.0,0.0,115.6
2018-07-18 17:00:56,0.0,0.0,0.0,0.0,113.35
2018-07-18 18:00:56,0.0,0.0,0.0,0.0,110.92
2018-07-18 19:00:56,0.0,0.0,0.0,0.0,108.97
2018-07-18 20:00:56,0.0,0.0,0.0,0.0,106.04
2018-07-18 21:00:56,0.0,0.0,0.0,0.0,110.66
2018-07-18 22:00:56,0.0,0.0,0.0,0.0,113.18
2018-07-18 23:00:56,0.0,0.0,0.0,0.0,115.37
2018-07-19 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-19 01:00:56,0.0,0.0,0.0,0.0,110.3
2018-07-19 02:00:56,0.0,0.0,0.0,0.0,112.75
2018-07-19 03:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-19 04:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-19 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-19 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-19 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-19 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-19 09:00:56,0.0,0.0,9.82,10.57,87.97
2018-07-19 10:00:56,0.0,0.0,5.82,6.41,100.53
2018-07-19 11:00:56,0.0,0.0,0.0,0.0,108.36
2018-07-19 12:00:56,0.0,0.0,0.0,0.0,111.47
2018-07-19 13:00:56,0.0,0.0,0.0,0.0,113.64
2018-07-19 14:00:56,0.0,0.0,0.0,0.0,112.58
2018-07-19 15:00:56,0.0,0.0,0.0,0.0,118.86
2018-07-19 16:00:56,0.0,0.0,0.0,0.0,117.65
2018-07-19 17:00:56,0.0,0.0,0.0,0.0,124.64
2018-07-19 18:00:56,0.0,0.0,0.0,0.0,130.42
2018-07-19 19:00:56,0.0,0.0,0.0,0.0,135.09
2018-07-19 20:00:56,0.0,0.0,0.0,0.0,138.98
2018-07-19 21:00:56,0.0,0.0,0.0,0.0,138.21
2018-07-19 22:00:56,0.0,0.0,0.0,0.0,140.73
2018-07-19 23:00:56,0.0,0.0,0.0,0.0,137.34
2018-07-20 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-20 01:00:56,0.0,0.0,0.0,0.0,135.91
2018-07-20 02:00:56,0.0,0.0,0.0,0.0,133.75
2018-07-20 03:00:56,0.0,0.0,0.0,0.0,132.34
2018-07-20 04:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-20 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-20 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-20 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-20 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-20 09:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-20 10:00:56,0.0,0.0,4.3,4.63,105.28
2018-07-20 11:00:56,0.0,0.0,0.0,0.0,113.4
2018-07-20 12:00:56,0.0,0.0,0.0,0.0,118.69
2018-07-20 13:00:56,0.0,0.0,0.0,0.0,119.56
2018-07-20 14:00:56,0.0,0.0,0.0,0.0,118.12
2018-07-20 15:00:56,0.0,0.0,0.0,0.0,123.76
2018-07-20 16:00:56,0.0,0.0,0.0,0.0,121.93
2018-07-20 17:00:56,0.0,0.0,0.0,0.0,116.01
2018-07-20 18:00:56,0.0,0.0,0.0,0.0,117.61
2018-07-20 19:00:56,0.0,0.0,0.0,0.0,110.54
2018-07-20 20:00:56,0.0,0.0,0.0,0.0,105.28
2018-07-20 21:00:56,0.0,0.0,0.0,0.0,106.3
2018-07-20 22:00:56,0.0,0.0,0.0,0.0,105.52
2018-07-20 23:00:56,0.0,0.0,0.0,0.0,106.32
2018-07-21 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 01:00:56,0.0,0.0,0.0,0.0,104.57
2018-07-21 02:00:56,0.0,0.0,0.0,0.0,97.45
2018-07-21 03:00:56,0.0,0.0,0.0,0.0,97.41
2018-07-21 04:00:56,0.0,0.0,0.0,0.0,93.95
2018-07-21 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 09:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 10:00:56,0.0,0.0,0.0,0.0,88.84
2018-07-21 11:00:56,0.0,0.0,0.0,0.0,94.15
2018-07-21 12:00:56,0.0,0.0,0.0,0.0,104.97
2018-07-21 13:00:56,0.0,0.0,0.0,0.0,115.62
2018-07-21 14:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 15:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 16:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 17:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 18:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 19:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 20:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 21:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 22:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-21 23:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 01:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 02:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 03:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 04:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 09:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 10:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 11:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 12:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 13:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 14:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 15:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 16:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 17:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 18:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 19:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 20:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 21:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 22:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-22 23:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 01:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 02:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 03:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 04:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 09:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 10:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 11:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 12:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 13:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-23 14:00:56,0.0,0.0,0.0,0.0,114.98
2018-07-23 15:00:56,0.0,0.0,0.0,0.0,122.96
2018-07-23 16:00:56,0.0,0.0,0.0,0.0,124.64
2018-07-23 17:00:56,0.0,0.0,0.0,0.0,120.0
2018-07-23 18:00:56,0.0,0.0,0.0,0.0,119.58
2018-07-23 19:00:56,0.0,0.0,0.0,0.0,114.33
2018-07-23 20:00:56,0.0,0.0,0.0,0.0,123.47
2018-07-23 21:00:56,0.0,0.0,0.0,0.0,125.39
2018-07-23 22:00:56,0.0,0.0,0.0,0.0,131.15
2018-07-23 23:00:56,0.0,0.0,0.0,0.0,123.32
2018-07-24 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-24 01:00:56,0.0,0.0,0.0,0.0,93.45
2018-07-24 02:00:56,0.0,0.0,0.0,0.0,100.81
2018-07-24 03:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-24 04:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-24 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-24 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-24 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-24 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-24 09:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-24 10:00:56,0.0,0.0,0.0,0.0,106.15
2018-07-24 11:00:56,0.0,0.0,0.0,0.0,107.67
2018-07-24 12:00:56,0.0,0.0,0.0,0.0,114.42
2018-07-24 13:00:56,0.0,0.0,0.0,0.0,117.78
2018-07-24 14:00:56,0.0,0.0,0.0,0.0,114.2
2018-07-24 15:00:56,0.0,0.0,0.0,0.0,115.0
2018-07-24 16:00:56,0.0,0.0,0.0,0.0,116.23
2018-07-24 17:00:56,0.0,0.0,0.0,0.0,113.93
2018-07-24 18:00:56,0.0,0.0,0.0,0.0,117.02
2018-07-24 19:00:56,0.0,0.0,0.0,0.0,118.54
2018-07-24 20:00:56,0.0,0.0,0.0,0.0,114.29
2018-07-24 21:00:56,0.0,0.0,0.0,0.0,115.48
2018-07-24 22:00:56,0.0,0.0,0.0,0.0,116.07
2018-07-24 23:00:56,0.0,0.0,0.0,0.0,118.64
2018-07-25 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-25 01:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-25 02:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-25 03:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-25 04:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-25 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-25 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-07-25 07:00:56,0.0,0.0,0.0,0.0,0.0
