Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2022-03-23 16:00:56,0.0,11.97,1606.39,65.8,96.72
2022-03-23 17:00:56,0.0,13.96,1538.16,67.64,96.61
2022-03-23 18:00:56,0.0,15.87,1552.83,74.24,104.94
2022-03-23 19:00:56,0.0,14.4,1543.61,68.9,98.01
2022-03-23 20:00:56,0.0,16.62,1601.24,81.49,125.83
2022-03-23 21:00:56,0.0,15.93,1501.48,61.71,87.47
2022-03-23 22:00:56,0.0,16.77,1455.2,64.7,86.89
2022-03-23 23:00:56,0.0,14.75,1396.76,39.28,52.23
2022-03-24 00:00:56,0.0,12.2,1477.65,60.04,77.84
2022-03-24 01:00:56,0.0,19.03,1456.09,58.27,73.05
2022-03-24 02:00:56,0.0,17.83,1430.36,47.55,61.41
2022-03-24 03:00:56,0.0,14.03,1401.98,49.92,68.26
2022-03-24 04:00:56,0.0,12.86,1347.38,23.18,0.0
2022-03-24 05:00:56,0.0,9.45,1338.22,25.14,31.89
2022-03-24 06:00:56,0.0,10.12,1393.0,56.36,74.4
2022-03-24 07:00:56,0.0,11.63,1513.66,71.39,112.26
2022-03-24 08:00:56,0.0,20.59,1720.8,142.02,233.61
2022-03-24 09:00:56,0.0,27.16,1809.41,123.18,193.9
2022-03-24 10:00:56,0.0,19.57,1504.21,77.91,119.91
2022-03-24 11:00:56,0.0,16.22,1499.07,65.92,101.46
2022-03-24 12:00:56,0.0,0.0,0.0,0.0,0.0
