Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-03-29 00:00:56,0.0,8.95,1082.33,18.3,19.54,0.0
2018-03-29 01:00:56,0.0,9.54,1039.38,16.12,17.14,0.0
2018-03-29 02:00:56,0.0,8.05,995.62,13.68,14.55,0.0
2018-03-29 03:00:56,0.0,4.43,995.97,11.03,11.69,0.0
2018-03-29 04:00:56,0.0,6.31,998.99,11.25,11.8,0.0
2018-03-29 05:00:56,0.0,8.58,1005.61,11.59,12.17,0.0
2018-03-29 06:00:56,0.0,10.32,967.73,8.6,9.16,0.0
2018-03-29 07:00:56,0.0,12.09,961.37,9.3,10.12,0.0
2018-03-29 08:00:56,0.0,15.4,970.55,13.09,14.24,0.0
2018-03-29 09:00:56,0.0,14.11,993.7,14.64,16.38,0.0
2018-03-29 10:00:56,0.0,6.7,1048.7,0.0,0.0,0.0
2018-03-29 11:00:56,0.0,13.73,1079.55,0.0,0.0,0.0
2018-03-29 12:00:56,0.0,0.0,1042.36,0.0,0.0,0.0
2018-03-29 13:00:56,0.0,15.76,1039.02,0.0,0.0,0.0
2018-03-29 14:00:56,0.0,13.03,1075.07,0.0,0.0,0.0
2018-03-29 15:00:56,0.0,11.03,1086.94,0.0,0.0,0.0
2018-03-29 16:00:56,0.0,8.28,1079.22,0.0,0.0,0.0
2018-03-29 17:00:56,0.0,5.31,1075.56,0.0,0.0,0.0
2018-03-29 18:00:56,0.0,5.71,1089.07,0.0,0.0,0.0
2018-03-29 19:00:56,0.0,6.17,1084.24,0.0,0.0,0.0
2018-03-29 20:00:56,0.0,0.0,1128.87,0.0,0.0,0.0
2018-03-29 21:00:56,0.0,7.46,1208.98,0.0,0.0,0.0
2018-03-29 22:00:56,0.0,19.34,1272.33,0.0,0.0,0.0
2018-03-29 23:00:56,0.0,12.08,1315.19,0.0,0.0,0.0
2018-03-30 00:00:56,0.0,10.08,1379.18,15.78,17.02,0.0
2018-03-30 01:00:56,0.0,11.93,1750.14,0.0,0.0,0.0
2018-03-30 02:00:56,0.0,10.08,1562.3,18.27,19.39,0.0
2018-03-30 03:00:56,0.0,77.37,1324.11,22.71,23.82,0.0
2018-03-30 04:00:56,0.0,20.13,1316.61,19.68,20.56,0.0
2018-03-30 05:00:56,0.0,9.57,1412.54,21.82,23.44,0.0
2018-03-30 06:00:56,0.0,16.4,1341.13,0.0,0.0,0.0
2018-03-30 07:00:56,0.0,8.69,1313.39,0.0,0.0,0.0
2018-03-30 08:00:56,0.0,8.93,1484.99,0.0,0.0,0.0
2018-03-30 09:00:56,0.0,7.8,1380.64,0.0,0.0,0.0
2018-03-30 10:00:56,0.0,14.45,1487.82,0.0,0.0,0.0
2018-03-30 11:00:56,0.0,12.57,1417.73,0.0,0.0,0.0
2018-03-30 12:00:56,0.0,9.57,1257.78,0.0,0.0,0.0
2018-03-30 13:00:56,0.0,7.07,1145.14,0.0,0.0,0.0
2018-03-30 14:00:56,0.0,5.87,1065.78,0.0,0.0,0.0
2018-03-30 15:00:56,0.0,5.41,1023.09,8.24,10.26,0.0
2018-03-30 16:00:56,0.0,7.36,994.75,7.47,9.19,0.0
2018-03-30 17:00:56,0.0,8.06,1008.48,0.0,0.0,0.0
2018-03-30 18:00:56,0.0,6.71,1042.27,0.0,0.0,0.0
2018-03-30 19:00:56,0.0,7.06,1093.5,0.0,0.0,0.0
2018-03-30 20:00:56,0.0,10.51,1138.14,0.0,0.0,0.0
2018-03-30 21:00:56,0.0,10.95,1269.5,0.0,0.0,0.0
2018-03-30 22:00:56,0.0,10.99,1549.46,0.0,0.0,0.0
2018-03-30 23:00:56,0.0,10.92,1802.84,0.0,0.0,0.0
2018-03-31 00:00:56,0.0,0.0,2334.48,0.0,0.0,0.0
2018-03-31 01:00:56,0.0,41.37,2052.88,0.0,0.0,0.0
2018-03-31 02:00:56,0.0,81.95,2169.05,0.0,0.0,0.0
2018-03-31 03:00:56,0.0,66.61,1971.87,0.0,0.0,0.0
2018-03-31 04:00:56,0.0,65.83,1856.73,0.0,0.0,0.0
2018-03-31 05:00:56,0.0,108.81,1631.23,0.0,0.0,0.0
2018-03-31 06:00:56,0.0,133.96,1470.96,0.0,0.0,0.0
2018-03-31 07:00:56,0.0,54.36,1412.76,0.0,0.0,0.0
2018-03-31 08:00:56,0.0,27.57,1441.2,0.0,0.0,0.0
2018-03-31 09:00:56,0.0,18.8,1468.37,0.0,0.0,0.0
