Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2018-04-03 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-03 01:00:56,0.0,0.0,1159.08,0.0,0.0
2018-04-03 02:00:56,0.0,0.0,1387.52,0.0,0.0
2018-04-03 03:00:56,0.0,0.0,1242.33,0.0,0.0
2018-04-03 04:00:56,0.0,0.0,1123.26,0.0,0.0
2018-04-03 05:00:56,0.0,0.0,1152.57,0.0,0.0
2018-04-03 06:00:56,0.0,0.0,1099.19,0.0,0.0
2018-04-03 07:00:56,0.0,0.0,1353.29,0.0,0.0
2018-04-03 08:00:56,0.0,0.0,1360.74,0.0,0.0
2018-04-03 09:00:56,0.0,0.0,1893.26,0.0,0.0
2018-04-03 10:00:56,0.0,0.0,2365.67,0.0,0.0
2018-04-03 11:00:56,0.0,0.0,1346.95,0.0,0.0
2018-04-03 12:00:56,0.0,0.0,1337.18,0.0,0.0
2018-04-03 13:00:56,0.0,0.0,1072.07,0.0,0.0
2018-04-03 14:00:56,0.0,0.0,822.75,0.0,0.0
2018-04-03 15:00:56,0.0,0.0,873.58,0.0,0.0
2018-04-03 16:00:56,0.0,0.0,941.06,0.0,0.0
2018-04-03 17:00:56,0.0,0.0,964.07,0.0,0.0
2018-04-03 18:00:56,0.0,0.0,983.69,0.0,0.0
2018-04-03 19:00:56,0.0,0.0,937.14,0.0,0.0
2018-04-03 20:00:56,0.0,0.0,1013.96,0.0,0.0
2018-04-03 21:00:56,0.0,0.0,1268.37,0.0,0.0
2018-04-03 22:00:56,0.0,0.0,1142.31,0.0,0.0
2018-04-03 23:00:56,0.0,0.0,1224.34,0.0,0.0
2018-04-04 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-04 01:00:56,0.0,0.0,1713.13,0.0,0.0
2018-04-04 02:00:56,0.0,0.0,1552.29,0.0,0.0
2018-04-04 03:00:56,0.0,0.0,1143.25,0.0,0.0
2018-04-04 04:00:56,0.0,0.0,1068.23,0.0,0.0
2018-04-04 05:00:56,0.0,0.0,914.51,0.0,0.0
2018-04-04 06:00:56,0.0,0.0,884.31,0.0,0.0
2018-04-04 07:00:56,0.0,0.0,909.23,0.0,0.0
2018-04-04 08:00:56,0.0,0.0,1144.58,0.0,0.0
2018-04-04 09:00:56,0.0,0.0,1536.62,0.0,0.0
2018-04-04 10:00:56,0.0,0.0,1773.31,0.0,0.0
2018-04-04 11:00:56,0.0,0.0,1386.44,0.0,0.0
2018-04-04 12:00:56,0.0,0.0,1361.36,0.0,0.0
2018-04-04 13:00:56,0.0,0.0,1463.96,0.0,0.0
2018-04-04 14:00:56,0.0,0.0,1298.72,0.0,0.0
2018-04-04 15:00:56,0.0,0.0,1237.56,0.0,0.0
2018-04-04 16:00:56,0.0,0.0,1414.0,0.0,0.0
2018-04-04 17:00:56,0.0,0.0,1377.19,0.0,0.0
2018-04-04 18:00:56,0.0,0.0,1239.03,0.0,0.0
2018-04-04 19:00:56,0.0,0.0,1254.92,0.0,0.0
2018-04-04 20:00:56,0.0,0.0,1305.22,0.0,0.0
2018-04-04 21:00:56,0.0,0.0,1457.0,0.0,0.0
2018-04-04 22:00:56,0.0,0.0,1274.64,0.0,0.0
2018-04-04 23:00:56,0.0,0.0,1465.85,0.0,0.0
2018-04-05 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-05 01:00:56,0.0,0.0,1810.34,0.0,0.0
2018-04-05 02:00:56,0.0,0.0,2107.17,0.0,0.0
2018-04-05 03:00:56,0.0,0.0,1741.32,0.0,0.0
2018-04-05 04:00:56,0.0,0.0,1617.44,0.0,0.0
2018-04-05 05:00:56,0.0,0.0,1580.56,0.0,0.0
2018-04-05 06:00:56,0.0,0.0,1542.5,0.0,0.0
2018-04-05 07:00:56,0.0,0.0,1467.1,0.0,0.0
2018-04-05 08:00:56,0.0,0.0,1580.54,0.0,0.0
2018-04-05 09:00:56,0.0,0.0,1669.29,0.0,0.0
2018-04-05 10:00:56,0.0,0.0,1641.65,0.0,0.0
2018-04-05 11:00:56,0.0,0.0,1529.68,0.0,0.0
2018-04-05 12:00:56,0.0,0.0,1721.38,0.0,0.0
2018-04-05 13:00:56,0.0,0.0,1833.68,0.0,0.0
2018-04-05 14:00:56,0.0,0.0,1588.29,0.0,0.0
2018-04-05 15:00:56,0.0,0.0,1507.81,0.0,0.0
2018-04-05 16:00:56,0.0,0.0,1395.63,0.0,0.0
2018-04-05 17:00:56,0.0,0.0,1469.99,0.0,0.0
2018-04-05 18:00:56,0.0,0.0,1323.99,0.0,0.0
2018-04-05 19:00:56,0.0,0.0,1263.02,0.0,0.0
2018-04-05 20:00:56,0.0,0.0,1422.86,0.0,0.0
2018-04-05 21:00:56,0.0,0.0,1598.57,0.0,0.0
2018-04-05 22:00:56,0.0,0.0,1752.54,0.0,0.0
2018-04-05 23:00:56,0.0,0.0,1558.18,0.0,0.0
2018-04-06 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-06 01:00:56,0.0,0.0,2613.98,0.0,0.0
2018-04-06 02:00:56,0.0,0.0,2150.13,0.0,0.0
2018-04-06 03:00:56,0.0,0.0,1829.55,0.0,0.0
2018-04-06 04:00:56,0.0,0.0,1696.67,0.0,0.0
2018-04-06 05:00:56,0.0,0.0,1502.75,0.0,0.0
2018-04-06 06:00:56,0.0,0.0,1189.74,0.0,0.0
2018-04-06 07:00:56,0.0,0.0,1121.42,0.0,0.0
2018-04-06 08:00:56,0.0,0.0,1571.78,0.0,0.0
2018-04-06 09:00:56,0.0,0.0,1629.14,0.0,0.0
2018-04-06 10:00:56,0.0,0.0,1578.24,0.0,0.0
2018-04-06 11:00:56,0.0,0.0,1437.7,0.0,0.0
2018-04-06 12:00:56,0.0,0.0,1745.3,0.0,0.0
2018-04-06 13:00:56,0.0,0.0,1646.85,0.0,0.0
2018-04-06 14:00:56,0.0,0.0,1641.43,0.0,0.0
2018-04-06 15:00:56,0.0,0.0,1669.62,0.0,0.0
2018-04-06 16:00:56,0.0,0.0,1583.74,0.0,0.0
2018-04-06 17:00:56,0.0,0.0,1455.98,0.0,0.0
2018-04-06 18:00:56,0.0,0.0,1373.93,0.0,0.0
2018-04-06 19:00:56,0.0,0.0,1411.36,0.0,0.0
2018-04-06 20:00:56,0.0,0.0,1290.98,0.0,0.0
2018-04-06 21:00:56,0.0,0.0,1761.92,0.0,0.0
2018-04-06 22:00:56,0.0,0.0,1656.6,0.0,0.0
2018-04-06 23:00:56,0.0,0.0,1800.75,0.0,0.0
2018-04-07 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-07 01:00:56,0.0,0.0,1769.84,0.0,0.0
2018-04-07 02:00:56,0.0,0.0,1764.39,0.0,0.0
2018-04-07 03:00:56,0.0,0.0,1648.87,0.0,0.0
2018-04-07 04:00:56,0.0,0.0,1279.1,0.0,0.0
2018-04-07 05:00:56,0.0,0.0,1435.57,0.0,0.0
2018-04-07 06:00:56,0.0,0.0,1314.24,0.0,0.0
2018-04-07 07:00:56,0.0,0.0,1390.39,0.0,0.0
2018-04-07 08:00:56,0.0,0.0,1396.58,0.0,0.0
2018-04-07 09:00:56,0.0,0.0,1329.25,0.0,0.0
2018-04-07 10:00:56,0.0,0.0,1190.69,0.0,0.0
2018-04-07 11:00:56,0.0,0.0,1305.87,0.0,0.0
2018-04-07 12:00:56,0.0,0.0,1508.1,0.0,0.0
2018-04-07 13:00:56,0.0,0.0,1587.29,0.0,0.0
2018-04-07 14:00:56,0.0,0.0,1661.72,0.0,0.0
2018-04-07 15:00:56,0.0,0.0,1477.92,0.0,0.0
2018-04-07 16:00:56,0.0,0.0,1549.36,0.0,0.0
2018-04-07 17:00:56,0.0,0.0,1419.61,0.0,0.0
2018-04-07 18:00:56,0.0,0.0,1445.57,0.0,0.0
2018-04-07 19:00:56,0.0,0.0,1470.08,0.0,0.0
2018-04-07 20:00:56,0.0,0.0,1704.63,0.0,0.0
2018-04-07 21:00:56,0.0,0.0,1620.9,0.0,0.0
2018-04-07 22:00:56,0.0,0.0,1545.44,0.0,0.0
2018-04-07 23:00:56,0.0,0.0,1591.87,0.0,0.0
2018-04-08 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-08 01:00:56,0.0,0.0,1585.96,0.0,0.0
2018-04-08 02:00:56,0.0,0.0,1529.34,0.0,0.0
2018-04-08 03:00:56,0.0,0.0,1221.54,0.0,0.0
2018-04-08 04:00:56,0.0,0.0,1159.77,0.0,0.0
2018-04-08 05:00:56,0.0,0.0,1030.98,35.49,36.49
2018-04-08 06:00:56,0.0,0.0,1098.45,0.0,0.0
2018-04-08 07:00:56,0.0,0.0,1064.34,0.0,0.0
2018-04-08 08:00:56,0.0,0.0,1060.15,0.0,0.0
2018-04-08 09:00:56,0.0,0.0,1179.6,0.0,0.0
2018-04-08 10:00:56,0.0,0.0,1293.13,0.0,0.0
2018-04-08 11:00:56,0.0,0.0,1196.62,0.0,0.0
2018-04-08 12:00:56,0.0,0.0,1203.81,0.0,0.0
2018-04-08 13:00:56,0.0,0.0,1106.55,0.0,0.0
2018-04-08 14:00:56,0.0,0.0,1284.47,0.0,0.0
2018-04-08 15:00:56,0.0,0.0,1355.2,0.0,0.0
2018-04-08 16:00:56,0.0,0.0,1391.57,0.0,0.0
2018-04-08 17:00:56,0.0,0.0,1319.59,0.0,0.0
2018-04-08 18:00:56,0.0,0.0,1176.21,0.0,0.0
2018-04-08 19:00:56,0.0,0.0,1340.13,0.0,0.0
2018-04-08 20:00:56,0.0,0.0,1522.89,0.0,0.0
2018-04-08 21:00:56,0.0,0.0,1773.05,0.0,0.0
2018-04-08 22:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-08 23:00:56,0.0,0.0,1707.01,0.0,0.0
2018-04-09 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-09 01:00:56,0.0,0.0,1741.69,0.0,0.0
2018-04-09 02:00:56,0.0,0.0,1652.94,0.0,0.0
2018-04-09 03:00:56,0.0,0.0,1373.51,0.0,0.0
2018-04-09 04:00:56,0.0,0.0,1812.61,0.0,0.0
2018-04-09 05:00:56,0.0,0.0,1578.37,0.0,0.0
2018-04-09 06:00:56,0.0,0.0,1123.97,0.0,0.0
2018-04-09 07:00:56,0.0,0.0,1185.75,0.0,0.0
2018-04-09 08:00:56,0.0,0.0,1354.9,0.0,0.0
2018-04-09 09:00:56,0.0,0.0,1453.38,0.0,0.0
2018-04-09 10:00:56,0.0,0.0,1609.09,0.0,0.0
2018-04-09 11:00:56,0.0,0.0,1499.01,0.0,0.0
2018-04-09 12:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-09 13:00:56,0.0,0.0,1410.65,0.0,0.0
2018-04-09 14:00:56,0.0,0.0,1427.3,0.0,0.0
2018-04-09 15:00:56,0.0,0.0,1517.56,0.0,0.0
2018-04-09 16:00:56,0.0,0.0,1451.3,0.0,0.0
2018-04-09 17:00:56,0.0,0.0,1372.58,0.0,0.0
2018-04-09 18:00:56,0.0,0.0,1282.45,0.0,0.0
2018-04-09 19:00:56,0.0,0.0,1338.33,0.0,0.0
2018-04-09 20:00:56,0.0,0.0,1429.72,0.0,0.0
2018-04-09 21:00:56,0.0,0.0,1506.63,0.0,0.0
2018-04-09 22:00:56,0.0,0.0,1709.94,0.0,0.0
2018-04-09 23:00:56,0.0,0.0,1617.08,0.0,0.0
2018-04-10 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-10 01:00:56,0.0,0.0,1981.36,0.0,0.0
2018-04-10 02:00:56,0.0,0.0,1821.21,0.0,0.0
2018-04-10 03:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-10 04:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-10 05:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-10 06:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-10 07:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-10 08:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-10 09:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-10 10:00:56,0.0,0.0,1797.57,0.0,0.0
2018-04-10 11:00:56,0.0,0.0,1617.95,0.0,0.0
2018-04-10 12:00:56,0.0,0.0,1612.54,0.0,0.0
2018-04-10 13:00:56,0.0,0.0,1579.81,0.0,0.0
2018-04-10 14:00:56,0.0,0.0,1708.68,0.0,0.0
2018-04-10 15:00:56,0.0,0.0,1599.92,0.0,0.0
2018-04-10 16:00:56,0.0,0.0,1633.57,0.0,0.0
2018-04-10 17:00:56,0.0,0.0,1553.44,0.0,0.0
2018-04-10 18:00:56,0.0,0.0,1601.68,0.0,0.0
2018-04-10 19:00:56,0.0,0.0,1468.23,0.0,0.0
2018-04-10 20:00:56,0.0,0.0,1447.54,0.0,0.0
2018-04-10 21:00:56,0.0,0.0,1554.45,0.0,0.0
2018-04-10 22:00:56,0.0,0.0,1475.37,0.0,0.0
2018-04-10 23:00:56,0.0,0.0,1572.88,0.0,0.0
2018-04-11 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-11 01:00:56,0.0,0.0,1540.61,0.0,0.0
2018-04-11 02:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-11 03:00:56,0.0,0.0,1678.46,0.0,0.0
2018-04-11 04:00:56,0.0,0.0,1728.92,0.0,0.0
2018-04-11 05:00:56,0.0,0.0,1557.97,0.0,0.0
2018-04-11 06:00:56,0.0,0.0,1571.9,0.0,0.0
2018-04-11 07:00:56,0.0,0.0,1654.47,0.0,0.0
2018-04-11 08:00:56,0.0,0.0,1655.38,0.0,0.0
2018-04-11 09:00:56,0.0,0.0,1791.55,0.0,0.0
2018-04-11 10:00:56,0.0,0.0,2164.74,0.0,0.0
2018-04-11 11:00:56,0.0,0.0,1879.84,0.0,0.0
2018-04-11 12:00:56,0.0,0.0,1672.06,0.0,0.0
2018-04-11 13:00:56,0.0,0.0,1567.83,0.0,0.0
2018-04-11 14:00:56,0.0,0.0,1641.75,0.0,0.0
2018-04-11 15:00:56,0.0,0.0,1808.54,0.0,0.0
2018-04-11 16:00:56,0.0,0.0,1773.12,0.0,0.0
2018-04-11 17:00:56,0.0,0.0,1804.34,0.0,0.0
2018-04-11 18:00:56,0.0,0.0,1838.07,0.0,0.0
2018-04-11 19:00:56,0.0,0.0,2174.73,0.0,0.0
2018-04-11 20:00:56,0.0,0.0,1904.22,0.0,0.0
2018-04-11 21:00:56,0.0,0.0,2192.88,0.0,0.0
2018-04-11 22:00:56,0.0,0.0,2012.87,0.0,0.0
2018-04-11 23:00:56,0.0,0.0,2052.81,0.0,0.0
2018-04-12 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-12 01:00:56,0.0,0.0,1994.09,0.0,0.0
2018-04-12 02:00:56,0.0,0.0,1982.73,0.0,0.0
2018-04-12 03:00:56,0.0,0.0,1843.75,0.0,0.0
2018-04-12 04:00:56,0.0,0.0,1505.98,0.0,0.0
2018-04-12 05:00:56,0.0,0.0,1455.04,0.0,0.0
2018-04-12 06:00:56,0.0,0.0,1498.71,0.0,0.0
2018-04-12 07:00:56,0.0,0.0,1520.28,0.0,0.0
2018-04-12 08:00:56,0.0,0.0,1633.43,0.0,0.0
2018-04-12 09:00:56,0.0,0.0,1687.87,0.0,0.0
2018-04-12 10:00:56,0.0,0.0,1933.62,0.0,0.0
2018-04-12 11:00:56,0.0,0.0,2042.63,0.0,0.0
2018-04-12 12:00:56,0.0,0.0,1731.25,0.0,0.0
2018-04-12 13:00:56,0.0,0.0,1533.92,0.0,0.0
2018-04-12 14:00:56,0.0,0.0,1635.47,0.0,0.0
2018-04-12 15:00:56,0.0,0.0,1542.23,0.0,0.0
2018-04-12 16:00:56,0.0,0.0,1483.93,0.0,0.0
2018-04-12 17:00:56,0.0,0.0,1502.42,0.0,0.0
2018-04-12 18:00:56,0.0,0.0,1344.59,0.0,0.0
2018-04-12 19:00:56,0.0,0.0,1372.38,0.0,0.0
2018-04-12 20:00:56,0.0,0.0,1438.29,0.0,0.0
2018-04-12 21:00:56,0.0,0.0,1633.74,0.0,0.0
2018-04-12 22:00:56,0.0,0.0,1624.92,0.0,0.0
2018-04-12 23:00:56,0.0,0.0,1583.8,0.0,0.0
2018-04-13 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-13 01:00:56,0.0,0.0,1682.28,0.0,0.0
2018-04-13 02:00:56,0.0,0.0,1854.21,0.0,0.0
2018-04-13 03:00:56,0.0,0.0,1719.25,0.0,0.0
2018-04-13 04:00:56,0.0,0.0,1392.48,0.0,0.0
2018-04-13 05:00:56,0.0,0.0,1262.31,0.0,0.0
2018-04-13 06:00:56,0.0,0.0,1412.14,0.0,0.0
2018-04-13 07:00:56,0.0,0.0,1501.19,0.0,0.0
2018-04-13 08:00:56,0.0,0.0,1476.31,0.0,0.0
2018-04-13 09:00:56,0.0,0.0,2174.38,0.0,0.0
2018-04-13 10:00:56,0.0,0.0,1880.03,0.0,0.0
2018-04-13 11:00:56,0.0,0.0,1861.93,0.0,0.0
2018-04-13 12:00:56,0.0,0.0,1741.52,0.0,0.0
2018-04-13 13:00:56,0.0,0.0,1624.83,0.0,0.0
2018-04-13 14:00:56,0.0,0.0,1625.28,0.0,0.0
2018-04-13 15:00:56,0.0,0.0,1711.34,0.0,0.0
2018-04-13 16:00:56,0.0,0.0,1667.55,0.0,0.0
2018-04-13 17:00:56,0.0,0.0,1453.82,0.0,0.0
2018-04-13 18:00:56,0.0,0.0,1450.87,0.0,0.0
2018-04-13 19:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-13 20:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-13 21:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-13 22:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-13 23:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-14 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-14 01:00:56,0.0,0.0,2137.96,0.0,0.0
2018-04-14 02:00:56,0.0,0.0,2091.92,0.0,0.0
2018-04-14 03:00:56,0.0,0.0,1901.08,0.0,0.0
2018-04-14 04:00:56,0.0,0.0,1755.09,0.0,0.0
2018-04-14 05:00:56,0.0,0.0,1553.7,0.0,0.0
2018-04-14 06:00:56,0.0,0.0,1498.56,0.0,0.0
2018-04-14 07:00:56,0.0,0.0,1630.37,0.0,0.0
2018-04-14 08:00:56,0.0,0.0,1436.16,0.0,0.0
2018-04-14 09:00:56,0.0,0.0,1796.39,0.0,0.0
2018-04-14 10:00:56,0.0,0.0,1950.71,0.0,0.0
2018-04-14 11:00:56,0.0,0.0,1908.72,0.0,0.0
2018-04-14 12:00:56,0.0,0.0,1741.1,0.0,0.0
2018-04-14 13:00:56,0.0,0.0,1744.02,0.0,0.0
2018-04-14 14:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-14 15:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-14 16:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-14 17:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-14 18:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-14 19:00:56,0.0,0.0,1568.98,0.0,0.0
2018-04-14 20:00:56,0.0,0.0,1548.95,0.0,0.0
2018-04-14 21:00:56,0.0,0.0,1918.72,0.0,0.0
2018-04-14 22:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-14 23:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-15 00:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-15 01:00:56,0.0,0.0,0.0,0.0,0.0
