Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2018-03-29 00:00:56,14.45,8.37,0.0,0.0,0.0
2018-03-29 01:00:56,32.16,9.84,0.0,0.0,0.0
2018-03-29 02:00:56,34.69,9.81,0.0,0.0,0.0
2018-03-29 03:00:56,29.41,9.39,0.0,0.0,0.0
2018-03-29 04:00:56,14.84,9.14,0.0,0.0,0.0
2018-03-29 05:00:56,10.9,8.13,0.0,0.0,0.0
2018-03-29 06:00:56,4.84,8.03,0.0,0.0,0.0
2018-03-29 07:00:56,9.17,7.79,0.0,0.0,0.0
2018-03-29 08:00:56,14.52,7.36,0.0,0.0,0.0
2018-03-29 09:00:56,8.61,7.02,0.0,0.0,0.0
2018-03-29 10:00:56,15.56,7.33,0.0,0.0,0.0
2018-03-29 11:00:56,33.92,7.46,0.0,0.0,0.0
2018-03-29 12:00:56,11.36,7.34,0.0,0.0,0.0
2018-03-29 13:00:56,7.9,7.34,0.0,0.0,0.0
2018-03-29 14:00:56,9.24,7.48,0.0,0.0,0.0
2018-03-29 15:00:56,12.73,7.54,0.0,0.0,0.0
2018-03-29 16:00:56,24.71,7.47,0.0,0.0,0.0
2018-03-29 17:00:56,13.81,7.94,0.0,0.0,0.0
2018-03-29 18:00:56,8.36,10.68,0.0,0.0,0.0
2018-03-29 19:00:56,23.42,12.98,0.0,0.0,0.0
2018-03-29 20:00:56,29.02,14.89,0.0,0.0,0.0
2018-03-29 21:00:56,41.64,19.13,0.0,0.0,0.0
2018-03-29 22:00:56,38.85,24.21,0.0,0.0,0.0
2018-03-29 23:00:56,26.82,22.59,0.0,0.0,0.0
2018-03-30 00:00:56,20.48,17.0,0.0,0.0,0.0
2018-03-30 01:00:56,18.89,16.34,0.0,0.0,0.0
2018-03-30 02:00:56,32.0,13.53,0.0,0.0,0.0
2018-03-30 03:00:56,31.96,13.8,0.0,0.0,0.0
2018-03-30 04:00:56,30.02,11.77,0.0,0.0,0.0
2018-03-30 05:00:56,18.66,10.55,0.0,0.0,0.0
2018-03-30 06:00:56,26.31,9.82,0.0,0.0,17.91
2018-03-30 07:00:56,24.98,9.11,0.0,0.0,17.66
2018-03-30 08:00:56,27.49,9.17,0.0,0.0,17.69
2018-03-30 09:00:56,65.84,11.43,0.0,0.0,0.0
2018-03-30 10:00:56,69.63,16.06,0.0,0.0,0.0
2018-03-30 11:00:56,62.93,24.21,0.0,0.0,0.0
2018-03-30 12:00:56,43.58,23.19,0.0,0.0,0.0
2018-03-30 13:00:56,26.87,19.23,0.0,0.0,0.0
2018-03-30 14:00:56,13.8,18.43,0.0,0.0,0.0
2018-03-30 15:00:56,12.3,19.79,0.0,0.0,0.0
2018-03-30 16:00:56,27.12,20.9,0.0,0.0,0.0
2018-03-30 17:00:56,23.33,20.83,0.0,0.0,0.0
2018-03-30 18:00:56,26.77,20.61,0.0,0.0,0.0
2018-03-30 19:00:56,31.26,21.16,0.0,0.0,0.0
2018-03-30 20:00:56,32.46,19.25,0.0,0.0,0.0
2018-03-30 21:00:56,49.26,17.7,0.0,0.0,0.0
2018-03-30 22:00:56,41.21,21.69,0.0,0.0,0.0
2018-03-30 23:00:56,29.7,26.24,0.0,0.0,0.0
2018-03-31 00:00:56,45.38,24.1,0.0,0.0,0.0
2018-03-31 01:00:56,42.11,21.7,0.0,0.0,0.0
2018-03-31 02:00:56,70.43,20.36,0.0,0.0,0.0
2018-03-31 03:00:56,62.56,18.8,0.0,0.0,0.0
2018-03-31 04:00:56,48.86,18.76,0.0,0.0,0.0
2018-03-31 05:00:56,49.06,18.28,0.0,0.0,0.0
2018-03-31 06:00:56,39.09,18.05,0.0,0.0,0.0
2018-03-31 07:00:56,32.57,16.98,0.0,0.0,0.0
2018-03-31 08:00:56,36.0,18.7,0.0,0.0,0.0
2018-03-31 09:00:56,49.09,20.29,0.0,0.0,0.0
2018-03-31 10:00:56,43.73,19.05,0.0,0.0,0.0
2018-03-31 11:00:56,40.63,18.4,0.0,0.0,0.0
2018-03-31 12:00:56,26.34,17.72,0.0,0.0,0.0
2018-03-31 13:00:56,35.96,18.71,0.0,0.0,0.0
2018-03-31 14:00:56,11.34,20.44,0.0,0.0,0.0
2018-03-31 15:00:56,27.88,22.92,0.0,0.0,0.0
2018-03-31 16:00:56,20.25,24.32,0.0,0.0,0.0
2018-03-31 17:00:56,12.98,23.27,0.0,0.0,0.0
2018-03-31 18:00:56,11.82,23.36,0.0,0.0,0.0
2018-03-31 19:00:56,7.61,24.28,0.0,0.0,0.0
2018-03-31 20:00:56,9.58,27.95,0.0,0.0,0.0
2018-03-31 21:00:56,55.49,30.88,0.0,0.0,0.0
2018-03-31 22:00:56,52.62,26.97,0.0,0.0,0.0
2018-03-31 23:00:56,16.58,21.29,0.0,0.0,0.0
2018-04-01 00:00:56,11.99,20.65,0.0,0.0,0.0
2018-04-01 01:00:56,23.38,19.84,0.0,0.0,0.0
2018-04-01 02:00:56,14.14,19.54,0.0,0.0,0.0
2018-04-01 03:00:56,18.0,19.52,0.0,0.0,0.0
2018-04-01 04:00:56,34.98,19.0,0.0,0.0,0.0
2018-04-01 05:00:56,24.17,21.02,0.0,0.0,0.0
2018-04-01 06:00:56,27.47,24.83,0.0,0.0,0.0
2018-04-01 07:00:56,11.98,24.95,0.0,0.0,0.0
2018-04-01 08:00:56,12.71,23.32,0.0,0.0,0.0
2018-04-01 09:00:56,19.44,23.83,0.0,0.0,0.0
2018-04-01 10:00:56,13.96,24.92,0.0,0.0,0.0
2018-04-01 11:00:56,35.33,24.2,0.0,0.0,0.0
2018-04-01 12:00:56,15.26,24.62,0.0,0.0,0.0
2018-04-01 13:00:56,8.38,24.13,0.0,0.0,0.0
2018-04-01 14:00:56,5.74,23.91,0.0,0.0,0.0
2018-04-01 15:00:56,25.93,23.35,0.0,0.0,0.0
2018-04-01 16:00:56,28.08,20.5,0.0,0.0,0.0
2018-04-01 17:00:56,10.26,20.09,0.0,0.0,0.0
2018-04-01 18:00:56,32.94,19.51,0.0,0.0,0.0
2018-04-01 19:00:56,24.45,19.46,0.0,0.0,0.0
2018-04-01 20:00:56,13.81,20.68,0.0,0.0,0.0
2018-04-01 21:00:56,38.09,22.96,0.0,0.0,0.0
2018-04-01 22:00:56,22.04,19.7,0.0,0.0,0.0
2018-04-01 23:00:56,22.55,18.91,0.0,0.0,0.0
2018-04-02 00:00:56,13.19,17.91,0.0,0.0,0.0
2018-04-02 01:00:56,30.5,17.49,0.0,0.0,0.0
2018-04-02 02:00:56,27.45,17.69,0.0,0.0,0.0
2018-04-02 03:00:56,33.62,17.35,0.0,0.0,0.0
2018-04-02 04:00:56,13.19,17.49,0.0,0.0,0.0
2018-04-02 05:00:56,8.46,17.82,0.0,0.0,0.0
2018-04-02 06:00:56,14.99,20.15,0.0,0.0,0.0
2018-04-02 07:00:56,13.66,19.09,0.0,0.0,0.0
2018-04-02 08:00:56,28.36,27.41,0.0,0.0,0.0
2018-04-02 09:00:56,36.45,20.09,0.0,0.0,0.0
2018-04-02 10:00:56,30.67,18.84,0.0,0.0,0.0
2018-04-02 11:00:56,20.43,18.91,0.0,0.0,0.0
2018-04-02 12:00:56,25.3,18.65,0.0,0.0,0.0
2018-04-02 13:00:56,14.72,19.47,0.0,0.0,0.0
2018-04-02 14:00:56,9.42,19.65,0.0,0.0,0.0
2018-04-02 15:00:56,22.07,19.89,0.0,0.0,0.0
2018-04-02 16:00:56,34.23,20.63,0.0,0.0,0.0
2018-04-02 17:00:56,23.29,21.46,0.0,0.0,0.0
2018-04-02 18:00:56,7.3,21.61,0.0,0.0,0.0
2018-04-02 19:00:56,12.55,21.17,0.0,0.0,0.0
2018-04-02 20:00:56,9.91,19.78,0.0,0.0,0.0
2018-04-02 21:00:56,14.03,20.11,0.0,0.0,0.0
2018-04-02 22:00:56,28.21,20.3,0.0,0.0,0.0
2018-04-02 23:00:56,22.64,19.62,0.0,0.0,0.0
2018-04-03 00:00:56,9.94,19.41,0.0,0.0,0.0
2018-04-03 01:00:56,25.71,18.94,0.0,0.0,0.0
2018-04-03 02:00:56,21.93,19.01,0.0,0.0,0.0
2018-04-03 03:00:56,15.81,18.54,0.0,0.0,0.0
2018-04-03 04:00:56,34.61,18.64,0.0,0.0,0.0
2018-04-03 05:00:56,18.92,18.33,0.0,0.0,0.0
2018-04-03 06:00:56,18.07,18.19,0.0,0.0,0.0
2018-04-03 07:00:56,14.58,18.35,0.0,0.0,0.0
2018-04-03 08:00:56,30.48,19.14,0.0,0.0,0.0
2018-04-03 09:00:56,42.33,24.02,0.0,0.0,0.0
2018-04-03 10:00:56,51.2,28.05,0.0,0.0,0.0
2018-04-03 11:00:56,39.13,26.14,0.0,0.0,0.0
2018-04-03 12:00:56,22.01,28.78,0.0,0.0,0.0
2018-04-03 13:00:56,29.74,24.12,0.0,0.0,0.0
2018-04-03 14:00:56,12.39,22.26,0.0,0.0,0.0
2018-04-03 15:00:56,8.87,27.77,0.0,0.0,0.0
2018-04-03 16:00:56,17.66,29.61,0.0,0.0,0.0
2018-04-03 17:00:56,5.93,29.79,0.0,0.0,0.0
