Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-03-29 00:00:56,11.83,0.0,2.47,0.0,0.0,0.0
2018-03-29 01:00:56,10.67,0.0,3.41,0.0,0.0,0.0
2018-03-29 02:00:56,17.33,0.0,2.74,0.0,0.0,0.0
2018-03-29 03:00:56,9.92,0.0,4.21,0.0,0.0,0.0
2018-03-29 04:00:56,8.75,0.0,3.32,0.0,0.0,0.0
2018-03-29 05:00:56,6.17,0.0,0.67,0.0,0.0,0.0
2018-03-29 06:00:56,8.0,0.0,1.96,0.0,0.0,0.0
2018-03-29 07:00:56,8.16,0.0,1.59,0.0,0.0,0.0
2018-03-29 08:00:56,10.08,0.0,4.04,0.0,0.0,0.0
2018-03-29 09:00:56,10.92,0.0,1.05,0.0,0.0,0.0
2018-03-29 10:00:56,10.82,0.0,2.65,0.0,0.0,0.0
2018-03-29 11:00:56,19.34,0.0,1.32,0.0,0.0,0.0
2018-03-29 12:00:56,12.49,0.0,0.5,0.0,0.0,0.0
2018-03-29 13:00:56,17.51,0.0,0.9,0.0,0.0,0.0
2018-03-29 14:00:56,12.66,0.0,1.08,0.0,0.0,0.0
2018-03-29 15:00:56,19.01,0.0,0.48,0.0,0.0,0.0
2018-03-29 16:00:56,9.32,0.0,2.43,0.0,0.0,0.0
2018-03-29 17:00:56,23.26,0.0,2.11,0.0,0.0,0.0
2018-03-29 18:00:56,15.66,0.0,0.97,0.0,0.0,0.0
2018-03-29 19:00:56,23.58,0.0,3.22,0.0,0.0,0.0
2018-03-29 20:00:56,30.0,0.0,2.86,0.0,0.0,0.0
2018-03-29 21:00:56,30.66,0.0,2.55,0.0,0.0,0.0
2018-03-29 22:00:56,36.93,0.0,3.87,0.0,0.0,0.0
2018-03-29 23:00:56,25.56,0.0,4.03,0.0,0.0,0.0
2018-03-30 00:00:56,32.49,0.0,4.51,0.0,0.0,0.0
2018-03-30 01:00:56,38.49,0.0,3.3,0.0,0.0,0.0
2018-03-30 02:00:56,43.26,0.0,3.99,0.0,0.0,0.0
2018-03-30 03:00:56,35.33,0.0,4.27,0.0,0.0,0.0
2018-03-30 04:00:56,39.25,0.0,1.62,0.0,0.0,0.0
2018-03-30 05:00:56,41.84,0.0,5.09,0.0,0.0,0.0
2018-03-30 06:00:56,40.16,0.0,4.37,0.0,0.0,0.0
2018-03-30 07:00:56,43.24,0.0,4.91,0.0,0.0,0.0
2018-03-30 08:00:56,56.67,0.0,4.74,0.0,0.0,0.0
2018-03-30 09:00:56,53.25,0.0,8.66,0.0,0.0,0.0
2018-03-30 10:00:56,55.09,0.0,10.16,0.0,0.0,0.0
2018-03-30 11:00:56,46.32,0.0,10.42,0.0,0.0,0.0
2018-03-30 12:00:56,60.92,0.0,15.78,0.0,0.0,0.0
2018-03-30 13:00:56,59.42,0.0,13.66,0.0,0.0,0.0
2018-03-30 14:00:56,50.61,0.0,12.93,0.0,0.0,0.0
2018-03-30 15:00:56,25.15,0.0,6.8,0.0,0.0,0.0
2018-03-30 16:00:56,37.75,0.0,4.91,0.0,0.0,0.0
2018-03-30 17:00:56,34.59,0.0,4.49,0.0,0.0,0.0
2018-03-30 18:00:56,30.82,0.0,4.3,0.0,0.0,0.0
2018-03-30 19:00:56,41.81,0.0,3.67,0.0,0.0,0.0
2018-03-30 20:00:56,62.82,0.0,3.12,0.0,0.0,0.0
2018-03-30 21:00:56,72.16,0.0,8.36,0.0,0.0,0.0
2018-03-30 22:00:56,78.04,0.0,29.28,0.0,0.0,0.0
2018-03-30 23:00:56,126.98,0.0,20.41,0.0,0.0,0.0
2018-03-31 00:00:56,174.89,0.0,16.9,0.0,0.0,0.0
2018-03-31 01:00:56,194.6,0.0,13.52,0.0,0.0,0.0
2018-03-31 02:00:56,176.2,0.0,11.3,0.0,0.0,0.0
2018-03-31 03:00:56,142.2,0.0,6.32,0.0,0.0,0.0
2018-03-31 04:00:56,111.58,0.0,9.82,0.0,0.0,0.0
2018-03-31 05:00:56,111.58,0.0,11.63,0.0,0.0,0.0
2018-03-31 06:00:56,40.25,0.0,9.86,0.0,0.0,0.0
2018-03-31 07:00:56,44.32,0.0,27.15,0.0,0.0,0.0
2018-03-31 08:00:56,61.96,0.0,27.97,0.0,0.0,0.0
2018-03-31 09:00:56,94.1,0.0,17.17,0.0,0.0,0.0
2018-03-31 10:00:56,84.74,0.0,22.77,0.0,0.0,0.0
2018-03-31 11:00:56,91.43,0.0,59.93,0.0,0.0,0.0
2018-03-31 12:00:56,71.94,0.0,47.57,0.0,0.0,0.0
2018-03-31 13:00:56,48.26,0.0,46.77,0.0,0.0,0.0
2018-03-31 14:00:56,41.26,0.0,36.02,0.0,0.0,0.0
2018-03-31 15:00:56,53.91,0.0,38.06,0.0,0.0,0.0
2018-03-31 16:00:56,41.49,0.0,34.58,0.0,0.0,0.0
2018-03-31 17:00:56,37.34,0.0,24.09,0.0,0.0,0.0
2018-03-31 18:00:56,50.98,0.0,15.79,0.0,0.0,0.0
2018-03-31 19:00:56,44.27,0.0,38.76,0.0,0.0,0.0
2018-03-31 20:00:56,95.08,0.0,40.1,0.0,0.0,0.0
2018-03-31 21:00:56,140.02,0.0,27.21,0.0,0.0,0.0
2018-03-31 22:00:56,150.32,0.0,57.96,0.0,0.0,0.0
2018-03-31 23:00:56,149.08,0.0,44.48,0.0,0.0,0.0
2018-04-01 00:00:56,216.81,0.0,38.44,0.0,0.0,0.0
2018-04-01 01:00:56,199.67,0.0,41.01,0.0,0.0,0.0
2018-04-01 02:00:56,149.9,0.0,31.85,0.0,0.0,0.0
2018-04-01 03:00:56,113.12,0.0,29.56,0.0,0.0,0.0
2018-04-01 04:00:56,76.31,0.0,23.92,0.0,0.0,0.0
2018-04-01 05:00:56,24.5,0.0,26.41,0.0,0.0,0.0
2018-04-01 06:00:56,19.08,0.0,34.23,0.0,0.0,0.0
2018-04-01 07:00:56,19.66,0.0,30.23,0.0,0.0,0.0
2018-04-01 08:00:56,17.68,0.0,23.74,0.0,0.0,0.0
2018-04-01 09:00:56,36.5,0.0,25.69,0.0,0.0,0.0
2018-04-01 10:00:56,42.33,0.0,23.57,0.0,0.0,0.0
2018-04-01 11:00:56,45.0,0.0,16.26,0.0,0.0,0.0
2018-04-01 12:00:56,34.0,0.0,15.15,0.0,0.0,0.0
2018-04-01 13:00:56,33.25,0.0,14.82,0.0,0.0,0.0
2018-04-01 14:00:56,25.42,0.0,14.23,0.0,0.0,0.0
2018-04-01 15:00:56,29.41,0.0,14.33,0.0,0.0,0.0
2018-04-01 16:00:56,23.75,0.0,21.03,0.0,0.0,0.0
2018-04-01 17:00:56,32.33,0.0,19.39,0.0,0.0,0.0
2018-04-01 18:00:56,36.59,0.0,22.42,0.0,0.0,0.0
2018-04-01 19:00:56,42.33,0.0,6.41,0.0,0.0,0.0
2018-04-01 20:00:56,38.43,0.0,17.3,0.0,0.0,0.0
2018-04-01 21:00:56,75.67,0.0,16.42,0.0,0.0,0.0
2018-04-01 22:00:56,73.76,0.0,13.67,0.0,0.0,0.0
2018-04-01 23:00:56,93.32,0.0,14.22,0.0,0.0,0.0
2018-04-02 00:00:56,91.55,0.0,7.67,0.0,0.0,0.0
2018-04-02 01:00:56,31.33,0.0,4.82,0.0,0.0,0.0
2018-04-02 02:00:56,23.58,0.0,3.95,0.0,0.0,0.0
2018-04-02 03:00:56,18.83,0.0,4.66,0.0,0.0,0.0
2018-04-02 04:00:56,15.91,0.0,0.31,0.0,0.0,0.0
2018-04-02 05:00:56,4.25,0.0,1.09,0.0,0.0,0.0
2018-04-02 06:00:56,6.92,0.0,3.19,0.0,0.0,0.0
2018-04-02 07:00:56,6.0,0.0,1.37,0.0,0.0,0.0
2018-04-02 08:00:56,6.5,0.0,4.15,0.0,0.0,0.0
2018-04-02 09:00:56,12.08,0.0,3.08,0.0,0.0,0.0
2018-04-02 10:00:56,13.0,0.0,3.43,0.0,0.0,0.0
2018-04-02 11:00:56,13.0,0.0,9.33,0.0,0.0,0.0
2018-04-02 12:00:56,14.01,0.0,7.98,0.0,0.0,0.0
2018-04-02 13:00:56,24.5,0.0,9.46,0.0,0.0,0.0
2018-04-02 14:00:56,19.42,0.0,4.56,0.0,0.0,0.0
2018-04-02 15:00:56,23.5,0.0,3.51,0.0,0.0,0.0
2018-04-02 16:00:56,19.42,0.0,4.79,0.0,0.0,0.0
2018-04-02 17:00:56,33.83,0.0,3.82,0.0,0.0,0.0
2018-04-02 18:00:56,21.0,0.0,1.28,0.0,0.0,0.0
2018-04-02 19:00:56,20.92,0.0,2.33,0.0,0.0,0.0
2018-04-02 20:00:56,23.69,0.0,3.43,0.0,0.0,0.0
2018-04-02 21:00:56,68.94,0.0,7.53,0.0,0.0,0.0
2018-04-02 22:00:56,121.91,0.0,27.08,0.0,0.0,0.0
2018-04-02 23:00:56,113.0,0.0,29.37,0.0,0.0,0.0
2018-04-03 00:00:56,141.31,0.0,10.14,0.0,0.0,0.0
2018-04-03 01:00:56,78.75,0.0,10.38,0.0,0.0,0.0
2018-04-03 02:00:56,73.32,0.0,10.58,0.0,0.0,0.0
2018-04-03 03:00:56,43.25,0.0,7.24,0.0,0.0,0.0
2018-04-03 04:00:56,34.83,0.0,4.27,0.0,0.0,0.0
2018-04-03 05:00:56,32.83,0.0,4.37,0.0,0.0,0.0
2018-04-03 06:00:56,31.17,0.0,2.92,0.0,0.0,0.0
2018-04-03 07:00:56,33.25,0.0,1.77,0.0,0.0,0.0
