Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-03-29 00:00:56,45.31,13.56,4345.01,6.81,10.6,6.45
2018-03-29 01:00:56,59.81,9.82,3220.45,4.62,7.33,10.01
2018-03-29 02:00:56,81.06,7.94,1228.06,7.86,10.81,24.35
2018-03-29 03:00:56,76.74,4.97,79.05,5.93,9.63,12.09
2018-03-29 04:00:56,25.36,3.84,135.57,2.39,5.64,22.33
2018-03-29 05:00:56,9.17,5.18,110.98,5.56,8.43,24.37
2018-03-29 06:00:56,5.55,5.26,258.34,7.61,10.16,23.0
2018-03-29 07:00:56,8.82,5.16,218.61,6.65,9.51,21.4
2018-03-29 08:00:56,8.81,5.6,159.15,17.03,21.44,28.14
2018-03-29 09:00:56,11.58,5.4,205.44,24.36,31.68,28.9
2018-03-29 10:00:56,26.86,5.26,224.03,27.73,36.24,26.45
2018-03-29 11:00:56,16.59,5.26,175.22,24.16,31.77,18.76
2018-03-29 12:00:56,8.58,4.72,235.01,19.1,26.77,13.64
2018-03-29 13:00:56,10.49,4.42,283.15,22.28,31.49,12.52
2018-03-29 14:00:56,11.99,4.11,271.95,24.59,35.71,9.6
2018-03-29 15:00:56,22.36,4.05,332.75,31.15,46.33,11.76
2018-03-29 16:00:56,10.19,4.75,370.75,22.69,34.61,14.17
2018-03-29 17:00:56,6.51,3.26,392.6,13.33,19.86,14.95
2018-03-29 18:00:56,6.73,4.18,464.85,33.84,45.44,16.7
2018-03-29 19:00:56,22.37,4.59,383.25,26.46,35.04,16.73
2018-03-29 20:00:56,14.05,4.87,321.47,20.71,24.69,22.7
2018-03-29 21:00:56,8.42,5.45,437.61,16.29,20.98,25.31
2018-03-29 22:00:56,13.45,5.83,529.49,27.02,35.0,14.57
2018-03-29 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-30 00:00:56,5.02,12.94,561.28,20.26,25.31,29.89
2018-03-30 01:00:56,11.68,7.88,441.44,12.02,17.33,37.07
2018-03-30 02:00:56,16.94,5.17,429.52,7.97,12.17,41.94
2018-03-30 03:00:56,21.73,4.99,372.46,12.33,16.62,41.14
2018-03-30 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-30 05:00:56,10.17,4.35,402.3,8.04,11.32,36.22
2018-03-30 06:00:56,8.54,4.45,264.08,10.64,13.91,31.07
2018-03-30 07:00:56,4.49,5.76,300.49,21.66,28.27,23.23
2018-03-30 08:00:56,6.94,6.0,358.42,21.54,35.36,21.07
2018-03-30 09:00:56,26.56,18.45,619.8,23.82,56.37,18.48
2018-03-30 10:00:56,27.46,36.18,840.41,28.29,45.53,18.87
2018-03-30 11:00:56,29.32,29.05,694.12,22.98,33.19,23.94
2018-03-30 12:00:56,50.67,41.17,940.46,30.09,52.94,28.41
2018-03-30 13:00:56,15.55,42.4,811.76,19.08,28.97,39.57
2018-03-30 14:00:56,17.8,49.81,939.6,20.35,34.43,40.65
2018-03-30 15:00:56,47.19,53.1,1249.01,19.78,31.11,44.02
2018-03-30 16:00:56,44.62,50.11,1180.24,21.08,32.88,55.73
2018-03-30 17:00:56,32.07,27.49,1056.96,14.49,22.03,38.1
2018-03-30 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-30 19:00:56,18.75,17.55,1657.36,45.46,62.76,11.83
2018-03-30 20:00:56,29.18,15.32,1781.75,46.66,88.0,4.71
2018-03-30 21:00:56,55.21,13.07,1333.48,48.62,141.63,2.54
2018-03-30 22:00:56,53.91,9.61,1237.87,37.99,112.55,0.42
2018-03-30 23:00:56,59.05,13.56,974.09,31.4,45.67,2.69
2018-03-31 00:00:56,46.93,11.82,833.95,30.73,47.57,1.57
