Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2022-03-23 16:00:56,44.72,20.58,11.25,662.39,46.99,54.33
2022-03-23 17:00:56,46.74,19.82,11.55,689.52,52.21,61.76
2022-03-23 18:00:56,48.27,15.28,13.43,764.78,59.71,73.46
2022-03-23 19:00:56,46.49,10.7,14.61,965.49,73.5,93.82
2022-03-23 20:00:56,46.48,7.49,24.12,983.34,60.89,0.0
2022-03-23 21:00:56,38.86,8.26,22.98,792.04,62.64,78.8
2022-03-23 22:00:56,36.31,14.77,18.32,868.66,78.19,104.52
2022-03-23 23:00:56,33.48,14.38,18.34,777.64,60.36,77.0
2022-03-24 00:00:56,25.5,11.43,23.24,644.37,49.3,57.0
2022-03-24 01:00:56,23.33,9.12,31.05,774.09,60.48,0.0
2022-03-24 02:00:56,24.8,9.87,42.25,728.89,63.88,70.38
2022-03-24 03:00:56,20.58,8.74,41.79,662.61,56.89,62.65
2022-03-24 04:00:56,15.67,6.76,40.43,566.58,52.04,55.81
2022-03-24 05:00:56,15.87,14.15,33.76,534.0,46.88,49.84
2022-03-24 06:00:56,17.21,15.9,21.05,473.16,41.52,0.0
2022-03-24 07:00:56,18.58,17.12,29.3,566.51,55.94,65.71
2022-03-24 08:00:56,27.65,18.95,38.85,633.45,75.67,88.18
2022-03-24 09:00:56,29.22,15.45,53.0,1035.46,102.86,143.79
2022-03-24 10:00:56,47.32,20.81,49.08,711.05,67.45,83.68
2022-03-24 11:00:56,52.36,20.6,21.81,636.22,53.83,65.55
2022-03-24 12:00:56,46.55,14.76,27.58,692.94,59.41,76.39
2022-03-24 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0
