Date,PM10 ( µg/m3 ),SO2 ( µg/m3 )
2022-02-21 16:00:56,67.53,34.88
2022-02-21 17:00:56,48.64,27.71
2022-02-21 18:00:56,46.83,21.03
2022-02-21 19:00:56,39.14,17.41
2022-02-21 20:00:56,22.78,14.99
2022-02-21 21:00:56,19.68,14.47
2022-02-21 22:00:56,23.01,14.31
2022-02-21 23:00:56,33.52,18.01
2022-02-22 00:00:56,40.73,34.11
2022-02-22 01:00:56,21.92,27.53
2022-02-22 02:00:56,35.09,20.87
2022-02-22 03:00:56,30.84,18.18
2022-02-22 04:00:56,23.04,15.53
2022-02-22 05:00:56,27.25,13.85
2022-02-22 06:00:56,25.71,14.14
2022-02-22 07:00:56,23.82,17.38
2022-02-22 08:00:56,31.79,19.21
2022-02-22 09:00:56,35.84,21.96
2022-02-22 10:00:56,33.82,20.3
2022-02-22 11:00:56,32.92,16.63
2022-02-22 12:00:56,34.61,15.31
2022-02-22 13:00:56,38.63,14.66
2022-02-22 14:00:56,33.38,14.12
2022-02-22 15:00:56,20.31,14.23
2022-02-22 16:00:56,16.57,14.09
2022-02-22 17:00:56,21.05,13.99
2022-02-22 18:00:56,29.61,12.38
2022-02-22 19:00:56,35.27,10.67
2022-02-22 20:00:56,39.6,11.27
2022-02-22 21:00:56,15.67,14.69
2022-02-22 22:00:56,17.54,13.54
2022-02-22 23:00:56,19.06,15.72
2022-02-23 00:00:56,20.66,17.36
2022-02-23 01:00:56,18.46,17.52
2022-02-23 02:00:56,32.09,16.82
2022-02-23 03:00:56,25.82,17.61
2022-02-23 04:00:56,21.2,17.14
2022-02-23 05:00:56,19.38,16.6
2022-02-23 06:00:56,18.01,17.56
2022-02-23 07:00:56,24.09,19.28
2022-02-23 08:00:56,30.3,12.58
2022-02-23 09:00:56,18.38,19.83
2022-02-23 10:00:56,33.6,16.63
2022-02-23 11:00:56,31.64,15.56
2022-02-23 12:00:56,30.38,13.49
2022-02-23 13:00:56,24.46,0.0
2022-02-23 14:00:56,36.8,7.55
2022-02-23 15:00:56,21.02,7.25
2022-02-23 16:00:56,14.41,5.76
2022-02-23 17:00:56,20.69,5.21
2022-02-23 18:00:56,25.74,6.47
2022-02-23 19:00:56,30.7,8.89
2022-02-23 20:00:56,25.73,11.52
2022-02-23 21:00:56,42.68,10.84
2022-02-23 22:00:56,41.2,11.3
2022-02-23 23:00:56,35.48,16.86
2022-02-24 00:00:56,42.29,15.43
