Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2022-03-23 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23 17:00:56,44.94,7.42,1066.2,11.08,13.08,114.48
2022-03-23 18:00:56,63.19,7.25,1080.21,14.22,16.95,109.67
2022-03-23 19:00:56,68.19,8.45,1091.12,14.85,16.84,103.74
2022-03-23 20:00:56,56.9,11.12,1117.37,16.3,18.41,100.85
2022-03-23 21:00:56,35.44,0.0,1137.63,19.81,0.0,0.0
2022-03-23 22:00:56,43.33,10.26,1133.63,17.94,0.0,95.95
2022-03-23 23:00:56,0.0,0.0,0.0,18.77,0.0,0.0
2022-03-24 00:00:56,46.72,8.26,1074.95,17.85,19.12,91.25
2022-03-24 01:00:56,40.66,8.69,1067.36,18.46,19.93,87.5
2022-03-24 02:00:56,30.04,7.59,1040.89,15.82,16.57,87.62
2022-03-24 03:00:56,0.0,6.41,995.63,0.0,0.0,87.88
2022-03-24 04:00:56,25.54,6.47,981.9,16.6,0.0,85.74
2022-03-24 05:00:56,25.17,6.48,963.46,13.39,14.2,89.76
2022-03-24 06:00:56,28.75,6.39,0.0,0.0,0.0,92.8
2022-03-24 07:00:56,26.2,8.46,1012.72,15.04,16.33,92.47
2022-03-24 08:00:56,37.74,12.14,1147.26,30.34,33.82,80.99
2022-03-24 09:00:56,34.25,12.09,1157.1,21.61,25.06,89.21
2022-03-24 10:00:56,23.63,9.54,1040.66,12.4,15.01,99.05
2022-03-24 11:00:56,49.12,8.72,1030.47,0.0,0.0,0.0
2022-03-24 12:00:56,42.38,8.49,1010.9,10.57,13.27,98.43
2022-03-24 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0
