Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-05-03 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-03 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-03 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-03 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0
