Date,PM10 ( µg/m3 ),SO2 ( µg/m3 )
2022-02-21 16:00:56,83.63,25.9
2022-02-21 17:00:56,69.57,28.01
2022-02-21 18:00:56,91.8,29.04
2022-02-21 19:00:56,84.69,29.97
2022-02-21 20:00:56,111.26,29.92
2022-02-21 21:00:56,81.29,29.47
2022-02-21 22:00:56,53.07,28.41
2022-02-21 23:00:56,55.63,28.15
2022-02-22 00:00:56,41.05,27.18
2022-02-22 01:00:56,43.37,26.34
2022-02-22 02:00:56,56.58,25.04
2022-02-22 03:00:56,40.0,24.44
2022-02-22 04:00:56,40.34,24.15
2022-02-22 05:00:56,54.02,23.89
2022-02-22 06:00:56,54.9,24.26
2022-02-22 07:00:56,51.1,22.91
2022-02-22 08:00:56,55.22,22.76
2022-02-22 09:00:56,64.86,22.79
2022-02-22 10:00:56,99.12,22.42
2022-02-22 11:00:56,102.94,22.95
2022-02-22 12:00:56,61.09,23.56
2022-02-22 13:00:56,62.5,25.25
2022-02-22 14:00:56,51.0,26.72
2022-02-22 15:00:56,51.46,29.05
2022-02-22 16:00:56,61.92,29.59
2022-02-22 17:00:56,60.55,29.93
2022-02-22 18:00:56,73.55,30.05
2022-02-22 19:00:56,84.61,30.06
2022-02-22 20:00:56,53.08,30.34
2022-02-22 21:00:56,54.79,29.74
2022-02-22 22:00:56,49.41,29.48
2022-02-22 23:00:56,36.04,28.67
2022-02-23 00:00:56,36.67,27.46
2022-02-23 01:00:56,28.87,25.91
2022-02-23 02:00:56,26.0,25.52
2022-02-23 03:00:56,25.66,25.54
2022-02-23 04:00:56,18.0,25.03
2022-02-23 05:00:56,18.41,24.79
2022-02-23 06:00:56,27.87,24.92
2022-02-23 07:00:56,24.84,24.5
2022-02-23 08:00:56,20.75,24.54
2022-02-23 09:00:56,15.18,24.6
2022-02-23 10:00:56,19.46,24.72
2022-02-23 11:00:56,30.34,24.5
2022-02-23 12:00:56,40.61,25.04
2022-02-23 13:00:56,58.77,25.24
2022-02-23 14:00:56,51.06,25.62
2022-02-23 15:00:56,22.94,26.2
2022-02-23 16:00:56,20.87,28.3
2022-02-23 17:00:56,17.23,30.04
2022-02-23 18:00:56,24.16,29.67
2022-02-23 19:00:56,29.45,30.15
2022-02-23 20:00:56,42.74,30.0
2022-02-23 21:00:56,34.9,28.62
2022-02-23 22:00:56,31.74,27.43
2022-02-23 23:00:56,23.81,25.7
2022-02-24 00:00:56,18.34,25.39
2022-02-24 01:00:56,28.71,24.79
2022-02-24 02:00:56,20.29,24.58
2022-02-24 03:00:56,28.81,23.99
2022-02-24 04:00:56,22.9,23.56
2022-02-24 05:00:56,20.16,23.41
2022-02-24 06:00:56,24.9,22.58
2022-02-24 07:00:56,21.77,22.87
2022-02-24 08:00:56,15.32,22.25
2022-02-24 09:00:56,25.19,21.99
2022-02-24 10:00:56,31.65,21.62
2022-02-24 11:00:56,50.39,22.17
2022-02-24 12:00:56,32.39,23.78
2022-02-24 13:00:56,43.77,24.85
2022-02-24 14:00:56,37.1,26.48
2022-02-24 15:00:56,40.32,28.61
2022-02-24 16:00:56,50.03,29.41
2022-02-24 17:00:56,50.84,29.36
2022-02-24 18:00:56,46.19,29.88
2022-02-24 19:00:56,52.19,29.94
2022-02-24 20:00:56,57.87,29.64
2022-02-24 21:00:56,53.58,29.96
2022-02-24 22:00:56,41.39,28.91
2022-02-24 23:00:56,52.84,28.24
2022-02-25 00:00:56,47.85,27.17
2022-02-25 01:00:56,42.75,26.37
2022-02-25 02:00:56,34.71,25.75
2022-02-25 03:00:56,26.25,25.44
2022-02-25 04:00:56,33.85,24.98
2022-02-25 05:00:56,28.94,24.8
2022-02-25 06:00:56,26.94,24.88
2022-02-25 07:00:56,24.81,24.44
2022-02-25 08:00:56,19.23,24.01
2022-02-25 09:00:56,25.94,24.08
2022-02-25 10:00:56,23.9,24.12
2022-02-25 11:00:56,20.6,23.91
2022-02-25 12:00:56,8.19,23.61
2022-02-25 13:00:56,14.34,23.93
2022-02-25 14:00:56,26.36,24.37
2022-02-25 15:00:56,76.37,24.8
2022-02-25 16:00:56,301.71,25.36
2022-02-25 17:00:56,101.84,26.05
2022-02-25 18:00:56,33.44,26.68
2022-02-25 19:00:56,16.0,27.46
2022-02-25 20:00:56,16.9,28.78
2022-02-25 21:00:56,43.35,27.13
2022-02-25 22:00:56,23.0,26.43
2022-02-25 23:00:56,22.97,25.81
2022-02-26 00:00:56,22.15,25.51
2022-02-26 01:00:56,26.97,24.59
2022-02-26 02:00:56,25.81,24.43
2022-02-26 03:00:56,19.87,24.34
2022-02-26 04:00:56,15.77,24.18
2022-02-26 05:00:56,9.25,24.41
2022-02-26 06:00:56,17.19,24.09
2022-02-26 07:00:56,22.87,24.11
2022-02-26 08:00:56,18.74,24.1
2022-02-26 09:00:56,11.55,24.05
2022-02-26 10:00:56,28.19,23.73
2022-02-26 11:00:56,33.71,23.54
2022-02-26 12:00:56,25.0,24.04
2022-02-26 13:00:56,24.97,24.3
2022-02-26 14:00:56,23.94,24.66
