Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2022-03-23 16:00:56,13.07,15.42,17.51,23.53,148.88
2022-03-23 17:00:56,15.07,14.8,16.64,22.62,142.44
2022-03-23 18:00:56,16.93,14.3,15.23,21.5,136.22
2022-03-23 19:00:56,15.0,14.2,15.03,21.12,119.07
2022-03-23 20:00:56,15.03,14.18,16.13,22.64,113.22
2022-03-23 21:00:56,16.0,14.09,16.74,23.11,103.44
2022-03-23 22:00:56,16.07,14.05,18.44,25.06,79.62
2022-03-23 23:00:56,18.03,14.11,20.14,26.67,87.96
2022-03-24 00:00:56,18.97,14.12,20.65,27.64,84.36
2022-03-24 01:00:56,18.07,14.14,20.12,26.92,93.08
2022-03-24 02:00:56,20.07,14.22,18.99,25.55,85.72
2022-03-24 03:00:56,21.93,14.26,18.97,25.68,64.26
2022-03-24 04:00:56,20.02,14.23,19.93,26.9,50.49
2022-03-24 05:00:56,21.0,14.29,18.89,25.69,79.54
2022-03-24 06:00:56,20.93,14.15,16.62,23.04,102.67
2022-03-24 07:00:56,16.98,14.14,14.81,21.08,108.64
2022-03-24 08:00:56,16.0,14.12,15.92,22.65,85.34
2022-03-24 09:00:56,15.97,14.12,18.3,25.65,77.5
2022-03-24 10:00:56,14.0,14.21,21.08,28.57,79.71
2022-03-24 11:00:56,0.0,0.0,0.0,0.0,0.0
