Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2018-03-29 00:00:56,13.07,0.0,13.53,0.0,0.0,0.0
2018-03-29 01:00:56,12.0,0.0,13.48,0.0,0.0,0.0
2018-03-29 02:00:56,8.02,0.0,13.49,0.0,0.0,0.0
2018-03-29 03:00:56,6.01,0.0,13.38,0.0,0.0,0.0
2018-03-29 04:00:56,14.96,0.0,13.29,0.0,0.0,0.0
2018-03-29 05:00:56,9.03,0.0,13.28,0.0,0.0,0.0
2018-03-29 06:00:56,7.01,0.0,13.43,0.0,0.0,0.0
2018-03-29 07:00:56,8.99,0.0,13.29,0.0,0.0,0.0
2018-03-29 08:00:56,10.0,0.0,13.31,0.0,0.0,0.0
2018-03-29 09:00:56,8.01,0.0,13.43,0.0,0.0,0.0
2018-03-29 10:00:56,9.99,0.0,13.35,0.0,0.0,0.0
2018-03-29 11:00:56,11.0,0.0,13.28,0.0,0.0,0.0
2018-03-29 12:00:56,10.0,0.0,13.23,0.0,0.0,0.0
2018-03-29 13:00:56,11.0,0.0,13.32,0.0,0.0,0.0
2018-03-29 14:00:56,12.0,0.0,13.2,0.0,0.0,0.0
2018-03-29 15:00:56,11.0,0.0,13.2,0.0,0.0,0.0
2018-03-29 16:00:56,10.0,0.0,13.28,0.0,0.0,0.0
2018-03-29 17:00:56,11.99,0.0,13.37,0.0,0.0,0.0
2018-03-29 18:00:56,12.0,0.0,13.37,0.0,0.0,0.0
2018-03-29 19:00:56,13.0,0.0,13.08,0.0,0.0,0.0
2018-03-29 20:00:56,18.98,0.0,13.4,0.0,0.0,0.0
2018-03-29 21:00:56,16.01,0.0,13.38,0.0,0.0,0.0
2018-03-29 22:00:56,15.0,0.0,13.28,0.0,0.0,0.0
2018-03-29 23:00:56,9.03,0.0,13.15,0.0,0.0,0.0
2018-03-30 00:00:56,10.0,0.0,13.3,0.0,0.0,0.0
2018-03-30 01:00:56,16.97,0.0,13.22,0.0,0.0,0.0
2018-03-30 02:00:56,21.98,0.0,13.2,0.0,0.0,0.0
2018-03-30 03:00:56,15.03,0.0,13.12,0.0,0.0,0.0
2018-03-30 04:00:56,16.0,0.0,12.9,0.0,0.0,0.0
2018-03-30 05:00:56,23.96,0.0,13.15,0.0,0.0,0.0
2018-03-30 06:00:56,25.99,0.0,12.92,0.0,0.0,0.0
2018-03-30 07:00:56,33.98,0.0,13.16,0.0,0.0,0.0
2018-03-30 08:00:56,44.97,0.0,13.27,0.0,0.0,0.0
2018-03-30 09:00:56,56.97,0.0,13.2,0.0,0.0,0.0
2018-03-30 10:00:56,42.04,0.0,13.06,0.0,0.0,0.0
2018-03-30 11:00:56,35.02,0.0,12.98,0.0,0.0,0.0
2018-03-30 12:00:56,31.01,0.0,16.43,0.0,0.0,0.0
2018-03-30 13:00:56,0.0,0.0,15.99,0.0,0.0,0.0
2018-03-30 14:00:56,36.0,0.0,14.35,0.0,0.0,0.0
2018-03-30 15:00:56,32.01,0.0,12.98,0.0,0.0,0.0
2018-03-30 16:00:56,30.01,0.0,12.67,0.0,0.0,0.0
2018-03-30 17:00:56,20.03,0.0,12.66,0.0,0.0,0.0
2018-03-30 18:00:56,28.97,0.0,12.73,0.0,0.0,0.0
2018-03-30 19:00:56,40.97,0.0,13.3,0.0,0.0,0.0
2018-03-30 20:00:56,49.97,0.0,13.6,0.0,0.0,0.0
2018-03-30 21:00:56,54.98,0.0,14.73,0.0,0.0,0.0
2018-03-30 22:00:56,94.88,0.0,15.97,0.0,0.0,0.0
2018-03-30 23:00:56,77.05,0.0,19.97,0.0,0.0,0.0
2018-03-31 00:00:56,81.99,0.0,20.61,0.0,0.0,0.0
2018-03-31 01:00:56,139.84,0.0,17.31,0.0,0.0,0.0
2018-03-31 02:00:56,87.15,0.0,19.0,0.0,0.0,0.0
2018-03-31 03:00:56,161.79,0.0,17.68,0.0,0.0,0.0
2018-03-31 04:00:56,90.2,0.0,17.76,0.0,0.0,0.0
2018-03-31 05:00:56,91.99,0.0,17.4,0.0,0.0,0.0
2018-03-31 06:00:56,81.03,0.0,15.88,0.0,0.0,0.0
2018-03-31 07:00:56,66.04,0.0,16.23,0.0,0.0,0.0
2018-03-31 08:00:56,62.01,0.0,15.86,0.0,0.0,0.0
2018-03-31 09:00:56,76.95,0.0,15.47,0.0,0.0,0.0
2018-03-31 10:00:56,78.99,0.0,17.94,0.0,0.0,0.0
2018-03-31 11:00:56,69.03,0.0,19.59,0.0,0.0,0.0
2018-03-31 12:00:56,75.98,0.0,17.22,0.0,0.0,0.0
2018-03-31 13:00:56,57.05,0.0,17.73,0.0,0.0,0.0
2018-03-31 14:00:56,60.99,0.0,17.75,0.0,0.0,0.0
2018-03-31 15:00:56,46.04,0.0,15.38,0.0,0.0,0.0
2018-03-31 16:00:56,42.01,0.0,13.49,0.0,0.0,0.0
2018-03-31 17:00:56,28.04,0.0,15.68,0.0,0.0,0.0
2018-03-31 18:00:56,20.02,0.0,14.89,0.0,0.0,0.0
2018-03-31 19:00:56,34.96,0.0,20.37,0.0,0.0,0.0
2018-03-31 20:00:56,73.89,0.0,107.32,0.0,0.0,0.0
2018-03-31 21:00:56,116.87,0.0,61.21,0.0,0.0,0.0
2018-03-31 22:00:56,111.02,0.0,24.58,0.0,0.0,0.0
2018-03-31 23:00:56,131.94,0.0,33.35,0.0,0.0,0.0
2018-04-01 00:00:56,143.96,0.0,26.84,0.0,0.0,0.0
2018-04-01 01:00:56,177.9,0.0,33.38,0.0,0.0,0.0
2018-04-01 02:00:56,82.27,0.0,22.18,0.0,0.0,0.0
2018-04-01 03:00:56,51.09,0.0,20.28,0.0,0.0,0.0
2018-04-01 04:00:56,40.03,0.0,18.36,0.0,0.0,0.0
2018-04-01 05:00:56,31.03,0.0,15.77,0.0,0.0,0.0
2018-04-01 06:00:56,56.93,0.0,16.68,0.0,0.0,0.0
