Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2022-03-23 16:00:56,21.96,6.94,1508.12,24.29,31.01,97.36
2022-03-23 17:00:56,21.27,10.7,1536.09,23.45,29.41,97.12
2022-03-23 18:00:56,33.88,11.26,1587.32,34.46,43.7,86.57
2022-03-23 19:00:56,37.3,26.26,1661.0,37.14,45.87,81.96
2022-03-23 20:00:56,42.12,31.63,1868.14,55.88,64.7,66.37
2022-03-23 21:00:56,53.53,40.97,2008.89,74.25,87.39,48.56
2022-03-23 22:00:56,71.17,42.67,1939.27,73.13,87.62,52.18
2022-03-23 23:00:56,69.55,75.89,2008.98,69.02,76.19,46.39
2022-03-24 00:00:56,55.54,32.63,1843.07,55.4,63.85,56.1
2022-03-24 01:00:56,38.78,24.21,1695.53,39.72,45.69,66.06
2022-03-24 02:00:56,35.53,20.44,1726.58,32.32,35.0,67.23
2022-03-24 03:00:56,29.71,17.57,1645.42,26.37,28.52,70.59
2022-03-24 04:00:56,38.75,21.87,1718.75,35.53,38.82,52.74
2022-03-24 05:00:56,36.76,19.83,1708.29,38.92,40.56,48.36
2022-03-24 06:00:56,39.75,20.34,1870.77,61.24,66.2,35.87
2022-03-24 07:00:56,68.29,33.57,1842.02,58.68,62.18,33.66
2022-03-24 08:00:56,31.17,41.53,2160.34,88.89,111.49,17.41
2022-03-24 09:00:56,72.73,71.4,2151.34,93.69,138.06,37.26
2022-03-24 10:00:56,66.55,42.33,1666.69,37.59,49.98,68.3
2022-03-24 11:00:56,34.04,19.23,1531.2,18.93,26.09,85.34
2022-03-24 12:00:56,25.28,13.23,1478.21,17.22,22.8,90.12
2022-03-24 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0
