Date,PM10 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-03-29 00:00:56,28.71,2.93,4.35,104.02
2018-03-29 01:00:56,32.95,1.94,3.22,107.4
2018-03-29 02:00:56,25.96,1.7,3.19,107.13
2018-03-29 03:00:56,27.16,1.46,2.81,104.48
2018-03-29 04:00:56,25.53,1.39,2.68,99.2
2018-03-29 05:00:56,18.29,1.4,2.73,97.19
2018-03-29 06:00:56,11.34,2.06,3.38,100.71
2018-03-29 07:00:56,10.25,1.58,2.92,102.34
2018-03-29 08:00:56,16.96,1.48,2.77,97.01
2018-03-29 09:00:56,12.47,1.37,2.81,93.97
2018-03-29 10:00:56,7.67,1.39,2.83,89.5
2018-03-29 11:00:56,5.2,1.48,2.78,93.3
2018-03-29 12:00:56,9.43,1.53,2.86,93.86
2018-03-29 13:00:56,7.76,1.9,3.24,93.21
2018-03-29 14:00:56,4.34,1.97,3.37,91.68
2018-03-29 15:00:56,6.01,2.65,4.08,85.3
2018-03-29 16:00:56,11.18,3.37,4.83,81.47
2018-03-29 17:00:56,7.74,3.15,4.62,81.56
2018-03-29 18:00:56,9.14,2.97,4.4,84.15
2018-03-29 19:00:56,6.5,2.57,4.16,87.27
2018-03-29 20:00:56,4.53,2.32,3.71,88.47
2018-03-29 21:00:56,7.29,2.31,3.61,88.39
2018-03-29 22:00:56,11.43,2.48,3.84,88.79
2018-03-29 23:00:56,13.96,2.68,4.01,89.71
2018-03-30 00:00:56,15.41,2.33,3.66,90.44
2018-03-30 01:00:56,9.58,1.35,2.64,92.36
2018-03-30 02:00:56,5.3,1.19,2.46,91.79
2018-03-30 03:00:56,4.7,1.39,2.7,91.56
2018-03-30 04:00:56,10.3,1.32,2.42,91.01
2018-03-30 05:00:56,8.37,1.3,2.46,91.55
2018-03-30 06:00:56,10.2,1.17,2.42,92.71
2018-03-30 07:00:56,13.97,1.62,2.81,93.91
2018-03-30 08:00:56,13.09,1.98,3.22,93.34
2018-03-30 09:00:56,20.83,1.59,3.03,93.46
2018-03-30 10:00:56,18.76,1.12,2.4,94.12
2018-03-30 11:00:56,19.16,1.48,2.72,92.51
2018-03-30 12:00:56,12.4,1.34,2.64,94.26
2018-03-30 13:00:56,14.94,1.21,2.44,95.67
2018-03-30 14:00:56,16.98,1.17,2.39,96.75
2018-03-30 15:00:56,26.26,1.31,2.62,98.82
2018-03-30 16:00:56,17.35,1.47,2.64,98.48
2018-03-30 17:00:56,16.02,1.32,2.63,100.6
2018-03-30 18:00:56,18.61,1.47,2.57,100.95
2018-03-30 19:00:56,20.55,1.97,3.22,97.23
2018-03-30 20:00:56,22.57,1.81,3.02,91.83
2018-03-30 21:00:56,20.92,2.04,3.37,70.12
2018-03-30 22:00:56,19.37,2.64,3.82,70.47
2018-03-30 23:00:56,21.31,2.46,3.71,76.7
2018-03-31 00:00:56,14.86,2.96,4.32,65.59
2018-03-31 01:00:56,30.03,3.82,5.14,68.3
2018-03-31 02:00:56,21.74,2.88,4.32,61.61
2018-03-31 03:00:56,24.88,2.78,4.01,62.2
2018-03-31 04:00:56,25.76,2.07,3.34,74.52
2018-03-31 05:00:56,20.9,1.65,2.99,74.69
2018-03-31 06:00:56,20.27,1.68,2.99,71.46
2018-03-31 07:00:56,15.8,1.99,3.28,68.1
2018-03-31 08:00:56,25.46,2.48,3.71,67.27
2018-03-31 09:00:56,28.73,3.75,5.41,61.29
2018-03-31 10:00:56,17.7,3.13,4.73,64.2
2018-03-31 11:00:56,13.19,3.89,5.61,68.27
2018-03-31 12:00:56,15.58,2.67,4.24,73.46
2018-03-31 13:00:56,10.32,3.31,4.69,83.53
2018-03-31 14:00:56,14.21,2.45,3.76,89.77
2018-03-31 15:00:56,15.27,1.89,3.12,90.13
2018-03-31 16:00:56,18.26,1.95,3.33,91.86
2018-03-31 17:00:56,12.07,2.15,3.52,90.99
2018-03-31 18:00:56,12.88,1.33,2.73,91.59
2018-03-31 19:00:56,8.97,2.65,4.05,86.59
2018-03-31 20:00:56,18.29,1.96,3.33,86.49
2018-03-31 21:00:56,14.18,1.83,3.13,85.84
2018-03-31 22:00:56,16.22,1.63,2.91,84.44
2018-03-31 23:00:56,16.14,2.32,3.59,81.43
2018-04-01 00:00:56,18.72,2.42,3.9,76.09
2018-04-01 01:00:56,14.56,3.19,4.99,66.15
2018-04-01 02:00:56,8.74,4.55,6.29,60.04
2018-04-01 03:00:56,7.4,4.76,6.43,55.06
2018-04-01 04:00:56,10.36,4.63,6.21,51.99
2018-04-01 05:00:56,11.31,4.73,6.41,45.63
2018-04-01 06:00:56,8.25,4.62,6.17,43.83
2018-04-01 07:00:56,6.07,5.51,7.31,42.38
2018-04-01 08:00:56,18.26,6.06,8.28,42.33
2018-04-01 09:00:56,30.28,5.29,7.58,45.92
2018-04-01 10:00:56,21.1,3.64,5.8,49.78
2018-04-01 11:00:56,11.21,4.45,6.98,66.05
2018-04-01 12:00:56,6.67,2.93,4.77,88.38
2018-04-01 13:00:56,9.38,2.82,4.72,95.28
2018-04-01 14:00:56,36.33,3.56,5.39,95.0
2018-04-01 15:00:56,27.72,3.4,5.35,100.9
2018-04-01 16:00:56,19.77,3.44,5.28,100.48
2018-04-01 17:00:56,16.28,2.8,4.48,99.43
2018-04-01 18:00:56,9.5,2.87,4.59,92.52
2018-04-01 19:00:56,6.14,3.66,5.52,84.18
2018-04-01 20:00:56,15.99,10.89,12.98,72.74
2018-04-01 21:00:56,14.0,5.78,7.42,84.8
2018-04-01 22:00:56,8.08,4.05,5.73,82.81
2018-04-01 23:00:56,12.61,2.86,4.44,86.01
2018-04-02 00:00:56,17.79,2.41,4.19,87.64
2018-04-02 01:00:56,15.6,2.19,3.83,88.26
2018-04-02 02:00:56,13.46,1.59,3.38,101.3
2018-04-02 03:00:56,9.14,1.65,3.31,102.3
2018-04-02 04:00:56,12.35,1.76,3.32,108.22
2018-04-02 05:00:56,23.51,1.96,3.51,104.61
2018-04-02 06:00:56,22.23,1.83,3.42,102.78
2018-04-02 07:00:56,32.33,1.01,2.64,117.83
2018-04-02 08:00:56,34.58,1.0,2.64,122.15
2018-04-02 09:00:56,22.21,0.9,2.52,120.33
2018-04-02 10:00:56,12.67,0.82,2.55,124.85
2018-04-02 11:00:56,15.23,0.68,2.19,129.17
2018-04-02 12:00:56,10.66,0.74,2.32,120.44
2018-04-02 13:00:56,11.46,0.99,2.68,102.26
2018-04-02 14:00:56,12.99,1.5,3.02,101.13
2018-04-02 15:00:56,8.29,1.83,3.4,96.75
2018-04-02 16:00:56,7.17,1.33,3.09,103.65
2018-04-02 17:00:56,6.7,1.26,2.93,110.5
2018-04-02 18:00:56,16.09,1.36,2.97,110.35
2018-04-02 19:00:56,16.72,1.46,3.19,108.4
2018-04-02 20:00:56,10.7,1.39,2.93,107.72
2018-04-02 21:00:56,12.84,1.64,3.3,105.86
2018-04-02 22:00:56,15.96,1.65,3.23,103.71
2018-04-02 23:00:56,12.19,1.72,3.48,101.84
2018-04-03 00:00:56,15.33,1.32,3.03,90.81
2018-04-03 01:00:56,11.18,1.37,2.38,83.03
2018-04-03 02:00:56,7.09,1.47,2.41,76.9
2018-04-03 03:00:56,19.08,1.55,2.49,68.67
2018-04-03 04:00:56,14.53,1.54,2.35,53.29
2018-04-03 05:00:56,8.05,2.02,3.07,57.9
2018-04-03 06:00:56,5.28,0.75,1.84,45.74
2018-04-03 07:00:56,3.32,0.97,1.94,87.02
2018-04-03 08:00:56,11.43,1.28,2.23,90.15
2018-04-03 09:00:56,8.57,2.15,3.22,87.45
2018-04-03 10:00:56,7.63,2.19,3.26,83.01
2018-04-03 11:00:56,8.85,2.64,3.59,81.64
2018-04-03 12:00:56,16.53,2.95,4.01,89.34
2018-04-03 13:00:56,12.5,2.22,3.25,97.91
2018-04-03 14:00:56,7.25,2.25,3.23,108.28
2018-04-03 15:00:56,5.07,1.85,2.76,109.37
2018-04-03 16:00:56,3.6,2.21,3.2,109.24
2018-04-03 17:00:56,2.37,2.28,3.34,110.5
2018-04-03 18:00:56,5.78,1.55,2.49,108.54
2018-04-03 19:00:56,4.08,1.57,2.46,104.21
2018-04-03 20:00:56,6.68,1.72,2.66,102.34
2018-04-03 21:00:56,7.51,2.22,3.06,100.56
2018-04-03 22:00:56,4.82,2.79,3.83,84.98
2018-04-03 23:00:56,3.51,1.84,2.91,62.59
2018-04-04 00:00:56,8.49,2.19,3.32,54.99
2018-04-04 01:00:56,7.18,1.42,2.49,43.85
2018-04-04 02:00:56,7.92,1.02,2.14,40.41
2018-04-04 03:00:56,5.87,1.13,2.34,38.27
2018-04-04 04:00:56,4.2,0.98,1.89,46.5
2018-04-04 05:00:56,3.0,0.87,1.85,69.93
2018-04-04 06:00:56,2.73,0.87,1.95,45.02
2018-04-04 07:00:56,2.94,1.08,1.92,44.27
2018-04-04 08:00:56,9.39,2.94,4.59,31.92
2018-04-04 09:00:56,14.01,5.49,7.63,64.46
2018-04-04 10:00:56,9.25,2.6,3.78,84.25
2018-04-04 11:00:56,8.95,1.93,2.89,89.92
2018-04-04 12:00:56,12.23,2.04,3.12,89.21
2018-04-04 13:00:56,8.79,1.96,3.01,93.39
2018-04-04 14:00:56,7.14,3.26,4.3,101.5
2018-04-04 15:00:56,5.14,2.68,3.82,106.37
2018-04-04 16:00:56,13.05,1.97,3.04,106.99
2018-04-04 17:00:56,15.2,1.97,3.04,109.64
2018-04-04 18:00:56,9.39,1.66,2.73,106.85
2018-04-04 19:00:56,5.99,1.7,2.86,104.08
2018-04-04 20:00:56,3.8,2.23,3.3,98.27
2018-04-04 21:00:56,12.92,2.36,3.32,93.39
2018-04-04 22:00:56,15.86,2.24,3.32,92.25
2018-04-04 23:00:56,15.73,3.07,4.1,88.32
2018-04-05 00:00:56,10.17,2.79,3.96,83.08
2018-04-05 01:00:56,10.5,2.14,3.37,81.04
2018-04-05 02:00:56,7.01,2.6,3.96,80.91
2018-04-05 03:00:56,9.46,3.01,4.32,76.69
2018-04-05 04:00:56,8.75,3.28,4.6,63.63
2018-04-05 05:00:56,10.7,3.3,4.72,61.45
2018-04-05 06:00:56,11.27,2.73,4.05,58.14
2018-04-05 07:00:56,15.62,2.29,3.68,69.4
2018-04-05 08:00:56,28.96,2.27,3.57,72.36
2018-04-05 09:00:56,21.02,2.47,4.01,87.34
2018-04-05 10:00:56,12.97,3.39,4.9,89.62
2018-04-05 11:00:56,8.62,5.53,7.52,86.24
2018-04-05 12:00:56,21.9,6.18,8.19,90.78
2018-04-05 13:00:56,22.41,5.19,6.93,93.78
2018-04-05 14:00:56,22.4,3.28,4.79,100.64
2018-04-05 15:00:56,16.99,4.39,6.4,106.79
2018-04-05 16:00:56,14.6,2.47,3.88,107.48
2018-04-05 17:00:56,9.47,1.17,2.68,101.54
2018-04-05 18:00:56,10.95,1.58,2.94,99.81
2018-04-05 19:00:56,15.8,0.93,2.29,99.53
2018-04-05 20:00:56,11.26,1.63,3.0,96.66
2018-04-05 21:00:56,13.92,1.85,3.22,94.76
2018-04-05 22:00:56,11.64,2.16,3.78,91.14
2018-04-05 23:00:56,9.71,1.85,3.2,88.62
2018-04-06 00:00:56,14.63,1.81,3.29,88.35
2018-04-06 01:00:56,9.88,1.83,3.24,84.35
2018-04-06 02:00:56,5.81,3.12,4.48,77.05
2018-04-06 03:00:56,3.89,3.95,5.18,74.43
2018-04-06 04:00:56,10.54,4.53,5.85,72.52
2018-04-06 05:00:56,10.24,5.17,6.66,67.99
2018-04-06 06:00:56,11.41,4.21,5.71,72.02
2018-04-06 07:00:56,7.87,3.77,5.15,71.18
2018-04-06 08:00:56,5.17,3.99,5.42,69.15
2018-04-06 09:00:56,9.63,4.3,6.02,66.22
2018-04-06 10:00:56,16.06,6.05,8.01,61.37
2018-04-06 11:00:56,18.2,5.22,7.23,66.88
2018-04-06 12:00:56,26.9,5.8,8.06,73.15
2018-04-06 13:00:56,22.78,6.08,8.17,80.94
2018-04-06 14:00:56,17.61,2.83,4.57,98.59
2018-04-06 15:00:56,14.28,2.59,4.01,103.36
2018-04-06 16:00:56,10.59,1.72,3.17,94.74
2018-04-06 17:00:56,10.48,1.21,2.56,94.86
2018-04-06 18:00:56,9.15,0.95,2.33,97.58
2018-04-06 19:00:56,5.9,0.97,2.36,97.57
2018-04-06 20:00:56,4.05,1.38,2.77,95.91
2018-04-06 21:00:56,12.72,1.2,2.67,96.78
2018-04-06 22:00:56,10.33,1.04,2.26,95.47
2018-04-06 23:00:56,6.34,1.79,3.13,90.08
2018-04-07 00:00:56,13.36,2.38,3.68,84.76
2018-04-07 01:00:56,12.46,2.12,3.5,83.09
2018-04-07 02:00:56,10.05,1.78,3.05,86.74
2018-04-07 03:00:56,6.58,1.9,3.22,86.32
2018-04-07 04:00:56,10.63,2.33,3.65,82.63
2018-04-07 05:00:56,8.58,2.45,3.84,78.22
2018-04-07 06:00:56,5.96,2.07,3.27,73.16
2018-04-07 07:00:56,4.28,2.64,4.06,67.79
2018-04-07 08:00:56,9.22,3.02,4.48,60.96
2018-04-07 09:00:56,11.67,3.31,5.33,54.64
2018-04-07 10:00:56,11.83,3.17,5.09,60.77
2018-04-07 11:00:56,8.4,2.97,4.6,77.97
2018-04-07 12:00:56,13.53,2.59,4.25,85.27
2018-04-07 13:00:56,9.49,2.49,3.95,94.87
2018-04-07 14:00:56,5.82,4.07,6.06,106.39
2018-04-07 15:00:56,9.61,2.08,3.6,102.47
2018-04-07 16:00:56,9.06,1.75,3.11,109.8
2018-04-07 17:00:56,8.28,1.86,3.33,113.71
2018-04-07 18:00:56,13.95,2.13,3.48,112.34
2018-04-07 19:00:56,10.92,2.14,3.57,107.09
2018-04-07 20:00:56,15.75,3.08,4.44,98.54
2018-04-07 21:00:56,12.23,4.46,5.87,94.77
2018-04-07 22:00:56,17.73,4.52,5.93,92.56
2018-04-07 23:00:56,15.29,4.1,5.56,90.46
2018-04-08 00:00:56,16.27,4.02,5.35,87.47
2018-04-08 01:00:56,15.97,4.06,5.45,81.99
2018-04-08 02:00:56,11.33,4.42,5.92,75.76
2018-04-08 03:00:56,17.92,2.54,3.9,80.28
2018-04-08 04:00:56,17.51,1.92,3.19,69.95
2018-04-08 05:00:56,11.66,1.06,2.6,64.72
2018-04-08 06:00:56,6.75,0.65,2.03,59.61
2018-04-08 07:00:56,4.27,0.63,2.0,52.52
2018-04-08 08:00:56,8.38,1.2,2.68,46.86
2018-04-08 09:00:56,6.77,0.87,2.36,60.71
2018-04-08 10:00:56,4.98,2.3,3.98,64.75
2018-04-08 11:00:56,12.02,2.37,3.91,90.02
2018-04-08 12:00:56,9.95,1.88,3.41,105.88
2018-04-08 13:00:56,13.32,2.46,3.87,119.25
2018-04-08 14:00:56,19.3,3.87,5.38,121.67
2018-04-08 15:00:56,14.44,3.82,5.26,119.48
2018-04-08 16:00:56,14.18,3.54,4.9,117.78
2018-04-08 17:00:56,9.27,3.99,5.34,120.74
2018-04-08 18:00:56,26.5,5.28,6.63,105.06
2018-04-08 19:00:56,36.72,3.92,5.44,99.49
2018-04-08 20:00:56,36.28,3.56,4.83,88.92
2018-04-08 21:00:56,23.54,3.66,5.0,79.66
2018-04-08 22:00:56,25.16,4.45,5.88,63.46
2018-04-08 23:00:56,21.6,4.13,5.6,53.04
2018-04-09 00:00:56,31.86,4.41,5.88,52.59
2018-04-09 01:00:56,27.32,2.41,3.6,80.89
2018-04-09 02:00:56,23.99,0.2,1.51,102.47
2018-04-09 03:00:56,18.65,0.11,1.4,102.76
2018-04-09 04:00:56,16.42,0.4,1.46,98.22
2018-04-09 05:00:56,15.96,0.27,1.43,94.57
2018-04-09 06:00:56,22.86,0.5,1.69,85.11
2018-04-09 07:00:56,17.66,0.46,1.81,80.19
2018-04-09 08:00:56,17.94,0.79,2.02,88.6
2018-04-09 09:00:56,17.88,1.46,2.95,91.39
2018-04-09 10:00:56,19.24,2.68,4.19,93.86
2018-04-09 11:00:56,20.01,1.95,3.29,92.02
2018-04-09 12:00:56,16.27,1.38,2.63,91.9
2018-04-09 13:00:56,22.73,1.35,2.75,96.51
2018-04-09 14:00:56,22.54,1.45,2.98,97.35
2018-04-09 15:00:56,27.16,2.36,3.83,99.1
2018-04-09 16:00:56,25.34,3.3,4.79,95.44
2018-04-09 17:00:56,20.49,3.22,4.6,99.37
2018-04-09 18:00:56,20.16,1.65,3.11,102.81
2018-04-09 19:00:56,26.38,2.78,3.95,100.8
2018-04-09 20:00:56,30.3,2.97,4.12,99.93
2018-04-09 21:00:56,31.57,2.47,3.78,96.62
2018-04-09 22:00:56,40.63,2.51,3.64,90.15
2018-04-09 23:00:56,29.73,1.94,3.14,83.76
2018-04-10 00:00:56,26.82,1.66,2.87,85.09
2018-04-10 01:00:56,17.73,1.73,2.91,83.17
2018-04-10 02:00:56,23.53,2.07,3.28,84.03
2018-04-10 03:00:56,15.88,1.61,2.75,82.04
2018-04-10 04:00:56,17.56,1.41,2.81,72.0
2018-04-10 05:00:56,22.59,1.86,3.11,54.44
2018-04-10 06:00:56,14.65,1.8,3.04,48.59
2018-04-10 07:00:56,10.48,1.13,2.53,42.79
2018-04-10 08:00:56,14.61,0.98,2.39,33.93
2018-04-10 09:00:56,17.95,0.4,1.87,38.61
2018-04-10 10:00:56,12.02,0.66,2.22,59.72
2018-04-10 11:00:56,21.07,1.49,3.0,65.37
2018-04-10 12:00:56,16.74,3.32,5.02,85.85
2018-04-10 13:00:56,9.1,1.71,3.15,81.25
2018-04-10 14:00:56,12.55,3.05,5.18,90.31
2018-04-10 15:00:56,9.29,1.85,3.66,89.78
2018-04-10 16:00:56,14.94,3.69,5.56,92.39
2018-04-10 17:00:56,12.52,6.88,10.12,96.16
2018-04-10 18:00:56,20.62,0.89,2.23,101.43
2018-04-10 19:00:56,14.5,1.19,2.48,98.28
2018-04-10 20:00:56,18.29,1.26,2.55,89.64
2018-04-10 21:00:56,20.39,1.0,2.27,80.68
2018-04-10 22:00:56,17.6,0.81,2.01,81.58
2018-04-10 23:00:56,11.39,0.57,1.78,82.71
2018-04-11 00:00:56,14.19,0.61,1.85,76.36
2018-04-11 01:00:56,9.9,1.59,2.82,80.52
2018-04-11 02:00:56,5.46,1.66,3.05,63.98
2018-04-11 03:00:56,7.39,3.45,4.85,41.96
2018-04-11 04:00:56,5.31,4.01,5.43,39.95
2018-04-11 05:00:56,3.85,3.66,5.19,43.09
2018-04-11 06:00:56,12.28,3.31,4.59,33.92
2018-04-11 07:00:56,12.58,2.78,4.34,45.35
2018-04-11 08:00:56,12.38,2.18,3.73,41.29
2018-04-11 09:00:56,15.64,3.23,5.57,27.72
2018-04-11 10:00:56,17.9,3.16,5.11,39.44
2018-04-11 11:00:56,11.56,3.29,5.11,62.55
2018-04-11 12:00:56,12.13,1.98,3.35,80.73
2018-04-11 13:00:56,11.2,1.64,2.94,89.29
2018-04-11 14:00:56,10.37,2.8,4.49,85.23
2018-04-11 15:00:56,13.56,5.02,7.35,81.92
2018-04-11 16:00:56,9.25,2.42,3.88,83.44
2018-04-11 17:00:56,14.27,3.05,4.81,86.22
2018-04-11 18:00:56,14.43,2.69,4.11,94.21
2018-04-11 19:00:56,14.67,3.52,5.01,87.17
2018-04-11 20:00:56,29.85,3.56,5.14,87.11
2018-04-11 21:00:56,20.75,2.68,4.23,86.97
2018-04-11 22:00:56,18.23,3.78,5.19,77.19
2018-04-11 23:00:56,15.95,3.59,4.87,82.76
2018-04-12 00:00:56,12.53,2.94,4.36,85.87
2018-04-12 01:00:56,10.1,2.47,3.93,89.29
2018-04-12 02:00:56,12.71,2.22,3.53,89.63
2018-04-12 03:00:56,9.17,2.32,3.67,87.51
2018-04-12 04:00:56,4.92,2.63,3.96,84.7
2018-04-12 05:00:56,6.61,1.98,3.28,84.33
2018-04-12 06:00:56,12.49,1.82,3.11,82.09
2018-04-12 07:00:56,9.43,1.81,3.09,76.23
2018-04-12 08:00:56,9.12,1.86,3.29,59.03
2018-04-12 09:00:56,6.86,1.81,3.32,67.51
2018-04-12 10:00:56,13.63,3.29,4.95,90.95
2018-04-12 11:00:56,10.7,1.73,3.23,96.22
2018-04-12 12:00:56,7.2,1.83,3.28,94.07
2018-04-12 13:00:56,10.66,2.16,3.75,90.95
2018-04-12 14:00:56,14.91,1.95,3.57,90.43
2018-04-12 15:00:56,9.82,1.79,3.23,89.83
2018-04-12 16:00:56,9.61,2.85,4.36,94.46
2018-04-12 17:00:56,15.57,3.72,5.25,99.96
2018-04-12 18:00:56,19.01,3.68,4.98,102.42
2018-04-12 19:00:56,16.39,3.22,4.8,99.78
2018-04-12 20:00:56,16.64,3.15,4.7,92.39
2018-04-12 21:00:56,24.12,3.13,4.57,87.86
2018-04-12 22:00:56,27.75,2.89,4.28,78.01
2018-04-12 23:00:56,30.7,2.14,3.5,78.21
2018-04-13 00:00:56,19.79,1.4,2.87,93.95
2018-04-13 01:00:56,13.25,1.05,2.54,94.54
2018-04-13 02:00:56,8.15,0.85,2.19,102.75
2018-04-13 03:00:56,6.35,1.02,2.26,102.04
2018-04-13 04:00:56,12.81,0.86,2.27,93.57
2018-04-13 05:00:56,9.61,0.91,2.22,88.77
2018-04-13 06:00:56,5.83,0.91,2.28,90.3
2018-04-13 07:00:56,10.13,0.76,2.06,85.25
2018-04-13 08:00:56,13.75,0.69,2.1,85.51
2018-04-13 09:00:56,13.4,0.91,2.27,86.14
2018-04-13 10:00:56,13.04,0.99,2.42,82.6
2018-04-13 11:00:56,10.06,1.2,2.49,83.5
2018-04-13 12:00:56,12.27,0.78,2.16,92.59
2018-04-13 13:00:56,10.35,1.09,2.35,101.83
2018-04-13 14:00:56,5.94,1.14,2.52,107.03
2018-04-13 15:00:56,7.56,1.45,2.7,110.54
2018-04-13 16:00:56,7.08,1.25,2.43,111.45
2018-04-13 17:00:56,18.7,1.35,2.71,113.52
2018-04-13 18:00:56,14.42,1.21,2.56,110.31
2018-04-13 19:00:56,12.66,1.19,2.68,107.55
2018-04-13 20:00:56,19.48,1.41,2.8,105.97
2018-04-13 21:00:56,13.27,1.17,2.54,102.02
2018-04-13 22:00:56,20.33,0.88,2.43,95.49
2018-04-13 23:00:56,17.32,2.25,3.61,90.64
2018-04-14 00:00:56,13.21,2.99,4.38,87.54
2018-04-14 01:00:56,24.69,2.42,3.82,82.22
2018-04-14 02:00:56,17.82,2.3,3.64,76.97
2018-04-14 03:00:56,10.2,2.03,3.49,72.28
2018-04-14 04:00:56,7.91,1.86,3.41,74.94
2018-04-14 05:00:56,13.88,1.76,2.97,69.14
2018-04-14 06:00:56,9.95,1.67,2.8,78.62
2018-04-14 07:00:56,10.91,1.51,3.05,77.67
2018-04-14 08:00:56,11.61,1.56,3.09,76.57
2018-04-14 09:00:56,15.53,2.11,3.71,72.87
2018-04-14 10:00:56,12.35,3.63,5.55,61.49
2018-04-14 11:00:56,18.58,2.92,4.43,76.19
2018-04-14 12:00:56,13.69,3.63,5.14,80.6
2018-04-14 13:00:56,25.96,3.33,4.8,89.8
2018-04-14 14:00:56,18.13,2.98,4.56,98.95
2018-04-14 15:00:56,21.9,2.55,4.0,104.44
2018-04-14 16:00:56,20.62,3.12,4.66,114.32
2018-04-14 17:00:56,0.0,2.99,4.59,116.38
2018-04-14 18:00:56,0.0,3.82,5.25,110.15
2018-04-14 19:00:56,0.0,3.31,4.7,94.75
2018-04-14 20:00:56,0.0,4.06,5.39,81.58
2018-04-14 21:00:56,0.0,3.55,4.98,77.27
2018-04-14 22:00:56,17.26,3.9,5.58,63.2
2018-04-14 23:00:56,14.87,4.21,5.63,46.14
2018-04-15 00:00:56,11.94,3.73,5.08,49.44
2018-04-15 01:00:56,16.22,2.47,3.77,46.71
2018-04-15 02:00:56,16.78,1.84,3.16,47.4
2018-04-15 03:00:56,15.33,1.23,2.39,54.62
2018-04-15 04:00:56,12.43,0.93,2.22,59.87
2018-04-15 05:00:56,20.23,1.1,2.29,88.43
2018-04-15 06:00:56,16.69,1.39,2.62,75.42
2018-04-15 07:00:56,19.75,1.25,2.4,57.14
2018-04-15 08:00:56,25.23,1.53,3.04,40.23
2018-04-15 09:00:56,22.73,2.22,3.46,79.08
2018-04-15 10:00:56,27.54,2.44,3.69,102.71
2018-04-15 11:00:56,21.12,2.39,3.74,112.67
2018-04-15 12:00:56,11.91,2.09,3.35,118.61
2018-04-15 13:00:56,8.97,2.07,3.39,121.42
2018-04-15 14:00:56,21.58,1.71,3.0,123.1
2018-04-15 15:00:56,15.89,1.83,3.08,125.48
2018-04-15 16:00:56,14.36,1.88,3.21,125.77
2018-04-15 17:00:56,16.3,1.57,2.9,125.32
2018-04-15 18:00:56,10.8,2.46,3.72,119.57
2018-04-15 19:00:56,21.32,2.08,3.34,116.58
2018-04-15 20:00:56,27.99,3.33,4.56,106.97
2018-04-15 21:00:56,26.05,2.66,3.98,100.56
2018-04-15 22:00:56,20.55,2.06,3.37,87.8
2018-04-15 23:00:56,25.53,2.13,3.21,82.52
2018-04-16 00:00:56,18.32,1.95,3.31,93.94
2018-04-16 01:00:56,18.23,1.26,2.58,59.93
2018-04-16 02:00:56,11.6,0.8,1.92,44.94
2018-04-16 03:00:56,0.0,0.13,1.51,48.22
2018-04-16 04:00:56,7.12,0.05,1.4,48.63
2018-04-16 05:00:56,3.92,0.01,1.24,50.16
2018-04-16 06:00:56,5.46,0.1,1.37,61.12
2018-04-16 07:00:56,7.41,0.34,1.62,69.38
2018-04-16 08:00:56,19.09,1.66,3.23,59.59
2018-04-16 09:00:56,14.4,2.93,4.63,92.2
2018-04-16 10:00:56,15.05,1.93,3.33,105.91
2018-04-16 11:00:56,10.54,0.68,2.1,109.82
2018-04-16 12:00:56,12.86,0.6,1.92,111.57
2018-04-16 13:00:56,9.2,0.88,2.02,114.16
2018-04-16 14:00:56,8.07,2.01,3.45,111.84
2018-04-16 15:00:56,10.48,1.29,2.69,112.05
2018-04-16 16:00:56,12.48,1.0,2.2,113.32
2018-04-16 17:00:56,21.49,1.91,3.29,116.5
2018-04-16 18:00:56,18.5,1.37,2.82,122.35
2018-04-16 19:00:56,13.96,2.21,3.58,121.0
2018-04-16 20:00:56,13.89,1.68,2.91,115.58
2018-04-16 21:00:56,13.24,1.85,3.09,107.9
2018-04-16 22:00:56,14.62,2.03,3.25,112.16
2018-04-16 23:00:56,16.18,2.75,3.89,108.84
2018-04-17 00:00:56,12.46,4.35,5.55,93.28
2018-04-17 01:00:56,27.38,3.15,4.6,92.03
2018-04-17 02:00:56,25.89,4.86,6.11,87.09
2018-04-17 03:00:56,23.42,6.4,7.7,76.85
2018-04-17 04:00:56,27.57,8.38,9.8,69.86
2018-04-17 05:00:56,22.18,6.58,7.95,77.14
2018-04-17 06:00:56,28.8,4.35,5.67,85.55
2018-04-17 07:00:56,18.92,4.24,5.74,86.03
2018-04-17 08:00:56,12.6,2.88,4.5,96.06
2018-04-17 09:00:56,16.8,2.95,4.6,98.72
2018-04-17 10:00:56,22.1,4.02,5.79,96.77
2018-04-17 11:00:56,25.2,5.7,7.57,95.65
2018-04-17 12:00:56,28.8,2.55,4.09,110.69
2018-04-17 13:00:56,32.73,1.52,3.03,116.98
2018-04-17 14:00:56,26.9,0.83,2.27,116.66
2018-04-17 15:00:56,18.71,0.52,2.11,117.72
2018-04-17 16:00:56,19.66,0.66,2.0,119.84
2018-04-17 17:00:56,18.72,0.3,1.85,117.0
2018-04-17 18:00:56,15.65,0.0,1.41,111.81
2018-04-17 19:00:56,13.74,0.17,1.63,113.91
2018-04-17 20:00:56,13.32,0.04,1.51,107.16
2018-04-17 21:00:56,12.31,0.0,1.31,103.74
2018-04-17 22:00:56,14.51,0.0,0.0,104.32
2018-04-17 23:00:56,16.45,0.0,0.0,102.54
