Date,PM10 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2021-04-01 18:00:56,13.88,19.78,27.05,90.68
2021-04-01 19:00:56,16.26,20.21,27.53,89.49
2021-04-01 20:00:56,15.82,20.33,27.75,90.49
2021-04-01 21:00:56,15.95,20.49,27.99,91.96
2021-04-01 22:00:56,10.51,20.46,27.99,92.06
2021-04-01 23:00:56,9.01,20.34,27.76,90.15
2021-04-02 00:00:56,8.75,20.18,27.43,89.54
2021-04-02 01:00:56,8.45,19.82,27.03,89.95
2021-04-02 02:00:56,12.69,20.99,28.21,89.74
2021-04-02 03:00:56,16.35,20.82,28.2,91.39
2021-04-02 04:00:56,15.93,19.33,26.73,93.39
2021-04-02 05:00:56,13.93,19.29,26.52,93.16
2021-04-02 06:00:56,14.12,19.14,26.35,90.86
2021-04-02 07:00:56,13.01,19.14,26.37,89.35
2021-04-02 08:00:56,12.35,19.63,26.87,86.78
2021-04-02 09:00:56,14.47,20.68,28.0,83.56
2021-04-02 10:00:56,16.31,21.01,28.56,82.07
2021-04-02 11:00:56,18.13,20.75,28.35,82.36
2021-04-02 12:00:56,18.14,20.51,27.97,83.95
2021-04-02 13:00:56,14.18,20.05,27.57,84.52
2021-04-02 14:00:56,13.21,19.88,27.35,85.06
2021-04-02 15:00:56,16.96,19.99,27.27,86.55
2021-04-02 16:00:56,18.63,19.82,26.98,89.21
2021-04-02 17:00:56,18.43,18.96,25.96,90.75
2021-04-02 18:00:56,18.84,17.48,24.47,90.66
2021-04-02 19:00:56,17.16,16.35,23.5,90.69
2021-04-02 20:00:56,13.6,16.41,23.62,89.13
2021-04-02 21:00:56,13.22,17.81,24.99,83.98
2021-04-02 22:00:56,16.58,20.3,27.62,75.77
2021-04-02 23:00:56,25.69,22.91,30.5,64.63
2021-04-03 00:00:56,27.23,23.99,31.82,57.53
2021-04-03 01:00:56,23.36,23.6,31.63,56.46
2021-04-03 02:00:56,23.83,23.28,31.6,49.32
2021-04-03 03:00:56,24.97,21.46,30.01,40.07
2021-04-03 04:00:56,22.72,19.66,28.34,39.75
2021-04-03 05:00:56,17.25,19.38,28.26,45.78
2021-04-03 06:00:56,13.42,19.47,27.93,51.35
2021-04-03 07:00:56,9.49,19.44,27.4,49.6
2021-04-03 08:00:56,8.83,19.63,27.71,42.94
2021-04-03 09:00:56,12.4,20.5,28.94,32.74
2021-04-03 10:00:56,15.18,20.94,29.49,31.22
2021-04-03 11:00:56,17.38,20.02,28.0,53.93
2021-04-03 12:00:56,17.34,19.43,26.85,73.74
2021-04-03 13:00:56,12.84,19.05,26.28,81.31
2021-04-03 14:00:56,14.01,16.79,23.93,92.11
2021-04-03 15:00:56,16.45,15.39,22.46,94.82
2021-04-03 16:00:56,19.36,16.71,23.9,92.29
2021-04-03 17:00:56,24.82,17.93,25.29,95.61
2021-04-03 18:00:56,21.45,19.6,26.95,97.45
2021-04-03 19:00:56,19.68,22.05,29.68,97.54
2021-04-03 20:00:56,28.72,25.11,33.2,100.09
2021-04-03 21:00:56,37.32,28.1,36.46,97.82
2021-04-03 22:00:56,34.78,29.25,37.86,92.09
2021-04-03 23:00:56,29.47,29.71,38.86,85.08
2021-04-04 00:00:56,32.68,29.34,38.34,79.86
2021-04-04 01:00:56,32.51,27.27,35.33,82.28
2021-04-04 02:00:56,29.34,25.28,32.85,84.07
2021-04-04 03:00:56,27.17,24.08,31.52,77.79
2021-04-04 04:00:56,26.53,24.1,31.75,70.55
2021-04-04 05:00:56,31.0,24.74,32.84,64.62
2021-04-04 06:00:56,30.06,24.67,33.25,55.64
2021-04-04 07:00:56,25.67,23.92,33.27,44.47
2021-04-04 08:00:56,23.06,22.86,32.99,38.79
2021-04-04 09:00:56,20.99,22.64,33.18,33.26
2021-04-04 10:00:56,23.14,22.51,33.51,26.4
2021-04-04 11:00:56,22.2,21.88,32.72,51.91
2021-04-04 12:00:56,13.83,21.56,30.39,84.07
2021-04-04 13:00:56,11.45,20.08,27.31,91.83
2021-04-04 14:00:56,13.82,17.32,24.47,96.3
2021-04-04 15:00:56,20.1,17.21,24.59,98.54
2021-04-04 16:00:56,25.89,20.26,28.01,103.95
2021-04-04 17:00:56,29.52,23.1,31.35,108.93
2021-04-04 18:00:56,29.12,24.93,33.4,106.73
2021-04-04 19:00:56,26.55,26.21,34.6,101.23
2021-04-04 20:00:56,31.45,27.16,35.89,93.64
2021-04-04 21:00:56,29.53,28.39,37.98,84.55
2021-04-04 22:00:56,25.81,29.5,39.74,75.93
2021-04-04 23:00:56,26.97,30.33,41.13,74.25
2021-04-05 00:00:56,30.06,31.3,42.63,76.8
2021-04-05 01:00:56,33.73,30.33,41.85,78.45
2021-04-05 02:00:56,35.08,29.63,41.18,73.67
2021-04-05 03:00:56,35.92,28.36,38.59,75.22
2021-04-05 04:00:56,32.26,25.51,33.93,84.81
2021-04-05 05:00:56,28.4,24.09,31.75,87.01
2021-04-05 06:00:56,24.53,24.87,32.46,83.51
2021-04-05 07:00:56,23.84,25.5,33.27,75.25
2021-04-05 08:00:56,27.41,24.82,33.01,73.58
2021-04-05 09:00:56,29.28,24.63,33.23,81.93
2021-04-05 10:00:56,32.45,24.65,33.45,85.48
2021-04-05 11:00:56,32.41,24.73,33.35,82.37
2021-04-05 12:00:56,23.69,24.71,32.99,79.61
2021-04-05 13:00:56,13.78,24.03,32.05,76.78
2021-04-05 14:00:56,9.11,23.18,30.93,73.89
2021-04-05 15:00:56,8.27,22.79,30.43,75.12
2021-04-05 16:00:56,9.5,22.3,30.07,79.2
2021-04-05 17:00:56,8.67,21.81,29.48,81.2
2021-04-05 18:00:56,9.19,21.44,28.9,81.06
2021-04-05 19:00:56,10.54,20.74,28.16,81.96
2021-04-05 20:00:56,9.36,19.67,27.06,83.84
2021-04-05 21:00:56,11.34,19.12,26.4,83.92
2021-04-05 22:00:56,14.95,18.74,26.05,82.22
2021-04-05 23:00:56,13.83,18.55,25.85,79.95
2021-04-06 00:00:56,10.92,18.83,26.22,78.43
2021-04-06 01:00:56,9.32,18.87,26.46,76.75
2021-04-06 02:00:56,12.56,20.12,27.53,69.78
2021-04-06 03:00:56,15.59,21.26,28.69,59.18
2021-04-06 04:00:56,10.92,20.62,28.18,57.3
2021-04-06 05:00:56,8.62,19.57,27.06,65.93
2021-04-06 06:00:56,7.4,17.0,24.17,75.96
2021-04-06 07:00:56,8.13,13.51,20.48,80.3
2021-04-06 08:00:56,9.0,11.25,18.14,79.36
2021-04-06 09:00:56,6.23,10.66,17.37,76.75
2021-04-06 10:00:56,4.8,12.03,19.57,75.08
2021-04-06 11:00:56,11.98,13.04,20.9,74.28
2021-04-06 12:00:56,17.16,12.76,20.18,72.31
2021-04-06 13:00:56,11.99,12.6,20.0,73.08
2021-04-06 14:00:56,12.08,12.66,20.04,77.0
2021-04-06 15:00:56,13.86,12.83,20.08,79.67
2021-04-06 16:00:56,15.21,12.97,20.13,80.37
2021-04-06 17:00:56,15.11,12.99,20.15,79.52
2021-04-06 18:00:56,12.89,12.99,20.05,77.2
2021-04-06 19:00:56,14.51,13.68,20.67,75.06
2021-04-06 20:00:56,12.63,15.07,22.02,74.31
2021-04-06 21:00:56,11.57,16.15,23.41,72.17
2021-04-06 22:00:56,17.61,17.1,24.45,68.56
2021-04-06 23:00:56,18.07,19.16,26.73,57.06
2021-04-07 00:00:56,20.79,20.81,28.91,48.62
2021-04-07 01:00:56,23.61,21.2,29.6,48.4
2021-04-07 02:00:56,27.78,22.66,32.5,44.78
2021-04-07 03:00:56,33.45,22.62,32.63,44.23
2021-04-07 04:00:56,31.8,21.31,29.63,51.89
2021-04-07 05:00:56,38.24,20.32,27.84,69.54
2021-04-07 06:00:56,54.85,18.82,26.2,83.49
2021-04-07 07:00:56,71.57,20.33,27.86,84.59
2021-04-07 08:00:56,76.19,23.43,31.1,83.37
2021-04-07 09:00:56,74.66,25.99,34.16,82.33
2021-04-07 10:00:56,70.91,26.96,35.54,82.81
2021-04-07 11:00:56,65.77,26.27,34.73,87.1
2021-04-07 12:00:56,60.38,26.74,34.98,93.11
2021-04-07 13:00:56,59.16,26.87,35.08,98.12
2021-04-07 14:00:56,62.4,26.6,35.07,101.01
2021-04-07 15:00:56,63.49,26.99,35.72,103.12
2021-04-07 16:00:56,0.0,0.0,0.0,0.0
2021-04-07 17:00:56,88.6,0.0,0.0,100.74
2021-04-07 18:00:56,77.47,24.28,31.65,101.71
2021-04-07 19:00:56,45.85,25.11,33.22,108.79
2021-04-07 20:00:56,46.95,27.4,37.34,107.76
2021-04-07 21:00:56,52.17,29.64,43.12,101.86
2021-04-07 22:00:56,52.52,30.93,48.15,91.18
2021-04-07 23:00:56,56.18,31.19,51.21,83.64
2021-04-08 00:00:56,62.13,30.16,52.01,69.45
2021-04-08 01:00:56,61.65,29.01,52.39,54.26
2021-04-08 02:00:56,61.51,27.66,51.78,57.7
2021-04-08 03:00:56,58.72,26.59,50.2,64.08
2021-04-08 04:00:56,52.54,26.62,49.66,80.96
2021-04-08 05:00:56,45.23,26.93,49.52,91.99
2021-04-08 06:00:56,41.06,27.33,49.23,84.12
2021-04-08 07:00:56,34.75,27.73,48.62,80.22
2021-04-08 08:00:56,30.15,28.19,47.71,78.07
2021-04-08 09:00:56,30.85,28.52,46.29,75.85
2021-04-08 10:00:56,29.17,28.03,43.89,70.25
2021-04-08 11:00:56,26.65,27.34,40.58,62.37
2021-04-08 12:00:56,24.45,26.38,36.55,59.27
2021-04-08 13:00:56,27.12,24.49,32.58,62.61
2021-04-08 14:00:56,27.57,22.64,30.24,66.78
2021-04-08 15:00:56,22.88,21.78,29.35,68.69
2021-04-08 16:00:56,17.68,21.08,28.63,70.96
2021-04-08 17:00:56,13.35,20.96,28.75,73.68
2021-04-08 18:00:56,11.12,21.52,29.57,78.15
2021-04-08 19:00:56,10.68,21.9,29.99,81.55
2021-04-08 20:00:56,14.08,21.52,29.25,78.84
2021-04-08 21:00:56,16.73,19.62,26.83,74.84
2021-04-08 22:00:56,12.65,17.01,23.97,76.33
2021-04-08 23:00:56,7.55,15.04,22.07,80.08
2021-04-09 00:00:56,5.38,14.69,21.79,80.9
2021-04-09 01:00:56,6.25,16.7,23.88,78.89
2021-04-09 02:00:56,11.48,17.05,24.25,77.94
2021-04-09 03:00:56,16.82,15.83,22.97,79.72
2021-04-09 04:00:56,14.8,16.04,23.21,81.85
2021-04-09 05:00:56,9.3,16.39,23.54,82.18
2021-04-09 06:00:56,5.43,16.79,24.0,81.79
2021-04-09 07:00:56,3.65,17.18,24.53,79.5
2021-04-09 08:00:56,5.34,17.02,24.18,75.25
2021-04-09 09:00:56,7.12,16.43,23.44,74.11
2021-04-09 10:00:56,6.76,16.47,23.46,77.09
2021-04-09 11:00:56,6.31,16.79,23.93,77.98
2021-04-09 12:00:56,4.49,17.12,24.38,77.68
2021-04-09 13:00:56,8.53,17.1,24.39,80.23
2021-04-09 14:00:56,15.84,16.79,24.17,82.12
2021-04-09 15:00:56,17.14,17.12,24.5,82.58
2021-04-09 16:00:56,13.64,17.15,24.45,85.77
2021-04-09 17:00:56,10.58,16.67,23.89,88.56
2021-04-09 18:00:56,12.97,16.87,24.18,88.08
2021-04-09 19:00:56,13.76,16.91,24.17,89.88
2021-04-09 20:00:56,11.08,16.62,23.75,94.74
2021-04-09 21:00:56,8.75,16.72,23.95,97.04
2021-04-09 22:00:56,6.64,17.0,24.17,97.28
2021-04-09 23:00:56,7.52,17.02,24.09,96.37
2021-04-10 00:00:56,8.74,17.07,24.09,94.74
2021-04-10 01:00:56,12.36,18.33,25.36,95.53
2021-04-10 02:00:56,17.59,17.79,24.83,95.82
2021-04-10 03:00:56,16.79,15.96,22.9,95.56
2021-04-10 04:00:56,11.93,15.57,22.53,95.57
2021-04-10 05:00:56,10.65,15.38,22.37,94.23
2021-04-10 06:00:56,13.34,15.07,21.86,91.62
2021-04-10 07:00:56,12.46,14.9,21.75,89.53
2021-04-10 08:00:56,9.01,14.96,21.95,89.48
2021-04-10 09:00:56,7.9,14.97,22.06,88.52
2021-04-10 10:00:56,11.62,15.06,22.23,86.21
2021-04-10 11:00:56,13.9,15.13,22.37,85.84
2021-04-10 12:00:56,13.46,13.83,20.89,86.35
2021-04-10 13:00:56,18.36,11.68,18.48,88.22
2021-04-10 14:00:56,20.03,10.88,17.86,92.05
2021-04-10 15:00:56,19.95,10.91,17.86,95.41
2021-04-10 16:00:56,20.12,10.77,17.67,96.52
2021-04-10 17:00:56,15.77,11.12,18.09,94.62
2021-04-10 18:00:56,14.71,11.7,18.77,94.35
2021-04-10 19:00:56,13.41,12.3,19.46,94.67
2021-04-10 20:00:56,13.13,13.16,20.27,93.48
2021-04-10 21:00:56,14.23,13.81,20.96,93.25
2021-04-10 22:00:56,14.83,14.12,21.3,95.99
2021-04-10 23:00:56,15.19,14.02,21.16,96.69
2021-04-11 00:00:56,15.15,13.38,20.42,96.36
2021-04-11 01:00:56,20.92,13.8,20.73,96.85
2021-04-11 02:00:56,24.32,13.71,20.73,97.69
2021-04-11 03:00:56,21.33,13.23,20.37,97.64
2021-04-11 04:00:56,16.3,13.92,21.12,98.2
2021-04-11 05:00:56,14.99,14.1,21.26,100.98
2021-04-11 06:00:56,15.68,14.36,21.39,103.32
2021-04-11 07:00:56,11.04,14.67,21.75,99.1
2021-04-11 08:00:56,8.14,14.97,22.18,93.51
2021-04-11 09:00:56,7.35,15.53,22.65,94.43
2021-04-11 10:00:56,5.95,15.85,23.15,94.39
2021-04-11 11:00:56,4.88,16.16,23.5,93.49
2021-04-11 12:00:56,3.48,16.34,23.42,90.4
2021-04-11 13:00:56,3.55,16.38,23.37,87.04
2021-04-11 14:00:56,6.65,16.55,23.61,84.92
2021-04-11 15:00:56,8.16,16.86,24.09,85.04
2021-04-11 16:00:56,5.82,17.33,24.42,87.52
2021-04-11 17:00:56,4.61,17.78,24.74,86.88
2021-04-11 18:00:56,7.33,17.96,24.82,85.69
2021-04-11 19:00:56,9.38,17.76,24.58,87.15
2021-04-11 20:00:56,7.36,17.63,24.7,84.62
2021-04-11 21:00:56,4.94,17.4,24.52,85.66
2021-04-11 22:00:56,3.41,17.26,24.36,85.89
2021-04-11 23:00:56,2.57,17.15,24.36,82.0
2021-04-12 00:00:56,2.22,17.11,24.3,79.01
2021-04-12 01:00:56,2.86,18.83,25.94,77.82
2021-04-12 02:00:56,3.4,18.82,25.83,78.91
2021-04-12 03:00:56,6.26,17.02,24.06,79.9
2021-04-12 04:00:56,10.34,17.03,24.13,80.94
2021-04-12 05:00:56,10.62,17.11,24.12,78.63
2021-04-12 06:00:56,8.45,17.03,23.93,74.68
2021-04-12 07:00:56,5.34,16.93,23.95,65.05
2021-04-12 08:00:56,5.4,16.87,24.07,57.49
2021-04-12 09:00:56,6.58,17.29,24.59,62.68
2021-04-12 10:00:56,6.39,17.63,24.92,69.01
2021-04-12 11:00:56,9.83,18.13,25.6,72.54
2021-04-12 12:00:56,11.85,17.18,24.58,73.78
2021-04-12 13:00:56,15.68,15.91,23.07,79.38
2021-04-12 14:00:56,23.06,15.64,22.88,85.85
2021-04-12 15:00:56,22.9,15.0,22.16,89.06
2021-04-12 16:00:56,18.16,14.93,21.98,91.62
2021-04-12 17:00:56,15.33,14.65,21.8,92.04
2021-04-12 18:00:56,16.19,14.88,21.98,95.36
2021-04-12 19:00:56,15.06,17.62,24.66,91.33
2021-04-12 20:00:56,11.25,21.43,28.84,75.78
2021-04-12 21:00:56,15.22,20.65,27.95,71.55
2021-04-12 22:00:56,20.4,18.43,25.54,78.89
2021-04-12 23:00:56,16.58,18.6,25.78,79.6
2021-04-13 00:00:56,12.81,18.8,26.01,78.13
2021-04-13 01:00:56,13.64,20.12,27.53,77.92
2021-04-13 02:00:56,17.8,20.28,27.7,71.51
2021-04-13 03:00:56,18.62,19.35,26.79,73.65
2021-04-13 04:00:56,13.75,19.38,26.73,84.16
2021-04-13 05:00:56,15.55,19.13,26.41,90.45
2021-04-13 06:00:56,17.43,18.28,25.65,86.97
2021-04-13 07:00:56,12.74,18.0,25.39,77.16
2021-04-13 08:00:56,9.58,18.52,26.03,68.89
2021-04-13 09:00:56,10.47,22.17,31.53,67.87
2021-04-13 10:00:56,11.88,22.76,32.36,76.3
2021-04-13 11:00:56,13.07,18.18,25.74,87.2
2021-04-13 12:00:56,15.3,15.02,22.18,86.12
2021-04-13 13:00:56,20.4,13.11,20.17,91.21
2021-04-13 14:00:56,24.08,11.88,18.88,101.42
2021-04-13 15:00:56,19.82,11.37,18.6,101.0
2021-04-13 16:00:56,15.53,11.81,19.43,100.36
2021-04-13 17:00:56,12.38,12.2,20.22,98.21
2021-04-13 18:00:56,9.67,11.83,19.49,96.15
2021-04-13 19:00:56,12.57,11.21,18.28,93.83
2021-04-13 20:00:56,14.26,12.38,19.42,89.85
2021-04-13 21:00:56,13.59,13.83,20.73,85.34
2021-04-13 22:00:56,12.89,13.66,20.58,90.18
2021-04-13 23:00:56,12.87,12.93,20.11,94.79
2021-04-14 00:00:56,13.31,12.48,19.56,85.7
2021-04-14 01:00:56,9.78,14.73,21.73,75.99
2021-04-14 02:00:56,6.08,16.87,23.89,72.46
2021-04-14 03:00:56,4.35,16.44,23.6,64.79
2021-04-14 04:00:56,7.22,17.29,24.76,58.17
2021-04-14 05:00:56,12.51,18.9,26.62,57.58
2021-04-14 06:00:56,19.42,19.79,27.55,55.8
2021-04-14 07:00:56,21.67,19.93,27.89,54.58
2021-04-14 08:00:56,17.31,20.63,28.63,52.69
2021-04-14 09:00:56,15.55,20.86,28.77,47.54
2021-04-14 10:00:56,14.37,20.74,28.72,52.23
2021-04-14 11:00:56,17.42,20.55,28.24,74.87
2021-04-14 12:00:56,20.86,20.55,28.05,91.06
2021-04-14 13:00:56,24.04,20.1,27.69,93.77
2021-04-14 14:00:56,24.91,18.8,26.12,98.49
2021-04-14 15:00:56,16.58,17.83,25.06,104.06
2021-04-14 16:00:56,15.49,17.77,25.29,110.16
2021-04-14 17:00:56,23.29,19.1,26.5,112.17
2021-04-14 18:00:56,24.47,20.59,27.87,111.38
2021-04-14 19:00:56,19.79,22.62,30.08,105.53
2021-04-14 20:00:56,20.85,26.41,34.02,96.86
2021-04-14 21:00:56,27.21,27.13,34.81,96.64
2021-04-14 22:00:56,25.86,24.58,32.12,97.23
2021-04-14 23:00:56,25.86,23.21,30.7,98.65
2021-04-15 00:00:56,31.11,23.24,31.04,92.41
2021-04-15 01:00:56,26.71,24.11,32.4,85.48
2021-04-15 02:00:56,22.67,24.33,32.98,84.6
2021-04-15 03:00:56,23.59,24.19,33.26,71.78
2021-04-15 04:00:56,22.33,24.42,34.36,60.89
2021-04-15 05:00:56,18.19,24.22,35.44,61.35
2021-04-15 06:00:56,16.37,24.11,36.52,66.97
2021-04-15 07:00:56,15.65,24.55,37.61,70.53
2021-04-15 08:00:56,15.66,24.98,38.2,79.31
2021-04-15 09:00:56,20.46,25.9,38.73,97.42
2021-04-15 10:00:56,24.7,27.33,38.99,102.96
2021-04-15 11:00:56,24.51,28.32,38.06,96.81
2021-04-15 12:00:56,18.97,28.03,36.37,96.83
2021-04-15 13:00:56,16.99,26.67,34.49,98.46
2021-04-15 14:00:56,18.04,24.86,32.18,99.41
2021-04-15 15:00:56,14.78,23.35,30.43,96.62
2021-04-15 16:00:56,10.8,22.26,29.36,93.77
2021-04-15 17:00:56,10.99,20.67,27.92,98.94
2021-04-15 18:00:56,12.31,19.25,26.59,101.49
2021-04-15 19:00:56,10.19,19.55,26.94,97.19
2021-04-15 20:00:56,10.28,21.3,28.92,92.35
2021-04-15 21:00:56,14.81,22.71,30.43,90.92
2021-04-15 22:00:56,21.8,23.32,31.02,89.5
2021-04-15 23:00:56,24.99,23.41,31.33,86.54
2021-04-16 00:00:56,20.06,23.45,31.54,85.66
2021-04-16 01:00:56,19.48,24.02,32.01,80.23
2021-04-16 02:00:56,23.34,23.93,32.04,75.16
2021-04-16 03:00:56,22.45,23.13,32.21,84.64
2021-04-16 04:00:56,20.49,23.58,32.6,76.52
2021-04-16 05:00:56,15.21,24.06,33.31,73.55
2021-04-16 06:00:56,9.13,24.06,33.84,74.83
2021-04-16 07:00:56,11.36,24.2,34.37,71.26
2021-04-16 08:00:56,15.31,24.26,34.72,71.07
2021-04-16 09:00:56,17.11,24.29,34.72,74.88
2021-04-16 10:00:56,20.74,24.54,34.36,83.99
2021-04-16 11:00:56,18.08,24.79,33.49,93.48
2021-04-16 12:00:56,11.15,25.08,33.22,96.38
2021-04-16 13:00:56,10.01,25.2,33.39,97.63
2021-04-16 14:00:56,11.42,25.28,33.41,98.75
2021-04-16 15:00:56,9.32,25.29,33.26,96.73
2021-04-16 16:00:56,13.01,25.39,33.48,95.16
2021-04-16 17:00:56,17.9,25.71,34.14,94.28
2021-04-16 18:00:56,16.55,26.01,34.53,91.81
2021-04-16 19:00:56,15.96,26.07,34.38,91.93
2021-04-16 20:00:56,14.89,25.94,34.2,89.82
2021-04-16 21:00:56,14.57,25.6,34.11,83.04
2021-04-16 22:00:56,14.17,25.27,33.76,78.66
2021-04-16 23:00:56,9.8,24.99,33.66,76.82
2021-04-17 00:00:56,6.08,24.68,33.46,75.86
2021-04-17 01:00:56,7.93,25.15,34.09,75.15
2021-04-17 02:00:56,11.45,24.94,34.14,74.46
2021-04-17 03:00:56,14.22,24.16,33.23,72.12
2021-04-17 04:00:56,15.28,23.97,33.02,62.05
2021-04-17 05:00:56,13.31,23.72,32.95,51.87
2021-04-17 06:00:56,11.39,23.3,32.79,52.57
2021-04-17 07:00:56,12.53,22.79,32.59,53.51
2021-04-17 08:00:56,14.05,22.64,32.63,60.26
2021-04-17 09:00:56,11.82,22.85,32.72,69.0
2021-04-17 10:00:56,12.47,23.08,32.53,69.5
2021-04-17 11:00:56,12.2,23.51,32.28,76.35
2021-04-17 12:00:56,12.49,23.28,31.44,85.38
2021-04-17 13:00:56,13.8,19.21,26.85,89.62
2021-04-17 14:00:56,16.19,14.37,21.46,90.48
2021-04-17 15:00:56,17.93,12.78,19.89,87.24
2021-04-17 16:00:56,12.61,12.73,20.24,82.92
2021-04-17 17:00:56,7.29,13.2,20.79,82.74
2021-04-17 18:00:56,8.43,12.57,20.01,84.59
2021-04-17 19:00:56,10.73,11.2,18.4,85.51
2021-04-17 20:00:56,7.79,10.64,17.59,84.23
2021-04-17 21:00:56,7.97,10.66,17.53,82.74
2021-04-17 22:00:56,9.82,10.75,17.68,84.24
2021-04-17 23:00:56,7.64,10.37,17.37,82.1
2021-04-18 00:00:56,10.25,9.7,16.65,83.25
2021-04-18 01:00:56,18.15,11.19,18.08,78.9
2021-04-18 02:00:56,22.01,12.63,19.45,69.67
2021-04-18 03:00:56,23.42,12.34,19.18,65.72
2021-04-18 04:00:56,26.06,12.92,19.84,62.38
2021-04-18 05:00:56,25.65,13.22,20.15,62.63
2021-04-18 06:00:56,22.03,13.6,20.71,62.13
2021-04-18 07:00:56,18.15,14.52,21.78,60.79
2021-04-18 08:00:56,17.51,14.99,22.44,57.62
2021-04-18 09:00:56,19.38,15.67,23.23,55.8
2021-04-18 10:00:56,17.15,16.69,24.33,58.11
2021-04-18 11:00:56,11.48,16.82,24.52,56.18
2021-04-18 12:00:56,13.94,16.6,24.01,53.57
2021-04-18 13:00:56,23.52,16.58,23.82,56.29
2021-04-18 14:00:56,27.02,16.49,23.94,58.28
2021-04-18 15:00:56,28.37,16.64,24.26,60.37
2021-04-18 16:00:56,26.9,16.73,24.41,63.59
2021-04-18 17:00:56,22.7,16.73,24.4,63.03
2021-04-18 18:00:56,20.65,17.47,25.23,64.96
2021-04-18 19:00:56,17.71,18.51,26.65,67.14
2021-04-18 20:00:56,19.17,19.2,27.7,57.43
2021-04-18 21:00:56,21.45,19.21,28.0,43.26
2021-04-18 22:00:56,25.11,19.15,28.46,41.75
2021-04-18 23:00:56,37.46,18.86,28.76,50.28
2021-04-19 00:00:56,45.02,18.94,29.41,63.73
2021-04-19 01:00:56,50.48,20.4,31.72,74.8
2021-04-19 02:00:56,49.66,21.68,33.79,76.52
2021-04-19 03:00:56,34.65,21.91,34.42,72.47
2021-04-19 04:00:56,24.8,22.45,35.14,67.24
2021-04-19 05:00:56,25.89,22.8,35.35,65.59
2021-04-19 06:00:56,28.23,22.73,34.69,63.85
2021-04-19 07:00:56,25.7,22.84,33.92,60.68
2021-04-19 08:00:56,21.81,22.64,33.13,64.24
2021-04-19 09:00:56,17.82,22.38,32.43,69.97
2021-04-19 10:00:56,14.2,22.47,31.94,71.6
2021-04-19 11:00:56,12.74,22.46,31.18,71.13
2021-04-19 12:00:56,13.74,22.08,30.1,74.18
2021-04-19 13:00:56,16.69,17.78,25.37,75.53
2021-04-19 14:00:56,18.55,10.38,17.77,79.24
2021-04-19 15:00:56,19.44,9.31,16.5,83.62
2021-04-19 16:00:56,19.28,12.32,19.4,82.23
2021-04-19 17:00:56,22.05,14.03,21.09,78.95
2021-04-19 18:00:56,22.23,15.0,22.05,77.35
2021-04-19 19:00:56,21.2,16.09,23.56,77.93
2021-04-19 20:00:56,18.8,18.17,25.94,75.36
2021-04-19 21:00:56,15.21,18.47,25.92,76.95
2021-04-19 22:00:56,15.41,17.07,24.19,83.7
2021-04-19 23:00:56,11.16,16.37,23.51,82.69
2021-04-20 00:00:56,5.84,16.92,24.25,75.45
2021-04-20 01:00:56,6.86,18.75,26.63,77.19
2021-04-20 02:00:56,13.87,19.99,27.93,76.9
2021-04-20 03:00:56,19.87,19.85,27.49,73.62
2021-04-20 04:00:56,18.74,19.68,27.57,74.31
2021-04-20 05:00:56,12.04,19.88,27.87,70.62
2021-04-20 06:00:56,6.54,20.21,28.27,61.5
2021-04-20 07:00:56,7.58,20.19,28.48,52.13
2021-04-20 08:00:56,8.03,19.96,28.7,46.63
2021-04-20 09:00:56,6.66,19.4,28.54,45.77
2021-04-20 10:00:56,10.11,18.71,27.06,67.69
2021-04-20 11:00:56,9.87,18.37,25.69,90.99
2021-04-20 12:00:56,10.94,19.35,26.87,99.06
2021-04-20 13:00:56,11.4,21.21,29.14,105.76
2021-04-20 14:00:56,18.75,22.5,30.24,111.55
2021-04-20 15:00:56,23.65,23.0,30.54,114.14
2021-04-20 16:00:56,17.08,23.39,31.04,111.27
2021-04-20 17:00:56,20.0,23.62,31.35,110.67
2021-04-20 18:00:56,19.38,23.85,31.71,105.81
2021-04-20 19:00:56,14.65,24.16,32.26,98.97
2021-04-20 20:00:56,23.17,24.19,32.43,96.15
2021-04-20 21:00:56,27.18,24.23,32.79,92.46
2021-04-20 22:00:56,18.83,24.22,33.29,89.13
2021-04-20 23:00:56,18.01,24.39,33.69,88.43
2021-04-21 00:00:56,17.15,24.52,33.79,88.35
2021-04-21 01:00:56,10.32,25.21,34.31,90.8
2021-04-21 02:00:56,12.06,25.46,34.76,81.88
2021-04-21 03:00:56,15.53,24.6,34.12,70.66
2021-04-21 04:00:56,11.41,24.32,33.86,68.88
2021-04-21 05:00:56,9.54,24.38,34.25,68.96
2021-04-21 06:00:56,10.85,24.2,34.54,63.73
2021-04-21 07:00:56,11.6,23.56,34.13,43.0
2021-04-21 08:00:56,18.47,23.0,33.92,43.22
2021-04-21 09:00:56,23.39,23.7,34.26,66.01
2021-04-21 10:00:56,19.6,23.67,32.62,77.97
2021-04-21 11:00:56,17.34,21.7,29.55,84.7
2021-04-21 12:00:56,15.28,19.62,27.17,88.71
2021-04-21 13:00:56,10.99,18.6,25.87,87.01
2021-04-21 14:00:56,16.64,19.12,26.48,87.22
2021-04-21 15:00:56,22.23,19.37,27.46,86.57
2021-04-21 16:00:56,19.9,20.64,28.96,85.46
2021-04-21 17:00:56,21.71,23.62,31.61,84.52
