Date,PM10 ( - ),PM 2.5 ( - ),SO2 ( - ),CO ( - ),NO2 ( - ),NOX ( - ),PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 ),O3 ( - )
2018-03-29 00:00:56,,,,,,,142.195,,4.325,0.0,12.785,12.915,0.0,
2018-03-29 01:00:56,,,,,,,155.19,,4.875,0.0,6.27,6.285,0.0,
2018-03-29 02:00:56,,,,,,,123.54,,4.654999999999999,0.0,0.0,0.0,0.0,
2018-03-29 03:00:56,,,,,,,93.975,,4.825,0.0,12.005,12.18,0.0,
2018-03-29 04:00:56,,,,,,,74.805,,4.765,0.0,14.465,14.58,0.0,
2018-03-29 05:00:56,,,,,,,56.825,,4.4,0.0,9.325,9.435,0.0,
2018-03-29 06:00:56,,,,,,,41.714999999999996,,4.1850000000000005,0.0,8.85,8.855,0.0,
2018-03-29 07:00:56,,,,,,,40.464999999999996,,4.02,0.0,20.965,22.785,0.0,
2018-03-29 08:00:56,,,,,,,35.86,,4.055,0.0,44.66,58.145,0.0,
2018-03-29 09:00:56,,,,,,,35.51,,4.12,0.0,59.86,95.25,0.0,
2018-03-29 10:00:56,,,,,,,37.114999999999995,,4.2,0.0,72.67,123.79,0.0,
2018-03-29 11:00:56,,,,,,,45.26,,4.085,0.0,62.925,104.565,0.0,
2018-03-29 12:00:56,,,,,,,54.22,,3.995,0.0,50.07,79.205,0.0,
2018-03-29 13:00:56,,,,,,,66.47,,3.8499999999999996,0.0,37.32,49.53,0.0,
2018-03-29 14:00:56,,,,,,,74.75,,4.15,0.0,31.32,39.825,0.0,
2018-03-29 15:00:56,,,,,,,60.805,,4.1899999999999995,0.0,31.555,41.855,0.0,
2018-03-29 16:00:56,,,,,,,51.625,,4.19,0.0,32.56,43.74,0.0,
2018-03-29 17:00:56,,,,,,,49.61,,4.28,0.0,32.985,44.355,0.0,
2018-03-29 18:00:56,,,,,,,37.605,,4.36,0.0,40.445,54.145,0.0,
2018-03-29 19:00:56,,,,,,,36.449999999999996,,4.47,0.0,49.725,68.135,0.0,
2018-03-29 20:00:56,,,,,,,34.47,,4.665,0.0,52.29,64.91,0.0,
2018-03-29 21:00:56,,,,,,,34.715,,4.865,0.0,48.625,55.34,0.0,
2018-03-29 22:00:56,,,,,,,36.585,,4.895,0.0,38.15,41.79,0.0,
2018-03-29 23:00:56,,,,,,,31.349999999999998,,4.995,0.0,45.175,51.9,0.0,
2018-03-30 00:00:56,,,,,,,34.375,,4.97,0.0,37.905,41.67,0.0,
2018-03-30 01:00:56,,,,,,,33.06,,5.035,0.0,41.02,48.745,0.0,
2018-03-30 02:00:56,,,,,,,30.450000000000003,,4.87,0.0,30.06,34.155,0.0,
2018-03-30 03:00:56,,,,,,,22.705,,4.885,0.0,26.215,27.495,0.0,
2018-03-30 04:00:56,,,,,,,22.619999999999997,,4.975,0.0,24.38,24.7,0.0,
2018-03-30 05:00:56,,,,,,,33.515,,4.895,0.0,23.075,23.565,0.0,
2018-03-30 06:00:56,,,,,,,27.939999999999998,,4.875,0.0,31.325,32.205,0.0,
2018-03-30 07:00:56,,,,,,,26.785,,4.8,0.0,29.955,30.925,0.0,
2018-03-30 08:00:56,,,,,,,39.19,,5.1450000000000005,0.0,39.05,46.76,0.0,
2018-03-30 09:00:56,,,,,,,40.88,,7.0,0.0,44.32,77.365,0.0,
2018-03-30 10:00:56,,,,,,,46.394999999999996,,8.975,0.0,45.675,80.405,0.0,
2018-03-30 11:00:56,,,,,,,52.755,,6.905,0.0,39.79,67.855,0.0,
2018-03-30 12:00:56,,,,,,,41.67,,6.21,0.0,30.88,48.22,0.0,
2018-03-30 13:00:56,,,,,,,34.72,,6.015000000000001,0.0,24.85,37.105,0.0,
2018-03-30 14:00:56,,,,,,,40.165,,5.565,0.0,32.54,48.405,0.0,
2018-03-30 15:00:56,,,,,,,29.134999999999998,,5.415,0.0,30.545,42.735,0.0,
2018-03-30 16:00:56,,,,,,,37.86,,5.220000000000001,0.0,30.845,42.935,0.0,
2018-03-30 17:00:56,,,,,,,35.269999999999996,,5.105,0.0,17.14,22.17,0.0,
2018-03-30 18:00:56,,,,,,,29.284999999999997,,5.0,0.0,22.87,28.845,0.0,
2018-03-30 19:00:56,,,,,,,37.76,,5.17,0.0,35.35,42.685,0.0,
2018-03-30 20:00:56,,,,,,,40.14,,5.1,0.0,40.695,42.035,0.0,
2018-03-30 21:00:56,,,,,,,43.025,,4.99,0.0,47.355,48.415,0.0,
2018-03-30 22:00:56,,,,,,,50.965,,5.015000000000001,0.0,35.17,35.85,0.0,
2018-03-30 23:00:56,,,,,,,49.084999999999994,,4.87,0.0,36.48,45.07,0.0,
2018-03-31 00:00:56,,,,,,,37.815,,4.975,0.0,59.89,123.62,0.0,
2018-03-31 01:00:56,,,,,,,54.364999999999995,,5.015,0.0,51.88,66.58,0.0,
2018-03-31 02:00:56,,,,,,,44.255,,5.02,0.0,52.985,65.075,0.0,
2018-03-31 03:00:56,,,,,,,30.04,,4.890000000000001,0.0,45.86,54.16,0.0,
2018-03-31 04:00:56,,,,,,,42.37,,5.04,0.0,40.06,44.67,0.0,
2018-03-31 05:00:56,,,,,,,29.795,,4.61,0.0,38.875,45.565,0.0,
2018-03-31 06:00:56,,,,,,,32.935,,4.33,0.0,42.855,71.89,0.0,
2018-03-31 07:00:56,,,,,,,33.475,,4.28,0.0,36.965,66.935,0.0,
2018-03-31 08:00:56,,,,,,,44.655,,4.45,0.0,46.62,133.49,0.0,
2018-03-31 09:00:56,,,,,,,52.985,,4.685,0.0,49.28,128.04,0.0,
2018-03-31 10:00:56,,,,,,,69.855,,5.26,0.0,55.56,131.715,0.0,
2018-03-31 11:00:56,,,,,,,78.765,,11.825,0.0,55.36,97.96,0.0,
2018-03-31 12:00:56,,,,,,,83.545,,6.995,0.0,25.38,36.93,0.0,
2018-03-31 13:00:56,,,,,,,55.115,,5.62,0.0,9.225,10.665,0.0,
2018-03-31 14:00:56,,,,,,,43.44,,5.244999999999999,0.0,9.135,10.72,0.0,
2018-03-31 15:00:56,,,,,,,33.75,,5.005,0.0,10.925,13.065,0.0,
2018-03-31 16:00:56,,,,,,,20.865000000000002,,4.835,0.0,9.005,10.035,0.0,
2018-03-31 17:00:56,,,,,,,21.93,,4.45,0.0,10.125,11.075,0.0,
2018-03-31 18:00:56,,,,,,,25.4,,4.185,0.0,13.455,14.385,0.0,
2018-03-31 19:00:56,,,,,,,23.0,,4.24,0.0,21.13,21.83,0.0,
2018-03-31 20:00:56,,,,,,,37.629999999999995,,4.5,0.0,46.285,50.865,0.0,
2018-03-31 21:00:56,,,,,,,45.155,,4.1899999999999995,0.0,37.235,39.495,0.0,
2018-03-31 22:00:56,,,,,,,52.864999999999995,,4.32,0.0,34.47,36.305,0.0,
2018-03-31 23:00:56,,,,,,,46.025,,4.225,0.0,32.33,34.2,0.0,
2018-04-01 00:00:56,,,,,,,40.88,,4.1899999999999995,0.0,30.235,31.18,0.0,
2018-04-01 01:00:56,,,,,,,45.835,,4.255,0.0,54.375,70.015,0.0,
2018-04-01 02:00:56,,,,,,,46.375,,4.04,0.0,60.67,84.83,0.0,
2018-04-01 03:00:56,,,,,,,48.519999999999996,,4.285,0.0,56.51,71.685,0.0,
2018-04-01 04:00:56,,,,,,,51.525,,4.095000000000001,0.0,54.175,67.525,0.0,
2018-04-01 05:00:56,,,,,,,45.349999999999994,,4.415,0.0,49.695,57.475,0.0,
2018-04-01 06:00:56,,,,,,,39.225,,4.77,0.0,45.805,52.395,0.0,
2018-04-01 07:00:56,,,,,,,43.655,,4.865,0.0,46.06,55.945,0.0,
2018-04-01 08:00:56,,,,,,,46.224999999999994,,4.775,0.0,47.285,77.125,0.0,
2018-04-01 09:00:56,,,,,,,50.99,,4.984999999999999,0.0,40.765,69.455,0.0,
2018-04-01 10:00:56,,,,,,,48.565,,4.96,0.0,36.0,54.515,0.0,
2018-04-01 11:00:56,,,,,,,52.224999999999994,,7.09,0.0,23.71,32.285,0.0,
2018-04-01 12:00:56,,,,,,,58.61,,6.475,0.0,10.605,12.56,0.0,
2018-04-01 13:00:56,,,,,,,52.010000000000005,,6.975,0.0,7.87,8.705,0.0,
2018-04-01 14:00:56,,,,,,,39.355000000000004,,6.79,0.0,9.545,10.77,0.0,
2018-04-01 15:00:56,,,,,,,49.32,,6.565,0.0,11.53,12.695,0.0,
2018-04-01 16:00:56,,,,,,,33.62,,6.09,0.0,8.975,9.785,0.0,
2018-04-01 17:00:56,,,,,,,34.415,,5.635000000000001,0.0,10.575,11.485,0.0,
2018-04-01 18:00:56,,,,,,,29.765,,5.455,0.0,14.45,15.075,0.0,
2018-04-01 19:00:56,,,,,,,39.575,,5.4350000000000005,0.0,28.185,28.76,0.0,
2018-04-01 20:00:56,,,,,,,44.045,,5.295,0.0,54.665,62.085,0.0,
2018-04-01 21:00:56,,,,,,,67.425,,5.0649999999999995,0.0,38.73,40.09,0.0,
2018-04-01 22:00:56,,,,,,,76.41499999999999,,5.18,0.0,32.585,34.37,0.0,
2018-04-01 23:00:56,,,,,,,60.62,,5.335,0.0,21.425,22.055,0.0,
2018-04-02 00:00:56,,,,,,,48.69,,5.3100000000000005,0.0,20.83,21.44,0.0,
2018-04-02 01:00:56,,,,,,,49.644999999999996,,5.22,0.0,31.955,32.785,0.0,
2018-04-02 02:00:56,,,,,,,38.835,,5.37,0.0,10.655,10.655,0.0,
2018-04-02 03:00:56,,,,,,,40.85,,5.16,0.0,0.0,0.0,0.0,
2018-04-02 04:00:56,,,,,,,34.575,,5.225,0.0,0.0,0.0,0.0,
2018-04-02 05:00:56,,,,,,,37.254999999999995,,4.955,0.0,0.0,0.0,0.0,
2018-04-02 06:00:56,,,,,,,29.67,,4.8,0.0,0.0,0.0,0.0,
2018-04-02 07:00:56,,,,,,,34.055,,5.255,0.0,10.53,10.55,0.0,
2018-04-02 08:00:56,,,,,,,40.7,,5.2,0.0,20.025,21.995,0.0,
2018-04-02 09:00:56,,,,,,,49.394999999999996,,5.915,0.0,20.61,23.145,0.0,
2018-04-02 10:00:56,,,,,,,67.875,,7.125,0.0,18.285,20.21,0.0,
2018-04-02 11:00:56,,,,,,,63.375,,6.03,0.0,29.22,33.775,0.0,
2018-04-02 12:00:56,,,,,,,54.005,,1.44,0.0,18.85,21.78,0.0,
2018-04-02 13:00:56,,,,,,,42.03,,5.38,0.0,15.09,18.55,0.0,
2018-04-02 14:00:56,,,,,,,41.724999999999994,,5.055,0.0,15.035,18.89,0.0,
2018-04-02 15:00:56,,,,,,,40.175,,5.4,0.0,16.77,22.925,0.0,
2018-04-02 16:00:56,,,,,,,41.5,,5.65,0.0,13.75,18.25,0.0,
2018-04-02 17:00:56,,,,,,,30.619999999999997,,5.61,0.0,16.15,21.15,0.0,
2018-04-02 18:00:56,,,,,,,36.21,,5.345,0.0,23.515,29.94,0.0,
2018-04-02 19:00:56,,,,,,,26.990000000000002,,5.42,0.0,40.1,49.7,0.0,
2018-04-02 20:00:56,,,,,,,28.48,,4.9350000000000005,0.0,47.105,52.795,0.0,
2018-04-02 21:00:56,,,,,,,43.685,,5.13,0.0,54.585,71.33,0.0,
2018-04-02 22:00:56,,,,,,,46.19499999999999,,5.105,0.0,49.375,62.005,0.0,
2018-04-02 23:00:56,,,,,,,47.605,,5.0,0.0,48.09,56.915,0.0,
2018-04-03 00:00:56,,,,,,,53.739999999999995,,5.04,0.0,35.865,38.9,0.0,
2018-04-03 01:00:56,,,,,,,55.6,,5.225,0.0,39.645,42.945,0.0,
2018-04-03 02:00:56,,,,,,,50.885,,5.24,0.0,41.355,42.95,0.0,
2018-04-03 03:00:56,,,,,,,53.01,,5.015,0.0,37.37,38.115,0.0,
2018-04-03 04:00:56,,,,,,,51.415,,5.015000000000001,0.0,43.46,55.975,0.0,
2018-04-03 05:00:56,,,,,,,60.53,,5.18,0.0,50.07,71.7,0.0,
2018-04-03 06:00:56,,,,,,,48.265,,5.2299999999999995,0.0,48.885,60.81,0.0,
2018-04-03 07:00:56,,,,,,,45.18,,5.205,0.0,40.755,53.165,0.0,
2018-04-03 08:00:56,,,,,,,40.07,,5.525,0.0,52.045,113.845,0.0,
2018-04-03 09:00:56,,,,,,,59.78,,5.91,0.0,52.375,107.425,0.0,
2018-04-03 10:00:56,,,,,,,60.035,,5.779999999999999,0.0,51.87,91.575,0.0,
2018-04-03 11:00:56,,,,,,,50.75,,5.51,0.0,34.48,51.33,0.0,
2018-04-03 12:00:56,,,,,,,39.57,,5.725,0.0,21.765,29.455,0.0,
2018-04-03 13:00:56,,,,,,,31.975,,5.54,0.0,24.5,34.105,0.0,
2018-04-03 14:00:56,,,,,,,26.015,,5.785,0.0,26.725,36.59,0.0,
2018-04-03 15:00:56,,,,,,,36.26,,5.895,0.0,21.825,28.52,0.0,
2018-04-03 16:00:56,,,,,,,33.46,,5.765000000000001,0.0,22.68,28.5,0.0,
2018-04-03 17:00:56,,,,,,,30.74,,5.2,0.0,34.27,46.11,0.0,
2018-04-03 18:00:56,,,,,,,25.43,,5.0649999999999995,0.0,44.25,61.35,0.0,
2018-04-03 19:00:56,,,,,,,39.675,,5.33,0.0,60.945,86.08,0.0,
2018-04-03 20:00:56,,,,,,,45.91,,5.3950000000000005,0.0,61.28,68.455,0.0,
2018-04-03 21:00:56,,,,,,,68.535,,5.195,0.0,67.785,69.515,0.0,
2018-04-03 22:00:56,,,,,,,79.27,,5.085,0.0,71.54,82.365,0.0,
2018-04-03 23:00:56,,,,,,,64.18,,5.015000000000001,0.0,84.27,119.725,0.0,
2018-04-04 00:00:56,,,,,,,55.375,,5.095,0.0,84.415,124.455,0.0,
2018-04-04 01:00:56,,,,,,,59.004999999999995,,4.99,0.0,82.89,153.14,0.0,
2018-04-04 02:00:56,,,,,,,66.71000000000001,,5.09,0.0,63.26,127.21,0.0,
2018-04-04 03:00:56,,,,,,,67.755,,4.915,0.0,59.325,114.235,0.0,
2018-04-04 04:00:56,,,,,,,73.085,,4.87,0.0,60.115,101.47,0.0,
2018-04-04 05:00:56,,,,,,,66.46000000000001,,4.74,0.0,50.7,75.525,0.0,
2018-04-04 06:00:56,,,,,,,57.495000000000005,,4.675,0.0,54.61,88.685,0.0,
2018-04-04 07:00:56,,,,,,,60.36,,4.445,0.0,46.135,83.925,0.0,
2018-04-04 08:00:56,,,,,,,60.21,,4.735,0.0,53.965,127.005,0.0,
2018-04-04 09:00:56,,,,,,,63.61,,4.52,0.0,59.115,139.905,0.0,
2018-04-04 10:00:56,,,,,,,71.485,,4.295,0.0,65.78,137.005,0.0,
2018-04-04 11:00:56,,,,,,,68.77,,4.53,0.0,64.56,107.505,0.0,
2018-04-04 12:00:56,,,,,,,68.405,,6.1000000000000005,0.0,67.075,105.725,0.0,
2018-04-04 13:00:56,,,,,,,72.75,,5.550000000000001,0.0,63.875,97.2,0.0,
2018-04-04 14:00:56,,,,,,,67.67999999999999,,4.915,0.0,53.425,76.245,0.0,
2018-04-04 15:00:56,,,,,,,63.93,,4.325,0.0,50.475,69.625,0.0,
2018-04-04 16:00:56,,,,,,,59.83,,3.985,0.0,49.0,67.225,0.0,
2018-04-04 17:00:56,,,,,,,53.52,,3.8899999999999997,0.0,44.56,58.55,0.0,
2018-04-04 18:00:56,,,,,,,46.349999999999994,,3.9800000000000004,0.0,53.14,73.13,0.0,
2018-04-04 19:00:56,,,,,,,47.995,,3.92,0.0,70.345,100.895,0.0,
2018-04-04 20:00:56,,,,,,,63.405,,4.02,0.0,77.03,92.035,0.0,
2018-04-04 21:00:56,,,,,,,88.725,,3.54,0.0,70.775,72.45,0.0,
2018-04-04 22:00:56,,,,,,,72.34,,3.605,0.0,80.735,95.36,0.0,
2018-04-04 23:00:56,,,,,,,80.53999999999999,,3.5250000000000004,0.0,97.835,184.35,0.0,
2018-04-05 00:00:56,,,,,,,78.77000000000001,,3.66,0.0,91.99,219.04,0.0,
2018-04-05 01:00:56,,,,,,,77.81,,3.46,0.0,89.455,185.965,0.0,
2018-04-05 02:00:56,,,,,,,81.75,,3.575,0.0,78.55,128.29,0.0,
2018-04-05 03:00:56,,,,,,,43.105,,1.07,0.0,75.48,174.7,0.0,
2018-04-05 04:00:56,,,,,,,55.99,,1.09,0.0,60.43,113.255,0.0,
2018-04-05 05:00:56,,,,,,,54.965,,3.5,0.0,51.665,104.25,0.0,
2018-04-05 06:00:56,,,,,,,83.995,,3.4450000000000003,0.0,53.215,122.295,0.0,
2018-04-05 07:00:56,,,,,,,90.36,,3.67,0.0,50.825,139.925,0.0,
2018-04-05 08:00:56,,,,,,,89.865,,3.8499999999999996,0.0,56.35,180.9,0.0,
2018-04-05 09:00:56,,,,,,,95.305,,4.09,0.0,65.56,211.925,0.0,
2018-04-05 10:00:56,,,,,,,116.99000000000001,,3.9450000000000003,0.0,69.575,148.82,0.0,
2018-04-05 11:00:56,,,,,,,79.415,,4.04,0.0,83.06,157.7,0.0,
2018-04-05 12:00:56,,,,,,,79.07,,4.115,0.0,72.105,116.805,0.0,
2018-04-05 13:00:56,,,,,,,72.42,,4.115,0.0,63.525,92.9,0.0,
2018-04-05 14:00:56,,,,,,,69.35,,4.385,0.0,47.375,63.75,0.0,
2018-04-05 15:00:56,,,,,,,59.74,,4.265,0.0,46.49,61.97,0.0,
2018-04-05 16:00:56,,,,,,,62.114999999999995,,4.220000000000001,0.0,36.19,47.36,0.0,
2018-04-05 17:00:56,,,,,,,55.69,,3.995,0.0,46.075,61.205,0.0,
2018-04-05 18:00:56,,,,,,,57.335,,3.965,0.0,54.37,75.71,0.0,
2018-04-05 19:00:56,,,,,,,65.14999999999999,,4.25,0.0,75.535,120.255,0.0,
2018-04-05 20:00:56,,,,,,,82.74,,4.32,0.0,84.605,115.62,0.0,
2018-04-05 21:00:56,,,,,,,108.83,,3.985,0.0,83.99,100.665,0.0,
2018-04-05 22:00:56,,,,,,,94.16,,4.235,0.0,74.73,96.17,0.0,
2018-04-05 23:00:56,,,,,,,98.935,,4.915,0.0,68.165,82.335,0.0,
2018-04-06 00:00:56,,,,,,,119.59,,4.805,0.0,61.82,91.4,0.0,
2018-04-06 01:00:56,,,,,,,99.1,,4.15,0.0,72.445,131.205,0.0,
2018-04-06 02:00:56,,,,,,,71.48,,3.865,0.0,66.455,110.605,0.0,
2018-04-06 03:00:56,,,,,,,70.5,,3.8149999999999995,0.0,62.56,120.09,0.0,
2018-04-06 04:00:56,,,,,,,93.99000000000001,,3.975,0.0,56.26,88.05,0.0,
2018-04-06 05:00:56,,,,,,,62.495000000000005,,3.975,0.0,44.365,58.065,0.0,
2018-04-06 06:00:56,,,,,,,79.03,,4.08,0.0,45.525,76.975,0.0,
2018-04-06 07:00:56,,,,,,,68.08,,4.29,0.0,49.84,101.595,0.0,
2018-04-06 08:00:56,,,,,,,76.25,,4.5649999999999995,0.0,63.825,202.035,0.0,
2018-04-06 09:00:56,,,,,,,88.93,,5.12,0.0,65.03,203.51,0.0,
2018-04-06 10:00:56,,,,,,,108.44,,4.895,0.0,61.765,144.27,0.0,
2018-04-06 11:00:56,,,,,,,101.41499999999999,,9.97,0.0,42.725,70.175,0.0,
2018-04-06 12:00:56,,,,,,,104.64,,11.72,0.0,25.28,33.64,0.0,
2018-04-06 13:00:56,,,,,,,75.20500000000001,,8.040000000000001,0.0,8.385,9.58,0.0,
2018-04-06 14:00:56,,,,,,,68.985,,7.41,0.0,6.89,8.115,0.0,
2018-04-06 15:00:56,,,,,,,56.465,,8.205,0.0,10.48,13.09,0.0,
2018-04-06 16:00:56,,,,,,,52.55499999999999,,7.42,0.0,9.37,11.67,0.0,
2018-04-06 17:00:56,,,,,,,47.485,,5.2,0.0,11.17,13.205,0.0,
2018-04-06 18:00:56,,,,,,,46.49,,21.435,0.0,0.0,0.0,0.0,
2018-04-06 19:00:56,,,,,,,63.269999999999996,,13.295,0.0,27.45,30.83,0.0,
2018-04-06 20:00:56,,,,,,,70.28999999999999,,9.445,0.0,58.365,70.665,0.0,
2018-04-06 21:00:56,,,,,,,91.315,,7.07,0.0,68.895,91.29,0.0,
2018-04-06 22:00:56,,,,,,,74.035,,6.165,0.0,64.335,78.15,0.0,
2018-04-06 23:00:56,,,,,,,77.005,,5.8,0.0,62.08,68.565,0.0,
2018-04-07 00:00:56,,,,,,,93.03999999999999,,5.605,0.0,71.655,101.63,0.0,
2018-04-07 01:00:56,,,,,,,80.14,,5.49,0.0,71.76,158.89,0.0,
2018-04-07 02:00:56,,,,,,,86.64,,5.605,0.0,65.235,123.025,0.0,
2018-04-07 03:00:56,,,,,,,86.18,,5.335,0.0,64.62,118.335,0.0,
2018-04-07 04:00:56,,,,,,,80.7,,5.575,0.0,44.44,48.26,0.0,
2018-04-07 05:00:56,,,,,,,66.89,,5.06,0.0,57.89,72.34,0.0,
2018-04-07 06:00:56,,,,,,,57.269999999999996,,4.78,0.0,53.71,62.335,0.0,
2018-04-07 07:00:56,,,,,,,55.045,,4.96,0.0,36.875,40.88,0.0,
2018-04-07 08:00:56,,,,,,,48.465,,5.51,0.0,42.335,56.67,0.0,
2018-04-07 09:00:56,,,,,,,80.54,,5.84,0.0,45.37,71.52,0.0,
2018-04-07 10:00:56,,,,,,,81.775,,6.155,0.0,44.025,67.04,0.0,
2018-04-07 11:00:56,,,,,,,107.43,,10.690000000000001,0.0,40.805,62.64,0.0,
2018-04-07 12:00:56,,,,,,,113.35,,10.815,0.0,14.2,18.34,0.0,
2018-04-07 13:00:56,,,,,,,85.46000000000001,,8.335,0.0,6.09,6.975,0.0,
2018-04-07 14:00:56,,,,,,,69.53999999999999,,8.25,0.0,9.645,12.045,0.0,
2018-04-07 15:00:56,,,,,,,64.10499999999999,,7.665,0.0,9.9,12.045,0.0,
2018-04-07 16:00:56,,,,,,,50.595,,7.89,0.0,9.815,11.725,0.0,
2018-04-07 17:00:56,,,,,,,51.46,,7.965,0.0,10.41,12.17,0.0,
2018-04-07 18:00:56,,,,,,,50.474999999999994,,8.219999999999999,0.0,12.925,14.52,0.0,
2018-04-07 19:00:56,,,,,,,58.260000000000005,,8.175,0.0,34.15,38.13,0.0,
2018-04-07 20:00:56,,,,,,,73.995,,7.5,0.0,55.06,62.86,0.0,
2018-04-07 21:00:56,,,,,,,95.16499999999999,,6.23,0.0,41.975,43.195,0.0,
2018-04-07 22:00:56,,,,,,,90.125,,6.335,0.0,62.395,73.47,0.0,
2018-04-07 23:00:56,,,,,,,101.83500000000001,,5.705,0.0,78.075,94.965,0.0,
2018-04-08 00:00:56,,,,,,,125.8,,5.52,0.0,72.32,101.905,0.0,
2018-04-08 01:00:56,,,,,,,103.45,,6.36,0.0,78.825,146.105,0.0,
2018-04-08 02:00:56,,,,,,,121.07,,5.95,0.0,75.03,115.035,0.0,
2018-04-08 03:00:56,,,,,,,125.005,,6.0600000000000005,0.0,70.94,95.715,0.0,
2018-04-08 04:00:56,,,,,,,120.14000000000001,,5.91,0.0,58.355,65.41,0.0,
2018-04-08 05:00:56,,,,,,,91.03,,5.125,0.0,43.87,45.745,0.0,
2018-04-08 06:00:56,,,,,,,89.375,,5.205,0.0,50.875,54.935,0.0,
2018-04-08 07:00:56,,,,,,,34.685,,1.145,0.0,36.425,38.885,0.0,
2018-04-08 08:00:56,,,,,,,24.83,,0.99,0.0,35.57,42.225,0.0,
2018-04-08 09:00:56,,,,,,,21.9,,0.99,0.0,41.52,64.64,0.0,
2018-04-08 10:00:56,,,,,,,32.845,,1.0,0.0,33.93,49.355,0.0,
2018-04-08 11:00:56,,,,,,,32.135,,0.955,0.0,21.285,30.13,0.0,
2018-04-08 12:00:56,,,,,,,33.7,,0.995,0.0,15.86,21.77,0.0,
2018-04-08 13:00:56,,,,,,,33.56,,1.03,0.0,18.225,23.86,0.0,
2018-04-08 14:00:56,,,,,,,32.7,,1.035,0.0,20.45,26.215,0.0,
2018-04-08 15:00:56,,,,,,,87.81,,3.86,0.0,9.16,10.07,0.0,
2018-04-08 16:00:56,,,,,,,37.885,,4.31,0.0,11.44,12.17,0.0,
2018-04-08 17:00:56,,,,,,,81.075,,4.98,0.0,9.995,10.28,0.0,
2018-04-08 18:00:56,,,,,,,88.275,,4.925000000000001,0.0,14.535,14.96,0.0,
2018-04-08 19:00:56,,,,,,,78.845,,4.970000000000001,0.0,22.07,22.92,0.0,
2018-04-08 20:00:56,,,,,,,77.1,,4.6850000000000005,0.0,33.98,38.42,0.0,
2018-04-08 21:00:56,,,,,,,78.12,,4.61,0.0,27.2,30.315,0.0,
2018-04-08 22:00:56,,,,,,,78.29,,4.45,0.0,26.915,28.995,0.0,
2018-04-08 23:00:56,,,,,,,64.97,,4.475,0.0,39.85,44.785,0.0,
2018-04-09 00:00:56,,,,,,,70.57,,4.52,0.0,54.09,59.065,0.0,
2018-04-09 01:00:56,,,,,,,57.769999999999996,,4.37,0.0,63.41,69.78,0.0,
2018-04-09 02:00:56,,,,,,,72.5,,4.425,0.0,48.445,49.88,0.0,
2018-04-09 03:00:56,,,,,,,58.839999999999996,,4.295,0.0,48.89,49.915,0.0,
2018-04-09 04:00:56,,,,,,,64.97,,4.36,0.0,47.095,48.47,0.0,
2018-04-09 05:00:56,,,,,,,69.32,,4.235,0.0,46.81,46.99,0.0,
2018-04-09 06:00:56,,,,,,,60.105,,4.215,0.0,46.9,49.735,0.0,
2018-04-09 07:00:56,,,,,,,65.715,,4.15,0.0,55.22,66.385,0.0,
2018-04-09 08:00:56,,,,,,,70.025,,4.300000000000001,0.0,60.415,114.285,0.0,
2018-04-09 09:00:56,,,,,,,86.69,,4.325,0.0,63.76,147.86,0.0,
2018-04-09 10:00:56,,,,,,,94.925,,4.35,0.0,58.055,110.355,0.0,
2018-04-09 11:00:56,,,,,,,101.39500000000001,,4.43,0.0,59.42,105.265,0.0,
2018-04-09 12:00:56,,,,,,,102.44999999999999,,4.335,0.0,35.3,51.38,0.0,
2018-04-09 13:00:56,,,,,,,92.47,,4.405,0.0,11.38,13.785,0.0,
2018-04-09 14:00:56,,,,,,,76.705,,4.34,0.0,8.95,9.64,0.0,
2018-04-09 15:00:56,,,,,,,83.56,,4.21,0.0,20.08,25.21,0.0,
2018-04-09 16:00:56,,,,,,,72.98,,4.2299999999999995,0.0,26.015,33.6,0.0,
2018-04-09 17:00:56,,,,,,,61.43,,4.625,0.0,15.775,17.675,0.0,
2018-04-09 18:00:56,,,,,,,72.94500000000001,,4.74,0.0,24.08,30.26,0.0,
2018-04-09 19:00:56,,,,,,,63.855000000000004,,4.705,0.0,31.095,38.795,0.0,
2018-04-09 20:00:56,,,,,,,61.519999999999996,,4.609999999999999,0.0,54.26,77.65,0.0,
2018-04-09 21:00:56,,,,,,,47.995000000000005,,4.62,0.0,56.46,65.695,0.0,
2018-04-09 22:00:56,,,,,,,57.905,,4.595,0.0,66.715,83.61,0.0,
2018-04-09 23:00:56,,,,,,,63.55500000000001,,4.565,0.0,64.72,75.94,0.0,
2018-04-10 00:00:56,,,,,,,67.535,,4.92,0.0,57.475,67.13,0.0,
2018-04-10 01:00:56,,,,,,,63.97,,4.91,0.0,64.72,105.565,0.0,
2018-04-10 02:00:56,,,,,,,57.474999999999994,,4.8149999999999995,0.0,56.225,76.475,0.0,
2018-04-10 03:00:56,,,,,,,44.43,,4.605,0.0,34.065,35.11,0.0,
2018-04-10 04:00:56,,,,,,,45.019999999999996,,4.61,0.0,44.79,49.805,0.0,
2018-04-10 05:00:56,,,,,,,33.72,,4.484999999999999,0.0,37.18,38.845,0.0,
2018-04-10 06:00:56,,,,,,,37.47,,4.54,0.0,37.7,40.27,0.0,
2018-04-10 07:00:56,,,,,,,33.115,,4.425000000000001,0.0,44.775,65.07,0.0,
