Date,PM10 ( - ),PM 2.5 ( - ),SO2 ( - ),CO ( - ),NO2 ( - ),NOX ( - ),PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 ),O3 ( - )
2019-07-04 11:00:56,,,,,,,14.27,,0.805,0.0,14.15,16.625,29.855,
2019-07-04 12:00:56,,,,,,,15.295,,0.65,0.0,9.91,11.595,34.555,
2019-07-04 13:00:56,,,,,,,14.09,,0.555,0.0,8.45,10.19,37.245,
2019-07-04 14:00:56,,,,,,,11.44,,0.5,0.0,8.55,10.34,37.815,
2019-07-04 15:00:56,,,,,,,9.53,,0.5,0.0,8.86,10.32,38.355,
2019-07-04 16:00:56,,,,,,,8.94,,0.535,0.0,9.045,10.425,39.865,
2019-07-04 17:00:56,,,,,,,9.125,,0.575,0.0,10.845,12.555,39.08,
2019-07-04 18:00:56,,,,,,,9.855,,0.535,0.0,12.175,13.985,38.315,
2019-07-04 19:00:56,,,,,,,9.74,,0.505,0.0,14.905,16.755,36.215,
2019-07-04 20:00:56,,,,,,,11.52,,0.555,0.0,17.54,19.7,31.485,
2019-07-04 21:00:56,,,,,,,19.035,,0.525,0.0,15.135,16.96,27.77,
2019-07-04 22:00:56,,,,,,,27.4,,0.5,0.0,12.63,13.57,26.195,
2019-07-04 23:00:56,,,,,,,23.635,,0.545,0.0,13.84,14.23,26.32,
2019-07-05 00:00:56,,,,,,,14.315,,0.825,0.0,20.71,21.38,23.595,
2019-07-05 01:00:56,,,,,,,11.605,,0.865,0.0,24.93,25.675,18.595,
2019-07-05 02:00:56,,,,,,,12.935,,0.7,0.0,27.6,28.09,13.12,
2019-07-05 03:00:56,,,,,,,15.65,,0.66,0.0,29.63,30.065,10.57,
2019-07-05 04:00:56,,,,,,,15.07,,0.525,0.0,19.17,19.54,16.28,
2019-07-05 05:00:56,,,,,,,11.905,,0.52,0.0,10.97,11.26,19.735,
2019-07-05 06:00:56,,,,,,,9.325,,0.515,0.0,10.22,10.675,18.22,
2019-07-05 07:00:56,,,,,,,8.795,,0.405,0.0,11.88,12.815,17.23,
2019-07-05 08:00:56,,,,,,,9.63,,0.28,0.0,14.93,16.87,17.395,
2019-07-05 09:00:56,,,,,,,10.46,,0.24,0.0,20.16,23.88,17.335,
2019-07-05 10:00:56,,,,,,,10.575,,0.345,0.0,24.1,28.885,17.48,
2019-07-05 11:00:56,,,,,,,12.485,,0.375,0.0,17.315,20.515,23.465,
2019-07-05 12:00:56,,,,,,,13.82,,0.345,0.0,9.92,11.135,28.535,
2019-07-05 13:00:56,,,,,,,13.405,,0.34,0.0,10.75,11.795,30.2,
2019-07-05 14:00:56,,,,,,,15.675,,0.325,0.0,11.995,13.35,30.57,
2019-07-05 15:00:56,,,,,,,16.095,,0.315,0.0,10.365,11.52,31.63,
2019-07-05 16:00:56,,,,,,,15.43,,0.305,0.0,12.47,13.98,31.045,
2019-07-05 17:00:56,,,,,,,14.22,,0.24,0.0,16.75,18.42,31.72,
2019-07-05 18:00:56,,,,,,,12.195,,0.19,0.0,19.51,21.87,31.695,
2019-07-05 19:00:56,,,,,,,12.44,,0.3,0.0,20.645,24.17,29.095,
2019-07-05 20:00:56,,,,,,,15.325,,0.39,0.0,20.59,23.9,26.98,
2019-07-05 21:00:56,,,,,,,17.85,,0.375,0.0,22.315,25.16,22.23,
2019-07-05 22:00:56,,,,,,,17.015,,0.33,0.0,20.955,22.94,19.9,
2019-07-05 23:00:56,,,,,,,14.15,,0.335,0.0,18.18,19.57,18.655,
2019-07-06 00:00:56,,,,,,,11.58,,0.345,0.0,22.775,23.76,14.735,
2019-07-06 01:00:56,,,,,,,13.625,,0.575,0.0,25.405,25.975,14.125,
2019-07-06 02:00:56,,,,,,,15.5,,0.835,0.0,24.945,25.425,13.44,
2019-07-06 03:00:56,,,,,,,13.21,,0.775,0.0,24.635,25.135,11.17,
2019-07-06 04:00:56,,,,,,,11.67,,0.8,0.0,20.905,21.445,11.685,
2019-07-06 05:00:56,,,,,,,15.065,,0.84,0.0,15.73,16.285,13.165,
2019-07-06 06:00:56,,,,,,,17.695,,0.83,0.0,11.82,12.415,14.145,
2019-07-06 07:00:56,,,,,,,15.83,,0.81,0.0,13.92,15.27,13.085,
2019-07-06 08:00:56,,,,,,,16.835,,0.76,0.0,14.405,16.38,14.02,
2019-07-06 09:00:56,,,,,,,18.315,,0.74,0.0,12.155,14.085,17.165,
2019-07-06 10:00:56,,,,,,,18.49,,0.77,0.0,12.95,14.965,19.4,
2019-07-06 11:00:56,,,,,,,16.49,,0.705,0.0,13.995,16.235,20.905,
2019-07-06 12:00:56,,,,,,,13.03,,0.65,0.0,13.78,15.785,23.14,
2019-07-06 13:00:56,,,,,,,13.675,,0.665,0.0,12.765,14.25,28.015,
2019-07-06 14:00:56,,,,,,,14.99,,0.66,0.0,14.02,15.275,32.735,
2019-07-06 15:00:56,,,,,,,14.485,,0.64,0.0,14.445,15.605,37.06,
2019-07-06 16:00:56,,,,,,,13.985,,0.63,0.0,14.095,15.19,38.24,
2019-07-06 17:00:56,,,,,,,12.895,,0.645,0.0,14.625,15.92,35.295,
2019-07-06 18:00:56,,,,,,,10.72,,0.65,0.0,14.635,15.93,32.64,
2019-07-06 19:00:56,,,,,,,10.23,,0.645,0.0,14.22,15.875,30.07,
2019-07-06 20:00:56,,,,,,,12.375,,0.63,0.0,16.05,18.155,27.955,
2019-07-06 21:00:56,,,,,,,14.36,,0.635,0.0,19.32,20.885,26.315,
2019-07-06 22:00:56,,,,,,,15.49,,0.64,0.0,15.905,17.03,24.625,
2019-07-06 23:00:56,,,,,,,16.2,,0.605,0.0,11.225,12.22,22.555,
2019-07-07 00:00:56,,,,,,,14.89,,0.73,0.0,10.545,11.23,20.77,
2019-07-07 01:00:56,,,,,,,14.205,,0.545,0.0,12.12,12.635,18.725,
2019-07-07 02:00:56,,,,,,,12.96,,0.33,0.0,14.13,15.275,16.065,
2019-07-07 03:00:56,,,,,,,10.915,,0.375,0.0,14.81,16.375,14.715,
2019-07-07 04:00:56,,,,,,,11.085,,0.305,0.0,13.065,14.53,15.36,
2019-07-07 05:00:56,,,,,,,9.325,,0.305,0.0,11.31,12.41,15.825,
2019-07-07 06:00:56,,,,,,,7.02,,0.385,0.0,9.46,10.19,16.77,
2019-07-07 07:00:56,,,,,,,8.2,,0.395,0.0,9.765,10.81,17.24,
2019-07-07 08:00:56,,,,,,,8.385,,0.395,0.0,10.405,11.975,17.825,
2019-07-07 09:00:56,,,,,,,6.6,,0.4,0.0,9.635,11.675,20.845,
2019-07-07 10:00:56,,,,,,,6.97,,0.38,0.0,10.285,12.47,24.045,
2019-07-07 11:00:56,,,,,,,9.885,,0.445,0.0,9.415,11.105,27.73,
2019-07-07 12:00:56,,,,,,,12.04,,0.485,0.0,8.395,9.88,30.45,
2019-07-07 13:00:56,,,,,,,10.595,,0.395,0.0,8.775,10.27,32.59,
2019-07-07 14:00:56,,,,,,,8.99,,0.355,0.0,8.32,9.445,36.65,
2019-07-07 15:00:56,,,,,,,7.99,,0.335,0.0,8.35,9.63,42.15,
2019-07-07 16:00:56,,,,,,,7.835,,0.325,0.0,9.23,10.74,46.11,
2019-07-07 17:00:56,,,,,,,7.825,,0.315,0.0,8.76,10.005,46.635,
2019-07-07 18:00:56,,,,,,,5.68,,0.315,0.0,8.585,9.685,45.19,
2019-07-07 19:00:56,,,,,,,3.8,,0.375,0.0,9.01,10.025,46.695,
2019-07-07 20:00:56,,,,,,,4.215,,0.54,0.0,12.905,14.025,43.925,
2019-07-07 21:00:56,,,,,,,7.8,,0.61,0.0,16.35,17.78,34.19,
2019-07-07 22:00:56,,,,,,,13.97,,0.575,0.0,19.215,21.025,26.63,
2019-07-07 23:00:56,,,,,,,19.055,,0.765,0.0,26.055,28.055,19.155,
2019-07-08 00:00:56,,,,,,,19.0,,0.755,0.0,30.725,32.785,14.285,
2019-07-08 01:00:56,,,,,,,17.06,,0.56,0.0,36.125,40.14,10.01,
2019-07-08 02:00:56,,,,,,,15.175,,0.595,0.0,39.6,43.66,6.345,
2019-07-08 03:00:56,,,,,,,14.235,,0.635,0.0,39.045,41.94,4.535,
2019-07-08 04:00:56,,,,,,,15.225,,0.59,0.0,38.82,41.65,1.92,
2019-07-08 05:00:56,,,,,,,16.8,,0.515,0.0,28.415,29.66,6.305,
2019-07-08 06:00:56,,,,,,,17.225,,0.385,0.0,22.585,23.01,8.78,
2019-07-08 07:00:56,,,,,,,18.175,,0.29,0.0,23.945,25.415,6.935,
2019-07-08 08:00:56,,,,,,,21.925,,0.295,0.0,23.87,27.8,7.17,
2019-07-08 09:00:56,,,,,,,26.07,,0.385,0.0,26.73,34.21,7.64,
2019-07-08 10:00:56,,,,,,,30.03,,0.43,0.0,20.565,26.17,17.635,
2019-07-08 11:00:56,,,,,,,29.44,,0.415,0.0,11.115,12.515,29.78,
2019-07-08 12:00:56,,,,,,,24.685,,0.43,0.0,11.045,12.48,32.85,
2019-07-08 13:00:56,,,,,,,19.73,,0.58,0.0,12.485,13.78,34.83,
2019-07-08 14:00:56,,,,,,,13.75,,0.92,0.0,10.975,11.765,39.23,
2019-07-08 15:00:56,,,,,,,8.455,,2.47,0.0,12.685,14.0,45.365,
2019-07-08 16:00:56,,,,,,,6.35,,3.915,0.0,14.1,15.795,50.93,
2019-07-08 17:00:56,,,,,,,6.145,,4.53,0.0,12.855,14.045,51.435,
2019-07-08 18:00:56,,,,,,,5.98,,3.425,0.0,15.34,17.275,43.68,
2019-07-08 19:00:56,,,,,,,7.125,,1.18,0.0,18.61,21.025,37.855,
2019-07-08 20:00:56,,,,,,,9.89,,0.495,0.0,21.735,24.0,33.445,
2019-07-08 21:00:56,,,,,,,11.535,,0.41,0.0,22.08,24.01,28.535,
2019-07-08 22:00:56,,,,,,,11.81,,0.495,0.0,21.935,23.85,27.43,
2019-07-08 23:00:56,,,,,,,14.26,,0.435,0.0,24.37,25.895,24.9,
2019-07-09 00:00:56,,,,,,,15.12,,0.37,0.0,28.71,29.455,19.375,
2019-07-09 01:00:56,,,,,,,12.89,,0.63,0.0,31.895,32.47,17.28,
2019-07-09 02:00:56,,,,,,,11.77,,0.915,0.0,25.81,26.87,22.76,
2019-07-09 03:00:56,,,,,,,12.76,,0.85,0.0,14.785,15.765,30.72,
2019-07-09 04:00:56,,,,,,,14.295,,0.71,0.0,9.265,9.565,32.375,
2019-07-09 05:00:56,,,,,,,12.33,,0.675,0.0,9.11,9.29,28.315,
2019-07-09 06:00:56,,,,,,,10.56,,0.64,0.0,0.0,0.0,28.3,
2019-07-09 07:00:56,,,,,,,11.19,,0.59,0.0,0.0,0.0,28.65,
2019-07-09 08:00:56,,,,,,,11.3,,0.56,0.0,11.765,12.33,28.505,
2019-07-09 09:00:56,,,,,,,10.69,,0.58,0.0,14.835,16.36,27.75,
2019-07-09 10:00:56,,,,,,,11.725,,0.61,0.0,17.37,19.3,28.53,
2019-07-09 11:00:56,,,,,,,12.165,,0.585,0.0,14.385,15.57,35.94,
2019-07-09 12:00:56,,,,,,,9.905,,0.525,0.0,11.35,12.255,43.195,
2019-07-09 13:00:56,,,,,,,9.375,,0.435,0.0,11.855,12.87,45.005,
2019-07-09 14:00:56,,,,,,,8.68,,0.42,0.0,13.34,14.32,46.46,
2019-07-09 15:00:56,,,,,,,6.39,,0.4,0.0,13.7,14.43,50.86,
2019-07-09 16:00:56,,,,,,,6.22,,0.33,0.0,11.28,11.91,53.81,
2019-07-09 17:00:56,,,,,,,7.7,,0.31,0.0,9.99,10.615,52.92,
2019-07-09 18:00:56,,,,,,,8.285,,0.41,0.0,13.635,14.6,50.205,
2019-07-09 19:00:56,,,,,,,9.33,,0.57,0.0,20.885,23.45,46.485,
2019-07-09 20:00:56,,,,,,,8.91,,0.87,0.0,22.985,25.385,41.51,
2019-07-09 21:00:56,,,,,,,9.705,,2.71,0.0,24.185,25.13,35.055,
2019-07-09 22:00:56,,,,,,,13.605,,2.765,0.0,28.24,29.11,27.385,
2019-07-09 23:00:56,,,,,,,15.035,,0.9,0.0,24.46,25.35,24.75,
2019-07-10 00:00:56,,,,,,,13.57,,0.675,0.0,24.97,25.55,23.625,
2019-07-10 01:00:56,,,,,,,11.735,,0.77,0.0,28.31,28.915,20.62,
2019-07-10 02:00:56,,,,,,,12.315,,0.825,0.0,25.72,26.3,21.62,
2019-07-10 03:00:56,,,,,,,12.56,,0.795,0.0,22.855,23.33,21.925,
2019-07-10 04:00:56,,,,,,,14.275,,0.765,0.0,21.16,21.77,20.035,
2019-07-10 05:00:56,,,,,,,14.38,,0.69,0.0,16.515,17.1,19.315,
2019-07-10 06:00:56,,,,,,,12.47,,0.54,0.0,13.315,13.82,19.0,
2019-07-10 07:00:56,,,,,,,13.695,,0.465,0.0,16.055,16.745,17.92,
2019-07-10 08:00:56,,,,,,,14.12,,0.52,0.0,17.36,18.39,18.0,
2019-07-10 09:00:56,,,,,,,11.41,,0.52,0.0,18.74,20.8,19.15,
2019-07-10 10:00:56,,,,,,,10.06,,0.57,0.0,26.835,30.93,18.42,
2019-07-10 11:00:56,,,,,,,12.415,,0.7,0.0,28.25,32.285,21.57,
2019-07-10 12:00:56,,,,,,,13.745,,0.685,0.0,20.015,22.29,32.28,
2019-07-10 13:00:56,,,,,,,12.115,,0.645,0.0,13.785,15.195,41.76,
2019-07-10 14:00:56,,,,,,,10.16,,0.69,0.0,11.45,12.49,47.565,
2019-07-10 15:00:56,,,,,,,7.88,,0.825,0.0,10.37,11.355,47.67,
2019-07-10 16:00:56,,,,,,,5.74,,1.31,0.0,10.03,10.935,44.85,
2019-07-10 17:00:56,,,,,,,6.665,,1.94,0.0,10.895,11.755,43.55,
2019-07-10 18:00:56,,,,,,,9.6,,1.445,0.0,13.895,15.04,40.51,
2019-07-10 19:00:56,,,,,,,12.195,,1.165,0.0,21.01,22.72,35.7,
2019-07-10 20:00:56,,,,,,,14.135,,2.26,0.0,26.12,28.055,30.345,
2019-07-10 21:00:56,,,,,,,16.645,,3.21,0.0,28.305,30.615,25.73,
2019-07-10 22:00:56,,,,,,,17.225,,2.065,0.0,24.25,26.02,23.39,
2019-07-10 23:00:56,,,,,,,15.65,,0.77,0.0,20.585,21.51,21.255,
2019-07-11 00:00:56,,,,,,,14.15,,0.545,0.0,20.945,21.92,19.055,
2019-07-11 01:00:56,,,,,,,14.02,,0.55,0.0,14.62,15.2,22.19,
2019-07-11 02:00:56,,,,,,,14.605,,0.55,0.0,7.605,7.735,26.25,
2019-07-11 03:00:56,,,,,,,14.325,,0.76,0.0,5.45,5.62,25.97,
2019-07-11 04:00:56,,,,,,,12.66,,1.445,0.0,4.885,5.155,24.825,
2019-07-11 05:00:56,,,,,,,11.285,,1.795,0.0,4.575,4.845,23.615,
2019-07-11 06:00:56,,,,,,,11.395,,1.71,0.0,4.455,4.675,23.145,
2019-07-11 07:00:56,,,,,,,10.1,,1.315,0.0,4.38,4.735,24.82,
2019-07-11 08:00:56,,,,,,,7.07,,0.805,0.0,4.675,5.165,26.2,
2019-07-11 09:00:56,,,,,,,4.245,,0.615,0.0,7.57,8.525,24.855,
2019-07-11 10:00:56,,,,,,,2.995,,0.525,0.0,10.625,12.15,24.79,
2019-07-11 11:00:56,,,,,,,3.65,,0.475,0.0,9.57,11.07,28.015,
2019-07-11 12:00:56,,,,,,,4.65,,0.46,0.0,7.91,9.225,30.755,
2019-07-11 13:00:56,,,,,,,6.035,,0.7,0.0,7.835,8.99,31.135,
2019-07-11 14:00:56,,,,,,,7.205,,0.93,0.0,8.515,9.555,28.0,
2019-07-11 15:00:56,,,,,,,10.26,,0.725,0.0,11.18,12.42,23.91,
2019-07-11 16:00:56,,,,,,,14.695,,0.495,0.0,14.985,16.84,21.07,
2019-07-11 17:00:56,,,,,,,15.97,,0.445,0.0,19.275,21.935,17.0,
2019-07-11 18:00:56,,,,,,,13.89,,0.44,0.0,22.2,25.86,14.22,
2019-07-11 19:00:56,,,,,,,12.595,,0.54,0.0,25.53,30.75,12.345,
2019-07-11 20:00:56,,,,,,,13.605,,0.58,0.0,27.225,33.025,10.7,
2019-07-11 21:00:56,,,,,,,13.735,,0.475,0.0,24.12,27.97,10.86,
2019-07-11 22:00:56,,,,,,,12.02,,0.435,0.0,22.82,25.225,11.77,
2019-07-11 23:00:56,,,,,,,9.495,,0.385,0.0,19.835,21.555,13.075,
2019-07-12 00:00:56,,,,,,,8.955,,0.37,0.0,16.85,17.745,13.2,
2019-07-12 01:00:56,,,,,,,7.665,,0.405,0.0,19.015,19.83,11.605,
2019-07-12 02:00:56,,,,,,,6.25,,0.45,0.0,17.885,18.585,12.595,
2019-07-12 03:00:56,,,,,,,7.49,,0.48,0.0,13.07,13.54,14.28,
2019-07-12 04:00:56,,,,,,,6.655,,0.55,0.0,10.08,10.665,14.37,
2019-07-12 05:00:56,,,,,,,4.125,,0.65,0.0,7.3,7.885,15.315,
2019-07-12 06:00:56,,,,,,,3.28,,0.725,0.0,6.365,6.94,15.76,
2019-07-12 07:00:56,,,,,,,3.675,,0.795,0.0,7.635,8.515,14.605,
2019-07-12 08:00:56,,,,,,,3.275,,0.925,0.0,9.34,10.865,14.215,
2019-07-12 09:00:56,,,,,,,2.54,,1.005,0.0,12.605,15.395,15.33,
2019-07-12 10:00:56,,,,,,,2.95,,0.905,0.0,14.37,17.93,18.45,
2019-07-12 11:00:56,,,,,,,3.43,,0.75,0.0,12.76,15.735,21.73,
2019-07-12 12:00:56,,,,,,,4.385,,0.645,0.0,11.865,14.045,24.075,
2019-07-12 13:00:56,,,,,,,5.01,,0.57,0.0,12.665,14.845,25.585,
2019-07-12 14:00:56,,,,,,,3.7,,0.57,0.0,13.77,16.15,26.85,
2019-07-12 15:00:56,,,,,,,2.425,,0.6,0.0,12.41,14.255,30.37,
2019-07-12 16:00:56,,,,,,,2.46,,0.65,0.0,11.815,13.25,32.13,
2019-07-12 17:00:56,,,,,,,3.14,,0.815,0.0,15.285,18.185,31.02,
2019-07-12 18:00:56,,,,,,,4.305,,2.13,0.0,17.165,20.535,30.345,
2019-07-12 19:00:56,,,,,,,4.535,,3.75,0.0,19.67,22.1,28.95,
2019-07-12 20:00:56,,,,,,,4.39,,2.67,0.0,21.29,24.28,25.335,
2019-07-12 21:00:56,,,,,,,5.12,,1.355,0.0,18.645,21.125,22.27,
2019-07-12 22:00:56,,,,,,,6.13,,0.83,0.0,15.005,16.445,22.02,
2019-07-12 23:00:56,,,,,,,8.155,,0.75,0.0,14.26,15.615,21.005,
2019-07-13 00:00:56,,,,,,,8.04,,0.765,0.0,16.195,17.65,18.425,
2019-07-13 01:00:56,,,,,,,7.09,,0.64,0.0,18.65,19.57,18.62,
2019-07-13 02:00:56,,,,,,,8.05,,0.505,0.0,16.655,17.12,22.99,
2019-07-13 03:00:56,,,,,,,8.54,,0.525,0.0,13.395,13.855,23.36,
2019-07-13 04:00:56,,,,,,,8.13,,0.595,0.0,12.605,12.985,21.165,
2019-07-13 05:00:56,,,,,,,7.84,,0.605,0.0,10.695,10.985,21.185,
2019-07-13 06:00:56,,,,,,,8.015,,0.595,0.0,11.355,11.64,20.025,
2019-07-13 07:00:56,,,,,,,8.105,,0.625,0.0,11.75,12.25,20.225,
2019-07-13 08:00:56,,,,,,,7.525,,0.62,0.0,9.715,10.755,24.19,
2019-07-13 09:00:56,,,,,,,7.405,,0.645,0.0,10.64,12.795,26.87,
2019-07-13 10:00:56,,,,,,,6.98,,0.61,0.0,13.08,16.295,28.45,
2019-07-13 11:00:56,,,,,,,6.56,,0.545,0.0,13.25,16.935,31.94,
2019-07-13 12:00:56,,,,,,,7.32,,0.56,0.0,15.875,20.225,30.515,
2019-07-13 13:00:56,,,,,,,7.105,,0.58,0.0,19.025,23.52,27.39,
2019-07-13 14:00:56,,,,,,,6.715,,0.585,0.0,18.915,23.08,29.14,
2019-07-13 15:00:56,,,,,,,7.72,,0.56,0.0,17.585,21.14,33.86,
2019-07-13 16:00:56,,,,,,,10.185,,0.56,0.0,17.23,20.11,36.95,
2019-07-13 17:00:56,,,,,,,9.635,,0.725,0.0,17.365,20.045,38.99,
2019-07-13 18:00:56,,,,,,,7.85,,0.725,0.0,15.9,18.14,41.4,
2019-07-13 19:00:56,,,,,,,7.945,,0.64,0.0,16.205,18.075,39.355,
2019-07-13 20:00:56,,,,,,,5.975,,0.715,0.0,18.06,19.5,34.77,
2019-07-13 21:00:56,,,,,,,3.845,,0.755,0.0,22.535,23.85,29.725,
2019-07-13 22:00:56,,,,,,,5.04,,2.01,0.0,24.81,25.985,24.37,
2019-07-13 23:00:56,,,,,,,9.255,,4.62,0.0,26.265,27.235,17.94,
2019-07-14 00:00:56,,,,,,,13.665,,5.04,0.0,26.575,27.58,14.67,
2019-07-14 01:00:56,,,,,,,15.67,,2.705,0.0,30.37,31.535,11.11,
2019-07-14 02:00:56,,,,,,,13.965,,1.35,0.0,34.86,35.765,6.56,
2019-07-14 03:00:56,,,,,,,11.755,,1.3,0.0,36.43,37.67,4.405,
2019-07-14 04:00:56,,,,,,,12.645,,1.295,0.0,38.345,40.365,2.565,
2019-07-14 05:00:56,,,,,,,12.465,,1.79,0.0,32.135,33.305,6.48,
2019-07-14 06:00:56,,,,,,,11.555,,2.35,0.0,23.86,24.08,11.44,
2019-07-14 07:00:56,,,,,,,11.62,,1.78,0.0,18.03,18.485,15.25,
2019-07-14 08:00:56,,,,,,,13.26,,0.895,0.0,13.45,14.25,19.355,
2019-07-14 09:00:56,,,,,,,14.84,,0.885,0.0,14.2,16.18,18.5,
2019-07-14 10:00:56,,,,,,,15.57,,0.935,0.0,17.5,21.04,15.855,
2019-07-14 11:00:56,,,,,,,15.04,,0.74,0.0,18.74,22.665,16.26,
2019-07-14 12:00:56,,,,,,,11.435,,0.665,0.0,16.87,19.935,19.395,
2019-07-14 13:00:56,,,,,,,9.215,,0.62,0.0,13.01,14.85,25.375,
2019-07-14 14:00:56,,,,,,,8.875,,0.575,0.0,8.95,10.005,31.91,
2019-07-14 15:00:56,,,,,,,7.925,,0.54,0.0,6.245,6.98,37.63,
2019-07-14 16:00:56,,,,,,,8.12,,0.635,0.0,6.59,7.285,40.02,
2019-07-14 17:00:56,,,,,,,9.495,,0.575,0.0,7.24,7.665,39.67,
2019-07-14 18:00:56,,,,,,,9.88,,0.45,0.0,8.9,9.55,39.255,
2019-07-14 19:00:56,,,,,,,11.13,,0.535,0.0,12.88,13.445,38.135,
2019-07-14 20:00:56,,,,,,,12.95,,0.635,0.0,20.39,21.305,33.605,
2019-07-14 21:00:56,,,,,,,13.305,,0.6,0.0,26.75,27.74,26.145,
2019-07-14 22:00:56,,,,,,,14.975,,0.48,0.0,22.68,23.27,22.605,
2019-07-14 23:00:56,,,,,,,16.39,,0.605,0.0,16.015,16.82,21.475,
2019-07-15 00:00:56,,,,,,,17.73,,0.65,0.0,12.34,13.12,18.65,
2019-07-15 01:00:56,,,,,,,17.445,,0.59,0.0,10.88,11.88,17.095,
2019-07-15 02:00:56,,,,,,,14.125,,0.67,0.0,10.39,11.19,15.325,
2019-07-15 03:00:56,,,,,,,11.37,,0.61,0.0,9.55,9.98,13.145,
2019-07-15 04:00:56,,,,,,,9.41,,0.54,0.0,7.72,8.16,13.475,
2019-07-15 05:00:56,,,,,,,9.785,,0.48,0.0,4.875,5.15,15.815,
2019-07-15 06:00:56,,,,,,,9.065,,0.54,0.0,3.41,3.625,17.875,
2019-07-15 07:00:56,,,,,,,8.83,,1.175,0.0,4.53,5.035,18.68,
2019-07-15 08:00:56,,,,,,,12.73,,1.3,0.0,4.83,5.425,19.66,
2019-07-15 09:00:56,,,,,,,13.875,,0.795,0.0,5.01,5.93,20.68,
2019-07-15 10:00:56,,,,,,,11.035,,0.685,0.0,6.42,7.775,21.56,
2019-07-15 11:00:56,,,,,,,10.375,,0.66,0.0,6.525,7.855,21.65,
2019-07-15 12:00:56,,,,,,,9.67,,0.62,0.0,6.62,8.055,22.645,
2019-07-15 13:00:56,,,,,,,6.965,,0.535,0.0,6.855,8.3,24.29,
2019-07-15 14:00:56,,,,,,,6.56,,0.495,0.0,6.965,8.405,24.615,
2019-07-15 15:00:56,,,,,,,8.125,,0.64,0.0,7.065,8.27,24.955,
2019-07-15 16:00:56,,,,,,,7.11,,0.595,0.0,8.375,9.525,24.56,
2019-07-15 17:00:56,,,,,,,5.15,,0.405,0.0,9.015,10.535,23.39,
2019-07-15 18:00:56,,,,,,,4.035,,0.51,0.0,10.025,11.705,22.255,
2019-07-15 19:00:56,,,,,,,3.575,,0.93,0.0,11.03,12.66,21.085,
2019-07-15 20:00:56,,,,,,,4.68,,1.4,0.0,13.455,15.57,18.995,
2019-07-15 21:00:56,,,,,,,5.06,,1.385,0.0,16.775,18.815,16.785,
2019-07-15 22:00:56,,,,,,,5.37,,1.015,0.0,15.67,16.76,16.95,
2019-07-15 23:00:56,,,,,,,6.105,,0.925,0.0,16.32,17.235,17.26,
2019-07-16 00:00:56,,,,,,,7.77,,0.845,0.0,18.38,19.115,17.755,
2019-07-16 01:00:56,,,,,,,8.2,,0.605,0.0,18.785,19.22,18.71,
2019-07-16 02:00:56,,,,,,,7.085,,0.475,0.0,16.675,17.08,19.22,
2019-07-16 03:00:56,,,,,,,7.53,,0.435,0.0,12.68,12.945,19.59,
2019-07-16 04:00:56,,,,,,,6.645,,0.4,0.0,11.41,11.63,18.86,
2019-07-16 05:00:56,,,,,,,4.615,,0.37,0.0,9.27,9.465,19.08,
2019-07-16 06:00:56,,,,,,,4.79,,0.345,0.0,11.34,11.585,15.92,
2019-07-16 07:00:56,,,,,,,7.19,,0.35,0.0,18.165,19.66,10.435,
2019-07-16 08:00:56,,,,,,,7.595,,0.385,0.0,21.385,25.04,10.19,
2019-07-16 09:00:56,,,,,,,7.52,,0.48,0.0,19.595,24.33,14.325,
2019-07-16 10:00:56,,,,,,,9.015,,0.54,0.0,18.625,23.135,18.0,
2019-07-16 11:00:56,,,,,,,7.415,,0.5,0.0,18.325,22.135,20.775,
2019-07-16 12:00:56,,,,,,,4.525,,0.4,0.0,17.185,20.33,23.145,
2019-07-16 13:00:56,,,,,,,3.32,,0.335,0.0,16.265,18.995,25.015,
2019-07-16 14:00:56,,,,,,,2.66,,0.4,0.0,13.25,15.26,29.325,
2019-07-16 15:00:56,,,,,,,2.675,,0.575,0.0,12.71,14.11,33.34,
2019-07-16 16:00:56,,,,,,,3.79,,0.52,0.0,13.265,14.575,36.5,
2019-07-16 17:00:56,,,,,,,3.76,,0.42,0.0,12.38,13.07,38.08,
2019-07-16 18:00:56,,,,,,,2.665,,0.505,0.0,14.33,14.695,37.22,
2019-07-16 19:00:56,,,,,,,3.01,,0.58,0.0,19.73,20.85,37.965,
2019-07-16 20:00:56,,,,,,,4.905,,0.63,0.0,25.395,27.67,38.245,
2019-07-16 21:00:56,,,,,,,5.78,,0.655,0.0,25.16,27.2,35.69,
2019-07-16 22:00:56,,,,,,,7.535,,0.785,0.0,20.87,21.57,32.23,
2019-07-16 23:00:56,,,,,,,11.885,,1.245,0.0,23.185,24.47,25.44,
2019-07-17 00:00:56,,,,,,,13.985,,1.86,0.0,26.775,28.135,20.03,
2019-07-17 01:00:56,,,,,,,13.435,,1.96,0.0,26.785,27.53,19.22,
2019-07-17 02:00:56,,,,,,,12.355,,1.375,0.0,23.38,23.94,19.135,
2019-07-17 03:00:56,,,,,,,9.72,,0.91,0.0,20.43,20.645,17.9,
2019-07-17 04:00:56,,,,,,,8.0,,0.675,0.0,19.585,19.825,16.395,
2019-07-17 05:00:56,,,,,,,6.51,,0.555,0.0,16.41,16.715,15.625,
