Date,PM10 ( - ),PM 2.5 ( - ),SO2 ( - ),CO ( - ),NO2 ( - ),NOX ( - )
2021-05-01 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06 15:00:56,0.0,0.0,0.0,0.0,40.19,57.57
2021-05-06 16:00:56,0.0,0.0,0.0,0.0,31.7,44.04
2021-05-06 17:00:56,0.0,0.0,5.54,338.38,46.76,63.43
2021-05-06 18:00:56,0.0,0.0,5.09,290.06,36.74,46.73
2021-05-06 19:00:56,0.0,0.0,4.76,280.22,28.13,30.13
2021-05-06 20:00:56,0.0,0.0,4.62,266.2,0.0,0.0
2021-05-06 21:00:56,0.0,0.0,4.52,238.9,51.61,65.61
2021-05-06 22:00:56,0.0,0.0,4.51,199.96,58.76,78.53
2021-05-06 23:00:56,0.0,0.0,4.25,134.47,57.42,80.72
2021-05-07 00:00:56,0.0,0.0,4.28,114.37,43.66,56.48
2021-05-07 01:00:56,0.0,0.0,5.44,54.56,42.63,55.49
2021-05-07 02:00:56,0.0,0.0,5.74,0.0,45.65,65.61
2021-05-07 03:00:56,0.0,0.0,5.66,0.0,34.05,47.87
2021-05-07 04:00:56,0.0,0.0,5.57,0.0,22.92,30.19
2021-05-07 05:00:56,0.0,0.0,5.63,0.0,46.51,76.24
2021-05-07 06:00:56,0.0,0.0,5.66,0.0,45.09,65.32
2021-05-07 07:00:56,0.0,0.0,5.58,0.0,40.75,59.66
2021-05-07 08:00:56,0.0,0.0,5.76,0.0,55.26,89.93
2021-05-07 09:00:56,0.0,0.0,5.71,0.0,45.44,67.35
2021-05-07 10:00:56,0.0,0.0,5.8,0.0,43.55,64.86
2021-05-07 11:00:56,0.0,0.0,5.87,0.0,57.37,89.48
2021-05-07 12:00:56,0.0,0.0,6.23,0.0,55.82,83.73
2021-05-07 13:00:56,17.65,0.0,6.4,293.22,23.17,32.21
2021-05-07 14:00:56,56.65,0.0,6.99,223.3,29.73,42.83
2021-05-07 15:00:56,59.4,0.0,7.12,235.96,28.77,42.64
2021-05-07 16:00:56,62.29,0.0,7.03,242.37,17.5,22.38
2021-05-07 17:00:56,63.83,0.0,7.0,210.5,19.04,25.41
2021-05-07 18:00:56,61.23,0.0,6.92,262.95,25.77,34.33
2021-05-07 19:00:56,58.3,0.0,7.09,302.7,27.32,33.09
2021-05-07 20:00:56,54.3,0.0,7.08,253.45,26.74,31.57
2021-05-07 21:00:56,53.49,0.0,7.0,190.93,24.14,27.4
2021-05-07 22:00:56,50.74,0.0,6.92,200.56,26.58,29.43
2021-05-07 23:00:56,47.84,0.0,6.79,207.28,59.34,81.64
2021-05-08 00:00:56,59.14,0.0,6.73,187.92,60.47,80.2
2021-05-08 01:00:56,74.5,0.0,6.74,314.06,53.41,76.09
2021-05-08 02:00:56,73.46,0.0,6.41,262.79,41.92,50.42
2021-05-08 03:00:56,68.19,0.0,6.37,221.96,31.52,39.55
2021-05-08 04:00:56,60.44,0.0,6.19,246.82,29.0,37.57
2021-05-08 05:00:56,63.98,0.0,6.24,296.16,65.38,105.56
2021-05-08 06:00:56,66.01,0.0,5.91,259.91,53.4,79.33
2021-05-08 07:00:56,71.27,0.0,5.87,324.61,64.55,106.21
2021-05-08 08:00:56,69.07,0.0,6.0,419.43,65.78,113.44
2021-05-08 09:00:56,71.71,0.0,6.33,270.19,47.61,72.06
2021-05-08 10:00:56,70.76,0.0,11.45,320.69,74.34,116.65
2021-05-08 11:00:56,67.51,0.0,9.77,352.9,67.2,101.85
2021-05-08 12:00:56,68.51,0.0,8.23,252.92,62.64,94.46
2021-05-08 13:00:56,69.44,0.0,7.89,231.61,29.11,43.36
2021-05-08 14:00:56,72.33,0.0,8.03,263.41,40.3,62.28
2021-05-08 15:00:56,69.56,0.0,7.73,230.43,31.13,45.41
2021-05-08 16:00:56,66.04,0.0,7.06,244.2,38.11,55.71
2021-05-08 17:00:56,62.83,0.0,6.86,260.05,32.02,45.7
2021-05-08 18:00:56,62.07,0.0,6.79,303.57,43.13,60.73
2021-05-08 19:00:56,66.96,0.0,6.68,337.52,42.84,56.26
2021-05-08 20:00:56,69.81,0.0,6.6,382.46,41.21,52.42
2021-05-08 21:00:56,71.01,0.0,6.31,338.43,38.56,49.62
2021-05-08 22:00:56,82.96,0.0,6.32,342.81,82.31,117.87
2021-05-08 23:00:56,90.58,0.0,6.1,335.99,78.67,111.07
2021-05-09 00:00:56,98.89,0.0,6.05,300.55,83.79,127.65
2021-05-09 01:00:56,100.37,0.0,6.07,394.92,67.78,98.24
2021-05-09 02:00:56,100.73,0.0,6.22,370.57,64.71,96.09
2021-05-09 03:00:56,103.63,0.0,6.06,351.29,53.41,73.98
2021-05-09 04:00:56,102.26,0.0,6.13,284.97,44.5,60.52
2021-05-09 05:00:56,93.57,0.0,7.09,360.29,51.12,70.86
2021-05-09 06:00:56,84.36,0.0,7.0,334.09,31.36,41.7
2021-05-09 07:00:56,76.42,0.0,6.68,346.35,45.2,68.44
2021-05-09 08:00:56,78.8,0.0,8.23,457.04,63.52,95.25
2021-05-09 09:00:56,72.17,0.0,15.9,365.97,67.03,103.59
2021-05-09 10:00:56,65.92,0.0,23.17,338.31,89.94,149.51
2021-05-09 11:00:56,61.25,0.0,27.66,396.27,87.63,138.11
2021-05-09 12:00:56,61.23,0.0,17.51,499.8,70.17,115.54
2021-05-09 13:00:56,65.8,0.0,13.45,319.12,33.15,43.99
2021-05-09 14:00:56,68.79,0.0,11.29,294.67,50.34,81.69
2021-05-09 15:00:56,61.6,0.0,9.08,292.12,45.04,66.59
2021-05-09 16:00:56,64.79,0.0,8.03,376.77,30.17,47.51
2021-05-09 17:00:56,70.25,0.0,7.75,409.13,44.89,69.39
2021-05-09 18:00:56,74.17,0.0,7.73,460.23,123.19,237.2
2021-05-09 19:00:56,80.3,0.0,7.47,498.76,47.36,65.29
2021-05-09 20:00:56,87.95,0.0,7.45,645.7,68.58,88.09
2021-05-09 21:00:56,107.42,0.0,6.99,330.66,82.8,101.2
2021-05-09 22:00:56,111.03,0.0,6.61,369.35,64.7,83.61
2021-05-09 23:00:56,108.52,0.0,6.52,502.17,65.63,87.4
2021-05-10 00:00:56,105.23,0.0,6.54,176.71,22.21,27.55
2021-05-10 01:00:56,79.74,0.0,6.66,197.89,15.75,19.57
2021-05-10 02:00:56,50.46,0.0,6.38,173.49,33.73,37.91
2021-05-10 03:00:56,44.85,0.0,5.86,284.74,39.7,47.35
2021-05-10 04:00:56,52.36,0.0,6.97,202.05,27.39,32.17
2021-05-10 05:00:56,59.75,0.0,8.45,305.7,73.32,124.04
2021-05-10 06:00:56,69.39,0.0,7.57,136.48,12.71,15.81
2021-05-10 07:00:56,50.0,0.0,6.89,168.39,22.5,27.77
2021-05-10 08:00:56,48.08,0.0,7.08,292.48,52.46,79.32
2021-05-10 09:00:56,52.96,0.0,8.51,299.81,88.38,170.83
2021-05-10 10:00:56,48.84,0.0,8.11,395.04,84.7,173.52
2021-05-10 11:00:56,61.69,0.0,8.31,255.53,165.07,341.44
2021-05-10 12:00:56,68.23,0.0,7.48,251.32,39.97,61.82
2021-05-10 13:00:56,72.65,0.0,7.16,185.74,19.48,27.26
2021-05-10 14:00:56,70.18,0.0,6.7,206.09,67.16,147.21
2021-05-10 15:00:56,72.31,0.0,6.44,170.22,31.24,46.52
2021-05-10 16:00:56,74.37,0.0,6.12,198.34,26.38,36.12
2021-05-10 17:00:56,67.4,0.0,6.2,219.23,25.01,32.1
2021-05-10 18:00:56,65.01,0.0,6.19,233.16,31.59,45.76
2021-05-10 19:00:56,67.89,0.0,6.24,328.57,34.55,40.43
2021-05-10 20:00:56,70.58,0.0,6.19,413.76,42.73,47.52
2021-05-10 21:00:56,82.05,0.0,6.02,382.98,41.84,45.77
2021-05-10 22:00:56,89.6,0.0,7.17,566.42,103.46,152.95
2021-05-10 23:00:56,106.27,0.0,7.38,564.43,122.1,216.75
2021-05-11 00:00:56,125.66,0.0,8.14,387.24,105.64,172.03
2021-05-11 01:00:56,126.46,0.0,7.17,364.92,56.77,68.09
2021-05-11 02:00:56,108.75,0.0,7.65,343.21,58.71,69.6
2021-05-11 03:00:56,95.47,0.0,7.0,291.49,39.24,47.32
2021-05-11 04:00:56,79.41,0.0,6.65,309.36,38.48,45.34
2021-05-11 05:00:56,70.74,0.0,6.3,323.6,65.52,89.78
2021-05-11 06:00:56,68.16,0.0,6.02,476.2,67.23,101.02
2021-05-11 07:00:56,78.16,0.0,6.28,640.18,102.36,181.98
2021-05-11 08:00:56,108.21,0.0,6.41,608.19,77.91,122.3
2021-05-11 09:00:56,120.08,0.0,8.53,429.42,65.64,100.74
2021-05-11 10:00:56,122.71,0.0,8.51,279.74,29.96,42.34
2021-05-11 11:00:56,110.84,0.0,8.27,276.99,27.87,42.71
2021-05-11 12:00:56,116.87,0.0,8.08,246.19,23.6,32.17
2021-05-11 13:00:56,148.73,0.0,7.76,298.82,23.16,30.6
2021-05-11 14:00:56,179.26,0.0,7.05,336.34,28.36,39.7
2021-05-11 15:00:56,220.01,0.0,6.61,299.88,36.13,50.12
2021-05-11 16:00:56,259.63,0.0,6.85,341.17,45.29,63.44
2021-05-11 17:00:56,301.28,0.0,6.71,357.08,38.48,52.53
2021-05-11 18:00:56,394.0,0.0,6.5,409.33,38.55,52.31
2021-05-11 19:00:56,491.7,0.0,6.37,416.58,38.61,48.05
2021-05-11 20:00:56,355.41,0.0,6.29,488.23,54.14,66.4
2021-05-11 21:00:56,390.87,0.0,6.85,491.97,58.18,74.7
2021-05-11 22:00:56,495.07,0.0,9.82,785.58,170.01,309.64
2021-05-11 23:00:56,638.11,0.0,10.44,872.3,163.82,305.3
2021-05-12 00:00:56,775.58,0.0,9.07,746.76,150.55,287.54
2021-05-12 01:00:56,696.04,0.0,7.53,588.69,105.54,173.66
2021-05-12 02:00:56,378.75,0.0,7.15,444.47,85.18,122.63
2021-05-12 03:00:56,245.93,0.0,7.05,342.52,57.45,69.02
2021-05-12 04:00:56,213.84,0.0,6.53,364.46,67.92,86.14
2021-05-12 05:00:56,180.34,0.0,6.23,455.98,89.17,127.36
2021-05-12 06:00:56,148.45,0.0,5.97,420.15,66.98,92.56
2021-05-12 07:00:56,169.89,0.0,6.12,459.18,82.42,132.11
2021-05-12 08:00:56,188.95,0.0,9.45,390.45,48.17,66.8
2021-05-12 09:00:56,176.75,0.0,16.44,346.45,53.37,71.52
2021-05-12 10:00:56,234.98,0.0,15.29,474.01,66.74,89.07
2021-05-12 11:00:56,220.72,0.0,11.18,440.34,36.99,48.16
2021-05-12 12:00:56,300.83,28.29,8.04,319.67,37.9,49.21
2021-05-12 13:00:56,295.34,23.75,7.39,359.47,34.14,46.3
2021-05-12 14:00:56,339.12,25.22,7.03,366.7,39.72,55.1
2021-05-12 15:00:56,651.95,29.27,7.19,394.58,39.68,53.46
2021-05-12 16:00:56,641.64,31.74,7.18,406.91,33.19,44.3
2021-05-12 17:00:56,194.94,25.72,7.26,451.57,31.09,42.64
2021-05-12 18:00:56,101.1,10.03,7.15,439.65,27.06,34.12
2021-05-12 19:00:56,111.6,34.03,7.23,491.72,39.87,50.03
2021-05-12 20:00:56,183.62,45.66,7.29,549.96,41.22,49.75
2021-05-12 21:00:56,181.76,41.06,7.1,380.44,23.46,28.29
2021-05-12 22:00:56,163.64,37.96,7.41,458.7,58.42,76.82
2021-05-12 23:00:56,150.94,30.49,7.9,559.5,74.05,99.82
2021-05-13 00:00:56,146.6,25.5,8.64,484.63,66.13,84.47
2021-05-13 01:00:56,144.27,25.37,8.57,373.66,68.23,83.11
2021-05-13 02:00:56,145.12,24.12,7.31,315.89,40.72,48.14
2021-05-13 03:00:56,127.23,27.16,6.6,287.73,31.99,37.61
2021-05-13 04:00:56,102.0,25.87,6.42,287.34,26.26,30.72
2021-05-13 05:00:56,87.96,22.13,6.0,236.7,19.95,23.09
2021-05-13 06:00:56,66.8,18.52,5.8,266.95,16.21,20.58
2021-05-13 07:00:56,54.48,14.05,5.79,255.79,17.65,21.97
2021-05-13 08:00:56,52.7,15.42,6.91,240.33,16.11,20.58
2021-05-13 09:00:56,58.3,14.52,8.09,237.66,18.26,24.14
2021-05-13 10:00:56,60.55,18.27,9.87,390.82,68.66,100.1
2021-05-13 11:00:56,78.16,26.3,9.78,370.28,40.57,53.25
2021-05-13 12:00:56,98.78,29.28,8.5,332.76,34.2,46.09
2021-05-13 13:00:56,110.46,29.24,7.69,270.76,18.6,27.4
2021-05-13 14:00:56,127.24,24.2,7.15,253.43,16.2,24.09
2021-05-13 15:00:56,141.72,18.8,6.98,262.54,15.49,22.4
2021-05-13 16:00:56,149.78,14.39,6.94,260.8,13.08,18.99
2021-05-13 17:00:56,150.43,15.1,6.98,263.32,15.02,21.34
2021-05-13 18:00:56,153.04,13.77,6.96,329.97,19.98,27.28
2021-05-13 19:00:56,167.05,17.31,7.09,323.43,23.52,30.15
2021-05-13 20:00:56,183.08,19.9,7.45,282.96,22.62,26.41
2021-05-13 21:00:56,173.19,19.47,7.19,260.05,18.06,20.68
2021-05-13 22:00:56,144.94,24.35,7.05,239.13,16.78,19.3
2021-05-13 23:00:56,117.88,24.78,6.89,334.54,35.16,41.31
2021-05-14 00:00:56,99.13,19.04,6.58,357.03,41.8,50.65
2021-05-14 01:00:56,92.73,17.93,5.94,333.05,41.63,51.14
2021-05-14 02:00:56,94.12,25.58,5.84,258.59,29.6,33.69
2021-05-14 03:00:56,87.12,25.83,5.73,223.26,15.75,19.37
2021-05-14 04:00:56,78.05,24.52,5.69,239.82,20.52,26.5
2021-05-14 05:00:56,68.66,23.8,5.82,262.21,35.72,58.27
2021-05-14 06:00:56,67.79,23.1,5.68,244.33,23.91,35.08
2021-05-14 07:00:56,66.69,23.72,5.65,247.99,17.87,23.08
2021-05-14 08:00:56,52.61,22.88,5.84,261.49,18.92,25.27
2021-05-14 09:00:56,48.99,26.01,6.45,231.03,38.61,50.33
2021-05-14 10:00:56,46.08,26.92,7.54,322.44,19.54,26.0
2021-05-14 11:00:56,44.67,21.55,7.16,268.51,16.16,22.41
2021-05-14 12:00:56,59.84,17.56,7.15,365.56,18.46,25.07
2021-05-14 13:00:56,84.43,20.5,6.89,294.23,15.52,22.36
2021-05-14 14:00:56,112.19,19.77,6.75,297.75,16.21,22.73
2021-05-14 15:00:56,143.91,24.17,6.58,284.48,16.84,23.34
2021-05-14 16:00:56,143.38,23.12,6.78,316.24,16.91,23.5
2021-05-14 17:00:56,134.39,18.29,6.75,276.01,12.14,16.36
2021-05-14 18:00:56,113.01,14.16,6.78,325.78,17.79,23.61
2021-05-14 19:00:56,135.02,19.77,6.74,331.1,19.72,25.66
2021-05-14 20:00:56,144.6,19.67,6.9,303.85,17.12,21.29
2021-05-14 21:00:56,119.35,13.82,6.76,306.35,20.55,25.68
2021-05-14 22:00:56,114.63,12.54,6.66,278.17,16.95,20.0
2021-05-14 23:00:56,101.62,14.98,6.64,238.38,10.04,11.41
2021-05-15 00:00:56,85.9,14.4,6.43,356.4,38.71,49.78
2021-05-15 01:00:56,77.56,15.13,5.73,368.66,40.88,55.42
2021-05-15 02:00:56,76.05,15.99,5.45,321.39,31.53,38.42
2021-05-15 03:00:56,68.45,19.12,5.45,306.68,22.27,27.26
2021-05-15 04:00:56,66.37,17.62,5.38,313.79,36.21,45.47
2021-05-15 05:00:56,63.06,12.7,5.36,377.62,56.72,89.83
2021-05-15 06:00:56,63.4,12.37,5.26,327.35,32.55,47.18
2021-05-15 07:00:56,66.02,17.85,5.22,349.12,33.88,46.7
2021-05-15 08:00:56,68.95,23.11,5.35,305.5,45.69,66.32
2021-05-15 09:00:56,68.39,27.73,6.25,271.11,34.67,46.97
2021-05-15 10:00:56,58.65,28.15,7.92,335.81,35.06,47.03
2021-05-15 11:00:56,53.7,25.6,7.51,353.78,22.93,32.15
2021-05-15 12:00:56,69.65,20.23,7.09,258.7,17.26,23.88
2021-05-15 13:00:56,78.19,14.47,6.76,247.85,13.34,19.5
2021-05-15 14:00:56,82.77,10.74,6.41,279.84,16.62,23.82
2021-05-15 15:00:56,103.76,8.23,6.23,283.54,15.66,23.82
2021-05-15 16:00:56,114.43,7.49,6.09,295.81,18.51,25.81
2021-05-15 17:00:56,117.82,8.81,6.39,341.51,21.06,27.8
2021-05-15 18:00:56,119.85,9.41,6.76,344.21,20.26,26.11
2021-05-15 19:00:56,131.15,13.58,6.52,368.24,20.21,25.33
2021-05-15 20:00:56,128.62,14.87,6.17,306.09,14.12,17.22
2021-05-15 21:00:56,109.53,12.83,6.18,265.1,15.71,18.93
2021-05-15 22:00:56,104.77,16.0,6.1,243.3,16.24,21.08
2021-05-15 23:00:56,98.24,15.32,6.02,237.08,11.1,12.88
2021-05-16 00:00:56,77.62,14.24,5.99,277.03,20.64,26.01
2021-05-16 01:00:56,67.35,12.63,5.9,291.18,37.81,47.38
2021-05-16 02:00:56,66.53,10.85,5.7,250.23,33.53,40.35
2021-05-16 03:00:56,59.83,16.0,5.55,231.88,19.37,23.22
2021-05-16 04:00:56,51.8,15.69,5.54,249.3,22.75,28.73
2021-05-16 05:00:56,57.06,13.14,5.57,311.48,58.83,98.47
2021-05-16 06:00:56,64.14,12.31,5.41,287.13,43.77,58.14
2021-05-16 07:00:56,69.55,16.52,5.43,297.09,33.28,45.48
2021-05-16 08:00:56,72.48,22.98,5.68,256.5,26.77,35.28
2021-05-16 09:00:56,59.37,28.12,6.4,225.51,20.85,27.35
2021-05-16 10:00:56,42.99,24.96,7.23,263.77,19.69,25.99
2021-05-16 11:00:56,38.03,17.89,7.12,271.66,18.62,24.84
2021-05-16 12:00:56,44.21,12.52,6.74,274.43,16.84,23.56
2021-05-16 13:00:56,56.95,9.41,6.58,228.05,12.88,18.57
2021-05-16 14:00:56,64.38,11.97,6.51,249.48,13.85,20.58
2021-05-16 15:00:56,70.37,11.91,6.38,268.39,14.2,19.55
2021-05-16 16:00:56,85.02,12.42,6.36,263.25,12.6,16.79
2021-05-16 17:00:56,93.79,11.59,6.47,293.24,14.81,20.3
2021-05-16 18:00:56,96.57,11.58,6.4,294.79,16.14,20.95
2021-05-16 19:00:56,104.17,20.37,6.36,312.21,17.48,22.11
