Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2020-08-18 14:00:56,43.0,14.33,88.66,20.54,28.14,51.3
2020-08-18 15:00:56,36.0,14.33,65.08,17.39,24.68,57.06
2020-08-18 16:00:56,37.0,10.82,32.75,10.3,16.41,59.28
2020-08-18 17:00:56,26.0,9.96,42.94,9.31,15.34,62.05
2020-08-18 18:00:56,24.0,10.85,44.73,10.29,16.03,54.8
2020-08-18 19:00:56,33.0,9.47,67.69,15.71,21.29,46.96
2020-08-18 20:00:56,44.0,13.68,83.4,19.65,24.49,36.84
2020-08-18 21:00:56,41.0,13.07,95.47,19.57,23.83,34.86
2020-08-18 22:00:56,44.0,9.6,93.97,19.66,23.81,30.87
2020-08-18 23:00:56,37.0,7.84,79.02,19.99,24.21,26.37
2020-08-19 00:00:56,33.0,9.67,77.62,24.32,28.41,22.37
2020-08-19 01:00:56,35.0,11.71,145.31,24.34,26.51,19.64
2020-08-19 02:00:56,39.0,13.25,176.0,24.28,25.88,18.16
2020-08-19 03:00:56,37.0,10.89,125.13,26.09,27.61,11.71
2020-08-19 04:00:56,48.0,20.11,91.91,11.94,13.05,19.11
2020-08-19 05:00:56,33.0,16.42,94.25,9.03,10.0,18.47
2020-08-19 06:00:56,34.0,16.46,86.04,9.87,10.81,14.58
2020-08-19 07:00:56,26.0,16.15,110.92,17.35,18.81,9.63
2020-08-19 08:00:56,35.0,13.43,90.06,18.01,21.45,12.17
2020-08-19 09:00:56,43.0,22.99,55.57,17.43,21.21,20.84
2020-08-19 10:00:56,39.0,27.05,64.15,17.67,22.2,26.02
2020-08-19 11:00:56,38.0,29.71,79.2,21.29,27.07,31.98
2020-08-19 12:00:56,38.0,32.09,129.15,25.53,32.01,36.72
2020-08-19 13:00:56,47.0,25.05,91.61,19.92,25.15,45.05
2020-08-19 14:00:56,43.0,18.01,62.61,13.42,17.59,53.68
2020-08-19 15:00:56,47.0,12.99,57.78,13.1,17.04,55.6
2020-08-19 16:00:56,45.0,15.8,40.26,9.66,13.27,54.11
2020-08-19 17:00:56,41.0,12.82,50.38,10.75,14.33,50.41
2020-08-19 18:00:56,49.0,9.09,59.99,12.8,16.11,46.58
2020-08-19 19:00:56,51.0,6.36,82.39,14.63,17.48,35.93
2020-08-19 20:00:56,54.0,22.39,89.52,14.97,17.1,35.43
2020-08-19 21:00:56,44.0,18.43,89.15,15.49,17.16,40.21
2020-08-19 22:00:56,36.0,13.3,102.67,17.97,19.5,33.04
2020-08-19 23:00:56,39.0,14.46,107.27,21.83,23.35,25.32
2020-08-20 00:00:56,42.0,21.29,93.66,25.15,26.69,26.24
2020-08-20 01:00:56,32.0,17.16,114.8,20.35,21.75,26.31
2020-08-20 02:00:56,38.0,13.16,116.23,19.22,20.59,27.55
2020-08-20 03:00:56,43.0,18.51,107.7,18.51,19.72,28.35
2020-08-20 04:00:56,47.0,18.29,111.6,12.9,13.91,30.25
2020-08-20 05:00:56,40.0,13.41,106.39,11.63,12.51,29.07
2020-08-20 06:00:56,37.0,25.41,110.75,13.62,14.36,26.55
2020-08-20 07:00:56,37.0,26.87,103.7,12.95,13.86,21.89
2020-08-20 08:00:56,41.0,24.2,124.89,24.03,25.94,15.4
2020-08-20 09:00:56,49.0,25.36,88.98,21.95,24.82,22.29
2020-08-20 10:00:56,42.0,32.15,57.15,12.44,15.23,29.54
2020-08-20 11:00:56,27.0,25.55,51.45,10.62,13.78,32.46
2020-08-20 12:00:56,35.0,27.91,29.6,8.48,11.84,37.7
2020-08-20 13:00:56,28.0,21.1,13.63,7.86,11.17,39.72
2020-08-20 14:00:56,27.0,14.86,85.82,7.24,10.55,42.23
2020-08-20 15:00:56,23.0,21.19,0.0,8.4,12.18,39.58
2020-08-20 16:00:56,24.0,17.62,0.0,7.31,10.6,34.94
2020-08-20 17:00:56,27.0,13.24,678.72,9.94,14.04,34.25
2020-08-20 18:00:56,24.0,17.43,51.43,11.73,14.75,37.13
2020-08-20 19:00:56,32.0,13.97,47.22,12.81,15.07,36.06
2020-08-20 20:00:56,30.0,9.98,50.46,15.26,16.82,33.32
2020-08-20 21:00:56,28.0,7.42,81.47,19.21,20.38,31.07
2020-08-20 22:00:56,28.0,5.57,92.97,20.06,20.88,27.59
2020-08-20 23:00:56,27.0,4.8,169.63,28.72,30.05,20.13
2020-08-21 00:00:56,30.0,12.05,135.62,28.41,29.05,19.98
2020-08-21 01:00:56,23.0,10.58,115.82,23.85,25.54,35.28
2020-08-21 02:00:56,31.0,8.15,124.0,23.78,25.6,35.61
2020-08-21 03:00:56,28.0,14.66,101.81,19.19,21.0,34.64
2020-08-21 04:00:56,29.0,12.64,112.53,17.43,19.2,33.93
2020-08-21 05:00:56,36.0,12.08,94.95,16.46,18.05,29.95
2020-08-21 06:00:56,30.0,9.37,110.16,15.38,16.57,29.26
2020-08-21 07:00:56,23.0,12.8,95.74,18.47,20.04,24.77
2020-08-21 08:00:56,27.0,10.34,107.65,23.22,27.52,22.09
2020-08-21 09:00:56,25.0,12.17,187.19,22.22,27.83,37.79
2020-08-21 10:00:56,37.0,21.17,150.82,10.48,14.66,53.19
2020-08-21 11:00:56,15.0,24.55,0.0,7.01,11.07,54.2
2020-08-21 12:00:56,13.0,29.37,18.11,8.33,12.76,50.7
2020-08-21 13:00:56,25.0,23.27,13.5,6.92,11.25,46.51
2020-08-21 14:00:56,14.0,20.76,17.23,7.02,11.49,47.42
2020-08-21 15:00:56,15.0,20.98,15.73,7.89,12.3,47.95
2020-08-21 16:00:56,25.0,17.42,26.28,8.65,13.04,50.42
2020-08-21 17:00:56,25.0,12.85,27.79,9.18,13.42,53.58
2020-08-21 18:00:56,31.0,9.71,67.63,13.21,17.55,56.29
2020-08-21 19:00:56,27.0,14.8,84.62,14.72,18.44,52.14
2020-08-21 20:00:56,30.0,12.63,71.55,13.32,16.26,45.76
2020-08-21 21:00:56,26.0,9.0,80.69,16.01,19.04,42.64
2020-08-21 22:00:56,20.0,6.42,93.95,20.54,23.14,38.05
2020-08-21 23:00:56,27.0,5.34,99.17,19.52,21.59,37.62
2020-08-22 00:00:56,20.0,45.92,112.39,26.33,28.16,34.27
2020-08-22 01:00:56,22.0,44.35,67.98,26.35,28.24,30.52
2020-08-22 02:00:56,24.0,34.63,59.4,18.76,20.15,25.66
2020-08-22 03:00:56,21.0,24.97,56.44,22.94,24.16,20.02
2020-08-22 04:00:56,26.0,18.32,58.04,22.77,24.21,19.27
2020-08-22 05:00:56,32.0,17.97,57.45,21.87,23.29,16.93
2020-08-22 06:00:56,42.0,22.4,78.89,17.93,19.24,17.91
2020-08-22 07:00:56,31.0,17.59,80.14,13.27,14.47,17.6
2020-08-22 08:00:56,25.0,12.97,63.11,15.6,18.52,14.52
2020-08-22 09:00:56,20.0,17.22,26.85,17.27,21.78,25.96
2020-08-22 10:00:56,25.0,30.43,0.0,12.97,17.32,40.95
2020-08-22 11:00:56,21.0,28.38,0.0,11.04,15.87,45.13
2020-08-22 12:00:56,26.0,21.01,17.55,8.86,13.61,50.04
2020-08-22 13:00:56,32.0,18.62,0.0,7.73,12.3,47.78
2020-08-22 14:00:56,26.0,14.11,0.0,7.88,12.07,43.81
2020-08-22 15:00:56,33.0,10.7,26.09,9.06,13.53,50.2
2020-08-22 16:00:56,32.0,11.31,30.34,9.13,13.05,50.81
2020-08-22 17:00:56,35.0,8.56,26.97,9.83,14.04,49.46
2020-08-22 18:00:56,47.0,11.9,54.71,11.94,15.99,48.94
2020-08-22 19:00:56,47.0,11.43,80.02,13.17,16.36,52.79
2020-08-22 20:00:56,48.0,8.34,103.08,18.57,21.71,45.18
2020-08-22 21:00:56,44.0,28.27,83.1,15.81,18.37,39.62
2020-08-22 22:00:56,42.0,23.78,77.79,14.74,16.66,40.36
2020-08-22 23:00:56,33.0,17.34,104.27,20.19,22.2,35.7
2020-08-23 00:00:56,32.0,14.61,116.77,20.5,22.14,30.39
2020-08-23 01:00:56,28.0,11.83,108.93,22.59,23.87,23.48
2020-08-23 02:00:56,39.0,12.7,76.46,15.26,16.43,27.47
2020-08-23 03:00:56,33.0,17.53,72.83,15.87,17.0,26.04
2020-08-23 04:00:56,43.0,14.16,52.59,12.54,13.57,32.5
2020-08-23 05:00:56,37.0,10.78,52.92,11.25,12.23,33.98
2020-08-23 06:00:56,21.0,12.69,72.98,10.03,10.96,26.98
2020-08-23 07:00:56,23.0,10.63,89.75,13.16,13.92,20.09
2020-08-23 08:00:56,23.0,10.18,76.72,15.66,18.1,19.92
2020-08-23 09:00:56,23.0,16.54,0.0,13.02,16.37,35.74
2020-08-23 10:00:56,28.0,33.54,0.0,6.42,9.49,47.47
2020-08-23 11:00:56,10.0,28.94,0.0,6.08,9.67,51.95
2020-08-23 12:00:56,17.0,22.05,0.0,7.29,11.32,57.94
2020-08-23 13:00:56,4.0,16.35,0.0,8.29,12.31,60.47
2020-08-23 14:00:56,9.0,14.07,0.0,8.72,13.01,56.0
2020-08-23 15:00:56,15.0,11.38,0.0,11.26,15.94,51.0
2020-08-23 16:00:56,28.0,15.2,0.0,13.7,18.87,52.82
2020-08-23 17:00:56,14.0,12.05,0.0,7.27,10.84,58.24
2020-08-23 18:00:56,13.0,9.5,17.98,8.4,11.66,53.5
2020-08-23 19:00:56,22.0,8.51,32.6,8.99,11.61,42.82
2020-08-23 20:00:56,26.0,6.86,69.54,15.65,18.0,37.7
2020-08-23 21:00:56,32.0,5.22,67.71,16.53,18.58,32.33
2020-08-23 22:00:56,30.0,3.83,60.27,16.86,18.63,26.19
2020-08-23 23:00:56,30.0,3.69,46.87,16.27,17.97,22.65
2020-08-24 00:00:56,32.0,3.67,41.57,14.91,16.36,21.33
2020-08-24 01:00:56,30.0,12.94,94.81,19.39,20.7,17.32
2020-08-24 02:00:56,43.0,13.65,86.03,15.07,16.29,19.92
2020-08-24 03:00:56,29.0,10.84,112.98,12.6,13.71,17.48
2020-08-24 04:00:56,28.0,9.06,106.64,9.51,10.4,18.18
2020-08-24 05:00:56,19.0,12.25,123.71,8.19,9.1,17.96
2020-08-24 06:00:56,0.0,17.46,96.41,7.33,8.18,14.68
2020-08-24 07:00:56,21.0,16.49,96.49,11.24,12.16,9.08
2020-08-24 08:00:56,22.0,12.59,148.86,26.09,32.03,0.0
2020-08-24 09:00:56,27.0,24.79,229.53,47.25,63.03,0.0
2020-08-24 10:00:56,51.0,32.17,148.69,31.03,41.63,20.66
2020-08-24 11:00:56,42.0,29.19,75.2,21.54,28.6,34.51
2020-08-24 12:00:56,35.0,23.07,56.42,17.89,24.48,40.99
2020-08-24 13:00:56,34.0,23.27,44.42,16.16,22.68,44.66
2020-08-24 14:00:56,23.0,20.16,54.18,17.28,23.82,49.76
2020-08-24 15:00:56,25.0,27.88,56.4,17.93,24.28,49.85
2020-08-24 16:00:56,26.0,22.23,73.94,20.46,26.78,51.8
2020-08-24 17:00:56,28.0,17.99,66.76,18.68,24.3,56.44
2020-08-24 18:00:56,26.0,13.18,73.89,21.85,27.65,52.99
2020-08-24 19:00:56,27.0,9.7,118.51,30.26,35.73,49.56
2020-08-24 20:00:56,24.0,7.85,302.8,68.17,73.96,0.0
2020-08-24 21:00:56,51.0,386.4,121.25,25.08,27.04,37.8
2020-08-24 22:00:56,46.0,89.58,105.76,29.47,31.37,26.22
2020-08-24 23:00:56,49.0,16.49,103.74,29.24,31.25,21.48
2020-08-25 00:00:56,46.0,5.64,100.33,22.03,23.91,22.82
2020-08-25 01:00:56,40.0,11.94,134.71,22.56,24.13,13.17
2020-08-25 02:00:56,50.0,17.33,116.77,18.76,20.32,15.31
2020-08-25 03:00:56,44.0,11.9,117.77,10.8,11.86,18.3
2020-08-25 04:00:56,27.0,10.96,118.54,9.43,10.26,19.41
2020-08-25 05:00:56,26.0,8.94,123.29,8.43,9.18,18.36
2020-08-25 06:00:56,30.0,6.55,116.29,7.89,8.52,17.15
2020-08-25 07:00:56,31.0,7.23,131.86,14.26,15.27,9.91
2020-08-25 08:00:56,30.0,10.06,146.78,19.14,21.76,7.63
2020-08-25 09:00:56,36.0,13.48,142.17,27.7,34.26,11.32
2020-08-25 10:00:56,38.0,30.41,178.08,32.47,40.88,19.08
2020-08-25 11:00:56,47.0,32.61,189.49,41.04,52.12,19.2
2020-08-25 12:00:56,57.0,32.91,145.99,38.95,49.43,26.09
2020-08-25 13:00:56,53.0,24.96,96.0,22.35,28.42,44.39
2020-08-25 14:00:56,46.0,18.13,70.98,14.29,19.04,56.13
2020-08-25 15:00:56,38.0,16.83,59.07,12.66,16.74,61.79
2020-08-25 16:00:56,27.0,14.43,105.29,22.39,27.72,59.95
2020-08-25 17:00:56,33.0,10.63,93.34,15.76,19.73,57.08
2020-08-25 18:00:56,42.0,21.48,89.0,13.16,16.34,39.05
2020-08-25 19:00:56,52.0,22.34,82.91,15.89,18.81,35.19
2020-08-25 20:00:56,52.0,16.43,107.62,18.25,20.38,33.01
2020-08-25 21:00:56,44.0,13.18,112.1,16.57,18.34,36.27
2020-08-25 22:00:56,49.0,11.31,90.21,15.02,16.61,34.83
2020-08-25 23:00:56,39.0,13.04,72.6,15.19,16.79,34.15
2020-08-26 00:00:56,32.0,11.14,97.53,22.55,24.07,23.21
2020-08-26 01:00:56,36.0,8.47,90.28,17.97,19.66,24.99
2020-08-26 02:00:56,34.0,10.48,101.12,20.04,21.86,21.81
2020-08-26 03:00:56,36.0,11.52,98.86,26.35,27.99,17.15
2020-08-26 04:00:56,44.0,13.13,97.86,19.47,20.97,21.14
2020-08-26 05:00:56,51.0,15.37,102.4,19.02,20.38,18.14
2020-08-26 06:00:56,47.0,23.88,109.73,21.38,22.58,11.31
2020-08-26 07:00:56,48.0,19.44,122.91,23.1,24.5,6.71
2020-08-26 08:00:56,39.0,15.02,102.82,22.96,26.09,4.25
2020-08-26 09:00:56,40.0,23.33,46.5,12.16,15.03,16.52
2020-08-26 10:00:56,22.0,22.74,30.81,9.36,12.42,24.22
2020-08-26 11:00:56,28.0,18.07,25.95,8.15,11.61,30.87
2020-08-26 12:00:56,25.0,12.91,17.21,7.03,10.66,41.47
2020-08-26 13:00:56,17.0,9.88,26.32,6.44,10.33,50.16
2020-08-26 14:00:56,16.0,7.79,23.15,6.93,11.02,47.41
2020-08-26 15:00:56,21.0,10.42,21.89,7.56,11.77,45.89
2020-08-26 16:00:56,18.0,8.14,28.86,8.18,12.43,43.59
2020-08-26 17:00:56,21.0,16.28,26.08,8.27,12.1,43.78
2020-08-26 18:00:56,28.0,15.88,46.1,12.01,15.82,38.11
2020-08-26 19:00:56,39.0,12.34,64.39,12.94,15.86,32.28
2020-08-26 20:00:56,42.0,9.76,69.92,15.11,17.43,29.34
2020-08-26 21:00:56,33.0,7.15,64.13,14.57,16.83,25.53
