Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2020-08-26 22:00:56,24.0,5.36,62.31,13.87,15.49,20.04
2020-08-26 23:00:56,27.0,4.45,82.12,17.26,18.72,15.79
2020-08-27 00:00:56,27.0,3.43,62.31,16.94,18.05,16.14
2020-08-27 01:00:56,25.0,3.21,81.96,16.01,17.32,29.62
2020-08-27 02:00:56,27.0,3.02,73.63,13.91,15.19,25.69
2020-08-27 03:00:56,20.0,8.09,70.47,10.27,11.46,24.07
2020-08-27 04:00:56,20.0,7.11,68.58,10.8,11.94,27.39
2020-08-27 05:00:56,18.0,5.8,76.83,12.29,13.42,26.33
2020-08-27 06:00:56,22.0,4.74,96.87,12.88,13.83,24.92
2020-08-27 07:00:56,28.0,4.22,105.17,15.63,16.68,19.48
2020-08-27 08:00:56,26.0,4.03,115.93,20.73,23.18,28.59
2020-08-27 09:00:56,24.0,10.84,64.8,22.0,26.91,40.23
2020-08-27 10:00:56,25.0,23.85,49.44,17.39,22.71,47.23
2020-08-27 11:00:56,19.0,19.69,25.68,9.53,13.81,62.04
2020-08-27 12:00:56,24.0,14.81,34.53,7.43,11.63,81.97
2020-08-27 13:00:56,17.0,11.22,38.42,7.4,11.78,77.75
2020-08-27 14:00:56,14.0,8.53,42.7,8.79,13.26,70.95
2020-08-27 15:00:56,18.0,13.59,0.0,7.55,9.82,70.54
2020-08-27 16:00:56,31.0,20.84,30.56,8.59,11.19,71.9
2020-08-27 17:00:56,18.0,16.55,0.0,8.95,12.44,68.25
2020-08-27 18:00:56,17.0,12.64,0.0,13.0,16.89,62.34
2020-08-27 19:00:56,28.0,10.2,34.06,15.66,18.95,61.31
2020-08-27 20:00:56,29.0,8.25,68.69,21.14,23.51,57.46
2020-08-27 21:00:56,39.0,5.92,83.16,23.11,25.0,48.48
2020-08-27 22:00:56,29.0,5.63,44.82,15.73,17.55,44.76
2020-08-27 23:00:56,25.0,6.32,44.72,17.17,18.79,45.0
2020-08-28 00:00:56,29.0,5.55,63.18,23.97,25.78,33.63
2020-08-28 01:00:56,30.0,7.37,97.07,23.69,25.2,33.16
2020-08-28 02:00:56,30.0,7.69,81.76,22.7,24.25,30.18
2020-08-28 03:00:56,34.0,6.08,81.58,17.1,18.56,35.43
2020-08-28 04:00:56,31.0,4.34,92.81,13.42,14.72,34.1
2020-08-28 05:00:56,25.0,4.42,84.3,9.7,10.91,34.01
2020-08-28 06:00:56,19.0,4.39,98.99,9.32,10.15,33.02
2020-08-28 07:00:56,13.0,4.34,93.74,13.35,14.18,26.32
2020-08-28 08:00:56,23.0,5.38,138.47,20.45,23.14,23.08
2020-08-28 09:00:56,25.0,13.58,85.32,24.03,29.37,33.31
2020-08-28 10:00:56,24.0,22.09,22.3,17.15,22.44,47.8
2020-08-28 11:00:56,29.0,22.95,27.56,14.03,19.4,54.88
2020-08-28 12:00:56,17.0,17.07,80.37,23.6,31.83,55.8
2020-08-28 13:00:56,22.0,14.18,109.63,19.24,26.57,63.05
2020-08-28 14:00:56,21.0,12.36,103.95,14.0,20.12,77.01
2020-08-28 15:00:56,20.0,10.83,105.21,14.53,20.37,75.76
2020-08-28 16:00:56,16.0,14.61,97.29,13.95,19.49,72.0
2020-08-28 17:00:56,17.0,12.56,89.22,8.19,12.39,71.78
2020-08-28 18:00:56,26.0,12.91,88.85,8.4,12.32,71.45
2020-08-28 19:00:56,20.0,10.2,138.14,17.56,21.84,59.22
2020-08-28 20:00:56,23.0,7.23,170.16,20.62,23.6,51.56
2020-08-28 21:00:56,35.0,5.06,300.53,47.99,50.75,25.0
2020-08-28 22:00:56,48.0,3.54,188.98,28.33,30.73,31.11
2020-08-28 23:00:56,46.0,2.48,167.12,30.05,32.19,25.22
2020-08-29 00:00:56,42.0,3.76,151.76,28.87,30.74,25.77
2020-08-29 01:00:56,44.0,5.59,204.72,34.4,36.48,16.97
2020-08-29 02:00:56,49.0,5.26,182.45,27.49,29.33,18.78
2020-08-29 03:00:56,36.0,5.02,152.83,14.68,16.23,29.54
2020-08-29 04:00:56,26.0,5.94,126.82,12.18,13.44,30.27
2020-08-29 05:00:56,21.0,5.5,113.79,9.48,10.41,30.31
2020-08-29 06:00:56,27.0,4.26,107.29,9.53,10.08,25.6
2020-08-29 07:00:56,22.0,7.91,100.9,12.4,13.0,19.66
2020-08-29 08:00:56,23.0,8.92,116.93,15.59,17.91,17.3
2020-08-29 09:00:56,23.0,8.37,186.77,31.67,41.99,12.37
2020-08-29 10:00:56,35.0,23.95,244.98,55.12,75.37,19.69
2020-08-29 11:00:56,44.0,28.65,121.06,30.69,41.24,39.54
2020-08-29 12:00:56,51.0,32.03,89.34,20.18,28.53,55.56
2020-08-29 13:00:56,43.0,24.94,153.5,24.95,34.53,52.89
2020-08-29 14:00:56,44.0,18.35,150.58,23.59,32.91,54.41
2020-08-29 15:00:56,30.0,13.06,150.88,22.23,30.48,62.23
2020-08-29 16:00:56,32.0,11.76,178.2,25.47,33.97,64.84
2020-08-29 17:00:56,36.0,8.71,159.59,27.24,35.21,66.66
2020-08-29 18:00:56,30.0,6.88,198.94,34.91,43.34,58.01
2020-08-29 19:00:56,31.0,13.65,404.46,74.73,88.37,32.57
2020-08-29 20:00:56,35.0,19.66,857.12,140.3,183.2,0.0
2020-08-29 21:00:56,63.0,15.11,1240.83,157.37,229.77,0.0
2020-08-29 22:00:56,98.0,16.37,541.31,76.25,91.04,0.0
2020-08-29 23:00:56,93.0,12.57,247.31,37.61,40.58,39.21
2020-08-30 00:00:56,61.0,9.27,230.54,33.44,36.08,43.56
2020-08-30 01:00:56,62.0,7.19,182.13,27.15,28.79,23.66
2020-08-30 02:00:56,46.0,13.75,161.67,21.56,23.26,21.09
2020-08-30 03:00:56,41.0,11.08,110.71,11.78,12.58,25.32
2020-08-30 04:00:56,38.0,8.81,94.68,9.74,10.48,25.02
2020-08-30 05:00:56,35.0,6.74,113.31,8.2,8.89,23.61
2020-08-30 06:00:56,30.0,5.32,104.14,8.4,8.89,22.65
2020-08-30 07:00:56,30.0,4.46,105.72,10.58,11.0,16.93
2020-08-30 08:00:56,29.0,3.52,105.93,12.03,13.23,15.7
2020-08-30 09:00:56,37.0,6.88,68.3,12.51,15.27,23.1
2020-08-30 10:00:56,32.0,20.41,212.55,44.62,56.66,20.02
2020-08-30 11:00:56,59.0,28.5,162.84,49.39,62.74,33.85
2020-08-30 12:00:56,42.0,24.48,116.22,31.02,39.78,48.55
2020-08-30 13:00:56,42.0,17.78,131.76,22.29,29.7,57.37
2020-08-30 14:00:56,33.0,18.84,116.4,15.85,22.2,63.44
2020-08-30 15:00:56,29.0,21.1,107.59,12.27,17.15,72.74
2020-08-30 16:00:56,29.0,18.98,135.62,17.94,23.52,71.81
2020-08-30 17:00:56,26.0,14.52,122.38,12.41,16.72,76.63
2020-08-30 18:00:56,16.0,12.86,143.74,14.57,18.82,74.93
2020-08-30 19:00:56,14.0,9.83,136.24,16.93,20.34,58.15
2020-08-30 20:00:56,47.0,10.19,181.06,20.89,24.07,50.77
2020-08-30 21:00:56,46.0,14.24,213.0,25.55,28.16,35.39
2020-08-30 22:00:56,59.0,11.27,199.49,26.27,28.61,29.53
2020-08-30 23:00:56,53.0,8.6,158.45,25.17,27.31,25.57
2020-08-31 00:00:56,49.0,11.23,163.75,22.9,24.91,27.28
2020-08-31 01:00:56,46.0,16.14,159.82,20.81,22.32,31.5
2020-08-31 02:00:56,55.0,13.45,139.42,18.8,20.4,32.62
2020-08-31 03:00:56,53.0,10.92,142.91,10.84,12.28,32.01
2020-08-31 04:00:56,32.0,9.69,121.29,8.47,9.67,32.06
2020-08-31 05:00:56,27.0,13.82,124.98,8.02,9.09,29.6
2020-08-31 06:00:56,30.0,15.74,142.38,7.51,8.36,26.77
2020-08-31 07:00:56,31.0,12.03,154.12,10.4,11.17,25.29
2020-08-31 08:00:56,27.0,9.65,142.05,15.04,16.54,31.19
2020-08-31 09:00:56,32.0,30.26,97.01,19.07,22.31,32.21
2020-08-31 10:00:56,38.0,30.82,80.79,15.37,18.82,36.02
2020-08-31 11:00:56,47.0,26.37,48.98,13.95,18.13,42.7
2020-08-31 12:00:56,41.0,25.37,35.12,9.19,12.96,62.41
2020-08-31 13:00:56,25.0,22.84,95.26,7.36,10.85,68.85
2020-08-31 14:00:56,19.0,18.63,87.36,7.05,10.26,66.43
2020-08-31 15:00:56,18.0,20.96,102.64,8.07,11.33,68.9
2020-08-31 16:00:56,16.0,16.82,118.5,9.37,12.55,73.38
2020-08-31 17:00:56,17.0,12.22,130.94,8.98,12.06,75.51
2020-08-31 18:00:56,23.0,14.3,146.35,14.52,17.9,62.65
2020-08-31 19:00:56,35.0,20.27,144.76,17.09,20.06,55.23
2020-08-31 20:00:56,36.0,15.91,195.71,24.24,26.84,43.53
2020-08-31 21:00:56,49.0,18.89,185.85,21.17,23.12,39.52
2020-08-31 22:00:56,47.0,15.18,173.7,23.92,25.61,30.11
2020-08-31 23:00:56,50.0,15.6,205.56,24.15,25.85,32.14
2020-09-01 00:00:56,48.0,22.35,202.39,24.64,26.28,32.19
2020-09-01 01:00:56,49.0,21.24,148.2,23.42,25.04,29.07
2020-09-01 02:00:56,55.0,16.95,140.65,15.27,16.83,33.23
2020-09-01 03:00:56,39.0,17.97,165.44,11.3,12.5,30.27
2020-09-01 04:00:56,42.0,13.71,152.15,9.7,10.57,28.94
2020-09-01 05:00:56,37.0,16.9,155.75,9.68,10.43,27.48
2020-09-01 06:00:56,34.0,24.45,157.44,9.5,10.17,27.02
2020-09-01 07:00:56,34.0,19.58,159.71,15.55,16.36,20.29
2020-09-01 08:00:56,41.0,14.19,171.61,23.05,25.37,11.73
2020-09-01 09:00:56,35.0,30.69,164.55,28.98,33.61,15.36
2020-09-01 10:00:56,37.0,31.63,336.22,60.66,75.95,10.31
2020-09-01 11:00:56,68.0,37.04,204.51,57.53,71.79,19.93
2020-09-01 12:00:56,59.0,35.89,157.85,42.29,52.47,34.25
2020-09-01 13:00:56,57.0,36.87,183.34,25.95,32.39,47.11
2020-09-01 14:00:56,48.0,28.18,174.47,23.49,29.88,53.71
2020-09-01 15:00:56,46.0,30.57,193.39,27.14,33.74,56.68
2020-09-01 16:00:56,42.0,23.96,211.02,28.22,34.43,67.68
2020-09-01 17:00:56,33.0,17.73,175.27,21.41,25.94,73.69
2020-09-01 18:00:56,28.0,13.5,207.36,30.67,36.7,67.67
2020-09-01 19:00:56,28.0,10.24,200.04,30.21,33.56,50.91
2020-09-01 20:00:56,52.0,10.21,218.73,45.82,48.96,23.27
2020-09-01 21:00:56,50.0,9.03,213.01,35.25,37.68,17.56
2020-09-01 22:00:56,51.0,11.92,180.07,29.17,31.09,21.34
2020-09-01 23:00:56,48.0,14.81,180.51,29.32,31.16,20.24
2020-09-02 00:00:56,44.0,21.55,175.17,28.81,30.57,19.18
2020-09-02 01:00:56,70.0,19.22,248.58,37.22,39.19,15.65
2020-09-02 02:00:56,52.0,19.41,199.97,19.28,20.92,25.34
2020-09-02 03:00:56,41.0,22.53,142.21,12.7,13.95,31.27
2020-09-02 04:00:56,38.0,17.41,135.97,11.66,12.8,32.33
2020-09-02 05:00:56,48.0,17.96,149.07,10.7,11.83,25.84
2020-09-02 06:00:56,38.0,14.44,143.87,13.85,15.0,20.11
2020-09-02 07:00:56,36.0,10.74,185.91,21.97,23.4,16.38
2020-09-02 08:00:56,32.0,11.91,198.42,33.13,37.28,8.33
2020-09-02 09:00:56,43.0,9.68,200.48,40.83,49.42,11.0
2020-09-02 10:00:56,51.0,22.31,147.88,36.02,44.48,28.94
2020-09-02 11:00:56,57.0,33.85,78.99,15.95,20.65,50.89
2020-09-02 12:00:56,51.0,33.15,94.06,28.95,35.89,48.6
2020-09-02 13:00:56,50.0,25.99,182.49,38.95,47.77,52.72
2020-09-02 14:00:56,45.0,24.07,196.0,24.91,30.78,75.17
2020-09-02 15:00:56,40.0,23.93,193.84,19.67,24.4,86.54
2020-09-02 16:00:56,32.0,21.67,208.33,23.8,28.51,85.66
2020-09-02 17:00:56,36.0,16.42,184.45,22.85,27.27,88.64
2020-09-02 18:00:56,39.0,21.85,187.7,17.79,21.05,87.06
2020-09-02 19:00:56,35.0,17.23,192.05,24.08,27.47,63.45
2020-09-02 20:00:56,50.0,16.15,222.21,30.33,33.5,41.32
2020-09-02 21:00:56,55.0,13.89,261.44,30.75,33.45,31.48
2020-09-02 22:00:56,53.0,14.01,223.63,28.5,30.86,28.92
2020-09-02 23:00:56,54.0,15.55,224.87,27.01,29.23,29.99
2020-09-03 00:00:56,50.0,13.32,205.84,25.43,27.56,32.74
2020-09-03 01:00:56,59.0,20.0,236.91,25.68,27.97,24.57
2020-09-03 02:00:56,70.0,15.99,181.18,18.42,20.37,29.15
