Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),PM 2.5 ( µg/m3 ),CO ( µg/m3 ),O3 ( µg/m3 )
2022-03-23 16:00:56,11.870000000000001,8.916666666666666,32.403333333333336,52.903333333333336,0.0,972.31,24.33
2022-03-23 17:00:56,7.0675,13.01,25.78333333333333,41.02,0.0,0.0,0.0
2022-03-23 18:00:56,9.3675,12.479999999999999,17.86,22.360000000000003,0.0,0.0,33.11
2022-03-23 19:00:56,18.84,12.01,8.976666666666667,11.33,0.0,649.83,22.3
2022-03-23 20:00:56,48.38,11.906666666666666,47.153333333333336,84.63333333333334,37.35,1279.72,13.09
2022-03-23 21:00:56,57.165,12.280000000000001,37.406666666666666,62.973333333333336,39.41,1788.49,15.5
2022-03-23 22:00:56,52.50749999999999,12.713333333333333,33.39,50.03,49.1,2277.32,14.33
2022-03-23 23:00:56,44.2175,12.229999999999999,35.056666666666665,48.89000000000001,61.13,1956.9,13.26
2022-03-24 00:00:56,43.5,12.163333333333334,31.746666666666666,42.73666666666667,50.95,1810.89,19.15
2022-03-24 01:00:56,38.1975,12.033333333333333,26.47,34.09,35.47,1675.57,21.72
2022-03-24 02:00:56,36.0075,12.043333333333335,25.763333333333332,35.46,45.49,1647.47,12.88
2022-03-24 03:00:56,31.439999999999998,12.64,25.633333333333336,32.50333333333334,32.27,1498.77,14.93
2022-03-24 04:00:56,31.6425,12.97,25.483333333333334,31.150000000000002,39.29,1565.96,13.48
2022-03-24 05:00:56,28.0075,12.986666666666666,23.8,31.393333333333334,26.05,1404.78,14.56
2022-03-24 06:00:56,26.44,12.86,23.24666666666667,31.24,22.83,1404.4,15.76
2022-03-24 07:00:56,24.215,12.763333333333334,29.463333333333335,44.03,16.65,1544.34,10.8
2022-03-24 08:00:56,29.322499999999998,13.82,38.906666666666666,71.38333333333334,29.84,1917.02,8.22
2022-03-24 09:00:56,48.535,15.453333333333333,44.67666666666667,89.93666666666667,41.39,2212.11,9.3
2022-03-24 10:00:56,54.735,16.349999999999998,34.98,66.10666666666667,40.65,1953.65,15.82
2022-03-24 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
