Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2018-03-29 00:00:56,75.75,1.1,9.55,12.39
2018-03-29 01:00:56,70.33,0.55,7.15,9.38
2018-03-29 02:00:56,75.11,0.44,5.31,7.4
2018-03-29 03:00:56,65.81,0.64,3.96,5.11
2018-03-29 04:00:56,57.47,0.46,3.72,5.72
2018-03-29 05:00:56,48.65,0.44,3.39,5.96
2018-03-29 06:00:56,42.67,0.36,5.56,7.42
2018-03-29 07:00:56,35.56,0.29,6.1,8.35
2018-03-29 08:00:56,30.78,0.43,15.14,17.91
2018-03-29 09:00:56,29.66,0.57,27.92,36.34
2018-03-29 10:00:56,20.79,1.21,18.72,21.8
2018-03-29 11:00:56,19.6,1.11,16.21,18.73
2018-03-29 12:00:56,20.33,0.9,17.14,20.1
2018-03-29 13:00:56,25.1,1.05,18.88,21.59
2018-03-29 14:00:56,26.24,0.79,18.21,21.66
2018-03-29 15:00:56,28.48,0.63,18.68,21.83
2018-03-29 16:00:56,38.79,0.93,18.86,22.89
2018-03-29 17:00:56,39.96,1.06,18.15,21.87
2018-03-29 18:00:56,38.67,1.32,17.6,21.22
2018-03-29 19:00:56,38.87,1.04,18.47,21.9
2018-03-29 20:00:56,34.24,1.16,16.91,20.34
2018-03-29 21:00:56,24.78,1.64,13.51,16.5
2018-03-29 22:00:56,29.65,1.5,9.53,11.55
2018-03-29 23:00:56,32.62,0.82,9.56,11.86
2018-03-30 00:00:56,28.54,0.78,8.23,10.27
2018-03-30 01:00:56,20.72,1.1,6.87,9.13
2018-03-30 02:00:56,12.19,0.67,6.27,7.99
2018-03-30 03:00:56,19.76,0.89,4.26,6.3
2018-03-30 04:00:56,17.7,0.9,3.21,4.7
2018-03-30 05:00:56,13.91,0.87,4.04,5.82
2018-03-30 06:00:56,11.72,0.85,2.92,4.64
2018-03-30 07:00:56,21.85,0.73,6.01,8.25
2018-03-30 08:00:56,31.88,0.76,10.28,12.94
2018-03-30 09:00:56,39.61,1.16,14.65,17.17
2018-03-30 10:00:56,39.14,0.91,14.64,18.01
2018-03-30 11:00:56,34.74,1.49,15.32,19.15
2018-03-30 12:00:56,32.47,1.9,15.93,19.29
2018-03-30 13:00:56,32.31,2.22,17.06,20.79
