Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2022-03-23 16:00:56,52.79,9.19,3.82,10.38,13.4,93.34
2022-03-23 17:00:56,51.71,8.54,3.99,10.28,13.15,94.07
2022-03-23 18:00:56,52.99,12.48,4.68,10.31,13.1,92.66
2022-03-23 19:00:56,50.53,12.39,4.31,10.75,13.45,88.36
2022-03-23 20:00:56,48.73,12.85,4.47,10.91,13.62,91.03
2022-03-23 21:00:56,47.37,12.06,4.7,10.43,13.19,90.53
2022-03-23 22:00:56,46.59,10.98,4.91,10.11,12.75,91.76
2022-03-23 23:00:56,50.19,10.79,4.92,10.7,13.43,86.62
2022-03-24 00:00:56,51.4,10.63,4.91,9.75,12.54,89.23
2022-03-24 01:00:56,51.59,13.78,4.79,10.07,12.82,87.37
2022-03-24 02:00:56,51.15,18.87,4.9,10.3,12.96,89.65
2022-03-24 03:00:56,51.87,16.12,4.75,9.78,12.53,89.56
2022-03-24 04:00:56,50.35,14.05,5.22,9.56,12.26,88.69
2022-03-24 05:00:56,51.28,13.22,5.03,9.34,12.04,86.91
2022-03-24 06:00:56,51.31,12.37,4.65,9.45,12.09,87.18
2022-03-24 07:00:56,49.31,10.94,5.49,9.68,12.35,83.02
2022-03-24 08:00:56,50.85,10.75,8.51,16.01,21.88,69.37
2022-03-24 09:00:56,56.85,13.32,7.28,15.73,20.16,69.94
2022-03-24 10:00:56,66.86,18.24,6.57,12.49,15.69,77.11
2022-03-24 11:00:56,65.77,18.81,6.38,11.52,14.68,77.87
2022-03-24 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0
