Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-04-05 07:00:56,54.67,0.0,6.61,18.16,19.43,25.33
2018-04-05 08:00:56,72.88,0.0,7.44,23.82,27.63,42.17
2018-04-05 09:00:56,94.43,0.0,5.98,23.62,25.32,65.79
2018-04-05 10:00:56,52.34,0.0,5.09,35.88,38.01,67.25
2018-04-05 11:00:56,34.96,0.0,6.19,30.43,30.79,79.51
2018-04-05 12:00:56,34.61,0.0,5.79,53.36,54.23,67.49
2018-04-05 13:00:56,50.66,0.0,4.56,48.17,48.77,74.85
2018-04-05 14:00:56,42.81,0.0,4.77,48.8,49.61,70.26
2018-04-05 15:00:56,62.83,0.0,4.31,48.05,49.05,69.3
2018-04-05 16:00:56,32.7,0.0,4.29,50.65,52.14,66.08
2018-04-05 17:00:56,50.65,0.0,4.2,46.38,47.79,67.09
2018-04-05 18:00:56,41.52,0.0,3.94,45.11,46.68,66.43
2018-04-05 19:00:56,55.66,0.0,4.16,39.55,40.24,60.76
2018-04-05 20:00:56,77.32,0.0,5.8,50.31,54.67,16.46
2018-04-05 21:00:56,218.28,0.0,9.09,49.0,55.94,9.23
2018-04-05 22:00:56,254.45,0.0,9.9,43.85,59.4,9.15
2018-04-05 23:00:56,318.5,0.0,10.99,40.4,59.73,11.75
2018-04-06 00:00:56,297.93,0.0,7.63,29.79,34.07,19.85
2018-04-06 01:00:56,108.08,0.0,7.34,30.12,34.15,11.09
2018-04-06 02:00:56,134.37,0.0,7.0,24.38,29.03,8.77
2018-04-06 03:00:56,167.06,0.0,7.09,24.39,28.44,8.76
2018-04-06 04:00:56,117.43,0.0,6.66,19.98,23.06,8.47
2018-04-06 05:00:56,102.01,0.0,6.67,17.93,19.98,12.31
2018-04-06 06:00:56,78.1,0.0,6.6,18.22,22.61,8.52
2018-04-06 07:00:56,107.37,0.0,7.03,20.43,27.96,10.79
2018-04-06 08:00:56,115.96,0.0,7.31,33.11,41.62,28.48
2018-04-06 09:00:56,88.16,0.0,6.93,28.51,32.85,51.09
2018-04-06 10:00:56,65.85,0.0,6.22,36.78,41.44,57.33
2018-04-06 11:00:56,62.0,0.0,5.8,40.6,45.34,65.3
2018-04-06 12:00:56,62.07,0.0,5.01,50.5,55.65,62.68
2018-04-06 13:00:56,64.11,0.0,4.68,54.16,59.15,61.98
2018-04-06 14:00:56,66.6,0.0,4.56,51.5,55.81,65.37
2018-04-06 15:00:56,56.54,0.0,5.05,48.6,52.31,66.6
2018-04-06 16:00:56,44.96,0.0,4.37,45.59,48.67,68.2
2018-04-06 17:00:56,44.19,0.0,4.5,44.74,47.69,67.19
2018-04-06 18:00:56,49.96,0.0,4.58,55.41,59.6,55.32
2018-04-06 19:00:56,79.43,0.0,4.82,54.42,58.24,43.34
2018-04-06 20:00:56,178.09,0.0,6.67,55.88,63.02,12.56
2018-04-06 21:00:56,417.89,0.0,9.21,56.83,68.84,10.32
2018-04-06 22:00:56,404.58,0.0,7.87,37.88,41.76,37.95
2018-04-06 23:00:56,139.97,0.0,6.83,43.22,48.23,21.06
2018-04-07 00:00:56,114.59,0.0,6.84,38.85,43.87,12.46
2018-04-07 01:00:56,132.05,0.0,7.07,34.32,40.12,9.67
2018-04-07 02:00:56,154.45,0.0,6.9,24.61,27.5,25.79
2018-04-07 03:00:56,65.89,0.0,6.08,28.4,31.87,23.93
2018-04-07 04:00:56,63.04,0.0,5.79,21.35,23.33,26.67
2018-04-07 05:00:56,63.81,0.0,5.5,19.17,20.58,21.7
2018-04-07 06:00:56,59.34,0.0,5.84,22.48,25.05,14.19
2018-04-07 07:00:56,68.51,0.0,5.82,19.48,21.76,21.21
2018-04-07 08:00:56,82.26,0.0,6.67,35.01,40.05,33.23
2018-04-07 09:00:56,88.35,0.0,5.91,38.26,43.16,46.11
2018-04-07 10:00:56,72.29,0.0,5.51,43.77,48.89,51.26
2018-04-07 11:00:56,55.24,0.0,5.05,53.72,59.82,52.93
2018-04-07 12:00:56,61.28,0.0,5.66,56.49,62.42,56.03
2018-04-07 13:00:56,67.33,0.0,5.39,60.83,66.79,50.94
2018-04-07 14:00:56,50.12,0.0,4.94,65.76,72.59,44.78
2018-04-07 15:00:56,53.81,0.0,5.07,56.77,62.41,55.21
2018-04-07 16:00:56,73.11,0.0,5.37,68.63,75.94,43.92
2018-04-07 17:00:56,76.72,0.0,5.8,68.01,75.09,45.04
2018-04-07 18:00:56,94.01,0.0,5.64,72.01,80.03,36.85
2018-04-07 19:00:56,74.93,0.0,5.87,77.73,87.46,17.64
2018-04-07 20:00:56,235.32,0.0,6.11,70.41,83.19,9.04
2018-04-07 21:00:56,372.91,0.0,8.74,60.94,92.01,9.14
2018-04-07 22:00:56,511.44,0.0,8.8,55.01,81.88,12.75
2018-04-07 23:00:56,321.05,0.0,7.11,51.65,63.28,16.71
2018-04-08 00:00:56,150.48,0.0,6.96,39.67,48.01,21.66
2018-04-08 01:00:56,112.99,0.0,7.11,35.26,42.48,10.86
2018-04-08 02:00:56,137.57,0.0,7.53,33.35,41.86,8.51
2018-04-08 03:00:56,152.74,0.0,7.49,29.98,38.98,8.38
2018-04-08 04:00:56,169.53,0.0,7.22,28.82,37.58,8.55
2018-04-08 05:00:56,134.13,0.0,7.41,24.77,30.95,9.6
2018-04-08 06:00:56,112.45,0.0,7.52,23.77,28.99,11.76
2018-04-08 07:00:56,99.83,0.0,7.05,25.4,31.38,14.05
2018-04-08 08:00:56,119.1,0.0,7.11,36.85,44.26,29.39
2018-04-08 09:00:56,94.63,0.0,6.76,33.46,39.16,46.84
2018-04-08 10:00:56,62.21,0.0,7.41,49.39,57.24,49.95
2018-04-08 11:00:56,67.08,0.0,7.02,47.8,54.58,61.2
2018-04-08 12:00:56,68.84,0.0,6.72,60.45,68.69,55.18
2018-04-08 13:00:56,65.04,0.0,5.61,73.27,83.13,44.32
2018-04-08 14:00:56,66.29,0.0,5.43,73.11,82.63,44.94
2018-04-08 15:00:56,73.96,0.0,5.31,64.18,71.97,53.47
2018-04-08 16:00:56,71.96,0.0,5.19,74.27,84.12,38.44
2018-04-08 17:00:56,48.6,0.0,5.25,64.98,73.12,45.82
2018-04-08 18:00:56,86.32,0.0,4.93,49.99,55.24,58.62
2018-04-08 19:00:56,96.62,0.0,5.17,48.59,53.4,51.22
2018-04-08 20:00:56,155.79,0.0,5.18,50.9,56.3,41.41
2018-04-08 21:00:56,105.52,0.0,5.55,65.86,74.94,25.15
2018-04-08 22:00:56,139.34,0.0,5.07,47.34,53.33,33.12
2018-04-08 23:00:56,77.37,0.0,5.38,48.24,54.54,27.45
2018-04-09 00:00:56,108.5,0.0,5.51,42.37,47.93,30.41
2018-04-09 01:00:56,72.0,0.0,5.09,37.63,42.37,31.13
2018-04-09 02:00:56,71.92,0.0,5.47,34.02,38.38,21.69
2018-04-09 03:00:56,69.6,0.0,5.33,29.77,33.62,22.86
2018-04-09 04:00:56,60.08,0.0,5.44,29.55,33.16,32.62
2018-04-09 05:00:56,62.04,0.0,5.26,27.71,30.97,15.52
2018-04-09 06:00:56,63.29,0.0,5.81,28.02,31.53,14.32
2018-04-09 07:00:56,71.96,0.0,6.75,30.62,37.23,17.26
2018-04-09 08:00:56,116.57,0.0,6.17,35.66,41.24,39.91
2018-04-09 09:00:56,82.92,0.0,6.22,40.87,46.53,49.48
2018-04-09 10:00:56,80.6,0.0,6.05,42.08,47.54,55.65
2018-04-09 11:00:56,71.19,0.0,5.78,65.63,74.54,44.43
2018-04-09 12:00:56,76.83,0.0,5.38,56.72,63.42,54.63
2018-04-09 13:00:56,71.53,0.0,5.3,41.26,45.41,65.9
2018-04-09 14:00:56,87.29,0.0,5.07,58.2,65.05,51.14
2018-04-09 15:00:56,65.13,0.0,4.75,40.6,44.17,68.47
2018-04-09 16:00:56,69.62,0.0,4.64,47.6,50.93,58.5
2018-04-09 17:00:56,88.1,0.0,4.23,43.4,46.02,63.22
2018-04-09 18:00:56,91.49,0.0,4.24,47.1,49.06,51.13
2018-04-09 19:00:56,106.74,0.0,4.55,50.26,52.91,44.43
2018-04-09 20:00:56,129.59,0.0,4.48,58.27,62.93,30.16
2018-04-09 21:00:56,116.77,0.0,4.79,46.54,49.92,42.24
2018-04-09 22:00:56,109.88,0.0,4.66,43.34,46.57,33.74
2018-04-09 23:00:56,106.75,0.0,4.97,42.05,45.33,21.94
2018-04-10 00:00:56,127.73,0.0,4.75,36.38,39.35,36.97
2018-04-10 01:00:56,57.06,0.0,4.46,31.3,33.51,38.32
2018-04-10 02:00:56,59.39,0.0,4.8,28.61,30.52,25.31
2018-04-10 03:00:56,71.27,0.0,4.54,24.98,26.54,23.19
2018-04-10 04:00:56,78.35,0.0,5.08,22.87,24.25,22.05
2018-04-10 05:00:56,58.97,0.0,5.64,22.95,24.19,30.79
2018-04-10 06:00:56,57.97,0.0,5.53,21.28,22.37,25.56
2018-04-10 07:00:56,57.88,0.0,5.99,28.73,30.93,35.09
2018-04-10 08:00:56,83.96,0.0,5.76,29.16,31.4,54.93
2018-04-10 09:00:56,83.03,0.0,6.29,40.31,43.78,56.1
2018-04-10 10:00:56,83.29,0.0,5.42,40.46,43.55,63.35
2018-04-10 11:00:56,61.48,0.0,4.81,53.08,57.46,58.42
2018-04-10 12:00:56,46.45,0.0,0.0,58.89,63.92,56.74
