Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),O3 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2018-03-29 00:00:56,131.01,0.0,5.51,0.0,0.0,0.0,0.0
2018-03-29 01:00:56,118.1,0.0,5.32,0.0,0.0,0.0,0.0
2018-03-29 02:00:56,119.99,0.0,5.05,0.0,0.0,0.0,0.0
2018-03-29 03:00:56,110.07,0.0,4.64,0.0,0.0,0.0,0.0
2018-03-29 04:00:56,112.98,0.0,4.23,0.0,0.0,0.0,0.0
2018-03-29 05:00:56,112.01,0.0,3.78,0.0,0.0,0.0,0.0
2018-03-29 06:00:56,89.16,0.0,3.79,0.0,0.0,0.0,0.0
2018-03-29 07:00:56,79.07,0.0,3.96,0.0,0.0,0.0,0.0
2018-03-29 08:00:56,72.05,0.0,4.06,0.0,0.0,0.0,0.0
2018-03-29 09:00:56,57.11,0.0,4.02,0.0,0.0,0.0,0.0
2018-03-29 10:00:56,27.22,0.0,4.13,0.0,0.0,0.0,0.0
2018-03-29 11:00:56,21.05,0.0,4.25,0.0,0.0,0.0,0.0
2018-03-29 12:00:56,23.98,0.0,4.23,0.0,0.0,0.0,0.0
2018-03-29 13:00:56,19.04,0.0,4.5,0.0,0.0,0.0,0.0
2018-03-29 14:00:56,15.03,0.0,4.0,0.0,0.0,0.0,0.0
2018-03-29 15:00:56,10.04,0.0,4.0,0.0,0.0,0.0,0.0
2018-03-29 16:00:56,10.99,0.0,4.06,0.0,0.0,0.0,0.0
2018-03-29 17:00:56,11.0,0.0,3.98,0.0,0.0,0.0,0.0
2018-03-29 18:00:56,11.0,0.0,3.69,0.0,0.0,0.0,0.0
2018-03-29 19:00:56,10.01,0.0,3.69,0.0,0.0,0.0,0.0
2018-03-29 20:00:56,8.01,0.0,3.61,0.0,0.0,0.0,0.0
2018-03-29 21:00:56,6.01,0.0,3.68,0.0,0.0,0.0,0.0
2018-03-29 22:00:56,5.01,0.0,3.54,0.0,0.0,0.0,0.0
2018-03-29 23:00:56,7.98,0.0,3.67,0.0,0.0,0.0,0.0
2018-03-30 00:00:56,9.98,0.0,3.29,0.0,0.0,0.0,0.0
2018-03-30 01:00:56,10.0,0.0,3.83,0.0,0.0,0.0,0.0
2018-03-30 02:00:56,31.88,0.0,4.0,0.0,0.0,0.0,0.0
2018-03-30 03:00:56,19.07,0.0,4.1,0.0,0.0,0.0,0.0
2018-03-30 04:00:56,49.82,0.0,3.99,0.0,0.0,0.0,0.0
2018-03-30 05:00:56,16.19,0.0,4.02,0.0,0.0,0.0,0.0
2018-03-30 06:00:56,13.02,0.0,3.95,0.0,0.0,0.0,0.0
2018-03-30 07:00:56,13.0,0.0,4.18,0.0,0.0,0.0,0.0
2018-03-30 08:00:56,26.92,0.0,4.22,0.0,0.0,0.0,0.0
2018-03-30 09:00:56,43.9,0.0,4.52,0.0,0.0,0.0,0.0
2018-03-30 10:00:56,30.09,0.0,4.35,0.0,0.0,0.0,0.0
2018-03-30 11:00:56,18.07,0.0,4.47,0.0,0.0,0.0,0.0
2018-03-30 12:00:56,16.01,0.0,4.56,0.0,0.0,0.0,0.0
2018-03-30 13:00:56,15.0,0.0,4.53,0.0,0.0,0.0,0.0
2018-03-30 14:00:56,13.01,0.0,4.82,0.0,0.0,0.0,0.0
2018-03-30 15:00:56,19.0,0.0,4.12,0.0,0.0,0.0,0.0
2018-03-30 16:00:56,18.29,0.0,4.35,0.0,0.0,0.0,0.0
2018-03-30 17:00:56,16.58,0.0,4.1,0.0,0.0,0.0,0.0
2018-03-30 18:00:56,22.4,0.0,4.01,0.0,0.0,0.0,0.0
2018-03-30 19:00:56,23.58,0.0,4.24,0.0,0.0,0.0,0.0
2018-03-30 20:00:56,29.4,0.0,4.55,0.0,0.0,0.0,0.0
2018-03-30 21:00:56,36.26,0.0,4.84,0.0,0.0,0.0,0.0
2018-03-30 22:00:56,65.66,0.0,5.0,0.0,0.0,0.0,0.0
2018-03-30 23:00:56,71.32,0.0,4.92,0.0,0.0,0.0,0.0
2018-03-31 00:00:56,61.2,0.0,5.29,0.0,0.0,0.0,0.0
2018-03-31 01:00:56,76.44,0.0,4.93,0.0,0.0,0.0,0.0
2018-03-31 02:00:56,54.96,0.0,4.41,0.0,0.0,0.0,0.0
2018-03-31 03:00:56,31.65,0.0,4.6,0.0,0.0,0.0,0.0
2018-03-31 04:00:56,29.13,0.0,4.43,0.0,0.0,0.0,0.0
2018-03-31 05:00:56,25.04,0.0,4.58,0.0,0.0,0.0,0.0
2018-03-31 06:00:56,16.62,0.0,4.74,0.0,0.0,0.0,0.0
2018-03-31 07:00:56,18.26,0.0,5.24,0.0,0.0,0.0,0.0
2018-03-31 08:00:56,43.4,0.0,5.54,0.0,0.0,0.0,0.0
2018-03-31 09:00:56,47.33,0.0,5.34,0.0,0.0,0.0,0.0
2018-03-31 10:00:56,62.73,0.0,4.71,0.0,0.0,0.0,0.0
2018-03-31 11:00:56,44.45,0.0,4.07,0.0,0.0,0.0,0.0
2018-03-31 12:00:56,29.03,0.0,3.9,0.0,0.0,0.0,0.0
2018-03-31 13:00:56,24.16,0.0,3.82,0.0,0.0,0.0,0.0
2018-03-31 14:00:56,27.26,0.0,3.84,0.0,0.0,0.0,0.0
2018-03-31 15:00:56,20.48,0.0,3.8,0.0,0.0,0.0,0.0
2018-03-31 16:00:56,17.71,0.0,3.87,0.0,0.0,0.0,0.0
2018-03-31 17:00:56,18.71,0.0,3.77,0.0,0.0,0.0,0.0
2018-03-31 18:00:56,17.58,0.0,3.78,0.0,0.0,0.0,0.0
2018-03-31 19:00:56,24.81,0.0,3.78,0.0,0.0,0.0,0.0
2018-03-31 20:00:56,40.78,0.0,4.0,0.0,0.0,0.0,0.0
2018-03-31 21:00:56,94.28,0.0,4.56,0.0,0.0,0.0,0.0
2018-03-31 22:00:56,131.75,0.0,4.59,0.0,0.0,0.0,0.0
2018-03-31 23:00:56,113.44,0.0,4.66,0.0,0.0,0.0,0.0
2018-04-01 00:00:56,88.09,0.0,4.73,0.0,0.0,0.0,0.0
2018-04-01 01:00:56,213.36,0.0,4.3,0.0,0.0,0.0,0.0
2018-04-01 02:00:56,124.45,0.0,4.48,0.0,0.0,0.0,0.0
2018-04-01 03:00:56,56.05,0.0,4.36,0.0,0.0,0.0,0.0
2018-04-01 04:00:56,39.19,0.0,4.21,0.0,0.0,0.0,0.0
2018-04-01 05:00:56,29.73,0.0,4.04,0.0,0.0,0.0,0.0
2018-04-01 06:00:56,22.31,0.0,3.99,0.0,0.0,0.0,0.0
2018-04-01 07:00:56,21.42,0.0,4.14,0.0,0.0,0.0,0.0
2018-04-01 08:00:56,36.93,0.0,4.45,0.0,0.0,0.0,0.0
2018-04-01 09:00:56,49.4,0.0,4.32,0.0,0.0,0.0,0.0
2018-04-01 10:00:56,49.87,0.0,3.9,0.0,0.0,0.0,0.0
2018-04-01 11:00:56,38.33,0.0,3.85,0.0,0.0,0.0,0.0
2018-04-01 12:00:56,24.76,0.0,3.81,0.0,0.0,0.0,0.0
2018-04-01 13:00:56,20.29,0.0,3.85,0.0,0.0,0.0,0.0
2018-04-01 14:00:56,20.0,0.0,3.88,0.0,0.0,0.0,0.0
2018-04-01 15:00:56,20.0,0.0,3.88,0.0,0.0,0.0,0.0
2018-04-01 16:00:56,19.29,0.0,3.89,0.0,0.0,0.0,0.0
2018-04-01 17:00:56,22.55,0.0,3.94,0.0,0.0,0.0,0.0
2018-04-01 18:00:56,19.73,0.0,3.83,0.0,0.0,0.0,0.0
2018-04-01 19:00:56,25.83,0.0,3.85,0.0,0.0,0.0,0.0
2018-04-01 20:00:56,55.32,0.0,4.13,0.0,0.0,0.0,0.0
2018-04-01 21:00:56,117.94,0.0,4.43,0.0,0.0,0.0,0.0
2018-04-01 22:00:56,149.67,0.0,4.63,0.0,0.0,0.0,0.0
2018-04-01 23:00:56,135.5,0.0,4.47,0.0,0.0,0.0,0.0
2018-04-02 00:00:56,98.12,0.0,4.26,0.0,0.0,0.0,0.0
2018-04-02 01:00:56,71.77,0.0,4.04,0.0,0.0,0.0,0.0
2018-04-02 02:00:56,261.2,0.0,3.93,0.0,0.0,0.0,0.0
2018-04-02 03:00:56,130.41,0.0,3.96,0.0,0.0,0.0,0.0
2018-04-02 04:00:56,30.76,0.0,3.79,0.0,0.0,0.0,0.0
2018-04-02 05:00:56,19.3,0.0,3.83,0.0,0.0,0.0,0.0
2018-04-02 06:00:56,21.27,0.0,3.88,0.0,0.0,0.0,0.0
2018-04-02 07:00:56,26.56,0.0,4.16,0.0,0.0,0.0,0.0
2018-04-02 08:00:56,37.24,0.0,5.1,0.0,0.0,0.0,0.0
2018-04-02 09:00:56,90.77,0.0,4.79,0.0,0.0,0.0,0.0
2018-04-02 10:00:56,88.97,0.0,4.49,0.0,0.0,0.0,0.0
2018-04-02 11:00:56,86.4,0.0,3.81,0.0,0.0,0.0,0.0
2018-04-02 12:00:56,71.94,0.0,3.83,0.0,0.0,0.0,0.0
2018-04-02 13:00:56,33.73,0.0,3.68,0.0,0.0,0.0,0.0
2018-04-02 14:00:56,21.0,0.0,3.6,0.0,0.0,0.0,0.0
2018-04-02 15:00:56,21.71,0.0,3.66,0.0,0.0,0.0,0.0
2018-04-02 16:00:56,24.13,0.0,3.62,0.0,0.0,0.0,0.0
2018-04-02 17:00:56,24.29,0.0,3.6,0.0,0.0,0.0,0.0
2018-04-02 18:00:56,19.03,0.0,3.64,0.0,0.0,0.0,0.0
2018-04-02 19:00:56,12.03,0.0,3.62,0.0,0.0,0.0,0.0
2018-04-02 20:00:56,14.97,0.0,3.7,0.0,0.0,0.0,0.0
2018-04-02 21:00:56,25.53,0.0,3.91,0.0,0.0,0.0,0.0
2018-04-02 22:00:56,26.87,0.0,3.98,0.0,0.0,0.0,0.0
2018-04-02 23:00:56,40.21,0.0,4.26,0.0,0.0,0.0,0.0
2018-04-03 00:00:56,31.08,0.0,4.18,0.0,0.0,0.0,0.0
2018-04-03 01:00:56,173.61,0.0,4.31,0.0,0.0,0.0,0.0
2018-04-03 02:00:56,96.85,0.0,4.42,0.0,0.0,0.0,0.0
2018-04-03 03:00:56,33.9,0.0,4.29,0.0,0.0,0.0,0.0
2018-04-03 04:00:56,31.71,0.0,4.62,0.0,0.0,0.0,0.0
2018-04-03 05:00:56,17.06,0.0,4.93,0.0,0.0,0.0,0.0
2018-04-03 06:00:56,10.29,0.0,4.55,0.0,0.0,0.0,0.0
2018-04-03 07:00:56,14.98,0.0,4.11,0.0,0.0,0.0,0.0
2018-04-03 08:00:56,24.11,0.0,4.19,0.0,0.0,0.0,0.0
2018-04-03 09:00:56,19.17,0.0,3.95,0.0,0.0,0.0,0.0
2018-04-03 10:00:56,16.71,0.0,3.87,0.0,0.0,0.0,0.0
2018-04-03 11:00:56,18.42,0.0,3.73,0.0,0.0,0.0,0.0
2018-04-03 12:00:56,19.71,0.0,3.53,0.0,0.0,0.0,0.0
2018-04-03 13:00:56,24.27,0.0,3.39,0.0,0.0,0.0,0.0
2018-04-03 14:00:56,18.17,0.0,3.29,0.0,0.0,0.0,0.0
2018-04-03 15:00:56,12.15,0.0,3.32,0.0,0.0,0.0,0.0
2018-04-03 16:00:56,11.0,0.0,3.32,0.0,0.0,0.0,0.0
2018-04-03 17:00:56,14.56,0.0,3.28,0.0,0.0,0.0,0.0
2018-04-03 18:00:56,14.58,0.0,3.27,0.0,0.0,0.0,0.0
2018-04-03 19:00:56,18.98,0.0,3.3,0.0,0.0,0.0,0.0
2018-04-03 20:00:56,32.38,0.0,4.01,0.0,0.0,0.0,0.0
2018-04-03 21:00:56,40.56,0.0,4.42,0.0,0.0,0.0,0.0
2018-04-03 22:00:56,68.36,0.0,4.45,0.0,0.0,0.0,0.0
2018-04-03 23:00:56,75.44,0.0,4.58,0.0,0.0,0.0,0.0
2018-04-04 00:00:56,67.6,0.0,4.78,0.0,0.0,0.0,0.0
2018-04-04 01:00:56,78.54,0.0,4.97,0.0,0.0,0.0,0.0
2018-04-04 02:00:56,57.65,0.0,5.01,0.0,0.0,0.0,0.0
2018-04-04 03:00:56,33.44,0.0,4.75,0.0,0.0,0.0,0.0
2018-04-04 04:00:56,25.15,0.0,4.95,0.0,0.0,0.0,0.0
2018-04-04 05:00:56,19.72,0.0,5.13,0.0,0.0,0.0,0.0
2018-04-04 06:00:56,19.43,0.0,5.28,0.0,0.0,0.0,0.0
2018-04-04 07:00:56,24.28,0.0,5.6,0.0,0.0,0.0,0.0
2018-04-04 08:00:56,46.67,0.0,6.21,0.0,0.0,0.0,0.0
2018-04-04 09:00:56,52.15,0.0,5.1,0.0,0.0,0.0,0.0
2018-04-04 10:00:56,51.71,0.0,4.17,0.0,0.0,0.0,0.0
2018-04-04 11:00:56,38.46,0.0,3.69,0.0,0.0,0.0,0.0
2018-04-04 12:00:56,27.3,0.0,3.62,0.0,0.0,0.0,0.0
2018-04-04 13:00:56,23.58,0.0,3.51,0.0,0.0,0.0,0.0
2018-04-04 14:00:56,24.43,0.0,3.54,0.0,0.0,0.0,0.0
2018-04-04 15:00:56,23.57,0.0,3.47,0.0,0.0,0.0,0.0
2018-04-04 16:00:56,20.86,0.0,3.39,0.0,0.0,0.0,0.0
2018-04-04 17:00:56,20.0,0.0,3.51,0.0,0.0,0.0,0.0
2018-04-04 18:00:56,24.28,0.0,3.52,0.0,0.0,0.0,0.0
2018-04-04 19:00:56,24.57,0.0,3.64,0.0,0.0,0.0,0.0
2018-04-04 20:00:56,30.41,0.0,3.87,0.0,0.0,0.0,0.0
2018-04-04 21:00:56,72.16,0.0,4.32,0.0,0.0,0.0,0.0
2018-04-04 22:00:56,105.8,0.0,4.15,0.0,0.0,0.0,0.0
2018-04-04 23:00:56,100.18,0.0,4.13,0.0,0.0,0.0,0.0
2018-04-05 00:00:56,79.45,0.0,4.07,0.0,0.0,0.0,0.0
2018-04-05 01:00:56,128.27,0.0,4.07,0.0,0.0,0.0,0.0
2018-04-05 02:00:56,80.26,0.0,4.0,0.0,0.0,0.0,0.0
2018-04-05 03:00:56,46.04,0.0,4.04,0.0,0.0,0.0,0.0
2018-04-05 04:00:56,35.51,0.0,4.0,0.0,0.0,0.0,0.0
2018-04-05 05:00:56,29.17,0.0,4.27,0.0,0.0,0.0,0.0
2018-04-05 06:00:56,28.0,0.0,4.05,0.0,0.0,0.0,0.0
2018-04-05 07:00:56,30.13,0.0,4.37,0.0,0.0,0.0,0.0
2018-04-05 08:00:56,33.13,0.0,4.87,0.0,0.0,0.0,0.0
2018-04-05 09:00:56,57.4,0.0,4.47,0.0,0.0,0.0,0.0
2018-04-05 10:00:56,80.46,0.0,4.21,0.0,0.0,0.0,0.0
2018-04-05 11:00:56,63.35,0.0,3.67,0.0,0.0,0.0,0.0
2018-04-05 12:00:56,48.34,0.0,3.61,0.0,0.0,0.0,0.0
2018-04-05 13:00:56,38.21,0.0,3.52,0.0,0.0,0.0,0.0
2018-04-05 14:00:56,39.25,0.0,3.71,0.0,0.0,0.0,0.0
2018-04-05 15:00:56,37.46,0.0,3.67,0.0,0.0,0.0,0.0
2018-04-05 16:00:56,38.12,0.0,3.67,0.0,0.0,0.0,0.0
2018-04-05 17:00:56,36.17,0.0,3.65,0.0,0.0,0.0,0.0
2018-04-05 18:00:56,27.21,0.0,3.63,0.0,0.0,0.0,0.0
2018-04-05 19:00:56,28.25,0.0,3.66,0.0,0.0,0.0,0.0
2018-04-05 20:00:56,40.62,0.0,3.87,0.0,0.0,0.0,0.0
2018-04-05 21:00:56,82.51,0.0,3.94,0.0,0.0,0.0,0.0
2018-04-05 22:00:56,105.08,0.0,3.91,0.0,0.0,0.0,0.0
2018-04-05 23:00:56,97.38,0.0,4.02,0.0,0.0,0.0,0.0
2018-04-06 00:00:56,81.68,0.0,4.1,0.0,0.0,0.0,0.0
2018-04-06 01:00:56,107.45,0.0,4.01,0.0,0.0,0.0,0.0
2018-04-06 02:00:56,73.99,0.0,3.89,0.0,0.0,0.0,0.0
2018-04-06 03:00:56,42.26,0.0,3.85,0.0,0.0,0.0,0.0
2018-04-06 04:00:56,37.71,0.0,3.84,0.0,0.0,0.0,0.0
2018-04-06 05:00:56,26.66,0.0,3.86,0.0,0.0,0.0,0.0
2018-04-06 06:00:56,22.71,0.0,4.02,0.0,0.0,0.0,0.0
2018-04-06 07:00:56,28.67,0.0,4.34,0.0,0.0,0.0,0.0
2018-04-06 08:00:56,45.88,0.0,4.37,0.0,0.0,0.0,0.0
2018-04-06 09:00:56,65.46,0.0,4.42,0.0,0.0,0.0,0.0
2018-04-06 10:00:56,71.71,0.0,3.91,0.0,0.0,0.0,0.0
2018-04-06 11:00:56,66.33,0.0,3.78,0.0,0.0,0.0,0.0
2018-04-06 12:00:56,50.54,0.0,3.79,0.0,0.0,0.0,0.0
2018-04-06 13:00:56,43.58,0.0,3.79,0.0,0.0,0.0,0.0
2018-04-06 14:00:56,37.33,0.0,3.75,0.0,0.0,0.0,0.0
2018-04-06 15:00:56,35.0,0.0,3.9,0.0,0.0,0.0,0.0
2018-04-06 16:00:56,31.45,0.0,4.16,0.0,0.0,0.0,0.0
2018-04-06 17:00:56,28.58,0.0,4.32,0.0,0.0,0.0,0.0
2018-04-06 18:00:56,20.2,0.0,4.45,0.0,0.0,0.0,0.0
2018-04-06 19:00:56,24.1,0.0,4.73,0.0,0.0,0.0,0.0
2018-04-06 20:00:56,70.96,0.0,4.21,0.0,0.0,0.0,0.0
2018-04-06 21:00:56,113.13,0.0,4.03,0.0,0.0,0.0,0.0
2018-04-06 22:00:56,122.29,0.0,3.94,0.0,0.0,0.0,0.0
2018-04-06 23:00:56,102.84,0.0,4.09,0.0,0.0,0.0,0.0
2018-04-07 00:00:56,85.77,0.0,3.94,0.0,0.0,0.0,0.0
2018-04-07 01:00:56,121.74,0.0,3.85,0.0,0.0,0.0,0.0
2018-04-07 02:00:56,84.81,0.0,3.99,0.0,0.0,0.0,0.0
2018-04-07 03:00:56,50.2,0.0,3.81,0.0,0.0,0.0,0.0
2018-04-07 04:00:56,35.79,0.0,3.73,0.0,0.0,0.0,0.0
2018-04-07 05:00:56,25.63,0.0,3.72,0.0,0.0,0.0,0.0
2018-04-07 06:00:56,20.16,0.0,3.76,0.0,0.0,0.0,0.0
2018-04-07 07:00:56,23.25,0.0,3.98,0.0,0.0,0.0,0.0
2018-04-07 08:00:56,31.39,0.0,3.93,0.0,0.0,0.0,0.0
2018-04-07 09:00:56,59.56,0.0,4.04,0.0,0.0,0.0,0.0
2018-04-07 10:00:56,80.65,0.0,3.8,0.0,0.0,0.0,0.0
2018-04-07 11:00:56,70.09,0.0,3.66,0.0,0.0,0.0,0.0
2018-04-07 12:00:56,49.09,0.0,3.72,0.0,0.0,0.0,0.0
2018-04-07 13:00:56,40.87,0.0,3.71,0.0,0.0,0.0,0.0
2018-04-07 14:00:56,31.48,0.0,3.95,0.0,0.0,0.0,0.0
2018-04-07 15:00:56,22.31,0.0,4.35,0.0,0.0,0.0,0.0
2018-04-07 16:00:56,20.71,0.0,4.29,0.0,0.0,0.0,0.0
2018-04-07 17:00:56,18.87,0.0,4.33,0.0,0.0,0.0,0.0
2018-04-07 18:00:56,20.13,0.0,4.2,0.0,0.0,0.0,0.0
2018-04-07 19:00:56,21.71,0.0,4.18,0.0,0.0,0.0,0.0
2018-04-07 20:00:56,41.19,0.0,4.19,0.0,0.0,0.0,0.0
2018-04-07 21:00:56,100.88,0.0,4.0,0.0,0.0,0.0,0.0
2018-04-07 22:00:56,117.74,0.0,3.87,0.0,0.0,0.0,0.0
2018-04-07 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-08 00:00:56,89.47,0.0,3.73,0.0,0.0,0.0,0.0
2018-04-08 01:00:56,87.84,0.0,3.64,0.0,0.0,0.0,0.0
2018-04-08 02:00:56,118.75,0.0,3.68,0.0,0.0,0.0,0.0
2018-04-08 03:00:56,91.28,0.0,3.69,0.0,0.0,0.0,0.0
2018-04-08 04:00:56,55.85,0.0,3.61,0.0,0.0,0.0,0.0
2018-04-08 05:00:56,31.69,0.0,3.62,0.0,0.0,0.0,0.0
2018-04-08 06:00:56,24.29,0.0,3.56,0.0,0.0,0.0,0.0
2018-04-08 07:00:56,21.87,0.0,3.63,0.0,0.0,0.0,0.0
2018-04-08 08:00:56,28.09,0.0,3.72,0.0,0.0,0.0,0.0
2018-04-08 09:00:56,37.38,0.0,3.68,0.0,0.0,0.0,0.0
2018-04-08 10:00:56,52.77,0.0,3.61,0.0,0.0,0.0,0.0
2018-04-08 11:00:56,54.45,0.0,3.55,0.0,0.0,0.0,0.0
2018-04-08 12:00:56,29.6,0.0,3.55,0.0,0.0,0.0,0.0
2018-04-08 13:00:56,22.13,0.0,3.51,0.0,0.0,0.0,0.0
2018-04-08 14:00:56,18.74,0.0,3.52,0.0,0.0,0.0,0.0
2018-04-08 15:00:56,25.52,0.0,3.67,0.0,0.0,0.0,0.0
2018-04-08 16:00:56,32.55,0.0,4.0,0.0,0.0,0.0,0.0
2018-04-08 17:00:56,43.93,0.0,4.24,0.0,0.0,0.0,0.0
2018-04-08 18:00:56,69.3,0.0,3.75,0.0,0.0,0.0,0.0
2018-04-08 19:00:56,161.07,0.0,3.77,0.0,0.0,0.0,0.0
2018-04-08 20:00:56,103.4,0.0,3.72,0.0,0.0,0.0,0.0
2018-04-08 21:00:56,32.63,0.0,3.6,0.0,0.0,0.0,0.0
2018-04-08 22:00:56,18.29,0.0,3.59,0.0,0.0,0.0,0.0
2018-04-08 23:00:56,15.87,0.0,3.59,0.0,0.0,0.0,0.0
2018-04-09 00:00:56,18.55,0.0,3.55,0.0,0.0,0.0,0.0
2018-04-09 01:00:56,28.52,0.0,3.64,0.0,0.0,0.0,0.0
2018-04-09 02:00:56,39.09,0.0,3.56,0.0,0.0,0.0,0.0
2018-04-09 03:00:56,32.77,0.0,3.51,0.0,0.0,0.0,0.0
2018-04-09 04:00:56,30.42,0.0,3.67,0.0,0.0,0.0,0.0
2018-04-09 05:00:56,26.02,0.0,3.66,0.0,0.0,0.0,0.0
2018-04-09 06:00:56,21.16,0.0,3.63,0.0,0.0,0.0,0.0
2018-04-09 07:00:56,30.66,0.0,3.75,0.0,0.0,0.0,0.0
2018-04-09 08:00:56,41.4,0.0,3.76,0.0,0.0,0.0,0.0
2018-04-09 09:00:56,68.14,0.0,3.86,0.0,0.0,0.0,0.0
2018-04-09 10:00:56,92.91,0.0,3.79,0.0,0.0,0.0,0.0
2018-04-09 11:00:56,72.02,0.0,3.75,0.0,0.0,0.0,0.0
2018-04-09 12:00:56,61.0,0.0,3.84,0.0,0.0,0.0,0.0
2018-04-09 13:00:56,46.78,0.0,3.9,0.0,0.0,0.0,0.0
2018-04-09 14:00:56,34.6,0.0,4.08,0.0,0.0,0.0,0.0
2018-04-09 15:00:56,36.98,0.0,4.09,0.0,0.0,0.0,0.0
2018-04-09 16:00:56,39.71,0.0,4.28,0.0,0.0,0.0,0.0
2018-04-09 17:00:56,37.16,0.0,4.42,0.0,0.0,0.0,0.0
2018-04-09 18:00:56,47.37,0.0,4.42,0.0,0.0,0.0,0.0
2018-04-09 19:00:56,81.17,0.0,3.95,0.0,0.0,0.0,0.0
2018-04-09 20:00:56,51.08,0.0,3.88,0.0,0.0,0.0,0.0
2018-04-09 21:00:56,25.46,0.0,3.62,0.0,0.0,0.0,0.0
2018-04-09 22:00:56,14.89,0.0,3.63,0.0,0.0,0.0,0.0
2018-04-09 23:00:56,24.09,0.0,3.7,0.0,0.0,0.0,0.0
2018-04-10 00:00:56,29.71,0.0,3.78,0.0,0.0,0.0,0.0
2018-04-10 01:00:56,44.23,0.0,3.67,0.0,0.0,0.0,0.0
2018-04-10 02:00:56,40.77,0.0,3.69,0.0,0.0,0.0,0.0
2018-04-10 03:00:56,29.89,0.0,3.66,0.0,0.0,0.0,0.0
2018-04-10 04:00:56,27.0,0.0,3.65,0.0,0.0,0.0,0.0
2018-04-10 05:00:56,24.87,0.0,3.65,0.0,0.0,0.0,0.0
2018-04-10 06:00:56,24.0,0.0,3.66,0.0,0.0,0.0,0.0
2018-04-10 07:00:56,26.14,0.0,3.67,0.0,0.0,0.0,0.0
2018-04-10 08:00:56,34.12,0.0,3.71,0.0,0.0,0.0,0.0
2018-04-10 09:00:56,51.22,0.0,3.72,0.0,0.0,0.0,0.0
2018-04-10 10:00:56,79.75,0.0,3.71,0.0,0.0,0.0,0.0
2018-04-10 11:00:56,67.68,0.0,3.71,0.0,0.0,0.0,0.0
2018-04-10 12:00:56,55.45,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10 13:00:56,44.76,0.0,5.43,0.0,0.0,0.0,0.0
2018-04-10 14:00:56,38.92,0.0,5.07,0.0,0.0,0.0,0.0
2018-04-10 15:00:56,68.0,0.0,6.62,0.0,0.0,0.0,0.0
2018-04-10 16:00:56,0.0,0.0,6.52,0.0,0.0,0.0,0.0
2018-04-10 17:00:56,0.0,0.0,6.75,0.0,0.0,0.0,0.0
2018-04-10 18:00:56,0.0,0.0,6.77,0.0,0.0,0.0,0.0
2018-04-10 19:00:56,0.0,0.0,5.98,0.0,0.0,0.0,0.0
2018-04-10 20:00:56,0.0,0.0,6.32,0.0,0.0,0.0,0.0
2018-04-10 21:00:56,0.0,0.0,6.22,0.0,0.0,0.0,0.0
2018-04-10 22:00:56,0.0,0.0,6.28,0.0,0.0,0.0,0.0
2018-04-10 23:00:56,0.0,0.0,5.28,0.0,0.0,0.0,0.0
2018-04-11 00:00:56,0.0,0.0,5.06,0.0,0.0,0.0,0.0
2018-04-11 01:00:56,0.0,0.0,4.82,0.0,0.0,0.0,0.0
2018-04-11 02:00:56,0.0,0.0,4.52,0.0,0.0,0.0,0.0
2018-04-11 03:00:56,0.0,0.0,4.17,0.0,0.0,0.0,0.0
2018-04-11 04:00:56,0.0,0.0,3.91,0.0,0.0,0.0,0.0
2018-04-11 05:00:56,0.0,0.0,3.75,0.0,0.0,0.0,0.0
2018-04-11 06:00:56,0.0,0.0,3.96,0.0,0.0,0.0,0.0
2018-04-11 07:00:56,0.0,0.0,4.37,0.0,0.0,0.0,0.0
2018-04-11 08:00:56,0.0,0.0,5.64,0.0,0.0,0.0,0.0
2018-04-11 09:00:56,0.0,0.0,7.26,0.0,0.0,0.0,0.0
2018-04-11 10:00:56,0.0,0.0,10.69,0.0,0.0,0.0,0.0
2018-04-11 11:00:56,0.0,0.0,7.65,0.0,0.0,0.0,0.0
2018-04-11 12:00:56,0.0,0.0,6.24,0.0,0.0,0.0,0.0
2018-04-11 13:00:56,0.0,0.0,4.93,0.0,0.0,0.0,0.0
2018-04-11 14:00:56,0.0,0.0,4.91,0.0,0.0,0.0,0.0
2018-04-11 15:00:56,0.0,0.0,5.36,0.0,0.0,0.0,0.0
2018-04-11 16:00:56,0.0,0.0,4.86,0.0,0.0,0.0,0.0
2018-04-11 17:00:56,0.0,0.0,5.03,0.0,0.0,0.0,0.0
2018-04-11 18:00:56,61.0,0.0,4.88,0.0,0.0,0.0,0.0
2018-04-11 19:00:56,66.95,0.0,4.57,0.0,0.0,0.0,0.0
2018-04-11 20:00:56,39.17,0.0,4.39,0.0,0.0,0.0,0.0
2018-04-11 21:00:56,45.96,0.0,5.79,0.0,0.0,0.0,0.0
2018-04-11 22:00:56,90.67,0.0,5.98,0.0,0.0,0.0,0.0
2018-04-11 23:00:56,79.11,0.0,4.92,0.0,0.0,0.0,0.0
2018-04-12 00:00:56,49.27,0.0,4.92,0.0,0.0,0.0,0.0
2018-04-12 01:00:56,48.01,0.0,4.84,0.0,0.0,0.0,0.0
2018-04-12 02:00:56,51.97,0.0,4.73,0.0,0.0,0.0,0.0
