Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2018-03-29 00:00:56,83.35,34.28,7.51,904.39,50.81,55.78
2018-03-29 01:00:56,87.7,39.73,7.81,702.31,47.93,49.8
2018-03-29 02:00:56,86.08,45.08,8.02,546.16,38.57,38.68
2018-03-29 03:00:56,89.73,37.81,7.82,432.99,0.0,0.0
2018-03-29 04:00:56,91.22,43.36,7.48,227.64,0.0,0.0
2018-03-29 05:00:56,79.52,46.62,6.98,0.0,0.0,0.0
2018-03-29 06:00:56,62.67,29.31,7.21,44.73,0.0,0.0
2018-03-29 07:00:56,55.21,24.46,6.89,15.96,0.0,0.0
2018-03-29 08:00:56,54.42,27.35,6.69,100.39,27.48,27.86
2018-03-29 09:00:56,56.68,20.88,7.43,148.15,32.53,34.56
2018-03-29 10:00:56,52.25,18.51,8.64,145.73,36.83,40.31
2018-03-29 11:00:56,53.73,21.15,10.98,0.0,30.81,36.0
2018-03-29 12:00:56,51.4,17.38,0.0,31.91,22.24,23.74
2018-03-29 13:00:56,41.33,14.5,13.13,88.11,0.0,0.0
2018-03-29 14:00:56,47.65,19.82,10.75,86.2,22.62,23.78
2018-03-29 15:00:56,44.16,16.73,9.4,148.36,22.76,24.69
2018-03-29 16:00:56,31.91,13.49,9.36,339.71,41.66,50.11
2018-03-29 17:00:56,34.28,16.31,18.33,218.73,22.78,26.33
2018-03-29 18:00:56,34.92,15.36,16.15,335.46,25.64,29.25
2018-03-29 19:00:56,22.1,16.19,10.52,387.14,36.76,41.98
2018-03-29 20:00:56,28.37,14.16,8.4,311.7,37.46,42.68
2018-03-29 21:00:56,37.26,16.59,9.43,288.28,20.17,20.69
2018-03-29 22:00:56,32.38,18.85,10.18,287.84,0.0,0.0
2018-03-29 23:00:56,0.0,0.0,10.39,296.63,0.0,0.0
2018-03-30 00:00:56,1.58,0.83,12.11,514.61,0.0,0.0
2018-03-30 01:00:56,17.47,9.58,10.23,378.46,8.49,8.81
2018-03-30 02:00:56,10.79,10.19,10.18,102.8,10.0,10.92
2018-03-30 03:00:56,5.59,0.0,7.46,1203.07,19.82,22.61
2018-03-30 04:00:56,3.32,0.0,7.53,1170.56,19.34,20.53
2018-03-30 05:00:56,3.95,0.0,7.0,1167.08,16.03,17.36
2018-03-30 06:00:56,3.77,0.0,6.94,1138.65,13.96,14.68
2018-03-30 07:00:56,3.6,0.0,6.87,1232.4,24.9,27.71
2018-03-30 08:00:56,10.16,0.0,0.0,0.0,37.6,44.47
2018-03-30 09:00:56,18.47,9.99,7.12,654.93,42.22,47.6
2018-03-30 10:00:56,12.96,9.39,7.17,859.1,48.52,59.24
2018-03-30 11:00:56,27.77,14.96,8.76,789.97,25.29,28.07
2018-03-30 12:00:56,29.78,21.56,8.85,801.99,31.73,36.51
2018-03-30 13:00:56,26.17,21.78,10.5,595.7,28.6,32.11
2018-03-30 14:00:56,28.52,14.16,12.43,284.52,38.98,49.31
2018-03-30 15:00:56,17.14,0.0,13.41,220.06,37.48,45.07
2018-03-30 16:00:56,26.18,16.35,12.19,341.67,44.13,54.75
2018-03-30 17:00:56,28.01,13.19,11.02,458.82,47.93,60.69
2018-03-30 18:00:56,35.19,18.54,12.15,406.49,57.47,71.14
2018-03-30 19:00:56,45.4,19.21,13.59,481.33,59.77,76.08
2018-03-30 20:00:56,71.22,29.24,12.03,427.96,52.8,60.43
2018-03-30 21:00:56,50.27,34.18,12.62,353.42,47.43,56.93
2018-03-30 22:00:56,54.44,40.81,13.16,165.29,30.5,33.47
2018-03-30 23:00:56,46.5,24.96,11.43,328.0,38.46,45.97
2018-03-31 00:00:56,54.9,28.14,11.5,341.67,39.96,43.08
2018-03-31 01:00:56,61.03,27.0,9.53,343.29,35.49,38.5
2018-03-31 02:00:56,58.78,30.07,8.54,290.4,27.2,29.75
2018-03-31 03:00:56,49.49,28.28,8.0,273.58,23.08,26.02
2018-03-31 04:00:56,42.13,20.98,7.05,214.49,18.67,21.11
2018-03-31 05:00:56,32.5,26.8,6.05,133.37,20.87,22.3
2018-03-31 06:00:56,44.15,21.8,6.63,64.28,20.81,22.01
2018-03-31 07:00:56,25.57,15.19,7.0,217.01,24.32,28.57
2018-03-31 08:00:56,33.37,15.78,11.58,226.06,32.88,43.5
2018-03-31 09:00:56,29.14,19.35,16.09,89.29,31.5,41.83
2018-03-31 10:00:56,27.3,27.26,10.49,9.41,27.67,32.98
2018-03-31 11:00:56,29.76,14.22,10.13,0.0,23.71,27.67
2018-03-31 12:00:56,29.54,8.14,8.28,0.0,22.87,25.98
2018-03-31 13:00:56,27.79,9.25,7.68,143.85,21.11,23.93
