Date,PM10 ( µg/m3 ),SO2 ( µg/m3 )
2022-03-23 16:00:56,65.97,0.0
2022-03-23 17:00:56,67.97,4.26
2022-03-23 18:00:56,54.2,5.27
2022-03-23 19:00:56,76.67,6.06
2022-03-23 20:00:56,72.07,6.32
2022-03-23 21:00:56,73.97,13.1
2022-03-23 22:00:56,85.83,46.03
2022-03-23 23:00:56,84.03,63.18
2022-03-24 00:00:56,77.1,52.18
2022-03-24 01:00:56,75.03,40.26
2022-03-24 02:00:56,55.28,32.3
2022-03-24 03:00:56,60.92,29.33
2022-03-24 04:00:56,40.3,28.27
2022-03-24 05:00:56,42.96,21.7
2022-03-24 06:00:56,42.01,21.82
2022-03-24 07:00:56,40.03,21.0
2022-03-24 08:00:56,65.63,22.93
2022-03-24 09:00:56,123.18,25.33
2022-03-24 10:00:56,122.03,27.34
2022-03-24 11:00:56,66.79,26.68
2022-03-24 12:00:56,51.21,27.04
2022-03-24 13:00:56,0.0,0.0
