Date,PM10 ( µg/m3 ),SO2 ( µg/m3 )
2022-03-23 16:00:56,36.89,2.46
2022-03-23 17:00:56,33.06,2.47
2022-03-23 18:00:56,34.6,2.34
2022-03-23 19:00:56,20.74,2.33
2022-03-23 20:00:56,12.11,2.75
2022-03-23 21:00:56,16.0,2.06
2022-03-23 22:00:56,15.94,2.32
2022-03-23 23:00:56,14.11,2.47
2022-03-24 00:00:56,17.95,2.69
2022-03-24 01:00:56,15.94,2.89
2022-03-24 02:00:56,13.97,2.35
2022-03-24 03:00:56,13.11,2.38
2022-03-24 04:00:56,17.03,2.02
2022-03-24 05:00:56,17.8,1.77
2022-03-24 06:00:56,11.23,2.11
2022-03-24 07:00:56,19.0,2.0
2022-03-24 08:00:56,19.09,2.31
2022-03-24 09:00:56,22.53,2.12
2022-03-24 10:00:56,39.61,2.24
2022-03-24 11:00:56,0.0,0.0
