Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2022-03-23 16:00:56,0.0,5.16,0.0,0.0,70.83
2022-03-23 17:00:56,0.0,4.35,0.0,0.0,54.21
2022-03-23 18:00:56,0.0,3.06,0.0,0.0,53.27
2022-03-23 19:00:56,0.0,2.33,0.0,0.0,51.63
2022-03-23 20:00:56,0.0,1.98,0.0,0.0,42.3
2022-03-23 21:00:56,0.0,1.88,0.0,0.0,55.77
2022-03-23 22:00:56,0.0,1.72,0.0,0.0,55.05
2022-03-23 23:00:56,0.0,2.03,0.0,0.0,58.25
2022-03-24 00:00:56,0.0,2.02,0.0,0.0,60.2
2022-03-24 01:00:56,0.0,1.93,0.0,0.0,60.97
2022-03-24 02:00:56,0.0,1.79,0.0,0.0,60.61
2022-03-24 03:00:56,0.0,1.8,0.0,0.0,67.13
2022-03-24 04:00:56,0.0,1.78,0.0,0.0,68.4
2022-03-24 05:00:56,0.0,1.69,0.0,0.0,68.32
2022-03-24 06:00:56,0.0,1.75,0.0,0.0,67.46
2022-03-24 07:00:56,0.0,1.73,0.0,0.0,61.73
2022-03-24 08:00:56,0.0,2.19,0.0,0.0,62.24
2022-03-24 09:00:56,0.0,2.5,0.0,0.0,57.25
2022-03-24 10:00:56,0.0,5.14,0.0,0.0,51.0
2022-03-24 11:00:56,0.0,5.95,0.0,0.0,72.58
2022-03-24 12:00:56,0.0,0.0,0.0,0.0,0.0
