Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-03-29 00:00:56,164.76,9.69,25.92,28.77,40.51
2018-03-29 01:00:56,156.2,10.98,26.22,27.82,38.45
2018-03-29 02:00:56,162.69,9.82,18.64,20.15,47.86
2018-03-29 03:00:56,150.58,6.32,8.43,9.83,56.51
2018-03-29 04:00:56,100.07,6.07,5.82,6.47,57.67
2018-03-29 05:00:56,34.06,5.89,7.09,7.78,49.7
2018-03-29 06:00:56,35.4,3.09,12.96,13.8,34.97
2018-03-29 07:00:56,15.17,2.7,19.45,21.87,22.63
2018-03-29 08:00:56,20.89,2.55,26.53,29.08,21.78
2018-03-29 09:00:56,17.34,3.06,41.92,51.03,17.11
2018-03-29 10:00:56,28.94,3.23,26.86,31.91,29.35
2018-03-29 11:00:56,27.4,4.55,26.0,30.37,30.47
2018-03-29 12:00:56,41.65,7.87,25.71,29.14,31.77
2018-03-29 13:00:56,63.89,8.59,25.72,30.37,35.58
2018-03-29 14:00:56,60.43,7.42,16.25,19.58,37.81
2018-03-29 15:00:56,76.7,5.52,14.38,17.68,35.82
2018-03-29 16:00:56,135.17,4.44,14.95,17.51,40.11
2018-03-29 17:00:56,140.63,3.69,17.2,19.23,48.96
2018-03-29 18:00:56,127.01,3.46,17.33,19.29,55.59
2018-03-29 19:00:56,93.34,7.09,43.62,50.63,40.07
2018-03-29 20:00:56,106.9,18.72,71.23,84.18,14.56
2018-03-29 21:00:56,170.1,15.81,42.5,46.26,36.69
2018-03-29 22:00:56,104.7,13.06,47.6,55.17,26.44
2018-03-29 23:00:56,94.58,7.81,32.52,35.82,34.5
2018-03-30 00:00:56,79.84,5.12,14.49,16.53,50.38
2018-03-30 01:00:56,38.09,3.41,13.15,14.05,50.25
2018-03-30 02:00:56,40.79,3.26,10.09,10.92,46.51
2018-03-30 03:00:56,33.76,3.06,7.12,7.76,43.87
2018-03-30 04:00:56,26.15,3.06,8.08,9.04,39.93
2018-03-30 05:00:56,30.5,2.81,6.58,7.87,41.03
2018-03-30 06:00:56,14.15,2.77,7.72,9.28,40.03
2018-03-30 07:00:56,18.85,2.55,7.66,9.01,43.52
2018-03-30 08:00:56,14.12,2.66,13.87,17.58,33.95
2018-03-30 09:00:56,18.12,2.64,17.42,21.72,28.33
2018-03-30 10:00:56,21.88,2.64,15.56,18.8,33.06
2018-03-30 11:00:56,18.4,4.3,13.42,16.92,40.07
2018-03-30 12:00:56,30.59,5.39,13.48,17.57,39.84
2018-03-30 13:00:56,17.97,5.24,10.62,13.97,37.44
2018-03-30 14:00:56,17.0,4.78,13.04,16.73,39.58
2018-03-30 15:00:56,17.12,4.81,13.33,16.86,38.06
2018-03-30 16:00:56,21.18,4.57,11.3,13.92,39.37
2018-03-30 17:00:56,26.58,4.53,11.68,13.65,47.0
2018-03-30 18:00:56,13.21,3.78,19.97,24.1,40.76
2018-03-30 19:00:56,20.18,3.43,18.06,20.87,36.86
2018-03-30 20:00:56,26.18,4.36,22.21,25.53,34.67
2018-03-30 21:00:56,31.64,3.8,16.23,18.43,38.74
2018-03-30 22:00:56,20.0,3.52,17.84,21.14,38.9
2018-03-30 23:00:56,20.27,3.48,20.51,23.03,35.87
2018-03-31 00:00:56,28.94,3.0,17.01,18.84,35.56
2018-03-31 01:00:56,26.7,2.89,14.49,16.56,34.91
2018-03-31 02:00:56,17.03,2.86,11.33,13.0,34.57
2018-03-31 03:00:56,17.79,2.49,8.55,9.69,36.41
2018-03-31 04:00:56,11.27,2.59,6.74,7.45,37.92
2018-03-31 05:00:56,19.94,2.47,7.44,8.02,36.19
2018-03-31 06:00:56,18.0,2.68,8.35,9.14,32.84
2018-03-31 07:00:56,18.12,2.68,11.42,12.55,30.29
2018-03-31 08:00:56,22.36,3.15,18.87,22.44,25.59
2018-03-31 09:00:56,33.82,3.87,17.64,21.16,27.25
2018-03-31 10:00:56,28.09,4.92,19.15,24.26,32.68
2018-03-31 11:00:56,30.82,4.98,16.93,20.47,45.84
2018-03-31 12:00:56,25.12,3.59,11.97,14.06,49.71
2018-03-31 13:00:56,28.64,3.19,11.12,13.02,54.43
2018-03-31 14:00:56,16.73,3.39,10.32,11.87,60.13
2018-03-31 15:00:56,8.03,3.08,8.83,10.04,60.19
2018-03-31 16:00:56,9.33,2.95,10.0,11.36,61.09
2018-03-31 17:00:56,19.97,3.18,15.48,17.37,61.46
2018-03-31 18:00:56,19.33,4.06,27.88,30.86,51.4
2018-03-31 19:00:56,31.55,11.97,60.97,73.1,17.85
2018-03-31 20:00:56,82.0,12.75,60.05,78.16,14.06
2018-03-31 21:00:56,82.42,16.66,66.3,88.13,3.64
2018-03-31 22:00:56,94.9,10.3,52.75,62.72,9.08
2018-03-31 23:00:56,59.69,10.18,41.87,47.27,13.81
2018-04-01 00:00:56,81.72,6.6,43.9,51.2,9.62
2018-04-01 01:00:56,70.63,5.03,26.66,29.82,19.86
2018-04-01 02:00:56,26.18,3.78,24.37,26.48,18.66
2018-04-01 03:00:56,32.66,3.43,19.31,21.0,20.54
2018-04-01 04:00:56,52.93,3.27,16.45,18.09,21.36
2018-04-01 05:00:56,18.03,3.21,13.75,16.33,23.09
2018-04-01 06:00:56,19.03,2.85,15.77,17.66,21.32
2018-04-01 07:00:56,20.09,2.77,15.37,18.27,21.25
2018-04-01 08:00:56,23.06,3.35,15.59,19.45,23.38
2018-04-01 09:00:56,24.97,4.76,27.97,39.65,15.7
2018-04-01 10:00:56,24.0,6.45,31.2,41.97,25.46
2018-04-01 11:00:56,0.0,5.0,17.82,22.9,34.23
2018-04-01 12:00:56,0.0,4.59,14.76,17.12,43.51
2018-04-01 13:00:56,0.0,3.47,12.03,13.63,47.61
2018-04-01 14:00:56,0.0,2.85,9.49,10.46,52.13
2018-04-01 15:00:56,0.0,2.73,9.48,10.43,57.32
2018-04-01 16:00:56,0.0,2.6,8.49,9.1,63.83
2018-04-01 17:00:56,0.0,2.83,11.49,12.47,60.94
2018-04-01 18:00:56,0.0,3.75,19.21,20.84,56.59
2018-04-01 19:00:56,0.0,16.46,49.74,55.17,26.87
2018-04-01 20:00:56,0.0,23.11,62.44,75.42,11.23
2018-04-01 21:00:56,0.0,26.28,49.46,58.22,16.79
2018-04-01 22:00:56,0.0,18.04,32.63,37.43,24.88
2018-04-01 23:00:56,0.0,14.93,36.2,41.61,21.34
2018-04-02 00:00:56,0.0,11.4,32.55,38.37,21.45
2018-04-02 01:00:56,0.0,10.92,38.04,45.01,15.45
2018-04-02 02:00:56,0.0,8.46,35.14,37.84,14.74
2018-04-02 03:00:56,0.0,7.81,27.62,30.0,20.32
2018-04-02 04:00:56,0.0,5.99,22.14,23.41,24.41
2018-04-02 05:00:56,0.0,4.75,17.44,19.33,26.3
2018-04-02 06:00:56,0.0,4.41,15.85,17.27,29.25
2018-04-02 07:00:56,0.0,5.0,18.28,20.61,26.38
2018-04-02 08:00:56,0.0,7.39,25.61,32.46,22.57
2018-04-02 09:00:56,0.0,8.14,35.23,50.03,17.21
