Tarih,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2021-10-25 15:00:56,"19,70","5,06","2,06","2,86","5,69","62,46"
2021-10-25 16:00:56,"11,03","7,00","2,59","3,48","6,73","61,20"
2021-10-25 17:00:56,"12,35","6,91","3,13","4,53","9,34","55,82"
2021-10-25 18:00:56,"23,13","4,24","2,94","6,40","12,81","47,27"
2021-10-25 19:00:56,"27,35","12,12","2,85","10,80","21,97","29,85"
2021-10-25 20:00:56,"37,62","15,97","3,13","14,11","31,72","18,10"
2021-10-25 21:00:56,"26,06","15,03","2,90","14,49","29,05","11,99"
2021-10-25 22:00:56,"28,13","16,03","3,23","14,41","36,71","5,59"
2021-10-25 23:00:56,"32,00","17,03","3,39","14,25","47,70","3,07"
2021-10-26 00:00:56,"32,09","17,79","3,47","12,69","51,34","3,07"
2021-10-26 01:00:56,"34,84","11,03","3,03","10,65","29,26","7,79"
2021-10-26 02:00:56,"29,60","11,97","2,52","10,43","21,87","8,51"
2021-10-26 03:00:56,"17,31","10,97","2,52","7,49","16,65","12,58"
2021-10-26 04:00:56,"26,69","9,88","2,41","5,56","15,31","14,79"
2021-10-26 05:00:56,"17,06","5,97","2,45","7,02","27,99","4,89"
2021-10-26 06:00:56,"19,09","5,15","2,92",-,-,"4,00"
2021-10-26 07:00:56,"21,94","9,88","2,53","7,74","20,02","3,58"
2021-10-26 08:00:56,"20,56","6,21","3,70","7,34","59,46","2,67"
2021-10-26 09:00:56,"37,97","12,91","3,46","8,65","47,30","5,84"
2021-10-26 10:00:56,"38,09","10,50","8,54","12,10","89,84","6,74"
2021-10-26 11:00:56,"72,28","27,15","10,80","15,40","92,48","10,63"
2021-10-26 12:00:56,"79,88","31,65","9,35","13,91","44,89","27,20"
2021-10-26 13:00:56,"44,38","19,73","6,09","8,18","21,63","43,76"
2021-10-26 14:00:56,"24,94","10,85","4,36","4,51","11,10","55,45"
2021-10-26 15:00:56,"22,88","6,19","3,34","4,58","9,13","61,48"
2021-10-26 16:00:56,"19,16","11,91","3,42","5,32","7,40","61,52"
2021-10-26 17:00:56,"24,16","8,97","4,32","7,07","9,74","56,82"
2021-10-26 18:00:56,"29,22","8,06","4,55","10,01","17,35","39,61"
2021-10-26 19:00:56,"35,81","10,09","3,92","10,30","21,13","32,56"
2021-10-26 20:00:56,"30,53","13,24","3,88","16,21","51,20","6,06"
2021-10-26 21:00:56,"46,10","21,09","3,96","16,28","55,99","4,41"
2021-10-26 22:00:56,"48,80","23,70","3,31","15,58","46,47","3,75"
2021-10-26 23:00:56,"43,92","14,80","3,84","13,10","56,03","3,98"
2021-10-27 00:00:56,"70,81","40,80","3,90","11,45","65,95","3,69"
2021-10-27 01:00:56,"64,20","33,61","3,52","10,01","42,32","2,65"
2021-10-27 02:00:56,"40,80","20,79","2,90","8,11","25,49","6,13"
2021-10-27 03:00:56,"35,16","14,09","3,34","7,25","45,18","3,90"
2021-10-27 04:00:56,"39,77","16,84","3,53","11,65","54,26","2,58"
2021-10-27 05:00:56,"32,77","12,03","2,68","6,62","26,00","5,73"
2021-10-27 06:00:56,"25,97","12,94","2,42","8,95","12,01","6,58"
2021-10-27 07:00:56,"25,16","11,03","2,62",-,-,"4,40"
2021-10-27 08:00:56,"30,13","12,10","2,83","10,68","32,52","3,22"
2021-10-27 09:00:56,"35,27","15,66","5,35","9,21","89,40","3,96"
2021-10-27 10:00:56,"72,56","35,26","6,37","17,66","109,78","6,75"
2021-10-27 11:00:56,"88,60","43,09","6,58","23,72","67,87","16,51"
2021-10-27 12:00:56,"76,67","45,42","7,67","29,22","67,26","24,17"
2021-10-27 13:00:56,"66,43","27,75","5,71","22,61","41,96","36,01"
2021-10-27 14:00:56,"49,25","19,72","3,55","10,47","15,69","52,02"
2021-10-27 15:00:56,"26,70","10,97","2,90","8,34","15,28","58,39"
2021-10-27 16:00:56,"18,10","9,91","3,22","8,18","9,65","56,60"
2021-10-27 17:00:56,"21,10","7,16","2,92","9,09","10,29","54,92"
2021-10-27 18:00:56,"24,13","11,91","3,04","13,14","14,35","48,41"
2021-10-27 19:00:56,"28,33","9,06","3,02","15,69","18,60","42,02"
2021-10-27 20:00:56,"38,16","11,18","3,51","31,35","53,74","13,30"
2021-10-27 21:00:56,"43,36","17,19","3,71","33,65","57,77","3,82"
2021-10-27 22:00:56,"54,10","23,12","4,10","30,54","68,98","3,69"
2021-10-27 23:00:56,"56,56","26,84","3,12","23,13","32,26","7,19"
2021-10-28 00:00:56,"43,42","22,48","3,26","22,03","38,22","5,34"
2021-10-28 01:00:56,"56,84","37,59","3,16","20,57","38,52","4,28"
2021-10-28 02:00:56,"51,84","24,69","2,81","18,38","29,52","4,22"
2021-10-28 03:00:56,"46,78","15,21","2,68","19,05","28,72","3,95"
2021-10-28 04:00:56,"39,97","21,97","2,90","19,47","39,02","2,65"
2021-10-28 05:00:56,"39,16","20,82","3,00","17,57","37,11","3,47"
2021-10-28 06:00:56,"44,41","15,51","3,66","19,20","44,88","3,09"
2021-10-28 07:00:56,"56,97","31,73","5,39","18,90","98,40","2,61"
2021-10-28 08:00:56,"56,78","23,21","6,01",-,-,"3,21"
2021-10-28 09:00:56,"79,79","30,06","6,09","24,84","114,94","3,21"
2021-10-28 10:00:56,"72,81","31,76","5,43","25,65","107,24","4,28"
2021-10-28 11:00:56,"66,03","23,83","4,63","16,64","23,34","23,96"
2021-10-28 12:00:56,"35,94","17,88","5,37","10,84","15,14","40,25"
2021-10-28 13:00:56,"34,09","14,00","5,68","9,44","11,95","50,04"
2021-10-28 14:00:56,"36,75","14,00","4,36","9,73","11,69","50,04"
2021-10-28 15:00:56,"29,22","13,91","3,52","9,30","11,54","50,89"
2021-10-28 16:00:56,"35,81","11,03","3,29","10,02","11,92","51,77"
2021-10-28 17:00:56,"30,00","11,91","3,22","11,89","13,52","49,59"
2021-10-28 18:00:56,"30,16","8,94","3,02","13,99","15,29","44,77"
2021-10-28 19:00:56,"34,88","7,13","2,89","19,19","24,65","32,86"
2021-10-28 20:00:56,"30,73","10,88","2,86","17,52","21,25","39,66"
2021-10-28 21:00:56,"22,09","7,06","2,78","17,03","18,21","34,96"
2021-10-28 22:00:56,"25,03","9,12","2,83","23,90","25,17","20,33"
2021-10-28 23:00:56,"26,13","12,92","2,84","19,28","20,23","28,73"
2021-10-29 00:00:56,"30,18","10,23","3,00","26,95","33,14","11,33"
2021-10-29 01:00:56,"35,52","17,61","2,78","15,39","17,11","34,26"
2021-10-29 02:00:56,"20,24","5,08","3,16","19,33","22,40","25,03"
2021-10-29 03:00:56,"28,03","8,08","3,15","15,62","16,47","28,82"
2021-10-29 04:00:56,"28,77","10,92","3,11","9,88","10,74","39,51"
2021-10-29 05:00:56,"21,87","8,09","2,93","7,40","7,87","44,28"
2021-10-29 06:00:56,"18,32","10,97","3,05","10,48","11,56","34,77"
2021-10-29 07:00:56,"28,09","10,06","3,11","11,24","12,15","32,36"
2021-10-29 08:00:56,"30,90","11,94","2,94","16,71","19,29","21,02"
2021-10-29 09:00:56,"28,38","10,15","4,36",-,-,"22,66"
2021-10-29 10:00:56,"39,54","14,94","4,75","9,60","13,16","51,55"
2021-10-29 11:00:56,"24,94","12,89","4,89","6,10","9,30","59,48"
2021-10-29 12:00:56,"22,75","9,25","3,77","5,62","10,22","62,70"
2021-10-29 13:00:56,"15,25","17,80","3,47","4,55","8,26","67,01"
2021-10-29 14:00:56,"23,00","11,08","3,90","4,41","7,77","68,52"
2021-10-29 15:00:56,"23,22","14,06","4,26","4,86","7,53","68,39"
2021-10-29 16:00:56,"30,03","15,80","3,49","4,90","7,25","65,63"
2021-10-29 17:00:56,"31,12","9,03","3,25","5,91","8,15","62,25"
2021-10-29 18:00:56,"34,75","10,11","2,81","7,84","10,92","54,71"
2021-10-29 19:00:56,"27,40","14,11","2,84","15,78","22,41","33,20"
2021-10-29 20:00:56,"39,79","17,94","2,87","13,60","20,09","35,77"
2021-10-29 21:00:56,"33,06","15,97","2,68","16,83","23,38","25,68"
2021-10-29 22:00:56,"35,00","15,12","2,92","20,74","31,15","12,96"
2021-10-29 23:00:56,"35,18","18,76","3,10","21,64","40,11","9,13"
2021-10-30 00:00:56,"40,94","11,00","2,87","23,71","37,32","9,45"
2021-10-30 01:00:56,"38,63","10,94","3,00","20,93","32,71","13,06"
2021-10-30 02:00:56,"27,84","9,39","4,06","25,17","46,27","7,48"
2021-10-30 03:00:56,"53,91","21,91","3,51","22,50","42,86","3,85"
2021-10-30 04:00:56,"50,59","19,03","3,14","18,48","35,70","4,58"
2021-10-30 05:00:56,"38,47","20,06","4,56","16,30","85,04","2,89"
2021-10-30 06:00:56,"52,60","21,92","2,83","12,64","28,18","7,80"
2021-10-30 07:00:56,"39,72","18,63","2,52","9,76","15,06","11,16"
2021-10-30 08:00:56,"31,37","6,30","3,90","14,68","48,27","3,12"
2021-10-30 09:00:56,"43,65","16,68","5,01","18,57","52,49","4,26"
2021-10-30 10:00:56,"63,97","38,82","5,33",-,-,"6,62"
2021-10-30 11:00:56,"63,00","33,50","6,28","21,46","83,44","9,21"
2021-10-30 12:00:56,"59,00","49,41","7,40","15,99","45,92","23,67"
2021-10-30 13:00:56,"58,78","28,82","8,23","16,31","36,21","36,54"
2021-10-30 14:00:56,"51,66","22,94","6,85","14,87","25,60","45,72"
2021-10-30 15:00:56,"40,97","20,81","5,68","9,10","12,54","60,44"
2021-10-30 16:00:56,"39,78","14,97","6,39","7,55","9,78","63,48"
2021-10-30 17:00:56,"33,19","14,06","4,72","9,29","10,92","63,89"
2021-10-30 18:00:56,"39,09","15,97","3,73","12,39","13,77","57,31"
2021-10-30 19:00:56,"41,90","14,97","3,22","13,62","15,22","52,85"
2021-10-30 20:00:56,"39,99","14,42","3,64","35,04","57,81","13,72"
2021-10-30 21:00:56,"69,88","28,12","3,34","32,40","48,59","10,12"
2021-10-30 22:00:56,"66,19","32,18","3,42","29,71","48,78","5,58"
2021-10-30 23:00:56,"72,00","37,76","2,83","23,11","32,23","5,97"
2021-10-31 00:00:56,"71,79","29,66","2,70","20,51","27,04","9,55"
2021-10-31 01:00:56,"64,63","18,21","2,81","17,39","23,64","8,88"
2021-10-31 02:00:56,"52,67","24,76","2,81","16,44","21,19","9,44"
2021-10-31 03:00:56,"41,69","16,94","2,74","12,02","16,51","11,92"
2021-10-31 04:00:56,"32,16","15,03","2,93","14,71","24,30","5,96"
2021-10-31 05:00:56,"36,97","16,15","2,49","13,10","19,63","7,60"
2021-10-31 06:00:56,"36,38","21,12","2,57","14,09","20,79","4,95"
2021-10-31 07:00:56,"48,06","25,03","6,00","15,88","40,83","3,08"
2021-10-31 08:00:56,"50,13","26,03","5,27","14,76","38,71","3,38"
2021-10-31 09:00:56,"53,81","26,70","4,51","14,74","39,88","5,38"
2021-10-31 10:00:56,"48,62","17,81","7,20","21,09","62,54","8,62"
2021-10-31 11:00:56,"67,87","43,79","7,27",-,-,"20,77"
2021-10-31 12:00:56,"63,34","36,55","7,94","16,36","28,57","48,01"
2021-10-31 13:00:56,"43,16","21,11","7,65","17,00","27,76","53,47"
2021-10-31 14:00:56,"47,74","24,87","7,59","15,16","23,88","57,41"
2021-10-31 15:00:56,"39,91","20,08","5,24","13,23","19,26","60,01"
2021-10-31 16:00:56,"37,35","23,11","7,01","17,45","24,96","55,00"
2021-10-31 17:00:56,"48,37","27,11","7,53","23,00","33,75","45,15"
2021-10-31 18:00:56,"60,38","31,34","7,80","24,29","32,08","39,35"
2021-10-31 19:00:56,"71,53","42,58","4,31","12,62","14,21","48,74"
2021-10-31 20:00:56,"56,54","27,69","4,20","13,93","15,20","44,69"
2021-10-31 21:00:56,"42,18","17,27","4,31","18,20","21,84","34,20"
2021-10-31 22:00:56,"47,70","25,85","3,39","15,90","17,31","35,76"
2021-10-31 23:00:56,"37,94","20,94","2,90","17,49","20,56","28,37"
2021-11-01 00:00:56,"36,29","19,14","2,94","24,32","30,42","12,63"
2021-11-01 01:00:56,"46,12","23,73","25,19","21,23","26,49","9,31"
2021-11-01 02:00:56,"49,79","14,97","24,94","16,50","21,12","13,65"
2021-11-01 03:00:56,"42,76","14,21","25,00","13,93","17,91","16,91"
2021-11-01 04:00:56,"34,81","20,76","24,75","11,47","13,06","22,26"
2021-11-01 05:00:56,"28,78","12,94","25,03","8,70","9,92","28,78"
2021-11-01 06:00:56,"22,03","11,05","24,83","8,94","10,32","25,89"
2021-11-01 07:00:56,"23,36","13,05","25,10","10,69","12,26","26,16"
2021-11-01 08:00:56,"34,85","14,97","24,86","17,21","24,32","15,80"
2021-11-01 09:00:56,"30,48","14,45","25,51","22,86","44,73","9,63"
2021-11-01 10:00:56,"46,30","31,40","25,70","21,87","56,82","9,52"
2021-11-01 11:00:56,"56,09","45,81","25,95","21,65","46,47","16,57"
2021-11-01 12:00:56,"58,91","39,08","26,12",-,-,"15,07"
2021-11-01 13:00:56,"56,62","42,45","2,94","22,66","58,75","21,87"
2021-11-01 14:00:56,"76,00","59,21","27,18","24,45","58,77","21,25"
2021-11-01 15:00:56,"101,48","67,11","1,98","27,19","58,97","23,34"
2021-11-01 16:00:56,"117,12","70,97","2,82","32,27","75,01","16,96"
2021-11-01 17:00:56,"120,82","69,71","2,57","33,55","78,09","13,80"
2021-11-01 18:00:56,"95,00","58,65","3,23","37,46","92,80","6,71"
2021-11-01 19:00:56,"95,00","46,32","31,04","35,42","112,36","3,92"
2021-11-01 20:00:56,"108,94","58,19","7,70","37,47","130,78","3,42"
2021-11-01 21:00:56,"107,03","64,92","4,94","30,73","108,70","3,40"
2021-11-01 22:00:56,"108,56","62,43","5,07","21,48","156,03","4,65"
2021-11-01 23:00:56,"126,79","77,86","4,18","17,06","133,70","4,78"
2021-11-02 00:00:56,"96,00","72,46","2,68","18,27","83,92","3,86"
2021-11-02 01:00:56,"95,97","52,32","28,57","19,29","102,39","3,99"
2021-11-02 02:00:56,"94,78","63,71","27,48","19,45","78,53","3,58"
2021-11-02 03:00:56,"87,91","52,95","27,01","20,55","59,64","3,58"
2021-11-02 04:00:56,"85,03","50,95","27,16","19,93","58,42","3,34"
2021-11-02 05:00:56,"85,85","48,95","27,07","17,92","54,43","3,46"
2021-11-02 06:00:56,"80,55","46,81","26,82","15,28","42,07","3,44"
2021-11-02 07:00:56,"65,97","39,89","27,38","15,97","63,20","3,31"
2021-11-02 08:00:56,"65,27","36,00","27,98","16,12","80,26","3,18"
2021-11-02 09:00:56,"73,91","36,64","26,80","16,21","27,18","10,14"
2021-11-02 10:00:56,"71,06","58,65","26,98","13,15","25,06","13,97"
2021-11-02 11:00:56,"72,60","45,76","28,19","10,35","23,39","18,71"
2021-11-02 12:00:56,"59,97","36,89","32,54","13,10","36,06","20,75"
2021-11-02 13:00:56,"60,06","33,29","32,71",-,-,"20,70"
2021-11-02 14:00:56,"93,06","44,14","6,42","55,67","114,72","37,23"
2021-11-02 15:00:56,"94,63","48,76","31,15","61,77","132,21","37,14"
2021-11-02 16:00:56,"81,80","39,54","100,88","46,85","86,51","43,88"
2021-11-02 17:00:56,"45,57","23,08","70,91","72,28","140,84","23,23"
2021-11-02 18:00:56,"63,00","26,91","43,18","103,31","267,04","6,69"
2021-11-02 19:00:56,"116,58","57,92","13,82","88,60","310,27","3,83"
2021-11-02 20:00:56,"99,00","54,94","11,96","72,46","235,19","3,52"
2021-11-02 21:00:56,"98,73","52,76","32,15","65,77","226,46","3,27"
2021-11-02 22:00:56,"89,72","45,03","30,01","59,99","231,39","3,09"
2021-11-02 23:00:56,"80,15","45,61","29,53","55,97","154,48","3,09"
2021-11-03 00:00:56,"53,97","33,03","29,15","53,31","131,04","2,95"
2021-11-03 01:00:56,"53,16","33,94","28,82","50,31","151,30","3,26"
2021-11-03 02:00:56,"58,09","32,18","28,91","47,76","184,59","2,96"
2021-11-03 03:00:56,"60,97","38,06","28,48","45,87","141,58","3,23"
2021-11-03 04:00:56,"59,88","39,80","28,06","42,41","137,93","3,45"
2021-11-03 05:00:56,"55,67","32,92","27,56","41,15","124,49","3,06"
2021-11-03 06:00:56,"45,09","29,92","27,25","37,65","116,09","3,30"
2021-11-03 07:00:56,"47,91","27,06","27,45","33,35","122,44","3,12"
2021-11-03 08:00:56,"45,09","29,03","27,82","37,79","183,04","3,34"
2021-11-03 09:00:56,"48,36","30,14","29,04","39,65","270,38","3,79"
2021-11-03 10:00:56,"60,27","35,21","29,68","39,55","283,98","4,17"
2021-11-03 11:00:56,"69,33","43,09","30,16","39,76","160,64","5,71"
2021-11-03 12:00:56,"80,50","45,89","34,50","47,99","147,38","10,98"
2021-11-03 13:00:56,"97,00","42,06","36,16","61,60","184,45","13,25"
2021-11-03 14:00:56,"79,00","43,75","32,30",-,-,"26,09"
2021-11-03 15:00:56,"78,64","34,94","36,68","43,94","91,25","40,31"
2021-11-03 16:00:56,"67,06","32,80","51,34","50,21","123,90","26,25"
2021-11-03 17:00:56,"68,84","26,06","42,18","55,99","138,74","17,68"
2021-11-03 18:00:56,"64,62","28,11","34,74","69,26","229,78","7,59"
2021-11-03 19:00:56,"84,00","32,34","33,24","66,83","313,43","4,11"
2021-11-03 20:00:56,"109,96","44,34","8,64","62,39","416,11","4,30"
2021-11-03 21:00:56,"94,00","55,53","5,10","44,91","212,73","3,75"
2021-11-03 22:00:56,"93,52","38,87","28,90","40,17","124,82","3,39"
2021-11-03 23:00:56,"78,00","34,16","29,96","38,05","218,83","3,90"
2021-11-04 00:00:56,"68,00","39,64","3,29","29,76","92,80","3,06"
2021-11-04 01:00:56,"67,88","26,22","27,65","26,70","136,76","3,06"
2021-11-04 02:00:56,"64,41","34,06","28,11","26,93","195,89","3,55"
2021-11-04 03:00:56,"76,19","35,66","26,27","20,20","58,40","3,05"
2021-11-04 04:00:56,"51,12","24,03","26,03","16,79","40,68","3,11"
2021-11-04 05:00:56,"54,78","24,86","26,01","15,06","39,57","3,15"
2021-11-04 06:00:56,"48,09","20,20","25,86","14,63","45,62","3,14"
2021-11-04 07:00:56,"50,84","26,83","26,59","16,96","96,20","3,17"
2021-11-04 08:00:56,"46,40","21,22","27,50","20,23","183,93","3,70"
2021-11-04 09:00:56,"59,95","29,03","29,32","29,28","323,02","4,09"
2021-11-04 10:00:56,"90,00","30,24","30,70","37,12","386,76","4,29"
2021-11-04 11:00:56,"120,66","38,92","6,88","44,91","292,52","5,39"
2021-11-04 12:00:56,"83,00","36,11","13,87","46,55","150,24","18,44"
2021-11-04 13:00:56,"83,37","40,16","36,68","64,29","179,67","21,59"
2021-11-04 14:00:56,"94,43","46,00","9,62",-,-,"28,50"
2021-11-04 15:00:56,"75,05",-,"58,05",-,-,-
2021-11-04 16:00:56,"44,91","14,95","87,27",-,-,-
2021-11-04 17:00:56,"42,34","13,19","79,24",-,-,-
2021-11-04 18:00:56,"53,00","20,32","72,56","83,21","333,06","5,60"
2021-11-04 19:00:56,"104,65","32,54","16,26","75,16","439,63","5,43"
2021-11-04 20:00:56,"125,06","51,08","9,44","66,06","390,75","5,08"
2021-11-04 21:00:56,"126,63","53,83","6,97","51,43","304,00","4,77"
2021-11-04 22:00:56,"88,00","47,62","4,59","40,00","184,10","3,82"
2021-11-04 23:00:56,"88,03","34,11","28,81","37,96","216,23","3,42"
2021-11-05 00:00:56,"88,49","37,72","27,92","32,59","162,28","3,54"
2021-11-05 01:00:56,"70,63","26,95","27,21","33,16","120,23","3,29"
2021-11-05 02:00:56,"58,76","24,92","26,61","29,44","76,28","3,53"
2021-11-05 03:00:56,"50,91","22,05","26,54","28,54","76,44","3,40"
2021-11-05 04:00:56,"48,15","24,08","26,50","25,48","72,47","3,55"
2021-11-05 05:00:56,"53,06","27,03","26,77","23,82","96,88","3,36"
2021-11-05 06:00:56,"54,97","27,85","25,89","20,41","43,32","3,48"
2021-11-05 07:00:56,"53,73","22,00","25,78","19,65","45,50","3,52"
2021-11-05 08:00:56,"45,65","22,21","27,65","27,19","205,91","3,38"
2021-11-05 09:00:56,"67,30","29,92","27,75","26,71","184,07","4,26"
2021-11-05 10:00:56,"77,00","27,19","29,71","38,27","274,24","4,98"
2021-11-05 11:00:56,"77,00","34,13","6,41","49,93","189,77","8,93"
2021-11-05 12:00:56,"77,00","39,57","34,64","81,10","274,49","12,84"
2021-11-05 13:00:56,"138,00","60,90","12,34","93,69","234,18","22,15"
2021-11-05 14:00:56,"136,93","56,54","15,39","80,27","159,01","41,85"
2021-11-05 15:00:56,"102,40","39,76","101,57","94,82","224,18","27,27"
2021-11-05 16:00:56,"115,65","69,08","120,92",-,-,"19,01"
2021-11-05 17:00:56,"136,64","71,90","68,97","90,70","233,45",-
2021-11-05 18:00:56,"125,13","67,65","31,25","75,81","247,99","4,86"
2021-11-05 19:00:56,"129,18","54,86","14,24","71,26","297,15","3,57"
2021-11-05 20:00:56,"134,66","50,13","10,50","60,54","310,73","3,37"
2021-11-05 21:00:56,"123,59","54,97","7,75","52,55","346,78","3,30"
2021-11-05 22:00:56,"111,13","54,23","5,88","47,87","335,79","3,83"
2021-11-05 23:00:56,"115,45","63,03","6,38","50,69","409,76","4,36"
2021-11-06 00:00:56,"128,48","63,87","4,91","42,04","298,31","4,02"
2021-11-06 01:00:56,"90,00","58,53","3,76","39,65","224,59","3,78"
2021-11-06 02:00:56,"89,37","40,76","27,84","35,31","128,55","3,33"
2021-11-06 03:00:56,"69,79","31,97","27,46","30,96","105,37","3,37"
2021-11-06 04:00:56,"62,76","30,92","27,13","28,37","100,13","3,36"
2021-11-06 05:00:56,"55,98","28,11","27,16","23,62","82,50","3,44"
2021-11-06 06:00:56,"85,25","31,82","27,88","25,16","178,60","3,42"
2021-11-06 07:00:56,"61,62","24,90","26,59","24,34","80,61","3,37"
2021-11-06 08:00:56,"49,94","20,92","26,88","27,26","94,56","3,54"
2021-11-06 09:00:56,"48,40","18,25","28,45","34,91","187,76","4,41"
2021-11-06 10:00:56,"61,00","28,28","30,99","49,68","279,18","5,78"
2021-11-06 11:00:56,"101,36","39,38","7,63","63,34","244,58","9,96"
2021-11-06 12:00:56,"112,94","54,19","14,05","73,35","223,08","14,24"
2021-11-06 13:00:56,"112,27","61,72","56,87","69,38","261,49","11,84"
2021-11-06 14:00:56,"152,66","88,52","70,86","73,42","273,61","11,83"
2021-11-06 15:00:56,"141,17","106,03","97,76","62,74","219,72","11,78"
2021-11-06 16:00:56,"74,00","72,23","47,83","44,73","124,98","13,03"
2021-11-06 17:00:56,"74,09","43,97","50,90",-,-,"11,29"
2021-11-06 18:00:56,"77,00","43,14","42,71","58,36","195,26",-
2021-11-06 19:00:56,"105,85","48,00","17,57","62,08","222,76","3,77"
2021-11-06 20:00:56,"101,39","48,22","14,37","60,87","225,19","3,84"
2021-11-06 21:00:56,"113,73","55,92","10,72","50,26","203,16","3,56"
2021-11-06 22:00:56,"69,00","52,51","8,31","31,78","83,48","8,69"
2021-11-06 23:00:56,"68,49","34,76","30,74","18,43","32,07","16,87"
2021-11-07 00:00:56,"52,11","26,03","29,92","21,75","38,01","12,22"
2021-11-07 01:00:56,"56,00","27,03","29,44","20,85","34,78","12,65"
2021-11-07 02:00:56,"55,70","27,73","28,80","16,38","25,40","23,09"
2021-11-07 03:00:56,"45,29","17,79","28,57","7,49","11,10","37,40"
2021-11-07 04:00:56,"22,39","10,13","28,34","12,88","19,06","29,83"
2021-11-07 05:00:56,"35,21","15,08","27,59","19,83","28,24","19,95"
2021-11-07 06:00:56,"41,88","18,00","26,59","17,25","24,92","16,55"
2021-11-07 07:00:56,"37,85","17,95","26,26","11,75","16,25","24,77"
2021-11-07 08:00:56,"33,30","16,19","26,38","20,15","28,65","15,74"
2021-11-07 09:00:56,"43,45","23,32","26,95","20,39","46,40","12,38"
2021-11-07 10:00:56,"57,97","34,92","27,51","21,39","41,60","11,34"
2021-11-07 11:00:56,"57,45","32,05","28,81","27,85","99,08","6,75"
2021-11-07 12:00:56,"71,82","33,85","29,32","21,23","57,91","19,66"
2021-11-07 13:00:56,"65,79","28,26","30,49","18,72","47,21","31,30"
2021-11-07 14:00:56,"59,48","38,13","31,82","15,62","31,35","38,98"
2021-11-07 15:00:56,"74,76","42,97","32,86","23,12","49,50","41,87"
2021-11-07 16:00:56,"66,88","42,03","31,17","12,98","20,81","51,25"
2021-11-07 17:00:56,"63,33","43,13","31,02","17,77","28,41","44,12"
2021-11-07 18:00:56,"74,00","47,95","28,72",-,-,"31,13"
2021-11-07 19:00:56,"74,22","45,97","27,67","42,10","54,60",-
2021-11-07 20:00:56,"81,13","45,18","27,30","39,90","55,26","13,69"
2021-11-07 21:00:56,"84,87","52,23","27,29","25,04","33,07","25,65"
2021-11-07 22:00:56,"80,94","60,87","27,09","28,13","33,03","26,09"
2021-11-07 23:00:56,"78,90","55,84","27,05","20,99","26,80","32,40"
2021-11-08 00:00:56,"76,00","50,18","26,88","22,01","26,34","32,62"
2021-11-08 01:00:56,"76,13","56,95","26,09","19,21","22,46","30,47"
2021-11-08 02:00:56,"80,25","55,16","26,66","20,25","25,21","27,47"
2021-11-08 03:00:56,"87,97","61,29","26,76","19,41","24,85","24,81"
2021-11-08 04:00:56,"87,35","71,89","26,72","19,93","26,71","21,07"
2021-11-08 05:00:56,"97,50","67,87","26,50","17,72","23,40","19,93"
2021-11-08 06:00:56,"81,87","62,92","26,17","23,29","30,54","11,78"
2021-11-08 07:00:56,"78,03","60,05","26,54","28,50","41,41","5,65"
2021-11-08 08:00:56,"78,50","61,69","26,37","28,25","57,91","4,11"
2021-11-08 09:00:56,"63,22","49,95","26,75","26,20","84,80","4,50"
2021-11-08 10:00:56,"70,28","48,17","27,51","34,28","150,64","5,17"
2021-11-08 11:00:56,"79,00","55,38","29,28","46,80","225,39","7,25"
2021-11-08 12:00:56,"111,00","71,43","6,65","68,19","228,55","9,59"
2021-11-08 13:00:56,"142,35","89,14","6,86","84,22","237,80","13,48"
2021-11-08 14:00:56,"153,19","94,95","6,66","109,64","276,50","14,19"
2021-11-08 15:00:56,"159,49","93,29","22,09","108,42","245,76","14,92"
2021-11-08 16:00:56,"176,48","105,72","108,63","96,38","302,39","9,59"
2021-11-08 17:00:56,"221,75","133,26","94,61","99,18","319,50","7,33"
2021-11-08 18:00:56,"213,33","104,90","55,67","80,35","315,54","5,04"
2021-11-08 19:00:56,"192,35","100,75","30,77",-,-,"4,53"
2021-11-08 20:00:56,"171,97","90,97","17,30","74,21","360,55",-
2021-11-08 21:00:56,"169,93","89,68","10,75","62,84","234,56","3,75"
2021-11-08 22:00:56,"137,53","77,53","11,48","59,80","348,14","4,76"
2021-11-08 23:00:56,"154,59","99,10","10,14","49,16","406,12","5,18"
2021-11-09 00:00:56,"172,26","102,66","8,52","42,00","338,91","4,73"
2021-11-09 01:00:56,"148,40","89,14","8,81","40,80","414,70","4,84"
2021-11-09 02:00:56,"160,09","94,47","6,82","31,77","319,27","4,63"
2021-11-09 03:00:56,"130,35","72,81","5,70","31,04","282,52","4,04"
2021-11-09 04:00:56,"110,15","64,69","4,71","30,70","218,39","4,07"
2021-11-09 05:00:56,"114,87","52,19","5,11","33,88","266,84","4,11"
2021-11-09 06:00:56,"83,00","59,93","4,14","33,32","209,98","4,14"
2021-11-09 07:00:56,"83,31","56,98","29,57","33,82","255,65","4,09"
2021-11-09 08:00:56,"93,22","55,78","29,98","36,92","264,07","4,04"
2021-11-09 09:00:56,"99,85","47,05","28,82","37,01","176,83","3,95"
2021-11-09 10:00:56,"95,06","48,87","29,66","39,81","200,13","4,03"
2021-11-09 11:00:56,"97,00","44,44","31,46","46,21","292,16","4,17"
2021-11-09 12:00:56,"137,07","61,41","7,29","44,52","273,63","4,46"
