Tarih,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2019-03-06 00:00:56,"91,66","39,84","10,97","95,65","220,21","3,61"
2019-03-06 01:00:56,"78,49","34,34","10,17","97,89","297,32","4,70"
2019-03-06 02:00:56,"96,30","45,47","9,99","85,77","159,53","3,26"
2019-03-06 03:00:56,"70,25","27,48","12,49","94,68","285,33","3,59"
2019-03-06 04:00:56,"79,64","43,52","8,50","78,15","173,01","2,22"
2019-03-06 05:00:56,"64,83","27,03","6,69","73,85","137,49","2,86"
2019-03-06 06:00:56,"57,93","28,09","6,68","72,56","148,85","2,28"
2019-03-06 07:00:56,"55,31","31,03","6,14","74,11","133,21","2,26"
2019-03-06 08:00:56,"68,43","32,18","8,05","79,70","246,05","2,89"
2019-03-06 09:00:56,"86,00","38,78","15,01","113,57","634,01","3,48"
2019-03-06 10:00:56,"163,93","63,94","16,71","109,92","512,41","3,69"
2019-03-06 11:00:56,"162,12","62,45","37,44","122,23","502,90","4,72"
2019-03-06 12:00:56,"194,71","77,44","33,18","135,44","452,47","5,94"
2019-03-06 13:00:56,"184,86","92,32","27,41","131,56","418,11","3,57"
2019-03-06 14:00:56,"153,28","69,93","17,63","140,10","470,24","3,97"
2019-03-06 15:00:56,"220,02","101,68","25,90","137,21","404,15","5,26"
2019-03-06 16:00:56,"193,85","89,63","27,42",-,-,"4,39"
2019-03-06 17:00:56,"213,46","75,36","19,88","95,87","180,71","13,13"
2019-03-06 18:00:56,"112,55","52,24","23,86","101,83","202,10","7,93"
2019-03-06 19:00:56,"130,28","61,27","22,17","121,69","335,01","2,96"
2019-03-06 20:00:56,"168,50","71,00","17,35","118,01","256,10","6,22"
2019-03-06 21:00:56,"60,00",-,"9,55","127,14","291,24","3,12"
2019-03-06 22:00:56,"59,56",-,"7,85","82,02","155,13","25,30"
2019-03-06 23:00:56,"46,31",-,"5,58","104,12","189,71","2,58"
2019-03-07 00:00:56,"56,48","27,43","4,70","99,51","181,14","2,31"
2019-03-07 01:00:56,"71,07","41,60","2,72","76,06","132,53","4,02"
2019-03-07 02:00:56,"42,60","28,31","2,93","76,79","194,05","2,39"
2019-03-07 03:00:56,"59,76","38,71","2,51","68,49","187,53","2,24"
2019-03-07 04:00:56,"52,56","28,91","2,34","67,17","168,43","2,87"
2019-03-07 05:00:56,"39,77","25,71","0,71","47,79","67,27","9,93"
2019-03-07 06:00:56,"32,81","15,92","1,09","51,17","82,23","11,83"
2019-03-07 07:00:56,"27,16","13,08","1,57","68,53","170,68","7,00"
2019-03-07 08:00:56,"32,53","16,16","3,38","89,64","316,45","3,78"
2019-03-07 09:00:56,"48,78","22,05","2,03","70,52","149,65","11,80"
2019-03-07 10:00:56,"42,49","24,19","4,55","78,75","204,36","11,59"
2019-03-07 11:00:56,"57,24","30,97","7,40","72,79","137,95","32,81"
2019-03-07 12:00:56,"64,81","29,95","7,68","79,41","145,41","40,82"
2019-03-07 13:00:56,"86,93","27,63","5,00","40,85","61,68","76,68"
2019-03-07 14:00:56,"56,09","13,87","2,96","56,48","99,61","73,17"
2019-03-07 15:00:56,"58,19","8,89","1,13","47,69","73,32","83,79"
2019-03-07 16:00:56,"33,59","5,08","6,09","66,47","114,07","66,53"
2019-03-07 17:00:56,"51,97","8,03","3,15",-,-,"67,88"
2019-03-07 18:00:56,"51,25","9,14","2,81","92,71","153,59","44,82"
2019-03-07 19:00:56,"59,65","14,06","4,31","139,80","299,37","18,18"
2019-03-07 20:00:56,"80,00","16,80","9,43","129,24","260,98","6,98"
2019-03-07 21:00:56,"110,84","44,60","12,49","124,84","300,72","6,77"
2019-03-07 22:00:56,"135,99","64,51","11,04","92,42","183,25","4,21"
2019-03-07 23:00:56,"88,00","47,77","9,50","80,36","146,86","4,26"
2019-03-08 00:00:56,"88,00","40,26","10,44","80,97","280,18","3,94"
2019-03-08 01:00:56,"89,00","49,70","8,10","74,40","201,15","2,95"
2019-03-08 02:00:56,"87,69","38,43","4,53","49,35","72,32","18,87"
2019-03-08 03:00:56,"46,66","18,00","3,64","38,48","46,38","27,86"
2019-03-08 04:00:56,"36,25","17,97","4,52","59,57","76,40","11,12"
2019-03-08 05:00:56,"43,38","16,76","3,76","32,51","35,64","38,30"
2019-03-08 06:00:56,"25,16","8,03","2,61","29,42","32,39","37,90"
2019-03-08 07:00:56,"30,03","9,06","2,03","55,13","66,84","17,68"
2019-03-08 08:00:56,"31,61","11,13","4,03","78,48","134,06","6,26"
2019-03-08 09:00:56,"49,30","16,11","5,81","73,26","148,55","12,68"
2019-03-08 10:00:56,"58,81","20,15","2,56","81,50","161,47","20,20"
2019-03-08 11:00:56,"84,00","25,27","5,10","104,68","302,00","12,89"
2019-03-08 12:00:56,"79,00","33,49","8,24","68,47","96,70","64,61"
2019-03-08 13:00:56,"78,00","16,73","19,46","51,74","83,71","76,40"
2019-03-08 14:00:56,"46,81","7,91","18,38","43,76","69,54","87,75"
2019-03-08 15:00:56,"41,03","5,03","7,28","48,84","78,95","83,65"
2019-03-08 16:00:56,"41,81","5,97","6,16","62,64","102,22","78,30"
2019-03-08 17:00:56,"36,07","4,97","4,93","59,20","95,93","81,44"
2019-03-08 18:00:56,"38,40","4,20","13,73",-,-,"50,23"
2019-03-08 19:00:56,"50,00","11,90","33,57","168,33","401,81","3,31"
2019-03-08 20:00:56,"139,41","42,86","15,16","167,42","503,33","2,06"
2019-03-08 21:00:56,"121,67","38,72","14,14","163,81","672,47","6,20"
2019-03-08 22:00:56,"176,45","65,17","17,22","117,51","459,05","8,08"
2019-03-08 23:00:56,"189,45","70,52","16,17","105,08","377,71","4,63"
2019-03-09 00:00:56,"138,49","53,73","10,71","100,25","377,12","4,16"
2019-03-09 01:00:56,"94,00","43,77","10,29","94,72","310,13","3,57"
2019-03-09 02:00:56,"94,09","35,97","7,89","94,29","352,04","3,23"
2019-03-09 03:00:56,"96,13","34,77","4,56","78,62","231,08","1,96"
2019-03-09 04:00:56,"70,81","27,23","3,90","78,79","354,03","2,39"
2019-03-09 05:00:56,"95,00","35,11","3,72","76,54","385,00","2,78"
2019-03-09 06:00:56,"75,00","38,66","2,19","74,25","313,27","2,27"
2019-03-09 07:00:56,"74,91","27,00","1,34","67,10","222,15","2,21"
2019-03-09 08:00:56,"72,00","26,94","4,38","80,19","298,41","2,60"
2019-03-09 09:00:56,"72,00","25,17","9,46","110,69","527,09","3,10"
2019-03-09 10:00:56,"106,60","31,08","17,58","106,02","420,05","5,29"
2019-03-09 11:00:56,"126,39","34,43","42,54","135,78","377,06","9,40"
2019-03-09 12:00:56,"138,46","49,92","34,63","131,45","307,59","20,32"
2019-03-09 13:00:56,"120,59","46,87","51,76","128,31","256,27","32,18"
2019-03-09 14:00:56,"87,00","41,60","36,44","105,79","219,45","32,07"
2019-03-09 15:00:56,"87,00","26,92","47,90","90,80","162,02","47,97"
2019-03-09 16:00:56,"100,00","23,92","22,37","64,46","101,65","71,90"
2019-03-09 17:00:56,"99,79","21,13","18,64","104,79","178,82","39,54"
2019-03-09 18:00:56,"92,55","25,92","29,29","66,82","92,69","63,31"
2019-03-09 19:00:56,"77,73","23,00","52,24",-,-,"59,01"
2019-03-09 20:00:56,"68,94","23,09","37,28","99,32","150,26","13,10"
2019-03-09 21:00:56,"67,54","26,29","23,16","124,44","230,19","2,02"
2019-03-09 22:00:56,"85,16","36,06","34,86","126,77","264,40","1,66"
2019-03-09 23:00:56,"90,26","38,20","20,62","120,11","293,55","1,74"
2019-03-10 00:00:56,"98,00","45,30","16,28","115,24","349,12","3,19"
2019-03-10 01:00:56,"119,55","56,00","13,75","113,50","445,04","3,17"
2019-03-10 02:00:56,"135,41","55,66","7,43","95,07","354,19","1,91"
2019-03-10 03:00:56,"115,61","44,00","4,31","85,11","291,62","1,61"
2019-03-10 04:00:56,"94,00","43,89","2,93","79,05","253,44","2,11"
2019-03-10 05:00:56,"93,41","39,84","0,29","65,78","160,87","1,35"
2019-03-10 06:00:56,"73,88","33,97","0,50","61,84","132,74","1,45"
2019-03-10 07:00:56,"69,81","33,03","0,29","60,52","138,02","1,26"
2019-03-10 08:00:56,-,-,-,-,-,-
2019-03-10 09:00:56,-,-,-,-,-,-
2019-03-10 10:00:56,-,-,-,-,-,-
2019-03-10 11:00:56,-,-,-,-,-,-
2019-03-10 12:00:56,-,-,-,-,-,-
2019-03-10 13:00:56,-,-,-,-,-,-
2019-03-10 14:00:56,-,-,-,-,-,-
2019-03-10 15:00:56,-,-,-,-,-,-
2019-03-10 16:00:56,-,-,-,-,-,-
2019-03-10 17:00:56,-,-,-,-,-,-
2019-03-10 18:00:56,-,-,-,-,-,-
2019-03-10 19:00:56,-,-,-,-,-,-
2019-03-10 20:00:56,-,-,-,-,-,-
2019-03-10 21:00:56,-,-,-,-,-,-
2019-03-10 22:00:56,-,-,-,-,-,-
2019-03-10 23:00:56,-,-,-,-,-,-
2019-03-11 00:00:56,-,-,-,-,-,-
2019-03-11 01:00:56,-,-,-,-,-,-
2019-03-11 02:00:56,-,-,-,-,-,-
2019-03-11 03:00:56,-,-,-,-,-,-
2019-03-11 04:00:56,-,-,-,-,-,-
2019-03-11 05:00:56,-,-,-,-,-,-
2019-03-11 06:00:56,-,-,-,-,-,-
2019-03-11 07:00:56,-,-,-,-,-,-
2019-03-11 08:00:56,-,-,-,-,-,-
2019-03-11 09:00:56,-,-,-,-,-,-
2019-03-11 10:00:56,-,-,-,-,-,-
2019-03-11 11:00:56,-,-,-,-,-,-
2019-03-11 12:00:56,-,-,-,-,-,-
2019-03-11 13:00:56,-,-,-,-,-,-
2019-03-11 14:00:56,-,-,-,-,-,-
2019-03-11 15:00:56,-,-,-,-,-,"44,03"
2019-03-11 16:00:56,-,-,"15,51","83,05","123,18","52,98"
2019-03-11 17:00:56,-,-,"5,85","100,92","170,04","35,69"
2019-03-11 18:00:56,"71,72","0,15","6,21","115,17","193,11","28,25"
2019-03-11 19:00:56,"62,23","6,20","24,11","141,48","237,61","15,79"
2019-03-11 20:00:56,"70,24","14,27","21,40","143,22","303,57","4,48"
2019-03-11 21:00:56,"78,00","24,57","19,20",-,-,"4,92"
2019-03-11 22:00:56,"125,88","44,76","10,91","98,40","155,72",-
2019-03-11 23:00:56,"121,60","36,05","7,83","91,42","183,33","3,34"
2019-03-12 00:00:56,"93,00","37,89","4,49","89,17","220,21","3,04"
2019-03-12 01:00:56,"92,94","34,03","4,71","85,48","251,85","2,66"
2019-03-12 02:00:56,"89,83","34,62","2,53","68,96","96,94","5,33"
2019-03-12 03:00:56,"52,97","20,05","1,93","52,27","80,26","23,22"
2019-03-12 04:00:56,"51,69","21,85","1,37","56,17","80,01","16,15"
2019-03-12 05:00:56,"42,12","15,95","0,84","60,54","79,05","7,66"
2019-03-12 06:00:56,"45,97","14,11","0,73","48,96","63,56","18,37"
2019-03-12 07:00:56,"45,23","18,00","0,05","64,00","137,12","5,04"
2019-03-12 08:00:56,"54,27","18,34","2,52","83,88","357,77","1,66"
2019-03-12 09:00:56,"98,00","31,20","6,14","105,54","534,19","2,68"
2019-03-12 10:00:56,"113,08","38,16","6,10","88,80","291,86","4,73"
2019-03-12 11:00:56,"117,64","44,46","13,72","127,48","680,05","4,42"
2019-03-12 12:00:56,"173,89","60,83","15,46","120,45","434,50","6,71"
2019-03-12 13:00:56,"168,58","54,47","15,81","127,83","375,42","4,73"
2019-03-12 14:00:56,"119,83","35,00","32,70","124,68","363,46","7,82"
2019-03-12 15:00:56,-,"35,00","28,25","89,34",-,"14,32"
2019-03-12 16:00:56,-,-,"7,61","25,89","34,14","52,75"
2019-03-12 17:00:56,"33,00","10,00","5,17","18,12","22,12","68,91"
2019-03-12 18:00:56,"32,75","10,00","3,98","22,75","29,81","63,14"
2019-03-12 19:00:56,"24,94","9,97","3,83","54,75","96,96","31,98"
2019-03-12 20:00:56,"22,97","9,03","3,66","73,84","122,38","13,58"
2019-03-12 21:00:56,"21,73","9,97","3,39","75,69","137,65","12,43"
2019-03-12 22:00:56,"12,91","8,89","2,31",-,-,"57,47"
2019-03-12 23:00:56,"10,00","5,00","2,24","20,60","22,54","55,61"
2019-03-13 00:00:56,-,"4,95","1,99","21,56","23,43","57,60"
2019-03-13 01:00:56,-,"2,94","1,94","23,78","28,13","53,49"
2019-03-13 02:00:56,-,"1,00","1,85","26,14","30,18","53,74"
2019-03-13 03:00:56,-,"1,00","1,74","12,89","13,94","68,26"
2019-03-13 04:00:56,-,-,"1,74","11,58","12,54","70,42"
2019-03-13 05:00:56,-,-,"1,73","10,30","11,28","74,37"
2019-03-13 06:00:56,-,-,"1,65","10,58","11,36","79,40"
2019-03-13 07:00:56,-,-,"1,58","14,35","15,56","74,85"
2019-03-13 08:00:56,-,-,"1,66","32,14","35,10","58,33"
2019-03-13 09:00:56,-,"0,14","1,71","49,65","55,98","44,21"
2019-03-13 10:00:56,"10,06","5,03","1,82","38,64","43,51","57,88"
2019-03-13 11:00:56,"12,18","6,03","1,09","33,49","37,91","60,41"
2019-03-13 12:00:56,"17,87","7,00","1,46","29,46","34,30","58,32"
2019-03-13 13:00:56,"13,97","6,94","1,44","26,25","31,09","66,09"
2019-03-13 14:00:56,"13,03","4,97","1,46","23,45","27,79","72,21"
2019-03-13 15:00:56,"14,00",-,"1,84","27,62","31,89","68,00"
2019-03-13 16:00:56,-,-,-,-,-,-
2019-03-13 17:00:56,-,-,"1,58","27,84",-,"69,65"
2019-03-13 18:00:56,-,-,"1,07","33,31","36,93","64,84"
2019-03-13 19:00:56,-,-,"1,03","31,79","34,80","65,75"
2019-03-13 20:00:56,"13,00",-,"1,51","31,39","33,99","72,43"
2019-03-13 21:00:56,"22,22","7,00","2,12","25,14","27,19","76,98"
2019-03-13 22:00:56,"36,85","9,76","2,36","22,74","24,61","75,45"
2019-03-13 23:00:56,"26,94","6,33","2,12",-,-,"71,41"
2019-03-14 00:00:56,"21,38","6,00","2,52","22,37","24,13","70,29"
2019-03-14 01:00:56,"25,63","6,92","2,31","17,62","19,01","73,63"
2019-03-14 02:00:56,"26,00","6,08","1,99","15,05","16,18","74,02"
2019-03-14 03:00:56,"16,74","4,15","1,85","13,85","14,81","74,59"
2019-03-14 04:00:56,"19,70","8,61","1,45","15,99","17,33","69,01"
2019-03-14 05:00:56,"20,93","6,23","1,63","10,28","11,25","76,25"
2019-03-14 06:00:56,"18,22","5,08","1,59","12,07","13,08","73,25"
2019-03-14 07:00:56,"17,07","5,92","1,54","21,06","23,44","63,56"
2019-03-14 08:00:56,"26,26","6,00","1,52","29,49","35,45","57,01"
2019-03-14 09:00:56,"24,22","6,92","1,92","42,70","68,87","44,86"
2019-03-14 10:00:56,"28,63","8,84","2,52","71,68","132,85","24,51"
2019-03-14 11:00:56,"38,26","9,92","2,54","69,81","140,36","22,46"
2019-03-14 12:00:56,"38,96","10,14","2,68","71,70","141,84","22,09"
2019-03-14 13:00:56,"37,82","13,93","3,62","25,34","36,73","59,45"
2019-03-14 14:00:56,-,-,"4,03","35,33",-,"54,15"
2019-03-14 15:00:56,"43,00","14,00","4,01","49,31","98,40","40,39"
2019-03-14 16:00:56,"42,89","13,86","3,87","53,13","110,96","40,55"
2019-03-14 17:00:56,"40,28","10,14","3,18","57,47","104,81","38,02"
2019-03-14 18:00:56,"47,65","13,90","2,83","27,03","32,04","57,32"
2019-03-14 19:00:56,"38,00","11,00","2,38","35,03","40,95","50,88"
2019-03-14 20:00:56,"38,28","11,20","3,22","39,25","45,56","48,84"
2019-03-14 21:00:56,"45,80","16,77","3,20","41,40","48,77","49,01"
2019-03-14 22:00:56,"40,00","10,10","3,62","30,47","32,91","55,90"
2019-03-14 23:00:56,"39,94","12,93","3,59","40,14","48,11","40,18"
2019-03-15 00:00:56,"37,88","11,06","3,05",-,-,"52,57"
2019-03-15 01:00:56,"33,84","12,89","2,86","30,70","32,98","47,69"
2019-03-15 02:00:56,"29,13","10,00","2,48","30,22","33,06","49,53"
2019-03-15 03:00:56,"33,07","10,28","2,81","24,92","26,81","50,54"
2019-03-15 04:00:56,"35,13","18,06","2,82","50,67","61,22","21,61"
2019-03-15 05:00:56,"38,93","19,87","2,15","43,96","52,42","24,62"
2019-03-15 06:00:56,"36,64","15,87","1,24","21,81","23,29","38,54"
2019-03-15 07:00:56,"26,20","12,03","1,54","41,40","61,37","21,72"
2019-03-15 08:00:56,"31,90","13,00","1,39","60,60","94,54","9,71"
2019-03-15 09:00:56,"29,53","13,29","3,12","81,04","198,74","5,73"
2019-03-15 10:00:56,"44,61","21,79","2,29","56,49","78,95","27,16"
2019-03-15 11:00:56,"33,96","15,97","2,51","35,51","45,23","40,93"
2019-03-15 12:00:56,"33,25","14,97","3,12","58,81","105,39","26,36"
2019-03-15 13:00:56,"40,69","14,21","3,95","76,70","167,12","16,51"
2019-03-15 14:00:56,"60,46","20,14","3,79","66,86","121,39","23,37"
2019-03-15 15:00:56,"73,00","24,20","3,07","75,05","157,34","18,34"
2019-03-15 16:00:56,"71,67","29,35","2,01","34,33","39,66","64,41"
2019-03-15 17:00:56,"32,13","10,13","2,41","39,37","43,78","63,33"
2019-03-15 18:00:56,"36,07","13,90","2,47","44,50","52,31","60,67"
2019-03-15 19:00:56,"37,93","11,10","1,90","47,08","53,57","57,36"
2019-03-15 20:00:56,"36,03","13,97","2,39","40,09","42,98","64,01"
2019-03-15 21:00:56,"36,87","13,07","2,05","35,80","38,28","65,29"
2019-03-15 22:00:56,"32,87","14,83","1,61","42,46","44,81","56,19"
2019-03-15 23:00:56,"29,13","10,14","1,65","61,63","68,95","34,37"
2019-03-16 00:00:56,"33,28","14,13","1,53","77,62","102,44","13,48"
2019-03-16 01:00:56,"42,23","18,17","1,32",-,-,"4,34"
2019-03-16 02:00:56,"49,07","23,13","1,73","75,25","132,57","2,83"
2019-03-16 03:00:56,"50,80","26,81","2,10","80,32","189,07","2,52"
2019-03-16 04:00:56,"44,67","20,90","1,09","60,89","108,92","2,16"
2019-03-16 05:00:56,"34,80","17,94","0,75","54,08","81,72","4,85"
2019-03-16 06:00:56,"29,13","15,97","1,40","55,82","111,23","5,26"
2019-03-16 07:00:56,"32,80","14,87","1,54","58,99","138,01","1,67"
2019-03-16 08:00:56,"27,72","11,39","0,77","73,16","319,11","2,45"
2019-03-16 09:00:56,"48,63","22,93","1,85","91,97","348,37","3,87"
2019-03-16 10:00:56,"66,53","21,43","2,68","75,00","219,81","14,79"
2019-03-16 11:00:56,"81,00","33,54","3,76","60,31","132,94","31,02"
2019-03-16 12:00:56,"68,00","47,39","14,88","61,06","123,28","48,90"
2019-03-16 13:00:56,"67,26","30,49","19,10","47,98","83,67","68,21"
2019-03-16 14:00:56,"47,04","16,79","15,77","39,58","68,40","78,04"
2019-03-16 15:00:56,"47,79","11,00","17,59","38,99","64,56","85,24"
2019-03-16 16:00:56,"41,79","10,97","5,11","44,70","69,48","84,47"
2019-03-16 17:00:56,"36,20","10,10","19,48","58,72","89,08","72,01"
2019-03-16 18:00:56,"42,36","13,28","22,67","89,34","129,27","51,86"
2019-03-16 19:00:56,"53,00","20,93","19,50","86,62","124,22","49,87"
2019-03-16 20:00:56,"53,26","19,20","16,61","124,69","208,42","16,17"
2019-03-16 21:00:56,"61,29","25,14","9,72","118,41","199,23","12,12"
2019-03-16 22:00:56,"70,16","29,11","15,37","115,32","194,81","10,72"
2019-03-16 23:00:56,"74,31","31,60","20,73","88,57","113,65","31,31"
2019-03-17 00:00:56,"53,88","21,00","31,00","85,94","115,94","32,10"
2019-03-17 01:00:56,"49,97","20,81","20,73","78,23","96,34","34,08"
2019-03-17 02:00:56,"48,54","15,89","13,54",-,-,"57,20"
2019-03-17 03:00:56,"34,74","12,93","7,32","41,10","45,62","68,06"
2019-03-17 04:00:56,"27,07","10,96","12,26","30,60","34,04","83,60"
2019-03-17 05:00:56,"28,87","9,93","10,64","18,14","20,22","89,67"
2019-03-17 06:00:56,"25,24","8,07","9,71","23,25","25,33","78,04"
2019-03-17 07:00:56,"32,04","10,04","6,44","55,65","64,23","37,95"
2019-03-17 08:00:56,"33,00","11,11","4,53","48,68","52,36","40,63"
2019-03-17 09:00:56,"33,11","14,00","3,83","39,15","43,56","47,48"
2019-03-17 10:00:56,"35,79","13,92","3,38","28,55","36,28","68,34"
2019-03-17 11:00:56,"30,11","11,93","4,76","19,55","26,38","82,78"
2019-03-17 12:00:56,"33,25","10,18","7,48","31,13","49,74","76,81"
2019-03-17 13:00:56,"39,58","14,75","3,71","27,16","41,80","91,41"
2019-03-17 14:00:56,"28,18","8,03","32,38","35,48","56,13","90,53"
2019-03-17 15:00:56,"32,83","8,97","9,26","42,09","65,75","91,54"
2019-03-17 16:00:56,"28,65","8,31","19,03","53,73","82,20","86,09"
2019-03-17 17:00:56,"47,77","16,83","12,88","53,30","75,60","96,22"
2019-03-17 18:00:56,"41,23","12,07","26,84","76,84","114,49","67,41"
2019-03-17 19:00:56,"48,07","14,11","32,62","93,39","134,21","43,46"
2019-03-17 20:00:56,"50,23","17,11","10,94","114,48","200,11","17,29"
2019-03-17 21:00:56,"57,62","20,33","3,73","131,33","204,43","4,51"
2019-03-17 22:00:56,"76,00","29,61","7,10","112,05","340,22","5,23"
2019-03-17 23:00:56,"97,00","45,89","1,58","91,34","264,88","3,75"
2019-03-18 00:00:56,"97,06","43,06","11,09","81,48","259,39","4,19"
2019-03-18 01:00:56,"99,00","45,03","10,10","77,31","239,74","2,95"
2019-03-18 02:00:56,"55,00","45,16","5,96","63,81","114,18","2,34"
2019-03-18 03:00:56,"54,93","21,07","4,89",-,-,"5,07"
2019-03-18 04:00:56,"52,77","22,93","3,27","47,54","66,41","7,41"
2019-03-18 05:00:56,"45,80","20,93","2,67","41,36","46,02","15,46"
2019-03-18 06:00:56,"39,93","18,86","2,93","44,31","54,21","11,68"
2019-03-18 07:00:56,"37,96","15,22","2,93","51,44","72,79","5,59"
2019-03-18 08:00:56,"37,04","20,86","3,23","56,53","94,00","7,42"
2019-03-18 09:00:56,"38,66","17,07","5,86","56,70","116,40","12,57"
2019-03-18 10:00:56,"56,00","19,44","10,16","84,07","234,27","11,79"
2019-03-18 11:00:56,"107,36","32,30","15,01","99,28","235,78","25,74"
2019-03-18 12:00:56,"63,00","40,29","11,53","64,38","94,70","62,82"
2019-03-18 13:00:56,"54,00","19,83","8,54","60,49","103,67","65,26"
2019-03-18 14:00:56,"53,54","14,90","11,02","55,39","90,91","74,33"
2019-03-18 15:00:56,"40,48","11,85","8,56","48,75","78,60","88,51"
2019-03-18 16:00:56,"53,86","7,96","13,48","57,91","91,91","82,59"
2019-03-18 17:00:56,"51,08","7,68","55,73","120,00","206,85","45,73"
2019-03-18 18:00:56,"81,00","27,56","100,01","157,05","316,21","19,87"
2019-03-18 19:00:56,"113,27","43,03","73,39","168,07","385,77","11,20"
2019-03-18 20:00:56,"120,31","43,76","16,32","132,70","231,90","11,21"
2019-03-18 21:00:56,"102,86","37,29","16,68","165,18","464,60","0,99"
2019-03-18 22:00:56,"124,58","44,77","13,24","146,68","403,97","1,08"
2019-03-18 23:00:56,"111,93","38,96","11,07","112,77","321,17","3,21"
2019-03-19 00:00:56,"86,00","37,87","9,40","86,16","227,94","3,33"
2019-03-19 01:00:56,"85,34","33,66","5,98","72,20","120,02","2,55"
2019-03-19 02:00:56,"67,61","24,82","6,31","62,34","99,23","6,39"
2019-03-19 03:00:56,"56,86","20,07","5,51","55,27","76,12","9,45"
2019-03-19 04:00:56,"53,95","22,23","5,51",-,-,"1,98"
2019-03-19 05:00:56,"78,46","27,96","3,78","62,95","152,02","2,48"
2019-03-19 06:00:56,"63,73","27,00","3,98","60,83","181,70","1,89"
2019-03-19 07:00:56,"55,80","26,89","2,67","57,66","120,91","2,07"
2019-03-19 08:00:56,"50,67","24,31","4,54","68,04","220,15","2,76"
2019-03-19 09:00:56,"69,88","32,35","9,47","68,61","197,32","6,95"
2019-03-19 10:00:56,"114,00","43,00","16,84","85,53","208,72","14,61"
2019-03-19 11:00:56,"105,00","44,00",-,-,-,-
2019-03-19 12:00:56,"130,82","44,00","23,69","114,35","190,21","45,07"
2019-03-19 13:00:56,-,"61,00","25,22","132,65","193,55","71,76"
2019-03-19 14:00:56,"80,00","59,89","36,48","94,70","139,95","76,03"
2019-03-19 15:00:56,"80,00","32,32","122,47","140,61","260,85","34,73"
2019-03-19 16:00:56,"143,05","64,26","63,21","126,12","202,62","46,30"
2019-03-19 17:00:56,"63,00","45,09","24,73","81,87","114,18","70,62"
2019-03-19 18:00:56,"62,49","20,66","14,88","42,22","50,70","95,08"
2019-03-19 19:00:56,"47,80","12,07","11,25","42,29","45,51","90,24"
2019-03-19 20:00:56,"42,14","14,07","12,41","87,07","105,39","44,42"
2019-03-19 21:00:56,"46,00","16,85","25,53","145,73","251,80","4,40"
2019-03-19 22:00:56,"103,03","40,04","17,92","124,59","255,19","3,23"
2019-03-19 23:00:56,"103,93","41,28","10,93","96,59","207,10","3,54"
2019-03-20 00:00:56,"82,00","48,49","8,14","85,50","147,58","3,81"
2019-03-20 01:00:56,"80,71","33,33","5,33","53,98","62,33","30,68"
2019-03-20 02:00:56,"47,92","16,26","6,32","96,05","226,94","2,45"
2019-03-20 03:00:56,"71,71","22,96","4,83","81,03","160,20","1,71"
2019-03-20 04:00:56,"63,48","21,81","3,95","76,10","121,64","3,91"
2019-03-20 05:00:56,"49,82","17,15","3,23",-,-,"8,22"
2019-03-20 06:00:56,"44,74","20,79","3,15","63,61","104,62","15,18"
2019-03-20 07:00:56,"37,85","15,11","2,35","34,88","38,95","42,38"
2019-03-20 08:00:56,"34,22","17,89","2,15","53,66","66,99","19,68"
2019-03-20 09:00:56,"69,00","23,00","5,13","75,14","175,20","11,14"
2019-03-20 10:00:56,"69,00","23,00","10,91","91,21","246,62","14,40"
2019-03-20 11:00:56,"89,00","34,00","14,52","73,81","162,91","27,65"
2019-03-20 12:00:56,"87,09","33,18","5,64","15,86","22,53","69,57"
2019-03-20 13:00:56,"30,00","8,00","3,39","10,90","14,50","82,71"
2019-03-20 14:00:56,"30,00","8,00","2,45","11,10","14,99","88,26"
2019-03-20 15:00:56,"29,00","4,00","1,74","12,30","16,49","89,28"
2019-03-20 16:00:56,"29,27","4,07","1,52","12,12","16,11","88,63"
2019-03-20 17:00:56,"36,83","6,07","1,64","13,11","17,22","85,53"
2019-03-20 18:00:56,"31,86","8,00","1,59","15,95","19,72","84,85"
2019-03-20 19:00:56,"27,63","7,96","1,53","23,06","26,24","80,56"
2019-03-20 20:00:56,"17,20","7,04","2,01","28,87","31,42","77,41"
2019-03-20 21:00:56,"23,03","8,00","2,25","26,46","28,57","77,71"
2019-03-20 22:00:56,"23,96","7,89","1,77","20,75","22,26","83,38"
2019-03-20 23:00:56,"22,89","5,04","1,39","18,81","20,12","82,22"
2019-03-21 00:00:56,"19,96","6,00","1,07","23,34","24,63","74,44"
2019-03-21 01:00:56,"18,89","5,92","1,03","26,99","28,41","68,09"
2019-03-21 02:00:56,"16,11","4,08","1,14","28,49","30,07","60,21"
2019-03-21 03:00:56,"19,15","5,96","0,99","45,70","50,22","34,38"
2019-03-21 04:00:56,"22,93","5,04","0,93","37,55","40,16","37,94"
2019-03-21 05:00:56,"21,07","6,04","0,75","26,55","28,47","50,47"
2019-03-21 06:00:56,"23,00","7,00","0,98",-,-,"30,20"
2019-03-21 07:00:56,"22,90","6,93","0,85","38,13","41,72","51,24"
2019-03-21 08:00:56,"20,51","5,04","1,50","69,90","82,21","22,74"
2019-03-21 09:00:56,"33,00","12,00","1,53","46,33","55,83","55,39"
2019-03-21 10:00:56,"32,83","11,89","1,57","19,69","23,87","84,90"
