Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2019-01-03 03:00:56,306.43,111.42,97.75,0.0,0.0
2019-01-03 04:00:56,299.08,105.19,111.07,0.0,0.0
2019-01-03 05:00:56,282.53,100.88,67.81,0.0,0.0
2019-01-03 06:00:56,262.4,92.0,39.0,0.0,0.0
2019-01-03 07:00:56,237.41,82.58,47.94,0.0,0.0
2019-01-03 08:00:56,229.48,89.77,40.64,0.0,0.0
2019-01-03 09:00:56,248.9,87.52,49.37,0.0,0.0
2019-01-03 10:00:56,285.81,100.08,158.49,0.0,0.0
2019-01-03 11:00:56,321.79,133.62,152.01,0.0,0.0
2019-01-03 12:00:56,0.0,149.43,0.0,0.0,0.0
2019-01-03 13:00:56,0.0,149.38,116.82,0.0,0.0
2019-01-03 14:00:56,0.0,121.43,64.5,0.0,0.0
2019-01-03 15:00:56,0.0,81.63,82.63,0.0,0.0
2019-01-03 16:00:56,0.0,61.74,80.0,0.0,0.0
2019-01-03 17:00:56,0.0,41.97,83.39,0.0,0.0
2019-01-03 18:00:56,376.89,43.03,128.26,0.0,0.0
2019-01-03 19:00:56,265.27,64.77,132.75,0.0,0.0
2019-01-03 20:00:56,232.26,77.46,133.37,0.0,0.0
2019-01-03 21:00:56,199.37,63.03,81.96,0.0,0.0
2019-01-03 22:00:56,153.51,51.31,57.81,0.0,0.0
2019-01-03 23:00:56,122.43,47.7,73.4,0.0,0.0
2019-01-04 00:00:56,111.7,41.04,61.86,0.0,0.0
2019-01-04 01:00:56,81.08,30.55,61.04,0.0,0.0
2019-01-04 02:00:56,51.76,31.42,27.35,0.0,0.0
2019-01-04 03:00:56,40.05,22.17,16.72,0.0,0.0
2019-01-04 04:00:56,26.07,12.62,11.17,0.0,0.0
2019-01-04 05:00:56,21.56,7.29,12.52,0.0,0.0
2019-01-04 06:00:56,16.82,4.18,13.89,0.0,0.0
2019-01-04 07:00:56,22.96,3.6,11.94,0.0,0.0
2019-01-04 08:00:56,25.02,7.4,10.31,0.0,0.0
2019-01-04 09:00:56,19.94,6.15,9.96,0.0,0.0
2019-01-04 10:00:56,19.73,7.25,19.55,0.0,0.0
2019-01-04 11:00:56,22.25,10.21,30.89,0.0,0.0
2019-01-04 12:00:56,18.2,14.67,26.09,0.0,0.0
2019-01-04 13:00:56,21.2,12.78,20.45,0.0,0.0
2019-01-04 14:00:56,18.82,9.87,20.43,0.0,0.0
2019-01-04 15:00:56,24.54,6.73,15.81,0.0,0.0
2019-01-04 16:00:56,22.75,7.34,4.64,0.0,0.0
2019-01-04 17:00:56,24.89,10.06,11.53,0.0,0.0
2019-01-04 18:00:56,22.8,7.23,10.41,0.0,0.0
2019-01-04 19:00:56,20.77,12.25,16.66,0.0,0.0
2019-01-04 20:00:56,40.78,12.72,32.36,0.0,0.0
2019-01-04 21:00:56,47.03,12.73,45.78,0.0,0.0
2019-01-04 22:00:56,43.78,11.68,55.89,0.0,0.0
2019-01-04 23:00:56,46.5,15.29,65.82,0.0,0.0
2019-01-05 00:00:56,64.17,25.79,74.54,0.0,0.0
2019-01-05 01:00:56,72.5,31.51,47.55,0.0,0.0
2019-01-05 02:00:56,63.94,20.55,29.18,0.0,0.0
2019-01-05 03:00:56,54.05,13.63,28.33,0.0,0.0
2019-01-05 04:00:56,60.28,12.86,23.63,0.0,0.0
2019-01-05 05:00:56,52.88,11.52,27.73,0.0,0.0
2019-01-05 06:00:56,41.93,7.98,33.15,0.0,0.0
2019-01-05 07:00:56,30.43,9.89,29.3,0.0,0.0
2019-01-05 08:00:56,21.92,12.75,21.08,0.0,0.0
2019-01-05 09:00:56,24.39,10.15,36.38,0.0,0.0
2019-01-05 10:00:56,64.43,17.62,51.19,0.0,0.0
2019-01-05 11:00:56,79.48,24.55,37.06,0.0,0.0
2019-01-05 12:00:56,61.0,25.84,28.55,0.0,0.0
2019-01-05 13:00:56,48.05,21.19,28.82,0.0,0.0
2019-01-05 14:00:56,45.57,14.12,29.56,0.0,0.0
2019-01-05 15:00:56,52.43,13.11,38.53,0.0,0.0
2019-01-05 16:00:56,65.82,20.24,21.84,0.0,0.0
2019-01-05 17:00:56,61.24,15.37,22.42,0.0,0.0
2019-01-05 18:00:56,54.31,19.68,17.97,0.0,0.0
2019-01-05 19:00:56,62.44,28.06,20.39,0.0,0.0
2019-01-05 20:00:56,83.33,34.9,24.18,0.0,0.0
2019-01-05 21:00:56,95.16,37.38,23.04,0.0,0.0
2019-01-05 22:00:56,79.8,32.86,13.74,0.0,0.0
2019-01-05 23:00:56,55.02,25.21,19.87,0.0,0.0
2019-01-06 00:00:56,45.72,15.94,19.5,0.0,0.0
2019-01-06 01:00:56,48.38,15.96,18.09,0.0,0.0
2019-01-06 02:00:56,47.98,24.26,19.26,0.0,0.0
2019-01-06 03:00:56,42.14,20.31,17.1,0.0,0.0
2019-01-06 04:00:56,39.68,17.87,19.05,0.0,0.0
2019-01-06 05:00:56,50.22,12.14,13.95,0.0,0.0
2019-01-06 06:00:56,46.14,16.05,12.79,0.0,0.0
2019-01-06 07:00:56,36.73,25.67,8.35,0.0,0.0
2019-01-06 08:00:56,38.52,25.46,10.19,0.0,0.0
2019-01-06 09:00:56,57.68,18.2,9.31,0.0,0.0
2019-01-06 10:00:56,68.78,25.82,11.29,0.0,0.0
2019-01-06 11:00:56,59.81,20.12,24.1,0.0,0.0
2019-01-06 12:00:56,64.63,33.72,38.79,0.0,0.0
2019-01-06 13:00:56,75.55,28.3,36.13,0.0,0.0
2019-01-06 14:00:56,56.31,21.29,24.86,0.0,0.0
2019-01-06 15:00:56,43.39,20.59,16.03,0.0,0.0
2019-01-06 16:00:56,32.71,13.35,13.57,0.0,0.0
2019-01-06 17:00:56,17.19,7.9,17.56,0.0,0.0
2019-01-06 18:00:56,21.73,4.77,16.28,0.0,0.0
2019-01-06 19:00:56,30.12,9.57,14.73,0.0,0.0
2019-01-06 20:00:56,43.2,14.48,18.5,0.0,0.0
2019-01-06 21:00:56,52.72,11.51,13.75,0.0,0.0
2019-01-06 22:00:56,38.14,7.47,12.57,0.0,0.0
2019-01-06 23:00:56,25.08,5.22,21.95,0.0,0.0
2019-01-07 00:00:56,20.74,7.26,23.42,0.0,0.0
2019-01-07 01:00:56,14.58,7.64,16.99,0.0,0.0
2019-01-07 02:00:56,13.72,5.0,23.05,0.0,0.0
2019-01-07 03:00:56,15.92,7.59,17.55,0.0,0.0
2019-01-07 04:00:56,13.35,9.42,10.47,0.0,0.0
2019-01-07 05:00:56,15.28,9.24,9.51,0.0,0.0
2019-01-07 06:00:56,14.25,6.06,9.99,0.0,0.0
2019-01-07 07:00:56,13.22,0.0,11.14,0.0,0.0
2019-01-07 08:00:56,13.8,0.0,12.11,0.0,0.0
2019-01-07 09:00:56,29.56,24.8,12.55,0.0,0.0
2019-01-07 10:00:56,51.9,26.67,36.72,0.0,0.0
2019-01-07 11:00:56,89.3,40.1,107.15,0.0,0.0
2019-01-07 12:00:56,121.99,52.03,114.83,0.0,0.0
2019-01-07 13:00:56,130.84,48.29,94.18,0.0,0.0
2019-01-07 14:00:56,108.72,36.56,92.24,0.0,0.0
2019-01-07 15:00:56,84.85,32.49,49.41,0.0,0.0
2019-01-07 16:00:56,73.71,31.42,42.65,0.0,0.0
2019-01-07 17:00:56,80.17,27.38,73.41,0.0,0.0
2019-01-07 18:00:56,85.73,28.01,23.96,0.0,0.0
2019-01-07 19:00:56,77.14,25.46,19.66,0.0,0.0
2019-01-07 20:00:56,82.47,32.06,20.63,0.0,0.0
2019-01-07 21:00:56,85.14,33.84,43.44,0.0,0.0
2019-01-07 22:00:56,74.27,35.77,50.5,0.0,0.0
2019-01-07 23:00:56,69.24,30.58,33.13,0.0,0.0
2019-01-08 00:00:56,80.08,32.75,24.27,0.0,0.0
2019-01-08 01:00:56,81.54,34.44,0.0,0.0,0.0
2019-01-08 02:00:56,68.17,26.04,0.0,0.0,0.0
2019-01-08 03:00:56,57.06,21.5,0.0,0.0,0.0
2019-01-08 04:00:56,62.76,16.52,0.0,0.0,0.0
2019-01-08 05:00:56,72.7,23.91,0.0,0.0,0.0
2019-01-08 06:00:56,92.29,34.79,0.0,0.0,0.0
2019-01-08 07:00:56,95.89,39.34,0.0,0.0,0.0
2019-01-08 08:00:56,92.63,37.86,0.0,0.0,0.0
2019-01-08 09:00:56,103.79,34.98,0.0,0.0,0.0
2019-01-08 10:00:56,131.67,50.71,0.0,0.0,0.0
2019-01-08 11:00:56,146.32,65.35,0.0,0.0,0.0
2019-01-08 12:00:56,186.96,75.09,0.0,0.0,0.0
2019-01-08 13:00:56,219.03,82.2,0.0,0.0,0.0
2019-01-08 14:00:56,234.36,91.55,0.0,0.0,0.0
2019-01-08 15:00:56,224.13,94.87,0.0,0.0,0.0
2019-01-08 16:00:56,176.01,68.51,0.0,0.0,0.0
2019-01-08 17:00:56,145.16,46.07,0.0,0.0,0.0
2019-01-08 18:00:56,133.78,33.29,0.0,0.0,0.0
2019-01-08 19:00:56,118.51,31.36,0.0,0.0,0.0
2019-01-08 20:00:56,93.51,29.49,0.0,0.0,0.0
2019-01-08 21:00:56,71.35,19.35,0.0,0.0,0.0
2019-01-08 22:00:56,47.95,16.19,0.0,0.0,0.0
2019-01-08 23:00:56,44.8,22.13,0.0,0.0,0.0
2019-01-09 00:00:56,54.27,15.79,0.0,0.0,0.0
2019-01-09 01:00:56,40.34,11.07,0.0,0.0,0.0
2019-01-09 02:00:56,22.5,11.31,0.0,0.0,0.0
2019-01-09 03:00:56,19.98,8.13,0.0,0.0,0.0
2019-01-09 04:00:56,15.65,5.81,0.0,0.0,0.0
2019-01-09 05:00:56,17.45,4.93,0.0,0.0,0.0
2019-01-09 06:00:56,27.41,5.66,0.0,0.0,0.0
2019-01-09 07:00:56,31.71,11.63,0.0,0.0,0.0
2019-01-09 08:00:56,33.34,14.97,0.0,0.0,0.0
2019-01-09 09:00:56,39.82,14.09,0.0,0.0,0.0
2019-01-09 10:00:56,58.68,24.44,0.0,0.0,0.0
2019-01-09 11:00:56,63.43,28.84,0.0,0.0,0.0
2019-01-09 12:00:56,59.96,29.17,0.0,0.0,0.0
2019-01-09 13:00:56,81.13,37.35,0.0,0.0,0.0
2019-01-09 14:00:56,99.39,34.53,0.0,0.0,0.0
2019-01-09 15:00:56,88.07,40.65,0.0,0.0,0.0
2019-01-09 16:00:56,66.51,27.67,83.23,22.8,30.15
2019-01-09 17:00:56,54.39,25.97,56.82,23.33,29.8
2019-01-09 18:00:56,68.6,21.74,47.5,44.7,52.73
2019-01-09 19:00:56,100.02,36.13,80.58,53.02,61.04
2019-01-09 20:00:56,99.31,48.37,53.53,54.21,62.1
2019-01-09 21:00:56,89.2,40.37,51.77,34.75,40.64
2019-01-09 22:00:56,90.94,33.46,62.46,32.12,37.67
2019-01-09 23:00:56,77.06,33.14,54.58,53.13,66.73
2019-01-10 00:00:56,82.99,36.99,44.73,84.72,111.52
2019-01-10 01:00:56,112.88,38.36,43.48,64.07,77.29
2019-01-10 02:00:56,114.01,43.88,26.92,43.15,47.75
2019-01-10 03:00:56,104.31,37.26,36.73,48.06,52.7
2019-01-10 04:00:56,83.45,28.56,24.35,46.98,51.26
2019-01-10 05:00:56,74.21,40.4,18.46,43.99,47.34
2019-01-10 06:00:56,92.05,40.89,19.33,46.79,51.8
2019-01-10 07:00:56,97.0,41.46,39.07,29.08,31.83
2019-01-10 08:00:56,94.13,39.41,36.77,61.86,80.86
2019-01-10 09:00:56,100.4,38.03,31.7,72.05,126.51
2019-01-10 10:00:56,130.12,52.07,50.29,50.13,82.43
2019-01-10 11:00:56,138.52,56.84,75.0,62.38,112.54
2019-01-10 12:00:56,172.4,54.86,72.08,56.33,92.53
2019-01-10 13:00:56,189.19,71.62,92.37,54.78,78.25
2019-01-10 14:00:56,225.96,84.24,70.14,55.81,76.5
2019-01-10 15:00:56,222.81,76.42,83.69,61.58,78.66
2019-01-10 16:00:56,228.92,87.17,99.22,82.29,101.03
2019-01-10 17:00:56,320.82,112.69,140.95,122.74,162.59
2019-01-10 18:00:56,399.89,144.4,59.84,130.49,232.1
2019-01-10 19:00:56,0.0,158.1,108.0,134.69,270.1
2019-01-10 20:00:56,0.0,143.55,92.9,136.01,302.97
2019-01-10 21:00:56,0.0,145.3,102.32,124.0,216.95
2019-01-10 22:00:56,0.0,140.54,86.31,111.93,157.79
2019-01-10 23:00:56,0.0,122.48,111.77,110.44,176.66
2019-01-11 00:00:56,0.0,127.47,75.47,105.52,221.98
2019-01-11 01:00:56,0.0,117.89,58.17,103.79,209.88
2019-01-11 02:00:56,0.0,104.96,111.92,88.4,114.82
2019-01-11 03:00:56,0.0,92.17,69.8,85.39,105.91
2019-01-11 04:00:56,0.0,89.23,76.39,76.45,90.14
2019-01-11 05:00:56,0.0,78.01,48.63,84.48,103.33
2019-01-11 06:00:56,0.0,63.79,43.09,89.49,127.09
2019-01-11 07:00:56,0.0,75.88,53.14,90.51,129.92
2019-01-11 08:00:56,335.89,85.55,42.52,91.89,142.52
2019-01-11 09:00:56,303.1,88.81,128.19,98.47,192.09
2019-01-11 10:00:56,289.61,97.98,116.83,100.09,231.47
2019-01-11 11:00:56,302.51,102.35,79.71,74.67,146.79
2019-01-11 12:00:56,270.18,87.76,79.12,58.11,86.1
2019-01-11 13:00:56,228.64,70.54,94.03,69.38,103.22
2019-01-11 14:00:56,0.0,76.44,52.36,59.71,78.72
2019-01-11 15:00:56,0.0,68.4,88.13,93.06,119.58
2019-01-11 16:00:56,0.0,107.54,127.05,112.02,132.43
2019-01-11 17:00:56,641.9,136.02,136.41,153.91,203.0
2019-01-11 18:00:56,562.47,151.72,123.77,172.0,259.18
2019-01-11 19:00:56,572.4,181.71,152.84,175.7,292.29
2019-01-11 20:00:56,0.0,189.26,145.54,165.01,262.47
2019-01-11 21:00:56,0.0,186.39,158.36,155.64,245.45
2019-01-11 22:00:56,0.0,179.73,270.18,163.5,306.23
2019-01-11 23:00:56,0.0,206.59,238.44,164.64,349.14
2019-01-12 00:00:56,0.0,245.72,176.61,131.44,251.31
2019-01-12 01:00:56,0.0,208.79,219.18,139.91,266.94
2019-01-12 02:00:56,0.0,206.14,290.63,139.18,309.49
2019-01-12 03:00:56,0.0,189.09,156.64,103.83,217.26
2019-01-12 04:00:56,634.45,184.55,136.19,109.96,184.87
2019-01-12 05:00:56,469.97,157.72,123.82,97.64,165.86
2019-01-12 06:00:56,362.3,134.04,115.97,104.06,156.71
2019-01-12 07:00:56,289.34,123.25,70.1,90.99,123.84
2019-01-12 08:00:56,242.9,116.07,79.09,97.56,157.94
2019-01-12 09:00:56,218.59,96.31,90.67,91.33,157.05
2019-01-12 10:00:56,197.32,86.02,146.27,72.72,108.41
2019-01-12 11:00:56,171.36,81.68,142.01,60.89,86.91
2019-01-12 12:00:56,158.54,72.88,133.6,68.74,95.75
2019-01-12 13:00:56,147.84,70.35,72.27,55.49,73.38
2019-01-12 14:00:56,132.69,51.96,68.67,49.78,62.31
2019-01-12 15:00:56,331.11,50.33,54.04,79.69,109.89
2019-01-12 16:00:56,0.0,59.93,57.43,83.51,107.75
2019-01-12 17:00:56,0.0,62.14,59.65,94.36,123.15
2019-01-12 18:00:56,640.95,63.08,25.35,97.53,116.29
2019-01-12 19:00:56,427.12,67.85,52.45,110.92,133.9
2019-01-12 20:00:56,321.34,83.35,48.05,101.55,140.16
2019-01-12 21:00:56,281.88,86.11,29.95,120.8,202.2
2019-01-12 22:00:56,289.68,102.69,153.65,120.6,207.21
2019-01-12 23:00:56,288.72,111.05,58.71,96.0,150.16
2019-01-13 00:00:56,266.35,119.71,79.6,94.73,127.94
2019-01-13 01:00:56,0.0,113.36,0.0,88.29,127.05
2019-01-13 02:00:56,0.0,85.47,0.0,62.64,94.1
2019-01-13 03:00:56,0.0,70.35,0.0,73.29,95.95
2019-01-13 04:00:56,0.0,66.93,0.0,72.36,86.89
2019-01-13 05:00:56,502.33,60.12,0.0,73.75,86.72
2019-01-13 06:00:56,320.69,56.22,0.0,68.56,76.88
2019-01-13 07:00:56,218.62,52.21,0.0,62.68,67.51
2019-01-13 08:00:56,156.73,41.75,0.0,41.93,45.54
2019-01-13 09:00:56,121.08,42.59,0.0,28.68,32.13
2019-01-13 10:00:56,95.68,36.67,0.0,27.79,32.88
2019-01-13 11:00:56,76.13,34.13,0.0,24.76,30.13
2019-01-13 12:00:56,80.11,37.44,0.0,40.39,50.92
2019-01-13 13:00:56,70.49,32.38,0.0,37.41,45.6
2019-01-13 14:00:56,59.91,26.67,0.0,41.33,50.1
2019-01-13 15:00:56,62.3,18.9,0.0,41.97,50.2
2019-01-13 16:00:56,54.01,24.15,0.0,40.41,47.46
2019-01-13 17:00:56,77.18,33.68,0.0,44.57,51.68
2019-01-13 18:00:56,127.49,49.08,0.0,45.35,51.85
2019-01-13 19:00:56,135.98,45.02,0.0,35.3,39.61
2019-01-13 20:00:56,110.66,49.05,0.0,53.45,61.16
2019-01-13 21:00:56,96.59,45.72,0.0,40.49,45.07
2019-01-13 22:00:56,109.93,40.27,0.0,40.02,45.98
2019-01-13 23:00:56,107.34,38.76,0.0,37.41,45.33
2019-01-14 00:00:56,96.8,30.47,0.0,39.67,43.75
2019-01-14 01:00:56,106.19,38.95,0.0,44.88,49.52
2019-01-14 02:00:56,126.95,36.79,0.0,53.43,57.43
2019-01-14 03:00:56,132.83,38.72,0.0,43.54,47.26
2019-01-14 04:00:56,132.11,39.6,0.0,37.32,42.18
2019-01-14 05:00:56,143.14,36.27,0.0,37.46,41.27
2019-01-14 06:00:56,145.74,42.64,0.0,33.75,37.61
2019-01-14 07:00:56,130.65,41.29,0.0,26.82,31.4
2019-01-14 08:00:56,123.53,46.0,0.0,45.79,55.98
2019-01-14 09:00:56,129.96,40.16,0.0,62.77,102.14
2019-01-14 10:00:56,125.16,37.48,0.0,55.59,88.55
2019-01-14 11:00:56,110.14,40.55,0.0,62.97,104.17
2019-01-14 12:00:56,139.15,64.79,0.0,65.81,94.88
2019-01-14 13:00:56,161.81,73.47,0.0,51.63,86.61
2019-01-14 14:00:56,134.27,60.1,0.0,42.34,55.85
2019-01-14 15:00:56,116.94,56.11,0.0,30.74,39.45
2019-01-14 16:00:56,108.51,36.28,0.0,34.57,42.13
2019-01-14 17:00:56,105.28,21.26,0.0,41.99,49.75
2019-01-14 18:00:56,104.57,22.2,0.0,45.36,50.77
2019-01-14 19:00:56,102.4,35.92,0.0,54.5,62.92
2019-01-14 20:00:56,99.92,33.37,0.0,30.27,35.02
2019-01-14 21:00:56,70.96,24.32,0.0,30.46,35.54
2019-01-14 22:00:56,60.12,23.41,0.0,52.96,59.01
2019-01-14 23:00:56,62.15,25.19,0.0,49.56,57.15
2019-01-15 00:00:56,54.81,22.74,0.0,38.34,42.87
2019-01-15 01:00:56,40.03,18.36,0.0,55.78,61.89
2019-01-15 02:00:56,46.5,23.93,0.0,89.7,108.6
2019-01-15 03:00:56,67.1,26.85,0.0,85.89,103.02
2019-01-15 04:00:56,72.94,32.8,0.0,22.6,26.05
2019-01-15 05:00:56,58.04,26.44,0.0,24.76,27.89
2019-01-15 06:00:56,38.15,16.38,0.0,14.32,18.43
2019-01-15 07:00:56,22.47,11.6,0.0,14.43,18.57
2019-01-15 08:00:56,12.61,10.18,0.0,26.56,31.51
2019-01-15 09:00:56,9.51,0.0,0.0,43.91,52.56
2019-01-15 10:00:56,23.08,8.56,0.0,45.64,56.77
2019-01-15 11:00:56,46.99,20.89,0.0,48.83,63.51
2019-01-15 12:00:56,47.39,16.16,0.0,27.12,33.87
2019-01-15 13:00:56,45.13,20.05,0.0,28.41,36.58
2019-01-15 14:00:56,44.57,14.52,0.0,24.68,30.87
2019-01-15 15:00:56,43.85,12.07,0.0,0.0,0.0
2019-01-15 16:00:56,31.63,12.86,17.61,0.0,0.0
2019-01-15 17:00:56,35.98,8.58,14.28,0.0,0.0
2019-01-15 18:00:56,59.08,18.72,23.93,0.0,0.0
2019-01-15 19:00:56,70.25,28.88,52.92,0.0,0.0
2019-01-15 20:00:56,52.1,22.14,61.13,0.0,0.0
2019-01-15 21:00:56,45.89,14.72,27.48,0.0,0.0
2019-01-15 22:00:56,34.99,8.59,22.46,0.0,0.0
2019-01-15 23:00:56,22.14,4.95,16.19,0.0,0.0
2019-01-16 00:00:56,17.95,9.67,12.47,0.0,0.0
2019-01-16 01:00:56,11.58,0.0,9.17,0.0,0.0
2019-01-16 02:00:56,6.33,0.0,7.5,0.0,0.0
2019-01-16 03:00:56,3.88,0.0,9.86,0.0,0.0
2019-01-16 04:00:56,4.93,0.0,7.19,0.0,0.0
2019-01-16 05:00:56,10.78,4.26,9.17,0.0,0.0
2019-01-16 06:00:56,10.11,6.19,10.09,0.0,0.0
2019-01-16 07:00:56,9.75,0.0,12.35,0.0,0.0
2019-01-16 08:00:56,13.16,11.74,18.37,0.0,0.0
2019-01-16 09:00:56,14.41,7.51,21.62,0.0,0.0
2019-01-16 10:00:56,20.05,7.54,34.47,0.0,0.0
2019-01-16 11:00:56,33.51,19.86,49.54,0.0,0.0
2019-01-16 12:00:56,44.54,15.9,47.29,0.0,0.0
2019-01-16 13:00:56,55.17,12.55,41.11,0.0,0.0
2019-01-16 14:00:56,65.34,16.8,52.06,0.0,0.0
2019-01-16 15:00:56,53.44,21.72,35.55,0.0,0.0
2019-01-16 16:00:56,50.49,15.47,31.21,0.0,0.0
2019-01-16 17:00:56,68.34,8.2,40.76,0.0,0.0
2019-01-16 18:00:56,67.75,9.69,34.99,0.0,0.0
2019-01-16 19:00:56,49.1,8.78,36.21,0.0,0.0
2019-01-16 20:00:56,42.02,16.63,35.46,0.0,0.0
2019-01-16 21:00:56,45.21,16.66,29.05,0.0,0.0
2019-01-16 22:00:56,47.75,13.97,29.08,0.0,0.0
2019-01-16 23:00:56,59.24,12.45,19.73,0.0,0.0
2019-01-17 00:00:56,48.14,9.3,29.68,0.0,0.0
2019-01-17 01:00:56,43.99,28.32,34.3,0.0,0.0
2019-01-17 02:00:56,41.51,25.96,20.88,0.0,0.0
2019-01-17 03:00:56,39.59,15.31,26.31,0.0,0.0
2019-01-17 04:00:56,38.91,8.88,18.87,0.0,0.0
2019-01-17 05:00:56,34.21,7.48,13.15,0.0,0.0
2019-01-17 06:00:56,23.32,18.43,14.79,0.0,0.0
2019-01-17 07:00:56,29.44,17.49,23.31,0.0,0.0
2019-01-17 08:00:56,37.75,12.33,16.35,0.0,0.0
2019-01-17 09:00:56,32.15,13.11,22.61,0.0,0.0
2019-01-17 10:00:56,34.22,16.07,47.28,0.0,0.0
2019-01-17 11:00:56,68.97,29.06,76.28,0.0,0.0
2019-01-17 12:00:56,86.03,41.12,0.0,0.0,0.0
2019-01-17 13:00:56,84.23,41.45,56.87,0.0,0.0
2019-01-17 14:00:56,75.75,49.49,51.77,0.0,0.0
2019-01-17 15:00:56,61.63,34.65,44.59,0.0,0.0
2019-01-17 16:00:56,66.29,22.32,51.11,0.0,0.0
2019-01-17 17:00:56,74.85,13.54,45.9,0.0,0.0
2019-01-17 18:00:56,70.65,26.58,49.01,0.0,0.0
2019-01-17 19:00:56,98.82,39.51,91.54,0.0,0.0
2019-01-17 20:00:56,110.61,49.14,57.71,0.0,0.0
2019-01-17 21:00:56,106.38,44.23,56.69,0.0,0.0
2019-01-17 22:00:56,108.23,43.66,44.03,0.0,0.0
2019-01-17 23:00:56,92.84,37.06,46.06,0.0,0.0
2019-01-18 00:00:56,77.18,24.07,42.61,0.0,0.0
2019-01-18 01:00:56,56.2,17.27,35.04,0.0,0.0
2019-01-18 02:00:56,37.7,13.08,24.9,0.0,0.0
2019-01-18 03:00:56,38.47,21.47,26.22,0.0,0.0
2019-01-18 04:00:56,41.6,17.07,20.82,0.0,0.0
2019-01-18 05:00:56,35.59,9.86,13.61,0.0,0.0
2019-01-18 06:00:56,43.53,9.18,9.1,0.0,0.0
2019-01-18 07:00:56,43.52,16.97,7.55,0.0,0.0
2019-01-18 08:00:56,42.94,13.4,8.95,0.0,0.0
2019-01-18 09:00:56,68.24,27.4,19.72,0.0,0.0
2019-01-18 10:00:56,107.3,45.97,32.05,0.0,0.0
2019-01-18 11:00:56,138.89,59.67,76.8,0.0,0.0
2019-01-18 12:00:56,158.65,54.92,62.96,0.0,0.0
2019-01-18 13:00:56,180.02,50.85,66.88,0.0,0.0
2019-01-18 14:00:56,182.93,43.22,47.82,0.0,0.0
2019-01-18 15:00:56,165.77,39.68,27.86,0.0,0.0
2019-01-18 16:00:56,125.13,35.46,16.51,0.0,0.0
2019-01-18 17:00:56,90.37,22.63,12.56,0.0,0.0
2019-01-18 18:00:56,81.11,12.19,12.07,0.0,0.0
2019-01-18 19:00:56,77.48,13.8,17.87,0.0,0.0
2019-01-18 20:00:56,68.93,22.3,24.81,0.0,0.0
2019-01-18 21:00:56,58.2,25.43,31.6,0.0,0.0
2019-01-18 22:00:56,57.77,16.92,24.87,0.0,0.0
2019-01-18 23:00:56,62.56,16.12,29.15,0.0,0.0
2019-01-19 00:00:56,60.43,29.77,27.48,0.0,0.0
2019-01-19 01:00:56,55.01,30.93,21.25,0.0,0.0
2019-01-19 02:00:56,44.77,21.47,15.48,0.0,0.0
2019-01-19 03:00:56,36.4,19.16,21.18,0.0,0.0
2019-01-19 04:00:56,36.83,14.99,19.69,0.0,0.0
2019-01-19 05:00:56,44.83,9.29,16.73,0.0,0.0
2019-01-19 06:00:56,40.81,10.85,14.49,0.0,0.0
2019-01-19 07:00:56,28.61,8.05,13.77,0.0,0.0
2019-01-19 08:00:56,24.38,14.28,13.61,0.0,0.0
2019-01-19 09:00:56,34.84,19.88,12.19,0.0,0.0
2019-01-19 10:00:56,37.07,16.73,13.11,0.0,0.0
2019-01-19 11:00:56,44.08,13.65,20.57,0.0,0.0
2019-01-19 12:00:56,59.69,21.57,63.28,0.0,0.0
2019-01-19 13:00:56,65.79,28.86,34.95,0.0,0.0
2019-01-19 14:00:56,71.42,26.64,19.95,0.0,0.0
2019-01-19 15:00:56,70.54,20.6,23.25,0.0,0.0
2019-01-19 16:00:56,65.52,20.65,18.95,0.0,0.0
2019-01-19 17:00:56,53.17,21.36,31.3,0.0,0.0
2019-01-19 18:00:56,70.16,24.92,21.6,0.0,0.0
2019-01-19 19:00:56,98.12,40.28,15.64,0.0,0.0
2019-01-19 20:00:56,112.67,34.39,17.82,0.0,0.0
2019-01-19 21:00:56,109.83,40.08,24.4,0.0,0.0
2019-01-19 22:00:56,96.54,45.03,27.77,0.0,0.0
2019-01-19 23:00:56,106.17,44.9,25.83,0.0,0.0
2019-01-20 00:00:56,125.66,44.64,28.6,0.0,0.0
2019-01-20 01:00:56,119.56,45.07,23.8,0.0,0.0
2019-01-20 02:00:56,101.68,36.19,25.41,0.0,0.0
2019-01-20 03:00:56,74.02,25.89,21.73,0.0,0.0
2019-01-20 04:00:56,68.8,29.22,15.0,0.0,0.0
2019-01-20 05:00:56,72.59,24.09,9.44,0.0,0.0
2019-01-20 06:00:56,74.19,35.23,9.65,0.0,0.0
2019-01-20 07:00:56,74.79,46.79,10.38,0.0,0.0
2019-01-20 08:00:56,68.91,35.92,8.27,0.0,0.0
2019-01-20 09:00:56,69.01,28.4,8.9,0.0,0.0
2019-01-20 10:00:56,86.42,37.72,24.71,0.0,0.0
2019-01-20 11:00:56,94.19,45.48,52.93,0.0,0.0
2019-01-20 12:00:56,80.82,45.88,57.93,0.0,0.0
2019-01-20 13:00:56,93.84,43.07,44.36,0.0,0.0
2019-01-20 14:00:56,100.47,37.58,32.47,0.0,0.0
2019-01-20 15:00:56,0.0,40.59,28.27,0.0,0.0
