Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2019-11-07 08:00:56,35.24,19.293333333333333,1473.1899999999998,0.0,0.0,4.266666666666667
2019-11-07 09:00:56,69.25333333333333,46.22,2086.845,0.0,0.0,9.97
2019-11-07 10:00:56,96.64,20.57333333333333,728.4549999999999,0.0,0.0,23.093333333333334
2019-11-07 11:00:56,85.77,20.490000000000002,810.485,0.0,0.0,24.55
2019-11-07 12:00:56,71.59333333333333,13.23,581.335,0.0,0.0,32.41
2019-11-07 13:00:56,58.053333333333335,8.333333333333334,416.815,0.0,0.0,41.57666666666667
2019-11-07 14:00:56,46.013333333333335,4.96,304.035,0.0,0.0,45.67666666666667
2019-11-07 15:00:56,33.37,4.63,260.535,0.0,0.0,44.93666666666667
2019-11-07 16:00:56,25.863333333333333,4.3966666666666665,349.37000000000006,0.0,0.0,43.56333333333333
2019-11-07 17:00:56,28.886666666666667,11.613333333333333,1043.785,0.0,0.0,17.7
2019-11-07 18:00:56,55.67,27.11,2227.39,0.0,0.0,7.993333333333333
2019-11-07 19:00:56,112.14666666666666,67.56666666666666,3251.8799999999997,0.0,0.0,7.153333333333333
2019-11-07 20:00:56,168.85666666666665,40.43,3537.8000000000006,0.0,0.0,9.173333333333332
2019-11-07 21:00:56,192.03333333333333,55.123333333333335,2798.5850000000005,0.0,0.0,8.193333333333333
2019-11-07 22:00:56,170.92999999999998,32.53333333333333,2178.785,0.0,0.0,6.833333333333333
2019-11-07 23:00:56,136.58666666666667,28.113333333333333,2414.75,0.0,0.0,7.456666666666666
2019-11-08 00:00:56,114.91,15.156666666666666,2311.67,0.0,0.0,3.9633333333333334
2019-11-08 01:00:56,96.29,13.983333333333334,1144.965,0.0,0.0,8.946666666666667
2019-11-08 02:00:56,73.33,10.993333333333332,1230.305,0.0,0.0,10.506666666666668
2019-11-08 03:00:56,53.19,7.703333333333333,938.39,0.0,0.0,10.1
2019-11-08 04:00:56,38.556666666666665,5.91,1027.915,0.0,0.0,4.956666666666666
2019-11-08 05:00:56,28.976666666666667,4.706666666666667,819.775,0.0,0.0,9.386666666666667
2019-11-08 06:00:56,22.873333333333335,4.42,740.0099999999999,0.0,0.0,6.6466666666666665
2019-11-08 07:00:56,24.13666666666667,10.293333333333333,1022.13,0.0,0.0,4.033333333333333
2019-11-08 08:00:56,41.126666666666665,21.66,1581.4499999999998,0.0,0.0,5.180000000000001
2019-11-08 09:00:56,76.88666666666667,29.21666666666667,1284.5,0.0,0.0,10.283333333333333
2019-11-08 10:00:56,89.79333333333334,25.340000000000003,857.69,0.0,0.0,20.886666666666667
2019-11-08 11:00:56,82.40666666666668,18.816666666666663,774.165,0.0,0.0,24.439999999999998
