Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2020-02-07 23:00:56,32.67,12.87,2.8,44.42,52.7
2020-02-08 00:00:56,26.21,0.0,0.0,0.0,0.0
2020-02-08 01:00:56,34.24,14.53,0.0,0.0,0.0
2020-02-08 02:00:56,28.18,8.1,2.82,21.19,24.6
2020-02-08 03:00:56,25.83,6.25,2.31,19.38,22.48
2020-02-08 04:00:56,19.05,6.79,2.87,22.86,26.02
2020-02-08 05:00:56,20.22,4.43,2.82,19.92,22.35
2020-02-08 06:00:56,18.9,4.14,3.01,20.17,22.92
2020-02-08 07:00:56,14.71,3.73,2.66,21.89,24.25
2020-02-08 08:00:56,18.95,2.44,3.1,27.71,33.92
2020-02-08 09:00:56,34.47,8.1,3.19,44.65,53.24
2020-02-08 10:00:56,31.67,22.15,4.09,38.8,47.44
2020-02-08 11:00:56,24.85,17.09,3.68,26.4,34.64
2020-02-08 12:00:56,26.58,0.0,4.56,24.75,32.99
2020-02-08 13:00:56,19.58,13.26,0.0,23.97,34.32
2020-02-08 14:00:56,17.93,11.72,3.39,25.91,37.75
2020-02-08 15:00:56,22.16,6.57,3.3,0.0,0.0
2020-02-08 16:00:56,26.77,3.85,0.0,0.0,0.0
2020-02-08 17:00:56,26.29,3.91,3.43,32.98,43.24
2020-02-08 18:00:56,44.12,3.69,3.92,37.62,46.86
2020-02-08 19:00:56,43.34,2.55,5.18,51.96,64.95
2020-02-08 20:00:56,31.42,3.38,5.44,54.25,67.09
2020-02-08 21:00:56,34.54,11.59,5.26,53.15,62.41
2020-02-08 22:00:56,25.12,13.06,5.59,50.15,58.61
2020-02-08 23:00:56,20.93,10.86,7.06,48.91,58.31
2020-02-09 00:00:56,24.8,0.0,0.0,0.0,0.0
2020-02-09 01:00:56,30.31,15.13,0.0,0.0,0.0
2020-02-09 02:00:56,29.79,9.7,3.7,40.0,43.97
2020-02-09 03:00:56,21.54,11.11,3.66,35.72,38.36
2020-02-09 04:00:56,22.56,15.63,3.86,30.58,32.77
2020-02-09 05:00:56,17.7,8.56,3.5,25.65,27.71
2020-02-09 06:00:56,15.76,0.0,3.9,26.58,28.14
2020-02-09 07:00:56,13.46,10.46,6.76,33.71,35.66
2020-02-09 08:00:56,12.46,5.37,4.03,28.42,30.68
2020-02-09 09:00:56,17.15,6.0,3.95,41.31,49.71
2020-02-09 10:00:56,22.27,17.02,4.18,41.84,54.72
2020-02-09 11:00:56,21.21,10.29,3.67,34.58,45.26
2020-02-09 12:00:56,16.85,5.78,0.0,32.29,42.85
2020-02-09 13:00:56,0.0,4.46,4.35,33.02,43.36
2020-02-09 14:00:56,0.0,5.68,4.53,0.0,0.0
2020-02-09 15:00:56,0.0,4.81,0.0,0.0,0.0
2020-02-09 16:00:56,0.0,8.06,4.96,39.03,51.29
2020-02-09 17:00:56,17.24,4.18,4.26,41.16,51.3
2020-02-09 18:00:56,19.97,15.9,3.44,50.18,61.31
2020-02-09 19:00:56,23.5,10.11,3.06,51.78,60.72
2020-02-09 20:00:56,21.92,6.64,3.49,46.07,52.63
2020-02-09 21:00:56,19.29,11.93,3.89,43.31,47.71
2020-02-09 22:00:56,22.48,20.49,4.08,39.36,43.42
2020-02-09 23:00:56,30.09,11.75,5.55,45.99,51.61
2020-02-10 00:00:56,25.48,14.17,0.0,0.0,0.0
2020-02-10 01:00:56,21.67,0.0,0.0,0.0,0.0
2020-02-10 02:00:56,23.19,13.15,3.85,29.47,31.98
2020-02-10 03:00:56,26.98,6.74,4.01,28.88,31.21
2020-02-10 04:00:56,19.68,5.45,3.28,26.64,28.73
2020-02-10 05:00:56,20.29,4.91,3.93,25.55,27.67
2020-02-10 06:00:56,33.37,9.63,4.63,32.26,34.44
2020-02-10 07:00:56,21.88,6.72,4.13,41.94,44.51
2020-02-10 08:00:56,19.94,11.23,4.76,59.57,69.6
2020-02-10 09:00:56,24.6,6.65,5.52,81.01,116.96
2020-02-10 10:00:56,37.57,21.25,7.02,65.04,93.5
2020-02-10 11:00:56,34.16,0.0,0.0,47.1,68.57
2020-02-10 12:00:56,39.35,24.48,4.91,39.5,49.32
2020-02-10 13:00:56,38.63,24.38,4.66,38.92,49.38
2020-02-10 14:00:56,33.32,17.68,0.0,0.0,0.0
2020-02-10 15:00:56,38.25,10.48,3.51,40.29,50.26
2020-02-10 16:00:56,33.84,21.29,3.55,41.93,51.44
2020-02-10 17:00:56,31.22,12.37,3.18,38.53,46.82
2020-02-10 18:00:56,33.48,7.29,2.42,47.07,53.93
2020-02-10 19:00:56,30.29,5.77,2.05,76.84,88.28
2020-02-10 20:00:56,32.94,4.56,1.79,100.78,125.63
2020-02-10 21:00:56,41.36,12.09,1.46,68.37,74.59
2020-02-10 22:00:56,36.92,6.99,2.03,60.02,65.29
2020-02-10 23:00:56,33.09,10.95,3.19,45.56,49.71
2020-02-11 00:00:56,27.47,6.82,0.0,0.0,0.0
2020-02-11 01:00:56,19.32,10.84,0.0,0.0,0.0
2020-02-11 02:00:56,21.04,12.35,1.1,32.45,33.86
2020-02-11 03:00:56,34.16,7.78,1.0,30.1,31.22
2020-02-11 04:00:56,30.31,10.59,1.33,25.53,26.93
2020-02-11 05:00:56,25.31,19.81,1.49,28.81,30.96
2020-02-11 06:00:56,25.88,12.82,1.03,28.14,29.53
2020-02-11 07:00:56,20.38,16.67,1.06,29.23,31.25
2020-02-11 08:00:56,19.92,10.06,0.98,49.95,55.63
2020-02-11 09:00:56,25.31,18.59,2.43,83.52,105.38
2020-02-11 10:00:56,28.47,17.25,0.0,84.46,104.33
2020-02-11 11:00:56,40.58,13.88,2.47,80.82,100.02
2020-02-11 12:00:56,37.57,12.23,2.98,78.52,102.56
2020-02-11 13:00:56,38.72,19.52,0.0,0.0,0.0
2020-02-11 14:00:56,47.21,17.43,6.43,86.84,127.91
2020-02-11 15:00:56,51.64,38.89,6.45,89.36,127.41
2020-02-11 16:00:56,59.45,37.79,5.13,91.17,125.96
2020-02-11 17:00:56,69.49,37.96,6.11,100.46,161.2
2020-02-11 18:00:56,56.22,37.58,5.23,102.81,196.69
2020-02-11 19:00:56,67.9,44.94,3.64,103.18,248.87
2020-02-11 20:00:56,57.75,32.16,6.42,107.27,263.99
2020-02-11 21:00:56,80.07,31.83,7.56,99.7,206.77
2020-02-11 22:00:56,78.97,31.15,7.08,114.4,372.0
2020-02-11 23:00:56,72.86,47.72,5.64,107.87,345.77
2020-02-12 00:00:56,106.35,56.6,0.0,0.0,0.0
2020-02-12 01:00:56,107.18,74.0,0.0,0.0,0.0
2020-02-12 02:00:56,106.44,67.02,5.75,98.86,374.35
2020-02-12 03:00:56,100.21,68.84,6.93,98.56,331.12
2020-02-12 04:00:56,160.04,45.05,5.65,86.96,243.55
2020-02-12 05:00:56,125.77,45.89,4.09,68.64,150.06
2020-02-12 06:00:56,85.18,28.58,3.74,60.1,71.09
2020-02-12 07:00:56,66.65,30.03,3.68,58.53,85.4
2020-02-12 08:00:56,41.17,19.52,4.25,53.58,66.78
2020-02-12 09:00:56,37.22,20.97,0.0,88.42,142.06
2020-02-12 10:00:56,46.13,14.18,3.69,89.54,147.25
2020-02-12 11:00:56,62.18,30.85,0.0,98.22,217.33
2020-02-12 12:00:56,39.41,0.0,0.0,0.0,0.0
2020-02-12 13:00:56,56.5,41.84,3.18,95.31,152.28
2020-02-12 14:00:56,48.69,23.51,2.89,96.94,135.42
2020-02-12 15:00:56,31.34,27.31,2.5,83.94,112.5
2020-02-12 16:00:56,23.09,15.02,3.56,65.96,80.11
2020-02-12 17:00:56,26.16,8.49,3.27,61.71,74.97
2020-02-12 18:00:56,33.23,19.28,3.85,83.44,104.7
2020-02-12 19:00:56,35.07,19.77,3.55,92.55,116.36
2020-02-12 20:00:56,24.19,11.1,2.66,66.12,75.3
2020-02-12 21:00:56,33.35,7.57,2.92,92.28,128.66
2020-02-12 22:00:56,21.97,17.06,5.18,105.38,142.44
2020-02-12 23:00:56,49.16,22.72,3.79,105.04,146.49
2020-02-13 00:00:56,37.46,18.23,0.0,86.15,106.96
2020-02-13 01:00:56,41.54,20.0,0.0,0.0,0.0
2020-02-13 02:00:56,31.86,22.97,3.54,46.04,50.83
2020-02-13 03:00:56,32.42,18.81,3.61,39.55,43.02
2020-02-13 04:00:56,22.93,20.49,3.54,37.0,40.14
2020-02-13 05:00:56,19.67,11.04,3.33,40.09,43.27
2020-02-13 06:00:56,29.63,7.28,2.73,34.23,37.34
2020-02-13 07:00:56,21.16,12.86,3.55,38.45,41.65
2020-02-13 08:00:56,19.93,8.45,0.0,63.65,82.5
2020-02-13 09:00:56,30.39,18.29,6.13,84.52,138.45
2020-02-13 10:00:56,43.09,23.82,6.95,87.11,144.25
2020-02-13 11:00:56,59.04,31.11,0.0,0.0,0.0
2020-02-13 12:00:56,35.68,17.65,5.67,48.89,65.84
2020-02-13 13:00:56,43.5,19.81,6.69,40.74,52.37
2020-02-13 14:00:56,27.51,18.06,6.09,35.03,43.79
2020-02-13 15:00:56,36.75,17.67,4.89,34.02,42.69
2020-02-13 16:00:56,32.74,9.05,4.68,33.04,41.15
2020-02-13 17:00:56,37.74,6.29,4.68,37.19,46.37
2020-02-13 18:00:56,24.82,4.57,4.95,49.31,60.13
2020-02-13 19:00:56,26.68,8.29,7.03,93.12,118.71
2020-02-13 20:00:56,39.16,20.06,13.08,120.36,194.92
2020-02-13 21:00:56,75.89,28.37,13.02,109.75,159.68
2020-02-13 22:00:56,92.84,36.29,7.45,110.55,215.08
2020-02-13 23:00:56,96.89,41.19,9.62,98.58,162.15
2020-02-14 00:00:56,114.23,48.78,7.79,0.0,0.0
2020-02-14 01:00:56,109.93,50.92,0.0,0.0,0.0
2020-02-14 02:00:56,86.34,35.28,4.46,112.93,325.48
2020-02-14 03:00:56,94.89,40.2,4.45,97.44,153.27
2020-02-14 04:00:56,75.71,30.03,2.98,95.78,173.85
2020-02-14 05:00:56,63.22,36.76,2.27,88.62,146.9
2020-02-14 06:00:56,63.28,26.42,2.02,84.66,124.97
2020-02-14 07:00:56,51.01,31.32,0.0,87.91,130.84
2020-02-14 08:00:56,42.54,26.06,3.69,97.3,198.86
2020-02-14 09:00:56,37.87,26.72,0.0,108.04,283.44
2020-02-14 10:00:56,71.84,41.37,0.0,0.0,0.0
2020-02-14 11:00:56,94.19,58.01,7.55,123.61,298.88
2020-02-14 12:00:56,93.2,56.54,5.83,104.77,200.91
2020-02-14 13:00:56,85.27,34.88,3.75,91.86,151.52
2020-02-14 14:00:56,51.64,22.0,3.9,67.06,99.59
2020-02-14 15:00:56,43.62,23.89,1.74,33.49,40.5
2020-02-14 16:00:56,34.23,14.16,1.71,38.07,45.95
2020-02-14 17:00:56,31.81,8.08,1.47,37.98,41.02
2020-02-14 18:00:56,30.82,9.0,1.07,58.86,62.1
2020-02-14 19:00:56,26.99,11.9,1.22,73.3,76.24
2020-02-14 20:00:56,47.05,8.37,2.36,113.15,165.61
2020-02-14 21:00:56,66.29,16.3,2.89,106.9,121.98
2020-02-14 22:00:56,54.76,13.27,2.96,114.85,212.8
2020-02-14 23:00:56,61.06,23.76,3.0,105.61,140.81
2020-02-15 00:00:56,65.45,31.73,0.0,0.0,0.0
2020-02-15 01:00:56,50.47,18.72,0.0,0.0,0.0
2020-02-15 02:00:56,38.63,13.83,4.76,38.91,41.11
2020-02-15 03:00:56,46.16,18.02,4.76,37.56,39.82
2020-02-15 04:00:56,29.05,18.84,4.56,30.42,31.92
2020-02-15 05:00:56,29.95,10.65,4.6,32.45,33.46
2020-02-15 06:00:56,31.73,10.85,0.0,26.39,27.41
2020-02-15 07:00:56,21.67,11.02,4.44,37.66,38.97
2020-02-15 08:00:56,16.54,7.76,0.0,54.61,56.65
2020-02-15 09:00:56,20.29,5.24,0.0,0.0,0.0
2020-02-15 10:00:56,34.88,28.36,5.68,67.62,83.05
2020-02-15 11:00:56,40.62,15.64,5.49,43.0,49.69
2020-02-15 12:00:56,27.33,9.8,6.02,41.14,47.29
2020-02-15 13:00:56,51.99,8.23,5.23,40.46,46.86
2020-02-15 14:00:56,31.82,16.39,5.29,37.92,43.54
2020-02-15 15:00:56,36.05,15.66,5.38,43.93,50.42
2020-02-15 16:00:56,24.7,10.93,5.24,42.63,47.66
2020-02-15 17:00:56,40.15,19.97,5.97,47.66,52.64
2020-02-15 18:00:56,47.03,28.64,5.01,57.85,61.85
2020-02-15 19:00:56,29.14,20.34,5.33,83.27,89.18
2020-02-15 20:00:56,43.79,21.29,5.82,94.36,103.38
2020-02-15 21:00:56,39.68,22.35,6.28,101.46,114.33
2020-02-15 22:00:56,46.06,21.44,5.48,67.41,71.94
2020-02-15 23:00:56,46.89,17.36,5.37,62.88,66.11
2020-02-16 00:00:56,42.74,20.53,0.0,0.0,0.0
2020-02-16 01:00:56,50.24,17.26,0.0,0.0,0.0
2020-02-16 02:00:56,46.6,13.66,5.45,47.12,49.65
2020-02-16 03:00:56,34.28,13.29,5.44,85.52,112.62
2020-02-16 04:00:56,32.5,25.89,4.33,88.03,106.43
2020-02-16 05:00:56,53.19,26.63,0.0,81.76,95.78
2020-02-16 06:00:56,50.22,22.26,4.49,74.7,81.6
2020-02-16 07:00:56,56.88,30.07,0.0,66.9,70.87
2020-02-16 08:00:56,47.2,29.94,0.0,0.0,0.0
2020-02-16 09:00:56,50.19,21.12,3.88,48.05,51.37
2020-02-16 10:00:56,39.03,13.63,4.24,36.75,40.64
2020-02-16 11:00:56,24.67,17.23,4.11,32.28,35.67
2020-02-16 12:00:56,32.07,21.23,4.34,33.28,37.08
2020-02-16 13:00:56,23.01,22.07,4.38,34.39,38.65
2020-02-16 14:00:56,31.39,12.28,4.5,34.32,38.73
2020-02-16 15:00:56,26.25,8.93,4.29,31.87,36.0
2020-02-16 16:00:56,18.23,5.52,4.03,31.2,35.16
2020-02-16 17:00:56,20.92,3.72,3.88,34.56,39.2
2020-02-16 18:00:56,24.01,14.57,3.63,38.21,42.76
2020-02-16 19:00:56,36.58,13.03,3.75,43.03,47.13
2020-02-16 20:00:56,38.3,16.03,4.29,42.87,47.72
2020-02-16 21:00:56,55.22,19.28,3.8,38.86,42.53
2020-02-16 22:00:56,36.05,20.48,4.46,39.01,42.85
2020-02-16 23:00:56,40.57,19.84,2.98,39.67,43.16
2020-02-17 00:00:56,33.84,11.97,3.36,39.59,42.46
2020-02-17 01:00:56,28.44,7.43,3.05,39.11,41.83
2020-02-17 02:00:56,18.73,5.97,2.95,34.52,36.94
2020-02-17 03:00:56,21.62,3.87,2.91,40.52,43.45
2020-02-17 04:00:56,26.84,12.01,2.61,39.42,41.98
2020-02-17 05:00:56,24.88,7.04,2.41,53.96,57.91
2020-02-17 06:00:56,36.12,5.64,2.3,56.2,61.94
2020-02-17 07:00:56,23.1,13.61,2.21,57.41,75.97
2020-02-17 08:00:56,32.34,8.09,3.17,60.37,125.37
2020-02-17 09:00:56,75.9,33.86,4.38,64.7,148.31
2020-02-17 10:00:56,43.16,39.99,3.97,63.65,104.53
2020-02-17 11:00:56,43.76,30.59,3.85,74.66,131.38
2020-02-17 12:00:56,33.27,31.53,3.82,27.49,32.6
2020-02-17 13:00:56,28.49,17.1,2.97,29.0,34.39
2020-02-17 14:00:56,29.87,10.11,2.6,26.19,30.62
2020-02-17 15:00:56,21.96,6.76,2.31,26.4,33.27
2020-02-17 16:00:56,17.92,4.44,2.2,31.71,40.64
2020-02-17 17:00:56,17.39,3.65,2.13,35.32,44.62
2020-02-17 18:00:56,12.92,3.92,1.88,38.19,43.73
2020-02-17 19:00:56,13.87,3.59,2.31,75.4,84.96
2020-02-17 20:00:56,19.46,2.52,2.64,112.39,198.84
2020-02-17 21:00:56,52.46,2.78,5.24,115.23,186.16
2020-02-17 22:00:56,53.45,16.25,4.58,116.05,231.99
2020-02-17 23:00:56,75.42,19.07,6.18,89.24,132.1
2020-02-18 00:00:56,57.18,10.53,4.81,92.04,107.46
2020-02-18 01:00:56,45.66,6.07,3.79,96.15,138.73
2020-02-18 02:00:56,46.61,7.36,3.0,97.05,184.7
2020-02-18 03:00:56,50.18,7.83,2.68,90.7,167.37
2020-02-18 04:00:56,50.9,16.45,2.65,81.2,110.43
2020-02-18 05:00:56,42.66,19.78,2.52,81.55,97.82
2020-02-18 06:00:56,43.52,20.14,2.66,80.0,106.23
2020-02-18 07:00:56,30.01,12.39,3.66,83.94,148.5
2020-02-18 08:00:56,42.57,19.59,4.63,92.98,238.19
2020-02-18 09:00:56,39.87,28.69,4.24,98.41,309.56
2020-02-18 10:00:56,64.73,46.25,5.59,104.79,244.48
2020-02-18 11:00:56,67.83,52.96,8.63,132.38,366.18
2020-02-18 12:00:56,98.69,51.78,5.61,83.49,141.39
2020-02-18 13:00:56,67.3,31.59,8.61,64.14,84.4
2020-02-18 14:00:56,71.88,21.75,5.34,73.98,90.06
2020-02-18 15:00:56,86.12,45.31,4.91,69.97,87.58
2020-02-18 16:00:56,65.95,24.03,4.92,63.78,77.52
2020-02-18 17:00:56,66.25,14.02,4.49,64.13,74.88
2020-02-18 18:00:56,64.32,23.28,3.94,72.17,83.88
2020-02-18 19:00:56,48.42,22.04,4.54,90.38,102.05
2020-02-18 20:00:56,58.45,14.24,5.08,101.84,125.12
2020-02-18 21:00:56,61.8,14.26,3.86,98.18,142.65
2020-02-18 22:00:56,51.83,8.73,4.79,106.45,161.49
2020-02-18 23:00:56,45.39,8.52,3.31,109.81,230.18
2020-02-19 00:00:56,56.31,18.03,4.95,111.56,231.74
2020-02-19 01:00:56,90.73,22.65,4.28,100.47,218.08
2020-02-19 02:00:56,80.32,24.33,4.53,93.2,150.85
2020-02-19 03:00:56,61.82,24.74,3.25,90.34,117.99
2020-02-19 04:00:56,62.26,23.85,3.73,85.94,111.04
2020-02-19 05:00:56,68.47,28.38,3.29,80.88,114.19
2020-02-19 06:00:56,48.65,23.01,2.85,74.61,102.9
2020-02-19 07:00:56,67.28,21.69,5.18,74.66,133.15
2020-02-19 08:00:56,61.72,25.2,3.4,80.46,193.18
2020-02-19 09:00:56,74.17,33.97,4.28,92.27,283.87
2020-02-19 10:00:56,85.96,39.17,5.9,110.53,349.24
2020-02-19 11:00:56,88.59,53.23,6.29,94.75,181.55
2020-02-19 12:00:56,80.38,51.87,9.36,140.82,277.0
2020-02-19 13:00:56,117.41,57.92,7.11,84.08,117.66
2020-02-19 14:00:56,88.52,31.94,8.04,64.79,83.13
2020-02-19 15:00:56,66.56,27.65,5.62,59.97,74.32
2020-02-19 16:00:56,52.32,15.24,4.48,50.33,60.08
2020-02-19 17:00:56,44.78,21.52,4.03,51.69,59.97
2020-02-19 18:00:56,47.61,12.65,3.68,62.62,72.68
2020-02-19 19:00:56,51.0,12.13,3.61,96.03,113.63
2020-02-19 20:00:56,70.7,13.41,4.13,118.45,180.88
2020-02-19 21:00:56,65.35,21.15,5.44,115.9,271.44
2020-02-19 22:00:56,113.78,39.82,5.41,126.47,386.88
2020-02-19 23:00:56,102.43,26.31,7.04,130.21,434.46
2020-02-20 00:00:56,123.58,32.18,7.51,130.69,454.4
2020-02-20 01:00:56,130.19,50.91,7.3,116.53,387.14
2020-02-20 02:00:56,122.41,48.76,5.86,108.76,332.76
2020-02-20 03:00:56,136.26,61.76,5.37,105.31,309.52
2020-02-20 04:00:56,105.96,57.59,10.05,97.24,181.73
2020-02-20 05:00:56,65.06,48.0,3.99,84.88,148.02
2020-02-20 06:00:56,44.88,32.31,4.17,79.93,158.89
2020-02-20 07:00:56,69.07,35.41,4.47,82.3,154.5
2020-02-20 08:00:56,87.1,32.16,4.1,89.18,237.65
2020-02-20 09:00:56,101.03,24.42,6.45,103.03,403.48
2020-02-20 10:00:56,112.2,43.61,5.83,105.26,303.2
2020-02-20 11:00:56,135.77,52.2,6.41,109.7,261.16
2020-02-20 12:00:56,104.49,36.13,9.23,138.85,387.17
2020-02-20 13:00:56,146.88,60.71,8.92,133.27,311.6
2020-02-20 14:00:56,143.05,56.89,8.08,82.67,111.91
2020-02-20 15:00:56,100.87,36.64,5.45,81.83,100.5
2020-02-20 16:00:56,74.33,29.26,5.4,50.16,59.92
2020-02-20 17:00:56,47.02,17.86,3.5,45.15,51.11
2020-02-20 18:00:56,47.15,9.57,2.9,49.41,55.13
2020-02-20 19:00:56,33.91,9.69,3.98,107.1,136.22
2020-02-20 20:00:56,33.69,19.09,4.54,113.39,148.42
2020-02-20 21:00:56,60.62,29.55,4.63,100.42,113.16
2020-02-20 22:00:56,46.45,15.95,5.49,72.33,77.89
2020-02-20 23:00:56,58.7,8.73,4.64,54.02,57.91
2020-02-21 00:00:56,31.6,9.79,4.41,50.21,53.68
2020-02-21 01:00:56,56.76,14.59,4.28,46.24,49.24
2020-02-21 02:00:56,30.78,23.35,3.85,33.12,35.61
2020-02-21 03:00:56,27.51,13.0,3.61,29.77,31.96
2020-02-21 04:00:56,45.6,10.88,3.71,29.74,31.71
2020-02-21 05:00:56,26.38,11.53,3.73,29.02,30.91
2020-02-21 06:00:56,33.87,21.09,3.44,37.83,40.18
2020-02-21 07:00:56,18.69,18.14,3.57,45.12,48.14
2020-02-21 08:00:56,20.1,14.56,3.02,66.59,77.83
2020-02-21 09:00:56,23.52,19.59,3.31,81.67,130.24
2020-02-21 10:00:56,19.49,17.31,2.75,87.0,114.55
2020-02-21 11:00:56,27.43,10.7,3.05,80.23,99.6
2020-02-21 12:00:56,16.85,0.0,2.81,56.55,64.9
2020-02-21 13:00:56,26.5,22.53,2.65,43.61,51.6
2020-02-21 14:00:56,27.72,23.33,2.37,47.72,54.32
2020-02-21 15:00:56,35.77,13.08,2.78,43.28,58.1
2020-02-21 16:00:56,21.64,15.67,2.16,50.39,80.71
2020-02-21 17:00:56,12.96,12.92,2.16,48.22,54.73
2020-02-21 18:00:56,10.71,8.01,2.28,51.76,59.66
2020-02-21 19:00:56,10.55,0.0,2.28,51.25,58.64
2020-02-21 20:00:56,9.05,0.0,2.69,60.71,70.68
2020-02-21 21:00:56,9.06,0.0,2.74,61.23,70.19
2020-02-21 22:00:56,17.77,10.67,2.96,69.38,99.81
2020-02-21 23:00:56,26.65,24.28,3.62,63.85,87.58
2020-02-22 00:00:56,27.47,20.25,3.31,55.78,83.49
2020-02-22 01:00:56,22.98,11.49,3.58,44.87,65.52
2020-02-22 02:00:56,12.39,7.81,1.96,42.44,45.73
2020-02-22 03:00:56,9.36,5.39,2.6,26.43,28.47
2020-02-22 04:00:56,16.61,5.42,1.98,30.61,32.98
2020-02-22 05:00:56,10.63,4.21,2.25,24.09,26.18
2020-02-22 06:00:56,6.89,3.61,2.08,20.17,21.58
2020-02-22 07:00:56,4.43,2.61,1.9,22.53,24.7
2020-02-22 08:00:56,7.76,2.71,1.77,27.8,30.06
2020-02-22 09:00:56,7.84,0.0,1.82,38.91,44.64
2020-02-22 10:00:56,9.01,0.0,1.69,40.95,45.83
2020-02-22 11:00:56,8.7,0.0,1.69,50.28,58.7
2020-02-22 12:00:56,8.71,0.0,2.13,52.12,62.41
2020-02-22 13:00:56,15.93,10.27,2.04,39.07,44.6
2020-02-22 14:00:56,10.76,9.25,2.62,47.64,58.01
2020-02-22 15:00:56,7.98,0.0,2.99,40.91,48.45
2020-02-22 16:00:56,23.07,6.49,2.98,35.4,42.0
2020-02-22 17:00:56,15.08,9.75,3.1,38.84,45.4
2020-02-22 18:00:56,9.58,0.0,2.85,39.07,45.39
2020-02-22 19:00:56,6.69,0.0,3.61,49.12,59.82
2020-02-22 20:00:56,10.68,0.0,4.15,51.54,61.05
2020-02-22 21:00:56,7.78,7.4,4.39,61.69,75.21
2020-02-22 22:00:56,10.59,0.0,4.65,53.67,62.25
2020-02-22 23:00:56,17.35,9.86,3.56,51.44,58.54
2020-02-23 00:00:56,9.77,0.0,3.29,42.84,46.7
2020-02-23 01:00:56,18.92,9.25,2.65,35.98,39.05
2020-02-23 02:00:56,12.8,9.26,3.1,26.74,29.83
2020-02-23 03:00:56,11.97,9.0,2.59,21.98,24.57
2020-02-23 04:00:56,16.31,5.77,2.56,25.9,28.57
2020-02-23 05:00:56,11.34,4.56,2.36,20.25,22.59
2020-02-23 06:00:56,7.59,2.31,1.97,21.33,23.73
2020-02-23 07:00:56,9.12,2.9,2.25,19.42,21.81
2020-02-23 08:00:56,5.42,3.58,2.5,19.86,22.4
2020-02-23 09:00:56,11.83,3.2,2.46,25.35,28.51
2020-02-23 10:00:56,9.72,2.5,2.91,23.43,26.98
2020-02-23 11:00:56,9.76,3.83,2.91,28.85,34.34
2020-02-23 12:00:56,9.49,2.7,2.97,26.65,32.48
2020-02-23 13:00:56,6.63,3.57,3.44,27.45,33.88
2020-02-23 14:00:56,7.42,2.62,3.01,24.57,29.11
2020-02-23 15:00:56,5.82,2.4,3.03,29.48,36.68
2020-02-23 16:00:56,7.71,3.09,2.89,29.77,36.0
2020-02-23 17:00:56,8.09,3.79,2.77,35.11,43.41
2020-02-23 18:00:56,8.53,3.89,2.65,42.69,50.54
2020-02-23 19:00:56,25.79,8.51,2.46,49.23,56.21
2020-02-23 20:00:56,24.75,10.37,2.49,62.65,69.69
2020-02-23 21:00:56,17.71,14.6,3.19,71.18,82.1
2020-02-23 22:00:56,40.71,16.77,3.78,78.81,92.29
2020-02-23 23:00:56,34.47,24.08,3.67,87.86,118.85
2020-02-24 00:00:56,36.9,28.62,4.3,85.95,128.38
2020-02-24 01:00:56,40.49,28.77,3.46,88.21,120.2
2020-02-24 02:00:56,34.39,21.92,2.21,41.96,46.27
2020-02-24 03:00:56,35.09,18.07,1.55,28.18,31.63
2020-02-24 04:00:56,19.21,10.73,2.17,35.87,39.41
2020-02-24 05:00:56,13.28,7.41,1.82,29.4,33.07
2020-02-24 06:00:56,23.65,5.24,2.11,28.52,31.48
2020-02-24 07:00:56,13.42,4.9,2.5,34.88,38.48
2020-02-24 08:00:56,8.52,3.21,2.24,45.62,53.01
2020-02-24 09:00:56,8.82,4.76,3.18,66.58,105.14
2020-02-24 10:00:56,13.13,3.67,2.23,72.09,95.48
2020-02-24 11:00:56,17.86,16.22,3.2,70.47,113.92
2020-02-24 12:00:56,24.19,14.1,2.68,56.71,79.24
2020-02-24 13:00:56,20.05,12.88,2.69,28.77,37.66
2020-02-24 14:00:56,12.39,7.94,2.34,29.62,37.68
2020-02-24 15:00:56,10.17,6.16,2.48,31.05,40.36
2020-02-24 16:00:56,27.84,5.07,2.31,31.13,39.47
2020-02-24 17:00:56,15.92,4.22,2.44,36.95,46.21
2020-02-24 18:00:56,21.21,6.31,4.54,45.65,55.68
2020-02-24 19:00:56,23.13,7.86,3.99,57.98,70.41
2020-02-24 20:00:56,18.58,7.39,5.88,73.54,91.01
2020-02-24 21:00:56,30.64,23.62,5.81,78.6,94.38
2020-02-24 22:00:56,38.3,14.27,5.22,82.59,100.31
2020-02-24 23:00:56,39.89,13.21,5.87,73.82,85.51
2020-02-25 00:00:56,32.79,16.34,5.9,71.29,82.69
2020-02-25 01:00:56,37.74,22.81,4.58,48.0,52.69
2020-02-25 02:00:56,38.95,18.94,2.08,22.98,23.32
2020-02-25 03:00:56,22.11,10.65,2.05,24.54,26.06
2020-02-25 04:00:56,16.35,7.33,1.86,22.31,22.87
2020-02-25 05:00:56,22.77,5.31,1.49,23.75,25.27
2020-02-25 06:00:56,13.38,3.68,1.13,23.04,23.74
2020-02-25 07:00:56,12.55,1.86,0.76,30.0,31.11
2020-02-25 08:00:56,21.67,0.93,0.74,46.28,58.15
2020-02-25 09:00:56,33.95,2.18,1.1,53.0,66.5
2020-02-25 10:00:56,29.13,16.35,0.96,55.09,65.43
2020-02-25 11:00:56,24.58,23.89,2.2,59.65,78.56
