Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-03-29 00:00:56,17.72,0.0,1.18,0.0,0.0,0.0
2018-03-29 01:00:56,7.94,0.0,1.02,0.0,0.0,0.0
2018-03-29 02:00:56,6.03,0.0,1.12,0.0,0.0,0.0
2018-03-29 03:00:56,7.16,0.0,1.07,0.0,0.0,0.0
2018-03-29 04:00:56,11.91,0.0,1.0,0.0,0.0,0.0
2018-03-29 05:00:56,8.97,0.0,1.31,0.0,0.0,0.0
2018-03-29 06:00:56,8.43,0.0,1.06,0.0,0.0,0.0
2018-03-29 07:00:56,22.06,0.0,1.3,0.0,0.0,0.0
2018-03-29 08:00:56,23.9,0.0,1.18,0.0,0.0,0.0
2018-03-29 09:00:56,21.35,0.0,1.11,0.0,0.0,0.0
2018-03-29 10:00:56,32.0,0.0,1.49,0.0,0.0,0.0
2018-03-29 11:00:56,32.12,0.0,0.72,0.0,0.0,0.0
2018-03-29 12:00:56,35.75,0.0,1.26,0.0,0.0,0.0
2018-03-29 13:00:56,27.97,0.0,1.02,0.0,0.0,0.0
2018-03-29 14:00:56,26.88,0.0,1.16,0.0,0.0,0.0
2018-03-29 15:00:56,23.19,0.0,1.04,0.0,0.0,0.0
2018-03-29 16:00:56,29.44,0.0,0.99,0.0,0.0,0.0
2018-03-29 17:00:56,43.57,0.0,0.86,0.0,0.0,0.0
2018-03-29 18:00:56,62.24,0.0,1.01,0.0,0.0,0.0
2018-03-29 19:00:56,69.87,0.0,0.92,0.0,0.0,0.0
2018-03-29 20:00:56,66.61,0.0,1.11,0.0,0.0,0.0
2018-03-29 21:00:56,83.53,0.0,1.17,0.0,0.0,0.0
2018-03-29 22:00:56,71.28,0.0,1.04,0.0,0.0,0.0
2018-03-29 23:00:56,141.22,0.0,0.97,0.0,0.0,0.0
2018-03-30 00:00:56,116.52,0.0,0.96,0.0,0.0,0.0
2018-03-30 01:00:56,101.62,0.0,1.24,0.0,0.0,0.0
2018-03-30 02:00:56,119.97,0.0,1.14,0.0,0.0,0.0
2018-03-30 03:00:56,87.59,0.0,0.89,0.0,0.0,0.0
2018-03-30 04:00:56,74.58,0.0,0.62,0.0,0.0,0.0
2018-03-30 05:00:56,61.73,0.0,0.28,0.0,0.0,0.0
2018-03-30 06:00:56,53.26,0.0,0.0,0.0,0.0,0.0
2018-03-30 07:00:56,61.23,0.0,0.0,0.0,0.0,0.0
2018-03-30 08:00:56,69.19,0.0,0.64,0.0,0.0,0.0
2018-03-30 09:00:56,105.73,0.0,1.2,0.0,0.0,0.0
2018-03-30 10:00:56,125.84,0.0,1.24,0.0,0.0,0.0
2018-03-30 11:00:56,120.13,0.0,1.52,0.0,0.0,0.0
2018-03-30 12:00:56,93.03,0.0,1.97,0.0,0.0,0.0
2018-03-30 13:00:56,93.25,0.0,1.32,0.0,0.0,0.0
2018-03-30 14:00:56,70.97,0.0,2.65,0.0,0.0,0.0
