Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2022-03-23 16:00:56,0.0,24.96,58.36,75.02
2022-03-23 17:00:56,0.0,24.14,53.82,63.23
2022-03-23 18:00:56,0.0,23.87,53.8,63.98
2022-03-23 19:00:56,0.0,24.53,52.8,58.87
2022-03-23 20:00:56,0.0,30.09,56.97,66.48
2022-03-23 21:00:56,0.0,30.07,53.41,61.0
2022-03-23 22:00:56,0.0,29.17,55.1,62.69
2022-03-23 23:00:56,0.0,29.49,51.56,58.05
2022-03-24 00:00:56,0.0,28.36,50.28,55.18
2022-03-24 01:00:56,0.0,26.98,55.62,60.78
2022-03-24 02:00:56,0.0,26.39,51.21,55.32
2022-03-24 03:00:56,0.0,26.12,48.64,52.39
2022-03-24 04:00:56,0.0,25.69,47.1,50.83
2022-03-24 05:00:56,0.0,25.57,46.43,49.73
2022-03-24 06:00:56,0.0,24.32,45.66,49.02
2022-03-24 07:00:56,0.0,23.09,47.25,51.59
2022-03-24 08:00:56,0.0,23.6,49.22,55.67
2022-03-24 09:00:56,0.0,28.88,59.62,82.52
2022-03-24 10:00:56,0.0,29.62,53.41,68.13
2022-03-24 11:00:56,0.0,29.01,60.78,78.28
2022-03-24 12:00:56,0.0,28.51,54.74,65.08
2022-03-24 13:00:56,0.0,0.0,0.0,0.0
