Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-04-11 20:00:56,43.82,23.46,3.23,10.01,11.37,84.36
2018-04-11 21:00:56,44.63,21.92,3.3,11.75,13.1,70.46
2018-04-11 22:00:56,45.74,21.69,2.86,13.68,15.12,57.19
2018-04-11 23:00:56,48.32,21.99,3.15,14.85,16.27,46.56
2018-04-12 00:00:56,51.51,22.2,2.75,13.77,15.29,43.2
2018-04-12 01:00:56,50.6,22.78,3.0,13.4,14.9,36.05
2018-04-12 02:00:56,51.8,26.46,3.27,10.68,12.06,44.95
2018-04-12 03:00:56,47.28,24.05,3.21,7.44,8.91,47.9
2018-04-12 04:00:56,38.74,20.44,3.03,4.2,5.71,62.05
2018-04-12 05:00:56,30.12,17.82,3.12,4.82,6.26,61.35
2018-04-12 06:00:56,25.29,14.37,3.38,4.23,5.72,70.39
2018-04-12 07:00:56,23.56,12.87,3.26,4.14,5.61,72.86
2018-04-12 08:00:56,23.44,11.06,3.39,5.37,7.23,56.95
2018-04-12 09:00:56,25.24,11.44,3.44,6.97,9.72,44.74
2018-04-12 10:00:56,31.04,12.9,3.27,9.67,13.55,45.69
2018-04-12 11:00:56,40.14,16.79,3.18,9.79,13.3,52.34
2018-04-12 12:00:56,44.52,19.19,3.48,8.77,11.86,70.12
2018-04-12 13:00:56,43.88,18.75,3.41,6.13,8.58,83.88
2018-04-12 14:00:56,41.75,17.26,3.44,5.71,7.96,86.24
2018-04-12 15:00:56,40.33,17.41,3.5,7.25,9.85,85.92
2018-04-12 16:00:56,41.95,19.2,3.19,5.61,7.84,84.75
2018-04-12 17:00:56,41.29,18.44,3.13,7.21,9.45,79.88
2018-04-12 18:00:56,38.76,20.39,3.27,7.27,9.2,77.78
2018-04-12 19:00:56,41.49,23.34,3.44,8.11,9.94,72.1
2018-04-12 20:00:56,45.27,24.14,3.4,8.92,10.64,65.83
2018-04-12 21:00:56,45.38,22.64,3.04,9.61,11.39,54.67
2018-04-12 22:00:56,44.44,19.67,3.16,10.99,12.9,53.71
2018-04-12 23:00:56,38.55,17.62,2.98,10.14,11.77,54.6
2018-04-13 00:00:56,33.86,14.2,2.84,8.33,9.89,44.27
2018-04-13 01:00:56,33.63,14.47,2.82,6.22,7.76,50.43
2018-04-13 02:00:56,31.13,12.36,2.95,5.25,6.72,47.31
2018-04-13 03:00:56,29.68,15.03,2.52,4.79,6.22,50.15
