Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-03-29 00:00:56,77.92,4.25,17.58,19.87,19.6
2018-03-29 01:00:56,76.19,4.17,15.61,17.12,21.55
2018-03-29 02:00:56,78.65,4.34,16.59,17.77,18.28
2018-03-29 03:00:56,76.41,4.18,16.54,17.64,18.63
2018-03-29 04:00:56,76.3,4.21,12.67,13.68,26.26
2018-03-29 05:00:56,72.45,4.06,9.36,10.43,35.53
2018-03-29 06:00:56,67.41,3.97,7.32,8.3,41.44
2018-03-29 07:00:56,66.0,4.04,8.38,9.88,24.43
2018-03-29 08:00:56,66.65,3.92,14.17,17.36,20.24
2018-03-29 09:00:56,64.4,4.87,21.8,41.02,7.0
2018-03-29 10:00:56,66.9,4.51,19.02,24.61,26.24
2018-03-29 11:00:56,74.2,4.58,14.45,18.59,42.63
2018-03-29 12:00:56,73.75,5.32,18.9,24.36,29.84
2018-03-29 13:00:56,88.89,6.59,28.77,42.61,13.32
2018-03-29 14:00:56,121.35,6.09,20.27,28.9,37.65
2018-03-29 15:00:56,89.24,4.9,8.56,10.98,73.8
2018-03-29 16:00:56,61.1,4.16,4.73,6.32,82.52
2018-03-29 17:00:56,55.76,4.04,5.97,7.29,79.27
2018-03-29 18:00:56,53.35,4.05,6.23,7.66,76.38
2018-03-29 19:00:56,43.44,4.02,10.02,12.35,59.12
2018-03-29 20:00:56,47.1,4.18,14.98,17.27,50.36
2018-03-29 21:00:56,41.6,4.21,8.38,9.42,65.61
2018-03-29 22:00:56,28.22,4.72,5.85,6.8,67.83
2018-03-29 23:00:56,24.65,4.27,5.35,6.37,63.98
2018-03-30 00:00:56,23.05,4.08,4.94,5.91,65.37
2018-03-30 01:00:56,18.67,4.1,4.77,5.73,61.25
2018-03-30 02:00:56,18.3,3.8,2.62,3.5,72.95
2018-03-30 03:00:56,17.05,3.88,2.67,3.59,69.02
2018-03-30 04:00:56,14.7,3.9,2.36,3.23,70.63
2018-03-30 05:00:56,13.35,3.93,1.62,2.5,71.16
2018-03-30 06:00:56,10.41,3.9,1.68,2.61,63.81
