Tarih,PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 ),PM10 ( µg/m3 ),CO ( µg/m3 )
2020-12-08 05:00:56,39.22,10.68,68.225,89.295,29.23,0.0,942.22
2020-12-08 06:00:56,43.28,8.98,61.08500000000001,74.10499999999999,36.56,0.0,849.03
2020-12-08 07:00:56,43.83,8.8,66.23500000000001,79.74000000000001,28.27,0.0,458.22
2020-12-08 08:00:56,36.68,9.4,76.905,111.60499999999999,21.4,0.0,517.43
2020-12-08 09:00:56,36.56,10.07,76.88499999999999,110.64000000000001,23.41,0.0,327.24
2020-12-08 10:00:56,38.54,12.26,80.81,123.87,24.07,0.0,364.96
2020-12-08 11:00:56,40.39,8.98,80.45,129.76999999999998,28.13,0.0,401.43
2020-12-08 12:00:56,39.19,10.87,57.339999999999996,81.105,52.83,0.0,365.51
2020-12-08 13:00:56,35.07,10.26,39.74,56.96,68.72,0.0,430.72
2020-12-08 14:00:56,27.26,8.19,29.535,42.25,75.32,0.0,310.36
2020-12-08 15:00:56,25.59,8.45,35.065,48.03,73.68,0.0,358.31
2020-12-08 16:00:56,21.88,10.88,37.18,51.97,70.34,0.0,360.94
2020-12-08 17:00:56,17.68,14.49,46.25,65.675,55.99,0.0,357.59
2020-12-08 18:00:56,15.16,12.31,63.285,90.33500000000001,28.97,0.0,357.77
2020-12-08 19:00:56,19.55,9.02,81.485,111.405,26.32,0.0,562.24
2020-12-08 20:00:56,25.52,7.48,84.11500000000001,106.255,22.79,0.0,693.43
2020-12-08 21:00:56,25.04,6.72,68.53999999999999,86.005,24.6,0.0,747.97
2020-12-08 22:00:56,26.53,7.57,78.715,111.595,20.85,0.0,824.58
2020-12-08 23:00:56,23.22,7.53,73.815,117.34,20.12,0.0,780.73
2020-12-09 00:00:56,27.46,7.17,61.760000000000005,86.935,21.5,0.0,702.4
2020-12-09 01:00:56,32.26,7.4,53.3,65.675,34.12,0.0,985.89
2020-12-09 02:00:56,36.77,8.15,52.285,72.81,25.56,0.0,617.95
2020-12-09 03:00:56,34.45,7.96,50.36,65.60499999999999,28.21,0.0,603.59
2020-12-09 04:00:56,36.24,6.59,53.36,68.08500000000001,23.45,0.0,565.23
2020-12-09 05:00:56,30.51,6.22,49.56,66.315,21.36,0.0,482.18
2020-12-09 06:00:56,29.9,6.17,49.614999999999995,66.65,20.54,0.0,433.18
2020-12-09 07:00:56,28.81,6.22,43.864999999999995,66.115,21.9,0.0,340.62
2020-12-09 08:00:56,25.13,7.13,46.56999999999999,112.71,19.91,0.0,112.37
2020-12-09 09:00:56,22.83,8.54,46.335,95.72,20.77,0.0,149.86
2020-12-09 10:00:56,22.59,10.92,50.995,127.015,22.62,0.0,159.65
2020-12-09 11:00:56,28.14,20.8,60.290000000000006,153.89499999999998,25.5,0.0,9.96
2020-12-09 12:00:56,37.9,22.47,59.754999999999995,117.85,35.04,0.0,0.0
2020-12-09 13:00:56,40.85,15.77,40.620000000000005,64.89,56.81,0.0,784.42
2020-12-09 14:00:56,34.19,11.25,46.655,66.405,69.2,0.0,1773.86
2020-12-09 15:00:56,29.53,11.26,51.6,72.865,71.21,0.0,1965.68
2020-12-09 16:00:56,28.28,10.59,40.55,56.0,64.51,0.0,1623.49
2020-12-09 17:00:56,26.39,9.76,49.105000000000004,66.05,44.86,0.0,1521.52
2020-12-09 18:00:56,25.75,10.61,102.82,158.27999999999997,26.34,0.0,2381.55
2020-12-09 19:00:56,38.81,16.86,97.5,174.92000000000002,21.2,0.0,291.95
2020-12-09 20:00:56,58.8,17.17,75.635,142.185,20.57,0.0,170.27
2020-12-09 21:00:56,68.88,20.49,67.375,98.61000000000001,20.57,0.0,82.51
2020-12-09 22:00:56,64.22,52.5,67.00999999999999,103.78999999999999,20.95,0.0,122.75
2020-12-09 23:00:56,59.12,30.65,87.985,123.74000000000001,22.2,0.0,213.64
2020-12-10 00:00:56,55.03,23.95,72.30000000000001,109.895,25.29,0.0,62.69
2020-12-10 01:00:56,47.84,20.13,52.69,65.82,33.83,0.0,553.94
2020-12-10 02:00:56,43.44,17.73,46.375,57.965,36.59,0.0,407.8
2020-12-10 03:00:56,38.07,16.1,51.339999999999996,63.525,33.71,0.0,361.58
2020-12-10 04:00:56,36.36,12.99,35.705,44.95,54.57,0.0,271.91
2020-12-10 05:00:56,34.75,20.25,41.75,51.425,41.41,0.0,235.91
2020-12-10 06:00:56,27.82,15.95,35.67,45.43,47.73,0.0,185.91
2020-12-10 07:00:56,24.16,24.46,43.63,56.22,32.88,0.0,465.2
2020-12-10 08:00:56,25.65,25.28,50.4,69.68,26.39,0.0,472.67
2020-12-10 09:00:56,26.36,27.72,59.334999999999994,94.31,23.07,0.0,453.55
2020-12-10 10:00:56,29.2,21.57,53.08,76.135,32.01,0.0,453.48
2020-12-10 11:00:56,25.94,17.53,52.655,87.315,32.86,0.0,485.68
2020-12-10 12:00:56,26.44,18.37,52.865,91.305,32.12,0.0,524.06
2020-12-10 13:00:56,27.16,15.42,38.754999999999995,56.79,57.16,0.0,509.93
2020-12-10 14:00:56,21.5,15.3,48.215,65.965,60.28,0.0,530.85
2020-12-10 15:00:56,19.11,16.78,55.925,77.92,43.12,0.0,501.68
2020-12-10 16:00:56,22.86,17.85,61.285,91.735,34.52,0.0,516.95
2020-12-10 17:00:56,24.92,18.38,67.075,107.15,27.0,0.0,567.72
2020-12-10 18:00:56,38.72,19.69,71.935,168.29500000000002,20.84,0.0,712.09
2020-12-10 19:00:56,49.21,16.87,56.89,98.47,22.26,0.0,418.81
2020-12-10 20:00:56,47.66,17.08,50.505,75.42,27.37,0.0,342.98
2020-12-10 21:00:56,52.52,21.41,58.405,102.635,20.58,0.0,314.06
2020-12-10 22:00:56,52.07,17.93,49.665,65.925,28.7,0.0,333.32
2020-12-10 23:00:56,43.29,24.76,50.435,69.13,25.2,0.0,311.75
2020-12-11 00:00:56,45.19,23.04,45.87,60.629999999999995,29.02,0.0,266.14
2020-12-11 01:00:56,40.39,12.03,36.03,46.31,48.43,0.0,471.49
2020-12-11 02:00:56,35.9,11.96,32.535,41.62,50.97,0.0,468.31
2020-12-11 03:00:56,58.33,13.26,33.555,42.82,50.91,0.0,422.52
2020-12-11 04:00:56,76.9,9.96,34.37,42.39,62.38,0.0,524.28
2020-12-11 05:00:56,55.57,9.33,31.880000000000003,40.705,57.1,0.0,550.15
2020-12-11 06:00:56,44.39,8.06,39.6,52.215,38.04,0.0,616.16
2020-12-11 07:00:56,37.98,6.97,34.645,45.525,42.24,0.0,592.02
2020-12-11 08:00:56,30.79,6.75,39.94,54.72,44.65,0.0,712.81
2020-12-11 09:00:56,23.65,6.32,53.075,72.185,33.37,0.0,883.28
2020-12-11 10:00:56,17.72,6.19,56.665000000000006,76.77,34.96,0.0,966.38
2020-12-11 11:00:56,13.33,6.94,57.155,77.63,44.4,0.0,1174.9
2020-12-11 12:00:56,15.12,8.05,43.35,60.724999999999994,52.05,0.0,1219.04
2020-12-11 13:00:56,13.21,8.16,43.73,58.94499999999999,70.58,0.0,597.6
2020-12-11 14:00:56,9.92,7.41,33.545,46.555,76.9,0.0,500.18
2020-12-11 15:00:56,7.47,6.8,32.730000000000004,47.89,70.58,0.0,450.38
2020-12-11 16:00:56,5.7,6.6,38.879999999999995,51.875,67.0,0.0,436.62
2020-12-11 17:00:56,4.64,7.19,46.065,60.025000000000006,62.98,0.0,390.01
2020-12-11 18:00:56,4.32,8.1,66.61500000000001,85.01499999999999,33.2,0.0,530.83
2020-12-11 19:00:56,5.02,8.87,81.045,114.39500000000001,25.16,0.0,787.88
2020-12-11 20:00:56,4.37,10.07,81.935,109.675,22.9,0.0,835.72
2020-12-11 21:00:56,13.72,8.93,77.445,101.51,29.6,0.0,884.4
2020-12-11 22:00:56,21.24,8.57,74.535,94.63,28.48,0.0,872.09
2020-12-11 23:00:56,18.35,8.08,77.21000000000001,95.155,31.61,0.0,863.65
2020-12-12 00:00:56,23.64,21.76,73.485,110.375,22.39,0.0,628.36
2020-12-12 01:00:56,29.61,25.71,59.405,71.765,27.76,0.0,109.48
2020-12-12 02:00:56,28.35,24.08,56.735,78.605,25.88,0.0,0.0
2020-12-12 03:00:56,42.32,24.97,54.58,75.495,23.85,0.0,0.0
2020-12-12 04:00:56,40.01,15.29,42.985,56.205,32.61,0.0,0.0
2020-12-12 05:00:56,35.47,12.78,26.65,36.870000000000005,56.99,0.0,0.0
2020-12-12 06:00:56,28.24,12.06,23.945,35.125,59.73,0.0,0.0
2020-12-12 07:00:56,21.55,16.47,38.765,52.66,37.95,0.0,503.51
2020-12-12 08:00:56,16.38,19.43,49.459999999999994,68.89,25.29,0.0,570.74
2020-12-12 09:00:56,23.73,13.27,64.83500000000001,83.28999999999999,31.08,0.0,586.37
2020-12-12 10:00:56,26.95,17.87,55.61,79.45,28.07,0.0,499.28
2020-12-12 11:00:56,24.05,17.21,55.27,84.615,25.89,0.0,486.11
2020-12-12 12:00:56,21.41,14.47,48.864999999999995,72.65,33.44,0.0,547.28
2020-12-12 13:00:56,19.44,13.22,35.504999999999995,47.989999999999995,55.91,0.0,527.92
2020-12-12 14:00:56,18.03,11.65,40.375,52.965,53.99,0.0,636.25
2020-12-12 15:00:56,14.98,11.04,41.36,53.260000000000005,47.71,0.0,563.69
2020-12-12 16:00:56,11.16,13.11,42.175,55.345,46.17,0.0,614.83
2020-12-12 17:00:56,9.38,10.58,46.775,57.92,48.16,0.0,649.73
2020-12-12 18:00:56,11.58,8.57,44.235,55.61,55.44,0.0,751.03
2020-12-12 19:00:56,13.4,7.65,35.12,45.485,52.25,0.0,529.21
2020-12-12 20:00:56,11.72,6.68,35.379999999999995,47.595,50.57,0.0,527.85
2020-12-12 21:00:56,16.94,6.45,28.759999999999998,38.945,61.96,0.0,543.39
2020-12-12 22:00:56,16.82,7.21,34.03,43.7,53.04,0.0,534.89
2020-12-12 23:00:56,15.37,7.53,46.82,62.67,25.81,0.0,581.44
2020-12-13 00:00:56,21.13,6.89,45.81,58.129999999999995,43.35,0.0,804.62
2020-12-13 01:00:56,25.88,6.69,36.065,45.86,55.35,0.0,720.15
2020-12-13 02:00:56,22.02,7.99,39.3,48.26,53.0,0.0,923.63
2020-12-13 03:00:56,16.35,10.95,26.86,36.665,61.38,0.0,655.72
2020-12-13 04:00:56,12.71,18.02,32.525,41.115,47.64,0.0,640.71
2020-12-13 05:00:56,13.15,13.0,29.465,38.405,55.63,0.0,650.83
2020-12-13 06:00:56,11.52,9.23,30.93,38.9,64.14,0.0,822.23
2020-12-13 07:00:56,13.32,7.57,33.29,41.895,59.52,0.0,617.62
2020-12-13 08:00:56,15.46,8.27,27.825,38.855000000000004,55.16,0.0,512.52
2020-12-13 09:00:56,13.21,11.28,26.689999999999998,36.415000000000006,55.79,0.0,550.78
2020-12-13 10:00:56,12.56,13.37,30.53,40.13,51.16,0.0,532.53
2020-12-13 11:00:56,10.91,14.13,32.2,42.41,58.84,0.0,475.94
2020-12-13 12:00:56,8.81,9.38,26.85,36.1,70.03,0.0,428.1
2020-12-13 13:00:56,13.64,7.76,25.17,35.06,70.48,0.0,601.9
2020-12-13 14:00:56,19.0,9.05,32.25,44.864999999999995,57.06,0.0,801.26
2020-12-13 15:00:56,17.34,9.54,31.03,43.785,54.76,0.0,800.84
2020-12-13 16:00:56,19.97,9.71,33.62,48.08,51.07,0.0,827.63
2020-12-13 17:00:56,18.33,11.3,32.935,46.345,48.86,0.0,1024.44
2020-12-13 18:00:56,14.58,8.53,33.605000000000004,46.94,41.86,0.0,1200.61
2020-12-13 19:00:56,12.57,6.65,27.115,39.2,43.18,0.0,549.34
2020-12-13 20:00:56,12.72,7.35,23.66,34.445,54.56,0.0,453.28
2020-12-13 21:00:56,14.42,9.14,30.345,43.595,46.65,0.0,451.7
2020-12-13 22:00:56,12.31,9.11,35.769999999999996,44.695,43.6,0.0,837.56
2020-12-13 23:00:56,9.93,6.15,29.905,39.81,49.59,0.0,798.11
2020-12-14 00:00:56,15.83,5.53,24.490000000000002,34.120000000000005,50.4,0.0,696.74
2020-12-14 01:00:56,16.2,5.49,20.439999999999998,30.375,52.38,0.0,513.54
2020-12-14 02:00:56,18.29,5.46,17.369999999999997,27.765,57.41,0.0,473.88
2020-12-14 03:00:56,21.65,5.47,15.195,25.354999999999997,59.79,0.0,475.43
2020-12-14 04:00:56,18.66,5.37,15.42,26.285,58.99,0.0,486.2
2020-12-14 05:00:56,14.74,5.39,15.21,24.83,58.7,0.0,512.76
2020-12-14 06:00:56,11.93,5.54,15.695,25.085,60.33,0.0,558.85
2020-12-14 07:00:56,10.54,5.52,17.415,28.12,57.3,0.0,544.8
2020-12-14 08:00:56,15.38,5.58,23.475,39.135,48.48,0.0,672.43
2020-12-14 09:00:56,14.72,5.51,26.470000000000002,44.6,42.33,0.0,705.09
2020-12-14 10:00:56,16.33,5.56,23.075,38.57,48.23,0.0,824.52
2020-12-14 11:00:56,19.64,5.64,23.455,41.485,49.19,0.0,850.18
2020-12-14 12:00:56,20.01,5.87,23.565,40.980000000000004,49.31,0.0,932.05
2020-12-14 13:00:56,17.12,5.71,23.435000000000002,39.265,52.1,0.0,594.0
2020-12-14 14:00:56,13.92,5.74,25.505,41.91,51.12,0.0,657.93
2020-12-14 15:00:56,10.54,5.97,27.715000000000003,44.655,51.4,0.0,745.39
2020-12-14 16:00:56,12.98,5.98,31.475,48.435,48.19,0.0,834.19
2020-12-14 17:00:56,16.77,5.83,31.655,52.05500000000001,45.33,0.0,872.26
2020-12-14 18:00:56,17.75,5.7,30.240000000000002,47.085,48.98,0.0,917.46
2020-12-14 19:00:56,18.52,5.49,28.255000000000003,43.36,51.91,0.0,556.09
2020-12-14 20:00:56,17.93,5.55,21.215,32.945,58.8,0.0,506.33
2020-12-14 21:00:56,15.19,5.55,19.54,29.57,62.8,0.0,504.8
2020-12-14 22:00:56,17.75,5.43,18.42,28.825000000000003,69.99,0.0,499.21
2020-12-14 23:00:56,18.7,5.42,17.29,27.065,72.11,0.0,520.68
2020-12-15 00:00:56,23.43,5.43,17.015,25.979999999999997,71.47,0.0,535.52
2020-12-15 01:00:56,20.66,5.57,15.309999999999999,25.165,68.6,0.0,522.32
2020-12-15 02:00:56,21.45,5.74,14.825,24.795,66.24,0.0,546.98
2020-12-15 03:00:56,18.75,5.72,13.985,23.119999999999997,65.66,0.0,590.89
2020-12-15 04:00:56,14.48,5.81,14.690000000000001,24.82,65.62,0.0,586.97
2020-12-15 05:00:56,16.19,5.82,15.445,24.729999999999997,65.49,0.0,602.2
2020-12-15 06:00:56,17.74,5.68,15.19,24.42,65.42,0.0,605.29
2020-12-15 07:00:56,14.89,5.72,16.189999999999998,25.52,61.16,0.0,404.49
2020-12-15 08:00:56,15.07,5.66,18.36,31.97,55.19,0.0,47.32
2020-12-15 09:00:56,13.09,5.64,18.619999999999997,32.27,53.15,0.0,0.0
2020-12-15 10:00:56,10.22,5.8,19.799999999999997,33.325,52.11,0.0,0.0
2020-12-15 11:00:56,7.82,5.68,19.43,35.405,49.31,0.0,0.0
2020-12-15 12:00:56,6.52,5.87,20.77,36.53,48.72,0.0,150.27
2020-12-15 13:00:56,5.6,6.0,21.155,36.435,49.74,0.0,542.38
2020-12-15 14:00:56,6.96,5.88,22.044999999999998,37.18,45.81,0.0,474.69
2020-12-15 15:00:56,6.87,6.07,23.14,41.155,38.89,0.0,410.56
2020-12-15 16:00:56,10.66,6.04,25.415,44.015,35.01,0.0,403.92
2020-12-15 17:00:56,16.83,5.99,25.755000000000003,44.629999999999995,34.1,0.0,460.34
2020-12-15 18:00:56,15.71,6.28,26.285,45.025,33.57,0.0,410.25
2020-12-15 19:00:56,12.66,6.08,23.28,38.675,36.91,0.0,553.88
2020-12-15 20:00:56,13.82,6.05,19.240000000000002,31.369999999999997,41.76,0.0,613.29
2020-12-15 21:00:56,11.8,6.31,20.130000000000003,30.71,43.72,0.0,709.63
2020-12-15 22:00:56,8.54,6.33,19.02,28.965,45.13,0.0,706.35
2020-12-15 23:00:56,6.2,6.3,18.535,28.045,42.63,0.0,733.49
2020-12-16 00:00:56,5.71,6.02,19.419999999999998,31.515,40.65,0.0,758.77
2020-12-16 01:00:56,5.52,5.85,18.845,28.65,42.74,0.0,520.83
2020-12-16 02:00:56,5.54,5.4,18.54,28.56,46.29,0.0,516.5
2020-12-16 03:00:56,5.67,5.53,17.48,28.055,49.69,0.0,508.46
2020-12-16 04:00:56,5.84,5.49,17.03,27.009999999999998,51.44,0.0,546.96
2020-12-16 05:00:56,5.99,5.25,15.335,24.645,54.53,0.0,560.78
2020-12-16 06:00:56,5.3,5.36,17.38,27.83,52.44,0.0,607.76
2020-12-16 07:00:56,10.11,5.86,24.75,38.849999999999994,40.56,0.0,536.52
2020-12-16 08:00:56,10.96,5.62,27.81,48.07,36.8,0.0,598.72
2020-12-16 09:00:56,18.54,5.99,31.705,57.6,30.24,0.0,678.89
2020-12-16 10:00:56,18.35,5.64,29.78,51.80500000000001,33.85,0.0,717.44
2020-12-16 11:00:56,22.05,5.73,28.375,48.045,34.8,0.0,762.32
2020-12-16 12:00:56,30.71,5.65,27.375,50.644999999999996,34.36,0.0,767.16
2020-12-16 13:00:56,26.9,5.72,27.205000000000002,50.445,34.07,0.0,509.89
2020-12-16 14:00:56,20.16,5.69,27.39,49.915,34.92,0.0,497.83
2020-12-16 15:00:56,25.94,5.58,30.269999999999996,54.825,36.68,0.0,516.0
2020-12-16 16:00:56,26.84,5.74,31.075000000000003,59.165000000000006,35.52,0.0,533.6
2020-12-16 17:00:56,20.89,6.09,33.685,63.305,32.74,0.0,564.87
2020-12-16 18:00:56,25.18,6.36,36.725,71.21000000000001,30.2,0.0,485.84
2020-12-16 19:00:56,29.88,6.62,31.855,58.61,32.69,0.0,550.01
2020-12-16 20:00:56,29.09,6.22,26.255000000000003,41.975,41.44,0.0,601.24
2020-12-16 21:00:56,25.3,6.93,25.08,37.34,42.85,0.0,567.56
2020-12-16 22:00:56,26.99,6.78,23.88,36.545,43.1,0.0,511.6
2020-12-16 23:00:56,27.11,6.0,31.785000000000004,44.980000000000004,36.46,0.0,440.33
2020-12-17 00:00:56,30.46,6.18,28.97,44.29,36.95,0.0,376.07
2020-12-17 01:00:56,31.95,5.78,27.065,39.224999999999994,37.94,0.0,492.61
2020-12-17 02:00:56,34.85,5.8,21.975,32.8,43.92,0.0,487.36
2020-12-17 03:00:56,29.16,5.47,21.48,32.375,40.38,0.0,478.16
2020-12-17 04:00:56,22.28,5.45,18.985,30.650000000000002,41.8,0.0,458.32
2020-12-17 05:00:56,22.26,5.46,19.1,30.395,43.17,0.0,426.04
2020-12-17 06:00:56,19.41,5.45,22.48,33.675,40.07,0.0,376.06
2020-12-17 07:00:56,23.59,5.89,27.590000000000003,44.095,32.93,0.0,550.14
2020-12-17 08:00:56,21.95,6.04,29.549999999999997,52.505,29.48,0.0,546.53
2020-12-17 09:00:56,20.2,5.74,30.58,56.99,28.54,0.0,527.37
2020-12-17 10:00:56,25.6,5.63,31.340000000000003,53.625,30.25,0.0,485.33
2020-12-17 11:00:56,22.82,6.23,29.83,53.485,34.64,0.0,473.47
2020-12-17 12:00:56,24.02,5.81,29.95,55.335,37.27,0.0,437.01
2020-12-17 13:00:56,26.97,5.84,33.905,55.655,42.88,0.0,545.97
2020-12-17 14:00:56,25.33,5.5,42.144999999999996,65.225,40.8,0.0,660.82
2020-12-17 15:00:56,27.25,5.4,28.255,50.795,39.46,0.0,459.37
2020-12-17 16:00:56,24.16,5.5,31.244999999999997,54.66,41.58,0.0,495.35
2020-12-17 17:00:56,19.07,5.27,30.355,54.37,40.63,0.0,546.65
2020-12-17 18:00:56,16.74,5.6,32.839999999999996,59.81999999999999,38.76,0.0,533.25
2020-12-17 19:00:56,13.89,5.72,31.205,51.905,40.06,0.0,477.4
2020-12-17 20:00:56,10.47,5.17,22.02,34.345,51.45,0.0,458.63
2020-12-17 21:00:56,7.96,5.2,21.56,34.565,51.8,0.0,434.29
2020-12-17 22:00:56,9.51,5.14,25.245,36.94,47.82,0.0,434.58
2020-12-17 23:00:56,14.31,5.48,17.85,29.415,60.13,0.0,405.73
2020-12-18 00:00:56,17.03,5.02,23.66,37.295,50.75,0.0,382.7
2020-12-18 01:00:56,14.35,5.16,23.975,36.775,50.5,0.0,480.17
2020-12-18 02:00:56,12.95,5.43,18.314999999999998,29.91,58.69,0.0,455.18
2020-12-18 03:00:56,14.98,5.25,17.9,27.7,62.46,0.0,428.71
2020-12-18 04:00:56,17.45,5.14,14.170000000000002,24.245,69.31,0.0,364.78
2020-12-18 05:00:56,15.5,5.22,16.205,26.435000000000002,70.47,0.0,322.17
2020-12-18 06:00:56,12.73,5.18,17.675,27.560000000000002,66.97,0.0,292.22
2020-12-18 07:00:56,12.78,6.11,22.314999999999998,32.79,61.67,0.0,437.67
2020-12-18 08:00:56,11.07,5.42,22.515,36.565,62.45,0.0,374.87
2020-12-18 09:00:56,11.73,6.48,28.52,45.7,50.44,0.0,365.33
2020-12-18 10:00:56,10.22,6.48,35.015,55.34,39.89,0.0,273.33
2020-12-18 11:00:56,12.86,5.71,31.18,52.655,41.28,0.0,224.39
2020-12-18 12:00:56,16.23,5.49,28.990000000000002,51.325,46.37,0.0,206.17
2020-12-18 13:00:56,18.43,5.41,26.11,42.45,51.6,0.0,517.75
2020-12-18 14:00:56,18.96,5.19,25.515,40.265,58.02,0.0,524.89
2020-12-18 15:00:56,21.38,5.35,27.6,44.655,54.11,0.0,449.05
2020-12-18 16:00:56,18.38,5.37,30.145,50.435,49.82,0.0,409.27
2020-12-18 17:00:56,20.07,5.74,31.425,54.575,42.11,0.0,403.82
2020-12-18 18:00:56,17.08,5.85,29.255,47.765,38.27,0.0,409.07
2020-12-18 19:00:56,12.74,5.78,35.97,51.849999999999994,36.93,0.0,607.22
2020-12-18 20:00:56,15.61,5.82,27.225,38.91,44.36,0.0,668.07
2020-12-18 21:00:56,19.96,6.56,24.535,38.245,43.58,0.0,623.28
2020-12-18 22:00:56,16.73,6.15,22.555,32.31,44.05,0.0,623.3
2020-12-18 23:00:56,18.94,7.86,21.625,33.205,46.39,0.0,621.01
2020-12-19 00:00:56,19.68,7.13,23.645,35.2,46.68,0.0,636.17
2020-12-19 01:00:56,22.11,7.38,20.36,30.700000000000003,50.52,0.0,509.68
2020-12-19 02:00:56,19.09,6.43,18.535,29.215000000000003,52.65,0.0,483.69
2020-12-19 03:00:56,13.92,5.99,16.265,25.064999999999998,56.71,0.0,448.81
2020-12-19 04:00:56,13.09,6.0,18.630000000000003,28.27,51.5,0.0,402.51
2020-12-19 05:00:56,11.79,5.75,16.42,25.645,53.88,0.0,380.0
2020-12-19 06:00:56,11.57,5.91,17.66,26.465,54.41,0.0,341.06
2020-12-19 07:00:56,13.55,5.69,18.745,30.52,51.76,0.0,478.71
2020-12-19 08:00:56,24.24,6.12,31.7,51.34,31.35,0.0,472.77
2020-12-19 09:00:56,25.41,6.3,38.99,61.49,32.94,0.0,442.83
2020-12-19 10:00:56,20.23,7.16,38.425,60.41,28.16,0.0,451.33
2020-12-19 11:00:56,19.46,9.16,55.61,115.91,24.53,0.0,382.83
2020-12-19 12:00:56,25.66,16.58,46.01,74.68,40.96,0.0,462.64
2020-12-19 13:00:56,28.89,10.15,30.16,44.47,52.99,0.0,490.74
2020-12-19 14:00:56,28.99,7.37,26.58,40.255,45.18,0.0,485.2
2020-12-19 15:00:56,23.06,6.7,24.065,37.019999999999996,51.24,0.0,447.72
2020-12-19 16:00:56,24.98,6.49,23.075000000000003,38.69,53.6,0.0,411.79
2020-12-19 17:00:56,21.66,6.34,23.165,38.545,54.84,0.0,358.74
2020-12-19 18:00:56,22.4,6.2,22.65,35.33,54.35,0.0,401.57
2020-12-19 19:00:56,23.33,6.51,29.745,42.975,44.98,0.0,524.62
2020-12-19 20:00:56,24.32,6.08,20.445,31.225,60.56,0.0,562.74
2020-12-19 21:00:56,19.92,6.32,17.42,27.17,64.82,0.0,574.49
2020-12-19 22:00:56,15.94,6.66,17.27,27.240000000000002,61.58,0.0,605.47
2020-12-19 23:00:56,16.81,6.91,19.535,29.875,57.15,0.0,611.08
2020-12-20 00:00:56,13.89,6.08,19.52,32.13,58.44,0.0,593.25
2020-12-20 01:00:56,11.49,5.4,16.07,26.65,65.28,0.0,507.35
2020-12-20 02:00:56,12.79,5.79,13.07,23.37,66.51,0.0,476.7
2020-12-20 03:00:56,11.63,5.73,15.094999999999999,24.285,64.36,0.0,430.1
2020-12-20 04:00:56,9.53,5.86,15.53,24.805,62.39,0.0,448.29
2020-12-20 05:00:56,7.36,6.1,15.09,24.89,60.79,0.0,413.64
2020-12-20 06:00:56,7.89,6.01,14.415,24.435000000000002,61.34,0.0,341.6
2020-12-20 07:00:56,7.24,6.06,14.71,24.215,64.3,0.0,506.4
2020-12-20 08:00:56,14.51,5.89,18.47,29.91,57.66,0.0,514.05
2020-12-20 09:00:56,15.3,6.16,19.64,31.345000000000002,55.9,0.0,516.25
2020-12-20 10:00:56,12.38,6.84,18.66,30.84,55.73,0.0,463.97
2020-12-20 11:00:56,19.04,6.97,17.52,30.095,57.92,0.0,347.48
2020-12-20 12:00:56,19.71,6.71,15.645,24.52,68.41,0.0,336.48
2020-12-20 13:00:56,15.68,6.31,14.145,25.325,73.04,0.0,514.95
2020-12-20 14:00:56,13.9,6.35,15.200000000000001,26.975,72.21,0.0,514.76
2020-12-20 15:00:56,11.29,6.43,16.355,26.005,71.95,0.0,452.02
2020-12-20 16:00:56,9.23,6.15,16.65,28.009999999999998,69.41,0.0,384.33
2020-12-20 17:00:56,8.97,5.72,14.32,24.305,68.31,0.0,457.68
2020-12-20 18:00:56,15.43,5.82,14.815000000000001,23.605,67.15,0.0,565.39
2020-12-20 19:00:56,14.43,5.65,14.594999999999999,24.84,66.5,0.0,625.84
2020-12-20 20:00:56,10.45,5.81,14.885,25.43,66.92,0.0,661.71
2020-12-20 21:00:56,7.71,5.7,13.885,23.299999999999997,69.28,0.0,649.89
2020-12-20 22:00:56,5.98,5.49,13.175,22.255000000000003,68.83,0.0,697.58
2020-12-20 23:00:56,4.4,5.57,14.03,24.735,67.38,0.0,650.8
2020-12-21 00:00:56,3.31,5.66,17.245,29.865000000000002,62.33,0.0,619.0
2020-12-21 01:00:56,5.94,5.72,16.96,27.27,61.95,0.0,529.06
2020-12-21 02:00:56,6.96,5.11,17.75,28.025,61.0,0.0,450.24
2020-12-21 03:00:56,9.17,5.15,15.67,24.53,64.98,0.0,466.47
2020-12-21 04:00:56,8.39,5.16,16.759999999999998,26.775,60.95,0.0,477.82
2020-12-21 05:00:56,8.21,5.42,17.2,27.174999999999997,59.95,0.0,428.12
2020-12-21 06:00:56,6.74,5.17,17.33,27.435000000000002,59.55,0.0,360.65
2020-12-21 07:00:56,13.45,6.37,21.865000000000002,34.769999999999996,49.96,0.0,496.52
2020-12-21 08:00:56,19.29,6.01,24.275,41.36,47.16,0.0,488.65
2020-12-21 09:00:56,17.09,6.4,30.28,52.345,39.34,0.0,472.91
2020-12-21 10:00:56,17.92,7.01,26.98,45.675,44.15,0.0,512.04
2020-12-21 11:00:56,17.03,7.59,30.125,53.92,41.26,0.0,513.16
2020-12-21 12:00:56,15.51,6.67,22.465,41.04,47.19,0.0,466.26
2020-12-21 13:00:56,12.44,6.34,19.725,37.235,54.58,0.0,525.99
2020-12-21 14:00:56,12.82,6.03,17.355,33.21,56.73,0.0,505.8
2020-12-21 15:00:56,11.84,6.02,20.605,38.675,56.95,0.0,399.99
2020-12-21 16:00:56,14.28,5.99,22.435,40.595,53.48,0.0,339.17
2020-12-21 17:00:56,19.52,6.11,28.54,50.345,45.58,0.0,363.54
