Tarih,PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 ),PM10 ( µg/m3 ),CO ( µg/m3 )
2019-03-06 00:00:56,38.95,24.59,47.575,54.89,10.37,0.0,679.7
2019-03-06 01:00:56,36.89,20.43,34.32,38.675000000000004,26.23,0.0,307.16
2019-03-06 02:00:56,30.15,11.47,30.905,34.71,29.68,0.0,222.53
2019-03-06 03:00:56,28.7,12.53,18.5,22.115,43.43,0.0,386.04
2019-03-06 04:00:56,24.91,11.66,26.86,30.724999999999998,29.85,0.0,367.61
2019-03-06 05:00:56,23.04,10.25,22.619999999999997,26.36,32.38,0.0,224.0
2019-03-06 06:00:56,24.06,11.79,19.74,23.034999999999997,35.5,0.0,350.39
2019-03-06 07:00:56,22.59,9.97,19.08,23.195,34.54,0.0,496.97
2019-03-06 08:00:56,24.14,9.17,24.07,28.855,27.81,0.0,525.23
2019-03-06 09:00:56,25.04,9.77,45.535,62.815,9.49,0.0,667.3
2019-03-06 10:00:56,24.22,10.13,51.605,83.58500000000001,1.97,0.0,705.74
2019-03-06 11:00:56,26.03,9.11,47.515,75.655,5.11,0.0,614.9
2019-03-06 12:00:56,22.61,9.3,35.59,49.155,17.11,0.0,527.07
2019-03-06 13:00:56,20.3,8.95,41.779999999999994,57.010000000000005,10.59,0.0,528.32
2019-03-06 14:00:56,22.39,7.25,34.52,48.155,19.29,0.0,896.17
2019-03-06 15:00:56,22.05,7.74,25.84,37.879999999999995,28.17,0.0,654.04
2019-03-06 16:00:56,21.66,9.18,21.79,27.795,31.95,0.0,561.57
2019-03-06 17:00:56,26.4,13.59,22.135,28.455,33.47,0.0,591.89
2019-03-06 18:00:56,28.8,14.95,44.93,54.55,35.63,0.0,317.14
2019-03-06 19:00:56,29.9,16.39,64.015,71.48,37.02,0.0,450.79
2019-03-06 20:00:56,25.61,15.88,70.645,72.33,27.67,0.0,543.76
2019-03-06 21:00:56,22.43,13.12,74.11,77.955,20.53,0.0,527.04
2019-03-06 22:00:56,23.69,13.08,83.16,93.74000000000001,9.39,0.0,462.73
2019-03-06 23:00:56,28.59,10.14,55.915,58.795,15.16,0.0,355.25
2019-03-07 00:00:56,30.35,8.12,49.459999999999994,51.67,17.37,0.0,333.01
2019-03-07 01:00:56,26.29,7.65,50.55,56.11,15.16,0.0,437.56
2019-03-07 02:00:56,22.57,6.54,22.515,24.895,34.89,0.0,448.48
2019-03-07 03:00:56,17.6,6.55,23.384999999999998,25.14,30.69,0.0,681.15
2019-03-07 04:00:56,14.74,5.92,25.365000000000002,28.27,29.17,0.0,765.9
2019-03-07 05:00:56,15.74,8.95,27.945,30.185,23.6,0.0,584.67
2019-03-07 06:00:56,16.66,9.75,29.055,32.06,18.84,0.0,548.66
2019-03-07 07:00:56,19.08,6.67,24.345000000000002,27.58,22.9,0.0,570.81
2019-03-07 08:00:56,19.16,4.7,23.835,29.055,34.41,0.0,672.44
2019-03-07 09:00:56,16.41,5.73,49.77,80.965,8.58,0.0,603.33
2019-03-07 10:00:56,15.8,5.94,34.45,46.28,30.01,0.0,500.36
2019-03-07 11:00:56,15.55,5.95,44.155,60.325,32.19,0.0,477.06
2019-03-07 12:00:56,22.98,7.6,39.99,56.025000000000006,28.86,0.0,198.04
2019-03-07 13:00:56,31.62,9.34,38.845,58.045,29.69,0.0,913.71
2019-03-07 14:00:56,31.05,7.49,38.675,52.35,45.76,0.0,1223.42
2019-03-07 15:00:56,24.58,6.2,20.615000000000002,25.285,63.24,0.0,1262.33
2019-03-07 16:00:56,20.06,6.39,20.15,28.425,57.61,0.0,1244.58
2019-03-07 17:00:56,23.9,5.76,31.325,38.375,58.75,0.0,1332.35
2019-03-07 18:00:56,25.65,5.53,38.06999999999999,44.82,52.51,0.0,1444.94
2019-03-07 19:00:56,22.01,7.43,68.15,80.49000000000001,37.72,0.0,739.28
2019-03-07 20:00:56,26.7,9.48,109.02000000000001,143.57,13.08,0.0,884.02
2019-03-07 21:00:56,28.41,13.98,103.125,133.04500000000002,9.51,0.0,919.04
2019-03-07 22:00:56,26.4,10.74,78.55,96.05,21.36,0.0,892.03
2019-03-07 23:00:56,36.92,14.71,89.93,147.695,0.55,0.0,874.08
2019-03-08 00:00:56,49.09,21.4,75.37,173.66500000000002,0.69,0.0,758.1
2019-03-08 01:00:56,52.12,42.48,65.445,107.375,2.54,0.0,373.02
2019-03-08 02:00:56,51.94,38.24,43.394999999999996,45.495000000000005,23.49,0.0,216.36
2019-03-08 03:00:56,44.46,15.43,50.730000000000004,49.980000000000004,38.24,0.0,337.29
2019-03-08 04:00:56,32.87,13.79,44.015,44.58,45.66,0.0,343.77
2019-03-08 05:00:56,26.26,12.45,70.515,138.845,47.55,0.0,365.36
2019-03-08 06:00:56,20.36,25.21,75.76,120.225,37.03,0.0,368.53
2019-03-08 07:00:56,15.75,22.1,73.63499999999999,104.405,41.31,0.0,490.49
2019-03-08 08:00:56,14.46,22.94,72.02,122.31,41.95,0.0,537.72
2019-03-08 09:00:56,14.29,19.46,75.52,120.15,33.03,0.0,373.97
2019-03-08 10:00:56,14.43,14.0,93.35000000000001,299.625,29.64,0.0,1492.68
2019-03-08 11:00:56,16.05,11.79,76.87,168.865,38.36,0.0,718.12
2019-03-08 12:00:56,21.29,12.87,58.6,90.31,48.81,0.0,209.78
2019-03-08 13:00:56,22.99,18.31,28.225,35.239999999999995,53.78,0.0,462.98
2019-03-08 14:00:56,21.91,17.76,21.759999999999998,25.655,56.3,0.0,478.26
2019-03-08 15:00:56,21.12,15.47,16.285,18.71,59.19,0.0,421.64
2019-03-08 16:00:56,17.69,12.58,11.61,5.635,0.0,0.0,442.54
2019-03-08 17:00:56,15.27,9.89,18.78,27.619999999999997,51.06,0.0,441.4
2019-03-08 18:00:56,12.9,11.32,20.15,22.865000000000002,56.88,0.0,454.34
2019-03-08 19:00:56,14.65,12.87,42.28,44.07,53.42,0.0,645.8
2019-03-08 20:00:56,19.64,14.62,66.88,66.73,39.03,0.0,833.96
2019-03-08 21:00:56,24.19,15.49,70.35,70.66,33.09,0.0,1022.91
2019-03-08 22:00:56,24.8,15.49,59.144999999999996,60.03,53.76,0.0,1063.5
2019-03-08 23:00:56,22.45,16.9,87.575,130.28,33.19,0.0,1147.98
2019-03-09 00:00:56,21.19,15.97,100.33500000000001,136.925,15.86,0.0,1164.93
2019-03-09 01:00:56,21.11,12.54,77.44999999999999,88.3,30.43,0.0,588.33
2019-03-09 02:00:56,21.6,12.1,83.575,87.6,15.9,0.0,437.36
2019-03-09 03:00:56,24.02,16.16,64.155,66.365,19.93,0.0,309.49
2019-03-09 04:00:56,31.49,12.44,51.565,54.644999999999996,16.86,0.0,446.41
2019-03-09 05:00:56,28.64,13.1,52.584999999999994,53.81,23.85,0.0,367.63
2019-03-09 06:00:56,21.62,13.74,42.405,44.435,23.23,0.0,302.88
2019-03-09 07:00:56,18.66,10.97,33.78,35.205,30.74,0.0,509.32
2019-03-09 08:00:56,18.12,11.63,38.905,42.004999999999995,20.19,0.0,567.52
2019-03-09 09:00:56,15.29,14.23,63.435,73.645,19.33,0.0,854.65
2019-03-09 10:00:56,14.26,12.94,54.65,76.175,9.86,0.0,563.2
2019-03-09 11:00:56,14.51,14.29,44.935,60.724999999999994,21.36,0.0,541.49
2019-03-09 12:00:56,15.59,15.47,49.595,74.05,18.9,0.0,535.46
2019-03-09 13:00:56,21.91,18.17,29.425,38.215,36.35,0.0,528.62
2019-03-09 14:00:56,26.41,23.49,28.835,36.775,39.74,0.0,579.12
2019-03-09 15:00:56,19.68,21.15,22.66,28.195,49.07,0.0,519.16
2019-03-09 16:00:56,16.98,17.44,21.450000000000003,25.915,53.81,0.0,514.4
2019-03-09 17:00:56,23.21,20.94,19.384999999999998,23.509999999999998,51.22,0.0,471.09
2019-03-09 18:00:56,26.13,24.43,30.465,35.05,48.38,0.0,480.22
2019-03-09 19:00:56,22.26,20.87,44.435,48.185,42.7,0.0,640.57
2019-03-09 20:00:56,27.65,13.73,76.22,77.88,26.67,0.0,714.65
2019-03-09 21:00:56,32.02,13.69,74.14,77.19,11.91,0.0,527.26
2019-03-09 22:00:56,31.44,14.49,78.56,82.88,16.22,0.0,984.81
2019-03-09 23:00:56,32.24,15.78,69.67,73.355,15.62,0.0,580.17
2019-03-10 00:00:56,30.85,14.37,44.505,45.855000000000004,33.35,0.0,583.53
2019-03-10 01:00:56,27.76,13.61,55.425,56.655,25.71,0.0,519.97
2019-03-10 02:00:56,26.43,11.02,46.39,48.305,22.28,0.0,428.0
2019-03-10 03:00:56,26.32,10.59,41.980000000000004,44.254999999999995,23.79,0.0,377.24
2019-03-10 04:00:56,23.49,10.16,39.510000000000005,40.89,28.22,0.0,305.68
2019-03-10 05:00:56,22.92,11.0,27.1,28.95,30.88,0.0,299.95
2019-03-10 06:00:56,21.43,11.72,30.549999999999997,32.525,29.68,0.0,348.49
2019-03-10 07:00:56,19.15,12.53,30.96,32.4,31.5,0.0,540.3
2019-03-10 08:00:56,16.48,11.05,25.025,26.915,32.73,0.0,502.27
2019-03-10 09:00:56,15.74,10.37,27.495,29.744999999999997,31.44,0.0,638.07
2019-03-10 10:00:56,17.01,13.64,36.485,43.235,29.0,0.0,892.37
2019-03-10 11:00:56,14.23,11.46,27.945,34.605000000000004,28.96,0.0,615.53
2019-03-10 12:00:56,10.55,12.05,25.625,32.25,35.61,0.0,604.37
2019-03-10 13:00:56,11.06,12.89,17.09,21.689999999999998,43.68,0.0,527.97
2019-03-10 14:00:56,16.12,12.34,13.545,17.805,48.1,0.0,555.01
2019-03-10 15:00:56,17.77,13.71,14.93,19.095,47.57,0.0,505.37
2019-03-10 16:00:56,19.71,22.58,16.1,20.455,52.39,0.0,536.87
2019-03-10 17:00:56,22.96,21.6,16.69,20.314999999999998,50.51,0.0,523.68
2019-03-10 18:00:56,19.65,14.7,17.634999999999998,20.745,50.17,0.0,506.53
2019-03-10 19:00:56,16.76,11.48,19.965,22.52,49.83,0.0,519.13
2019-03-10 20:00:56,16.76,10.22,28.535,30.259999999999998,43.75,0.0,594.13
2019-03-10 21:00:56,14.93,9.59,39.53,40.9,34.04,0.0,578.87
2019-03-10 22:00:56,11.59,9.66,41.894999999999996,44.504999999999995,30.61,0.0,684.15
2019-03-10 23:00:56,14.2,9.85,50.595,52.795,26.82,0.0,1075.54
2019-03-11 00:00:56,21.05,9.55,67.265,83.525,14.62,0.0,953.72
2019-03-11 01:00:56,20.27,10.11,79.63,103.85,13.12,0.0,0.0
2019-03-11 02:00:56,17.88,7.35,46.1,48.415,19.79,0.0,0.0
2019-03-11 03:00:56,17.51,5.83,25.58,26.645,44.69,0.0,0.0
2019-03-11 04:00:56,15.11,8.97,38.075,40.099999999999994,26.33,0.0,0.0
2019-03-11 05:00:56,17.03,8.32,43.51,46.28,17.65,0.0,0.0
2019-03-11 06:00:56,20.27,14.7,39.78,41.22,26.5,0.0,0.0
2019-03-11 07:00:56,20.59,15.78,34.22,35.245000000000005,32.02,0.0,409.05
2019-03-11 08:00:56,18.54,12.01,41.65,42.629999999999995,34.58,0.0,490.97
2019-03-11 09:00:56,15.37,25.55,55.540000000000006,62.129999999999995,18.43,0.0,477.66
2019-03-11 10:00:56,17.76,24.19,51.755,66.44,15.72,0.0,533.07
2019-03-11 11:00:56,25.47,19.28,45.125,60.365,28.55,0.0,494.43
2019-03-11 12:00:56,27.34,13.86,28.17,37.055,43.07,0.0,526.05
2019-03-11 13:00:56,24.6,10.39,22.285,31.995,47.62,0.0,601.9
2019-03-11 14:00:56,23.24,10.61,18.065,24.065,54.81,0.0,582.92
2019-03-11 15:00:56,19.6,8.86,16.82,21.195,56.23,0.0,579.12
2019-03-11 16:00:56,19.21,8.75,18.195,22.549999999999997,56.53,0.0,576.78
2019-03-11 17:00:56,18.26,8.89,20.68,24.875,52.41,0.0,586.32
2019-03-11 18:00:56,16.02,10.14,29.05,33.790000000000006,49.59,0.0,613.24
2019-03-11 19:00:56,16.63,8.4,38.949999999999996,42.765,52.43,0.0,621.87
2019-03-11 20:00:56,19.58,9.31,18.31,19.435,47.02,0.0,607.32
2019-03-11 21:00:56,20.81,9.28,51.645,70.01,10.91,0.0,905.04
2019-03-11 22:00:56,25.18,11.89,35.02,40.0,26.59,0.0,707.44
2019-03-11 23:00:56,27.87,13.25,50.665,57.03,8.28,0.0,751.92
2019-03-12 00:00:56,28.19,12.16,38.665,41.12,23.73,0.0,672.84
2019-03-12 01:00:56,26.4,12.21,27.03,28.075,34.74,0.0,499.08
2019-03-12 02:00:56,28.12,11.36,17.965,18.09,34.29,0.0,461.13
2019-03-12 03:00:56,33.41,9.68,21.205,22.24,25.85,0.0,530.68
2019-03-12 04:00:56,30.18,10.17,17.23,17.75,27.75,0.0,577.73
2019-03-12 05:00:56,29.65,11.14,18.75,20.09,25.32,0.0,570.14
2019-03-12 06:00:56,25.64,11.85,34.115,37.5,9.8,0.0,686.67
2019-03-12 07:00:56,24.17,13.61,27.565,28.94,14.43,0.0,475.05
2019-03-12 08:00:56,28.84,16.35,34.805,40.545,9.94,0.0,425.47
2019-03-12 09:00:56,29.66,23.07,39.84,50.79,6.53,0.0,248.52
2019-03-12 10:00:56,26.72,19.33,36.32,42.88,10.02,0.0,208.6
2019-03-12 11:00:56,24.22,14.95,39.64,58.785,7.25,0.0,295.16
2019-03-12 12:00:56,19.96,18.82,25.4,37.965,16.5,0.0,338.19
2019-03-12 13:00:56,18.91,15.36,16.4,22.11,27.89,0.0,504.94
2019-03-12 14:00:56,21.31,10.61,17.495,23.235,24.92,0.0,507.62
2019-03-12 15:00:56,24.53,9.29,17.46,24.68,20.47,0.0,559.16
2019-03-12 16:00:56,25.74,7.28,12.48,19.415,27.56,0.0,411.31
2019-03-12 17:00:56,18.33,6.83,13.74,20.965,25.79,0.0,487.91
2019-03-12 18:00:56,13.63,5.77,13.635,19.34,28.31,0.0,501.32
2019-03-12 19:00:56,9.96,4.88,17.655,23.11,24.73,0.0,513.58
2019-03-12 20:00:56,8.36,4.41,15.575,19.37,26.51,0.0,501.76
2019-03-12 21:00:56,7.34,4.11,9.0,11.145,31.84,0.0,509.34
2019-03-12 22:00:56,6.2,3.83,6.005,7.375,37.19,0.0,551.95
2019-03-12 23:00:56,5.16,3.51,5.995,7.05,39.41,0.0,319.76
2019-03-13 00:00:56,4.93,3.62,6.58,6.97,39.36,0.0,360.83
2019-03-13 01:00:56,5.44,3.54,8.32,9.485,37.9,0.0,673.73
2019-03-13 02:00:56,5.08,3.38,5.195,6.1,40.11,0.0,812.65
2019-03-13 03:00:56,4.37,3.32,4.06,4.255,42.8,0.0,907.4
2019-03-13 04:00:56,3.24,3.75,3.29,3.435,44.83,0.0,792.47
2019-03-13 05:00:56,2.67,3.54,4.11,3.945,44.6,0.0,925.16
2019-03-13 06:00:56,2.84,3.54,3.945,4.01,48.06,0.0,882.4
2019-03-13 07:00:56,3.31,3.67,3.655,3.6,49.83,0.0,558.87
2019-03-13 08:00:56,3.19,3.58,5.88,7.045,46.9,0.0,552.63
2019-03-13 09:00:56,2.89,3.62,11.965,17.07,39.93,0.0,554.19
2019-03-13 10:00:56,2.7,3.81,14.195,20.855,38.88,0.0,547.01
2019-03-13 11:00:56,2.6,4.22,11.86,17.605,44.98,0.0,368.34
2019-03-13 12:00:56,4.89,4.92,11.67,16.87,44.48,0.0,405.03
2019-03-13 13:00:56,6.45,5.84,11.87,18.145,40.41,0.0,450.95
2019-03-13 14:00:56,5.45,4.33,11.075,17.06,39.7,0.0,634.02
2019-03-13 15:00:56,5.47,4.88,12.115,18.14,40.46,0.0,747.88
2019-03-13 16:00:56,5.08,5.29,11.165,17.54,43.15,0.0,678.29
2019-03-13 17:00:56,4.1,5.15,13.795,21.245,39.45,0.0,732.96
2019-03-13 18:00:56,3.72,5.06,17.255,26.115,35.36,0.0,547.89
2019-03-13 19:00:56,3.34,4.85,20.2,32.14,34.0,0.0,620.33
2019-03-13 20:00:56,3.15,4.25,14.43,21.215,41.83,0.0,620.4
2019-03-13 21:00:56,2.81,4.26,12.805,17.044999999999998,50.2,0.0,673.48
2019-03-13 22:00:56,2.3,3.79,10.34,13.04,53.41,0.0,618.08
2019-03-13 23:00:56,2.15,3.9,9.719999999999999,12.059999999999999,53.92,0.0,591.01
2019-03-14 00:00:56,1.71,3.67,10.39,13.559999999999999,49.83,0.0,592.98
2019-03-14 01:00:56,1.66,3.8,13.225,16.29,43.57,0.0,539.29
2019-03-14 02:00:56,4.19,4.83,13.924999999999999,18.09,39.82,0.0,498.53
2019-03-14 03:00:56,6.7,5.31,7.615,8.865,46.62,0.0,524.83
2019-03-14 04:00:56,5.58,5.08,8.36,11.09,44.06,0.0,546.74
2019-03-14 05:00:56,4.6,4.71,11.76,13.72,39.08,0.0,585.06
2019-03-14 06:00:56,4.38,4.94,13.705,16.22,35.09,0.0,614.05
2019-03-14 07:00:56,5.03,5.54,7.85,9.865,41.7,0.0,517.0
2019-03-14 08:00:56,6.43,5.19,11.165000000000001,15.084999999999999,36.76,0.0,486.04
2019-03-14 09:00:56,10.49,4.88,20.645,31.18,26.33,0.0,505.64
2019-03-14 10:00:56,12.8,5.21,26.335,41.32,18.21,0.0,531.62
2019-03-14 11:00:56,10.54,4.78,20.659999999999997,31.8,25.18,0.0,418.35
2019-03-14 12:00:56,8.82,4.95,17.5,26.12,29.17,0.0,283.11
2019-03-14 13:00:56,10.12,4.72,14.004999999999999,20.485,34.99,0.0,387.9
2019-03-14 14:00:56,10.69,5.25,16.51,21.875,32.67,0.0,283.87
2019-03-14 15:00:56,8.97,4.48,20.175,31.169999999999998,26.02,0.0,292.93
2019-03-14 16:00:56,8.81,4.42,15.835,24.31,31.21,0.0,325.82
2019-03-14 17:00:56,12.07,4.96,18.23,30.29,27.53,0.0,255.2
2019-03-14 18:00:56,18.82,4.83,16.105,24.735000000000003,29.44,0.0,514.85
2019-03-14 19:00:56,20.12,5.07,18.555,28.17,26.99,0.0,551.95
2019-03-14 20:00:56,14.63,4.84,18.135,25.265,26.49,0.0,675.07
2019-03-14 21:00:56,11.56,5.11,12.17,16.655,35.67,0.0,757.74
2019-03-14 22:00:56,9.65,5.41,13.975,18.85,32.96,0.0,767.27
2019-03-14 23:00:56,8.92,5.3,11.579999999999998,14.075,37.94,0.0,746.93
2019-03-15 00:00:56,9.89,5.61,12.09,14.794999999999998,36.62,0.0,760.53
2019-03-15 01:00:56,8.86,5.16,12.055,15.7,36.41,0.0,552.91
2019-03-15 02:00:56,6.83,4.55,12.975000000000001,16.1,30.53,0.0,580.3
2019-03-15 03:00:56,5.49,5.25,23.14,26.155,13.23,0.0,538.97
2019-03-15 04:00:56,7.96,5.08,27.015,34.22,7.9,0.0,434.29
2019-03-15 05:00:56,14.89,4.87,19.635,23.465,13.78,0.0,439.44
2019-03-15 06:00:56,16.65,4.93,19.59,22.909999999999997,9.6,0.0,451.55
2019-03-15 07:00:56,16.17,4.67,14.02,17.7,19.22,0.0,466.02
2019-03-15 08:00:56,21.08,4.64,12.985,16.21,24.59,0.0,524.88
2019-03-15 09:00:56,23.21,4.3,19.880000000000003,30.31,21.51,0.0,500.77
2019-03-15 10:00:56,22.03,5.41,24.34,37.3,18.44,0.0,505.25
2019-03-15 11:00:56,22.91,6.18,24.35,39.52,21.6,0.0,503.21
2019-03-15 12:00:56,24.83,6.01,17.335,28.18,27.51,0.0,401.77
2019-03-15 13:00:56,23.29,5.69,14.905000000000001,23.325,33.76,0.0,459.52
2019-03-15 14:00:56,19.84,5.19,15.705,23.545,34.17,0.0,436.41
2019-03-15 15:00:56,17.13,6.22,12.595,19.02,39.51,0.0,496.51
2019-03-15 16:00:56,17.31,4.57,16.580000000000002,24.29,39.9,0.0,576.83
2019-03-15 17:00:56,17.78,4.69,19.73,28.38,36.61,0.0,584.12
2019-03-15 18:00:56,16.51,4.72,19.74,28.64,39.13,0.0,562.11
2019-03-15 19:00:56,15.94,4.64,20.13,28.560000000000002,38.35,0.0,486.64
2019-03-15 20:00:56,11.57,4.59,18.365000000000002,25.38,39.86,0.0,525.29
2019-03-15 21:00:56,9.13,4.83,15.165,18.755000000000003,42.16,0.0,562.07
2019-03-15 22:00:56,8.88,4.5,15.86,19.305,43.51,0.0,634.47
2019-03-15 23:00:56,10.78,4.78,17.945,22.229999999999997,39.19,0.0,726.17
2019-03-16 00:00:56,13.6,5.52,16.49,19.47,37.33,0.0,645.2
2019-03-16 01:00:56,13.23,4.75,19.05,22.825,34.47,0.0,661.86
2019-03-16 02:00:56,12.68,5.6,24.405,30.37,26.62,0.0,553.52
2019-03-16 03:00:56,17.51,5.82,22.38,23.985000000000003,25.74,0.0,552.7
2019-03-16 04:00:56,20.43,5.9,19.28,22.21,29.5,0.0,592.31
2019-03-16 05:00:56,20.19,5.4,18.020000000000003,20.985,36.69,0.0,619.19
2019-03-16 06:00:56,19.49,5.21,11.41,13.315000000000001,44.45,0.0,757.84
2019-03-16 07:00:56,18.05,5.97,16.735,18.09,34.83,0.0,549.21
2019-03-16 08:00:56,19.66,6.47,35.7,49.404999999999994,7.9,0.0,905.74
2019-03-16 09:00:56,18.94,8.27,39.779999999999994,75.58,1.14,0.0,642.17
2019-03-16 10:00:56,20.58,7.55,37.795,80.91499999999999,5.3,0.0,305.37
2019-03-16 11:00:56,27.51,7.33,32.16,61.015,18.34,0.0,355.28
2019-03-16 12:00:56,29.13,7.68,24.830000000000002,38.955000000000005,29.59,0.0,404.64
2019-03-16 13:00:56,32.58,8.0,18.0,27.055,36.14,0.0,422.09
2019-03-16 14:00:56,31.95,7.53,14.040000000000001,19.825,41.32,0.0,428.25
2019-03-16 15:00:56,24.01,7.35,11.354999999999999,15.765,50.03,0.0,1117.29
2019-03-16 16:00:56,18.04,8.36,12.14,15.975000000000001,51.76,0.0,1134.39
2019-03-16 17:00:56,16.18,6.29,11.44,15.045,56.98,0.0,1134.85
2019-03-16 18:00:56,18.03,9.75,10.78,13.505,58.66,0.0,1057.56
2019-03-16 19:00:56,17.29,9.66,12.52,14.57,56.87,0.0,599.19
2019-03-16 20:00:56,13.2,8.58,17.675,20.11,49.05,0.0,592.86
2019-03-16 21:00:56,11.36,10.39,21.935000000000002,24.425,43.19,0.0,760.02
2019-03-16 22:00:56,13.42,12.15,21.56,23.095,39.53,0.0,825.84
2019-03-16 23:00:56,22.15,10.82,22.48,23.45,37.28,0.0,754.64
2019-03-17 00:00:56,30.13,10.82,17.24,18.435000000000002,44.1,0.0,602.21
2019-03-17 01:00:56,26.9,10.37,13.004999999999999,13.530000000000001,48.38,0.0,557.16
2019-03-17 02:00:56,21.62,7.69,9.355,11.3,55.56,0.0,542.68
2019-03-17 03:00:56,17.98,7.8,7.92,10.365,57.61,0.0,403.18
2019-03-17 04:00:56,19.78,7.63,10.29,12.549999999999999,48.39,0.0,380.3
2019-03-17 05:00:56,22.68,10.04,9.93,12.945,44.58,0.0,412.87
2019-03-17 06:00:56,16.64,8.45,11.955,14.975000000000001,38.93,0.0,434.7
2019-03-17 07:00:56,16.26,7.27,14.665000000000001,17.34,32.92,0.0,511.94
2019-03-17 08:00:56,16.79,7.28,14.82,18.535,28.16,0.0,489.84
2019-03-17 09:00:56,20.33,6.13,22.405,28.049999999999997,20.34,0.0,556.78
2019-03-17 10:00:56,23.87,6.21,21.73,25.945,23.62,0.0,462.88
2019-03-17 11:00:56,18.27,14.64,29.82,43.510000000000005,15.92,0.0,495.51
2019-03-17 12:00:56,14.44,18.89,30.009999999999998,46.59,20.2,0.0,505.77
2019-03-17 13:00:56,16.7,11.39,17.075,24.634999999999998,38.06,0.0,488.17
2019-03-17 14:00:56,23.72,8.67,10.855,15.525,50.02,0.0,473.33
2019-03-17 15:00:56,23.16,10.41,9.055,12.025,55.31,0.0,475.53
2019-03-17 16:00:56,19.42,11.99,8.375,11.125,58.86,0.0,484.65
2019-03-17 17:00:56,19.53,13.31,9.755,13.225,60.13,0.0,509.52
2019-03-17 18:00:56,17.89,12.63,10.27,13.3,57.47,0.0,475.71
2019-03-17 19:00:56,15.51,9.44,9.095,11.790000000000001,53.95,0.0,608.36
2019-03-17 20:00:56,13.9,9.5,13.695,17.86,49.22,0.0,705.93
2019-03-17 21:00:56,11.37,9.76,30.244999999999997,34.33,27.99,0.0,1022.48
2019-03-17 22:00:56,14.14,11.81,39.5,44.464999999999996,18.38,0.0,1074.64
2019-03-17 23:00:56,18.72,9.55,24.5,26.8,34.4,0.0,1160.56
2019-03-18 00:00:56,16.81,10.86,34.31,39.86,21.91,0.0,1149.1
2019-03-18 01:00:56,20.1,16.8,42.94,56.095,11.29,0.0,436.17
2019-03-18 02:00:56,24.76,37.96,47.96,82.53,5.81,0.0,375.23
2019-03-18 03:00:56,25.31,63.3,43.12,47.805,10.64,0.0,374.9
2019-03-18 04:00:56,22.03,53.2,40.06,48.265,11.42,0.0,246.47
2019-03-18 05:00:56,17.62,49.44,29.970000000000002,32.445,21.51,0.0,233.72
2019-03-18 06:00:56,14.96,24.56,19.925,20.7,31.61,0.0,246.52
2019-03-18 07:00:56,11.48,19.11,15.855,16.795,34.99,0.0,422.08
2019-03-18 08:00:56,8.81,26.04,19.5,21.605,28.56,0.0,565.44
2019-03-18 09:00:56,7.02,30.17,24.345,26.75,23.37,0.0,662.04
2019-03-18 10:00:56,9.19,29.83,30.650000000000002,43.27,19.08,0.0,502.14
2019-03-18 11:00:56,13.4,20.0,24.47,35.385,26.16,0.0,457.15
2019-03-18 12:00:56,16.4,13.51,17.375,24.014999999999997,38.65,0.0,390.97
2019-03-18 13:00:56,18.75,14.06,16.955,22.134999999999998,47.44,0.0,637.37
2019-03-18 14:00:56,21.12,13.49,13.860000000000001,18.11,49.04,0.0,728.81
2019-03-18 15:00:56,25.55,14.08,18.335,23.915,48.23,0.0,836.43
2019-03-18 16:00:56,24.45,12.91,17.91,23.55,49.47,0.0,813.7
2019-03-18 17:00:56,20.65,12.78,25.92,32.735,47.59,0.0,865.44
2019-03-18 18:00:56,18.23,12.92,43.7,51.365,43.06,0.0,974.73
2019-03-18 19:00:56,20.97,11.06,65.205,79.02000000000001,39.77,0.0,639.15
2019-03-18 20:00:56,24.25,9.24,76.54,87.345,20.7,0.0,565.86
2019-03-18 21:00:56,23.95,9.14,57.724999999999994,67.74,4.88,0.0,445.48
2019-03-18 22:00:56,25.05,10.66,69.57,79.0,5.74,0.0,715.57
2019-03-18 23:00:56,24.05,9.29,66.46000000000001,71.82,19.67,0.0,666.63
2019-03-19 00:00:56,27.38,13.04,67.06,89.91,8.46,0.0,609.79
2019-03-19 01:00:56,35.6,18.39,77.255,143.63,0.41,0.0,534.01
2019-03-19 02:00:56,45.89,21.23,58.295,69.515,18.36,0.0,634.19
2019-03-19 03:00:56,39.31,51.07,78.04,133.435,1.65,0.0,706.32
2019-03-19 04:00:56,32.63,62.22,89.83,133.635,3.19,0.0,562.89
2019-03-19 05:00:56,34.26,35.39,83.75999999999999,94.665,9.19,0.0,512.95
2019-03-19 06:00:56,34.41,23.95,67.6,69.6,10.48,0.0,472.8
2019-03-19 07:00:56,28.8,19.03,43.74,45.405,21.62,0.0,532.38
2019-03-19 08:00:56,23.99,17.67,41.835,43.644999999999996,22.43,0.0,652.52
2019-03-19 09:00:56,21.22,16.84,41.82,46.265,19.19,0.0,660.98
2019-03-19 10:00:56,23.24,16.61,59.82000000000001,81.91,10.95,0.0,685.05
2019-03-19 11:00:56,30.69,16.6,54.379999999999995,84.94,11.14,0.0,258.35
2019-03-19 12:00:56,30.07,19.12,43.54,56.885000000000005,29.0,0.0,451.46
2019-03-19 13:00:56,28.48,20.33,76.48,105.715,31.75,0.0,549.98
