Date,PM10 ( mg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),O3 ( mg/m3 )
2021-07-02 11:00:56,0.0,1.94,13.21,87.67
2021-07-02 12:00:56,0.0,1.94,12.44,51.75
2021-07-02 13:00:56,0.0,1.95,9.48,47.97
2021-07-02 14:00:56,0.0,1.98,10.19,61.44
2021-07-02 15:00:56,0.0,1.93,12.73,63.29
2021-07-02 16:00:56,0.0,1.92,13.64,61.6
2021-07-02 17:00:56,0.0,2.01,12.29,62.78
2021-07-02 18:00:56,0.0,1.85,11.63,54.85
2021-07-02 19:00:56,0.0,1.89,14.84,46.47
2021-07-02 20:00:56,0.0,2.07,16.11,38.41
2021-07-02 21:00:56,0.0,1.92,15.6,34.33
2021-07-02 22:00:56,0.0,1.9,15.77,32.58
2021-07-02 23:00:56,0.0,1.9,11.88,40.07
2021-07-03 00:00:56,0.0,1.82,11.21,43.58
2021-07-03 01:00:56,0.0,1.59,9.27,54.75
2021-07-03 02:00:56,0.0,1.41,7.51,44.29
2021-07-03 03:00:56,0.0,1.56,3.32,45.5
2021-07-03 04:00:56,0.0,1.46,2.96,33.5
2021-07-03 05:00:56,0.0,1.42,3.9,24.83
2021-07-03 06:00:56,0.0,1.49,4.42,34.96
2021-07-03 07:00:56,0.0,1.48,10.96,33.36
2021-07-03 08:00:56,0.0,1.53,12.92,40.29
2021-07-03 09:00:56,0.0,1.52,10.94,50.17
2021-07-03 10:00:56,0.0,1.46,9.84,61.87
2021-07-03 11:00:56,0.0,1.54,10.04,69.67
2021-07-03 12:00:56,0.0,1.29,10.68,93.15
2021-07-03 13:00:56,0.0,1.27,12.22,121.38
2021-07-03 14:00:56,76.53,1.55,7.65,68.16
2021-07-03 15:00:56,117.04,1.57,9.66,56.17
2021-07-03 16:00:56,106.49,1.58,9.06,59.47
2021-07-03 17:00:56,96.57,1.56,7.78,66.72
2021-07-03 18:00:56,90.52,1.64,13.08,67.18
2021-07-03 19:00:56,76.64,1.63,14.04,72.15
2021-07-03 20:00:56,74.27,1.59,14.56,68.32
2021-07-03 21:00:56,81.68,1.67,15.87,61.33
2021-07-03 22:00:56,78.27,1.48,11.43,62.48
2021-07-03 23:00:56,76.93,1.38,11.94,54.98
2021-07-04 00:00:56,73.9,1.41,15.59,43.11
2021-07-04 01:00:56,74.43,1.63,19.1,29.87
2021-07-04 02:00:56,76.7,1.56,19.53,28.55
2021-07-04 03:00:56,75.59,1.55,7.93,25.77
2021-07-04 04:00:56,70.73,1.55,7.41,19.13
2021-07-04 05:00:56,66.56,1.45,6.71,10.66
2021-07-04 06:00:56,58.12,1.46,6.7,36.09
2021-07-04 07:00:56,42.06,1.47,12.06,73.66
2021-07-04 08:00:56,34.19,1.48,17.14,66.92
2021-07-04 09:00:56,28.22,1.54,9.43,82.88
2021-07-04 10:00:56,23.92,1.46,8.83,92.81
2021-07-04 11:00:56,27.23,1.52,7.83,101.12
2021-07-04 12:00:56,24.69,1.84,9.88,102.8
2021-07-04 13:00:56,19.5,2.56,10.64,106.24
2021-07-04 14:00:56,18.98,2.78,11.05,109.4
2021-07-04 15:00:56,20.93,2.86,8.52,113.7
2021-07-04 16:00:56,19.42,2.65,11.28,113.14
2021-07-04 17:00:56,18.89,2.43,10.93,112.81
2021-07-04 18:00:56,23.07,2.21,13.36,113.6
2021-07-04 19:00:56,28.14,1.93,57.26,93.32
2021-07-04 20:00:56,32.47,1.73,19.21,99.59
2021-07-04 21:00:56,40.59,1.71,15.33,90.08
2021-07-04 22:00:56,42.07,1.79,15.43,85.28
2021-07-04 23:00:56,40.1,1.78,12.71,91.75
2021-07-05 00:00:56,36.2,1.67,12.67,87.67
2021-07-05 01:00:56,37.47,1.73,12.51,69.42
2021-07-05 02:00:56,38.77,1.7,11.11,58.56
2021-07-05 03:00:56,36.31,1.61,8.65,52.0
2021-07-05 04:00:56,38.17,1.73,6.74,53.18
2021-07-05 05:00:56,37.75,1.68,9.48,46.9
2021-07-05 06:00:56,31.74,1.62,8.49,40.97
2021-07-05 07:00:56,28.71,1.72,25.27,21.73
2021-07-05 08:00:56,43.03,2.73,81.17,0.0
2021-07-05 09:00:56,47.85,2.52,38.08,44.61
2021-07-05 10:00:56,52.2,2.13,18.39,88.92
2021-07-05 11:00:56,0.0,0.0,15.43,91.09
2021-07-05 12:00:56,46.63,2.08,16.22,102.83
2021-07-05 13:00:56,43.97,2.15,15.12,100.76
2021-07-05 14:00:56,43.28,2.2,13.58,104.07
2021-07-05 15:00:56,40.8,2.13,16.49,98.86
2021-07-05 16:00:56,37.73,2.11,15.51,97.33
2021-07-05 17:00:56,35.83,2.18,15.76,96.28
2021-07-05 18:00:56,37.53,2.29,16.95,94.56
2021-07-05 19:00:56,35.65,2.25,20.69,90.09
2021-07-05 20:00:56,35.73,2.15,19.52,92.31
2021-07-05 21:00:56,40.69,2.03,23.37,85.48
2021-07-05 22:00:56,41.57,1.96,18.54,82.77
2021-07-05 23:00:56,41.45,1.86,17.85,54.04
2021-07-06 00:00:56,34.83,1.7,13.67,53.04
2021-07-06 01:00:56,33.83,1.35,15.2,31.57
2021-07-06 02:00:56,39.25,1.39,11.77,36.8
2021-07-06 03:00:56,38.02,1.39,6.38,49.95
2021-07-06 04:00:56,36.0,1.31,6.1,41.19
2021-07-06 05:00:56,36.66,1.41,5.65,47.69
2021-07-06 06:00:56,35.08,1.38,6.87,42.74
2021-07-06 07:00:56,29.07,1.4,12.6,34.78
2021-07-06 08:00:56,32.49,1.56,19.75,32.95
2021-07-06 09:00:56,36.07,1.58,24.3,55.14
2021-07-06 10:00:56,44.06,1.76,16.12,89.67
2021-07-06 11:00:56,49.51,1.74,14.91,98.1
2021-07-06 12:00:56,50.96,1.61,14.54,96.16
2021-07-06 13:00:56,48.98,1.74,12.19,85.27
2021-07-06 14:00:56,50.04,1.53,11.12,87.2
2021-07-06 15:00:56,48.17,1.58,14.11,96.17
2021-07-06 16:00:56,46.84,1.5,13.7,93.53
2021-07-06 17:00:56,41.79,1.6,13.18,95.16
2021-07-06 18:00:56,41.99,1.53,13.69,86.83
2021-07-06 19:00:56,38.25,1.52,13.63,89.13
2021-07-06 20:00:56,34.46,1.59,14.53,86.38
2021-07-06 21:00:56,34.79,1.54,21.14,74.94
2021-07-06 22:00:56,32.81,1.55,17.89,65.07
2021-07-06 23:00:56,34.37,1.62,17.38,49.2
2021-07-07 00:00:56,42.36,1.46,15.32,42.89
2021-07-07 01:00:56,41.03,0.77,18.88,37.26
2021-07-07 02:00:56,36.84,0.72,14.31,31.12
2021-07-07 03:00:56,35.8,0.65,8.81,33.15
2021-07-07 04:00:56,32.72,0.7,6.73,29.78
2021-07-07 05:00:56,29.31,0.68,6.71,37.51
2021-07-07 06:00:56,29.75,0.7,9.66,24.62
2021-07-07 07:00:56,30.64,0.71,21.0,21.61
2021-07-07 08:00:56,34.56,1.19,59.34,0.45
2021-07-07 09:00:56,42.11,0.88,24.34,46.06
2021-07-07 10:00:56,47.2,0.79,15.44,70.33
2021-07-07 11:00:56,50.54,0.78,14.45,74.92
2021-07-07 12:00:56,50.21,0.83,16.11,67.88
2021-07-07 13:00:56,43.85,0.91,16.93,69.7
2021-07-07 14:00:56,48.37,0.84,13.89,76.97
2021-07-07 15:00:56,47.35,0.91,13.9,85.97
2021-07-07 16:00:56,39.9,0.88,15.3,80.68
2021-07-07 17:00:56,34.83,0.92,15.15,80.44
2021-07-07 18:00:56,34.05,0.93,20.16,78.99
2021-07-07 19:00:56,33.54,0.91,20.68,75.06
2021-07-07 20:00:56,32.17,0.91,18.32,72.67
2021-07-07 21:00:56,31.4,0.69,14.82,72.54
2021-07-07 22:00:56,37.62,0.88,19.1,65.81
2021-07-07 23:00:56,38.53,0.81,25.41,53.43
2021-07-08 00:00:56,41.97,1.01,19.27,40.53
2021-07-08 01:00:56,43.17,1.25,12.85,33.34
2021-07-08 02:00:56,44.36,1.33,14.37,24.83
2021-07-08 03:00:56,39.12,1.31,7.36,27.87
2021-07-08 04:00:56,39.26,1.36,6.53,28.13
2021-07-08 05:00:56,39.61,1.22,6.54,21.96
2021-07-08 06:00:56,37.95,1.25,7.96,21.36
2021-07-08 07:00:56,36.73,1.29,15.18,14.77
2021-07-08 08:00:56,42.79,1.57,55.98,0.0
2021-07-08 09:00:56,50.04,1.58,49.85,25.61
2021-07-08 10:00:56,51.46,1.49,19.04,79.9
2021-07-08 11:00:56,48.47,1.46,17.53,96.69
2021-07-08 12:00:56,39.73,1.49,17.88,109.55
2021-07-08 13:00:56,36.07,1.58,22.73,92.15
2021-07-08 14:00:56,37.07,1.5,16.88,103.15
2021-07-08 15:00:56,43.03,1.47,18.81,93.49
2021-07-08 16:00:56,45.74,1.26,17.25,99.73
2021-07-08 17:00:56,40.79,1.33,17.19,96.06
2021-07-08 18:00:56,39.2,1.46,18.76,88.45
2021-07-08 19:00:56,37.19,1.46,16.03,106.47
2021-07-08 20:00:56,35.91,1.59,20.71,99.18
2021-07-08 21:00:56,38.69,1.55,31.23,79.92
2021-07-08 22:00:56,42.63,1.36,18.46,77.3
2021-07-08 23:00:56,40.46,1.46,34.97,70.68
2021-07-09 00:00:56,37.57,1.37,19.78,45.07
2021-07-09 01:00:56,36.72,1.34,18.26,35.82
2021-07-09 02:00:56,42.56,1.42,11.69,39.91
2021-07-09 03:00:56,41.66,1.42,7.49,49.43
2021-07-09 04:00:56,39.49,1.44,8.45,33.55
2021-07-09 05:00:56,36.55,1.44,9.43,28.04
2021-07-09 06:00:56,32.36,1.55,12.41,18.14
2021-07-09 07:00:56,32.89,1.36,18.13,32.92
2021-07-09 08:00:56,37.27,1.47,31.15,40.03
2021-07-09 09:00:56,43.18,1.73,17.93,72.3
2021-07-09 10:00:56,37.57,1.62,17.06,86.59
2021-07-09 11:00:56,40.36,1.59,23.14,75.69
2021-07-09 12:00:56,47.33,1.49,15.34,88.52
2021-07-09 13:00:56,44.75,1.55,16.5,84.46
2021-07-09 14:00:56,44.42,1.46,16.67,90.17
2021-07-09 15:00:56,48.0,1.61,20.88,84.16
2021-07-09 16:00:56,43.05,1.57,14.08,95.31
2021-07-09 17:00:56,37.89,1.51,14.06,90.95
2021-07-09 18:00:56,34.03,1.61,15.39,86.82
2021-07-09 19:00:56,34.12,1.55,15.56,77.37
2021-07-09 20:00:56,38.89,1.54,19.59,66.93
2021-07-09 21:00:56,45.51,1.86,30.48,49.1
2021-07-09 22:00:56,44.82,3.41,16.76,79.12
2021-07-09 23:00:56,40.74,1.82,16.82,50.73
2021-07-10 00:00:56,38.47,1.64,18.51,35.84
2021-07-10 01:00:56,42.53,1.63,14.86,33.43
2021-07-10 02:00:56,48.17,1.5,16.21,28.49
2021-07-10 03:00:56,45.56,1.37,9.44,27.37
2021-07-10 04:00:56,42.48,1.36,10.04,26.7
2021-07-10 05:00:56,35.06,1.61,9.75,65.0
2021-07-10 06:00:56,27.22,1.62,7.52,83.89
2021-07-10 07:00:56,29.8,1.66,12.02,77.09
2021-07-10 08:00:56,39.52,1.67,12.67,80.99
2021-07-10 09:00:56,42.47,1.68,9.77,88.7
2021-07-10 10:00:56,40.88,1.74,7.43,96.42
2021-07-10 11:00:56,35.28,1.63,7.39,101.75
2021-07-10 12:00:56,31.58,1.73,8.29,106.83
2021-07-10 13:00:56,36.63,1.65,15.16,97.94
2021-07-10 14:00:56,45.76,1.52,16.34,92.31
2021-07-10 15:00:56,48.3,1.59,13.65,85.26
2021-07-10 16:00:56,42.85,1.54,11.16,84.4
2021-07-10 17:00:56,42.0,1.6,14.68,83.15
2021-07-10 18:00:56,45.02,1.45,23.45,65.84
2021-07-10 19:00:56,46.16,1.45,17.41,62.26
2021-07-10 20:00:56,47.45,1.4,19.95,55.75
2021-07-10 21:00:56,46.44,1.56,19.59,48.6
2021-07-10 22:00:56,48.63,1.59,20.9,41.23
2021-07-10 23:00:56,48.41,1.46,28.14,32.21
2021-07-11 00:00:56,44.88,1.34,15.22,28.9
2021-07-11 01:00:56,40.32,1.53,12.57,26.38
2021-07-11 02:00:56,35.59,1.62,17.8,18.0
2021-07-11 03:00:56,30.4,1.61,10.94,28.42
2021-07-11 04:00:56,31.49,1.59,11.0,24.57
2021-07-11 05:00:56,29.3,1.67,10.87,21.49
2021-07-11 06:00:56,26.2,1.71,10.23,57.35
2021-07-11 07:00:56,31.19,1.85,15.83,68.24
2021-07-11 08:00:56,38.16,2.04,15.24,71.78
2021-07-11 09:00:56,40.91,1.95,8.5,87.64
2021-07-11 10:00:56,42.42,1.81,8.15,95.69
2021-07-11 11:00:56,36.88,1.92,8.09,105.67
2021-07-11 12:00:56,32.52,2.04,13.24,113.92
2021-07-11 13:00:56,32.77,2.24,14.38,115.28
2021-07-11 14:00:56,32.52,1.93,10.02,119.06
2021-07-11 15:00:56,33.95,1.89,15.05,109.86
2021-07-11 16:00:56,37.83,1.95,16.0,106.15
2021-07-11 17:00:56,35.22,1.87,13.45,108.33
2021-07-11 18:00:56,34.75,1.74,15.21,98.52
2021-07-11 19:00:56,30.22,1.76,17.24,92.06
2021-07-11 20:00:56,22.72,1.72,18.36,89.72
2021-07-11 21:00:56,28.71,1.69,25.35,73.8
2021-07-11 22:00:56,37.41,1.66,24.81,63.52
2021-07-11 23:00:56,39.44,1.67,24.67,33.99
2021-07-12 00:00:56,39.47,1.72,23.67,35.7
2021-07-12 01:00:56,39.4,1.41,14.8,39.43
2021-07-12 02:00:56,38.44,1.43,17.36,26.19
2021-07-12 03:00:56,36.59,1.24,8.91,42.18
2021-07-12 04:00:56,33.41,1.35,9.48,43.88
2021-07-12 05:00:56,32.74,1.33,9.12,44.08
2021-07-12 06:00:56,28.44,1.34,9.89,39.37
2021-07-12 07:00:56,31.72,1.39,18.37,36.9
2021-07-12 08:00:56,36.22,1.45,23.42,35.49
2021-07-12 09:00:56,44.18,1.48,24.2,48.6
2021-07-12 10:00:56,47.56,1.72,26.32,71.52
2021-07-12 11:00:56,45.49,1.72,21.01,83.16
2021-07-12 12:00:56,50.69,1.54,19.47,81.0
2021-07-12 13:00:56,54.76,1.43,18.86,78.75
2021-07-12 14:00:56,58.17,1.46,14.77,87.17
2021-07-12 15:00:56,58.85,1.59,17.2,82.32
2021-07-12 16:00:56,54.31,1.51,17.41,74.57
2021-07-12 17:00:56,51.58,1.47,19.07,65.54
2021-07-12 18:00:56,43.97,1.5,24.57,64.09
2021-07-12 19:00:56,39.86,1.39,16.84,72.37
2021-07-12 20:00:56,45.89,1.54,20.99,77.54
2021-07-12 21:00:56,44.85,1.55,22.84,79.63
2021-07-12 22:00:56,42.98,1.65,30.53,61.53
2021-07-12 23:00:56,50.12,1.48,21.84,48.77
2021-07-13 00:00:56,53.84,1.49,17.2,29.94
2021-07-13 01:00:56,50.38,1.49,14.44,27.74
2021-07-13 02:00:56,50.57,1.41,17.97,8.93
2021-07-13 03:00:56,51.44,1.42,9.44,14.48
2021-07-13 04:00:56,48.35,1.41,9.19,12.66
2021-07-13 05:00:56,45.01,1.49,8.99,5.88
2021-07-13 06:00:56,42.63,1.41,7.84,11.95
2021-07-13 07:00:56,38.62,1.47,15.43,12.79
2021-07-13 08:00:56,36.37,1.5,22.1,17.58
2021-07-13 09:00:56,41.48,1.59,34.44,34.19
2021-07-13 10:00:56,44.34,1.58,17.66,65.3
2021-07-13 11:00:56,51.1,1.52,13.16,78.23
2021-07-13 12:00:56,47.39,1.47,13.28,85.52
2021-07-13 13:00:56,40.83,1.49,12.04,84.37
2021-07-13 14:00:56,42.99,1.46,14.0,85.95
2021-07-13 15:00:56,47.61,1.53,14.21,84.63
2021-07-13 16:00:56,45.37,1.6,13.05,88.43
2021-07-13 17:00:56,39.78,1.58,15.98,85.04
2021-07-13 18:00:56,38.91,1.65,16.43,81.19
2021-07-13 19:00:56,38.3,1.71,15.54,76.86
2021-07-13 20:00:56,42.27,1.54,16.86,79.53
2021-07-13 21:00:56,39.3,1.55,23.19,77.86
2021-07-13 22:00:56,35.42,1.73,18.37,84.75
2021-07-13 23:00:56,40.2,1.83,22.11,51.97
2021-07-14 00:00:56,46.92,1.67,24.23,31.31
2021-07-14 01:00:56,50.46,1.22,15.42,32.51
2021-07-14 02:00:56,53.86,1.17,11.97,20.16
2021-07-14 03:00:56,49.32,1.03,8.05,22.32
2021-07-14 04:00:56,42.87,1.03,6.82,18.08
2021-07-14 05:00:56,41.8,1.11,8.33,11.54
2021-07-14 06:00:56,44.41,1.09,10.54,5.63
2021-07-14 07:00:56,42.89,1.25,14.02,2.98
2021-07-14 08:00:56,44.57,1.2,21.52,4.65
2021-07-14 09:00:56,48.14,1.43,44.4,9.97
2021-07-14 10:00:56,57.56,1.45,27.77,55.38
2021-07-14 11:00:56,68.16,1.26,15.92,68.63
2021-07-14 12:00:56,70.23,1.32,18.25,73.44
2021-07-14 13:00:56,64.26,1.29,15.61,72.78
2021-07-14 14:00:56,75.16,1.25,14.6,77.36
2021-07-14 15:00:56,76.1,1.21,15.29,76.46
2021-07-14 16:00:56,62.84,1.23,17.53,79.79
2021-07-14 17:00:56,55.1,1.35,12.74,92.18
2021-07-14 18:00:56,48.79,1.33,19.25,86.72
2021-07-14 19:00:56,45.25,1.37,18.19,89.41
2021-07-14 20:00:56,47.75,1.42,22.72,86.64
2021-07-14 21:00:56,49.19,1.77,25.17,73.79
2021-07-14 22:00:56,51.58,1.49,20.15,53.81
2021-07-14 23:00:56,53.09,1.32,26.63,33.73
2021-07-15 00:00:56,56.81,1.49,20.58,28.78
2021-07-15 01:00:56,59.46,1.68,16.07,36.11
2021-07-15 02:00:56,58.05,1.71,19.36,32.09
2021-07-15 03:00:56,55.68,1.62,9.33,45.42
2021-07-15 04:00:56,46.44,1.84,8.92,73.55
2021-07-15 05:00:56,41.64,1.83,10.36,84.35
2021-07-15 06:00:56,34.9,1.84,8.91,101.17
2021-07-15 07:00:56,36.67,2.01,12.95,91.09
2021-07-15 08:00:56,45.28,1.88,11.89,94.43
2021-07-15 09:00:56,52.51,1.94,9.29,100.66
2021-07-15 10:00:56,60.73,1.82,8.5,106.8
2021-07-15 11:00:56,59.3,1.8,8.17,113.38
2021-07-15 12:00:56,44.37,1.86,9.69,115.5
2021-07-15 13:00:56,36.39,1.8,8.4,121.92
2021-07-15 14:00:56,31.11,1.81,7.61,130.99
2021-07-15 15:00:56,28.44,1.8,10.02,125.67
2021-07-15 16:00:56,30.3,1.82,15.52,118.23
2021-07-15 17:00:56,31.16,1.83,9.83,134.99
2021-07-15 18:00:56,28.67,1.75,16.68,131.12
2021-07-15 19:00:56,27.84,1.89,23.22,114.12
2021-07-15 20:00:56,34.12,1.83,33.79,102.56
2021-07-15 21:00:56,35.63,2.08,33.44,92.34
2021-07-15 22:00:56,37.42,2.09,39.5,63.32
2021-07-15 23:00:56,37.45,2.11,30.54,49.38
2021-07-16 00:00:56,39.67,2.01,27.68,47.48
2021-07-16 01:00:56,44.3,1.25,29.86,32.47
2021-07-16 02:00:56,46.76,1.04,22.75,40.95
2021-07-16 03:00:56,46.43,1.1,11.33,67.04
2021-07-16 04:00:56,43.76,1.06,11.11,53.26
2021-07-16 05:00:56,40.92,0.91,13.96,60.79
2021-07-16 06:00:56,40.17,1.18,8.78,92.17
2021-07-16 07:00:56,43.39,1.17,12.51,95.23
2021-07-16 08:00:56,45.49,1.18,13.12,97.24
2021-07-16 09:00:56,45.37,1.27,9.86,104.78
2021-07-16 10:00:56,44.96,1.37,12.2,106.58
2021-07-16 11:00:56,41.68,1.3,11.26,114.28
2021-07-16 12:00:56,37.21,1.28,11.02,120.22
2021-07-16 13:00:56,34.96,1.44,20.82,119.67
2021-07-16 14:00:56,40.97,1.62,16.91,130.13
2021-07-16 15:00:56,41.35,1.55,21.28,123.38
2021-07-16 16:00:56,38.2,1.59,22.79,121.61
2021-07-16 17:00:56,35.48,1.54,21.57,115.08
2021-07-16 18:00:56,39.91,1.34,20.38,100.83
2021-07-16 19:00:56,36.18,1.48,20.81,106.34
2021-07-16 20:00:56,33.14,1.4,24.48,94.65
2021-07-16 21:00:56,41.75,1.35,27.78,73.89
2021-07-16 22:00:56,45.53,1.31,25.31,57.75
2021-07-16 23:00:56,44.87,1.6,20.84,49.2
2021-07-17 00:00:56,39.41,1.66,19.24,55.75
2021-07-17 01:00:56,39.75,1.69,17.19,54.73
2021-07-17 02:00:56,40.96,1.63,17.64,48.42
2021-07-17 03:00:56,37.03,1.46,13.29,50.81
2021-07-17 04:00:56,38.28,1.45,12.67,44.72
2021-07-17 05:00:56,39.97,1.36,8.2,56.35
2021-07-17 06:00:56,36.6,1.37,9.41,46.58
2021-07-17 07:00:56,34.29,1.27,17.46,33.74
2021-07-17 08:00:56,37.28,1.49,26.97,33.24
2021-07-17 09:00:56,41.16,1.76,28.38,60.78
2021-07-17 10:00:56,49.71,1.38,16.62,82.89
2021-07-17 11:00:56,55.73,1.35,11.97,75.96
2021-07-17 12:00:56,55.65,1.39,12.52,80.83
2021-07-17 13:00:56,55.49,1.39,10.17,81.5
2021-07-17 14:00:56,55.39,1.3,12.26,72.5
2021-07-17 15:00:56,58.22,1.38,10.68,80.66
2021-07-17 16:00:56,47.95,1.38,12.12,79.89
2021-07-17 17:00:56,41.04,1.25,15.64,70.9
2021-07-17 18:00:56,45.05,1.44,15.14,89.97
2021-07-17 19:00:56,40.77,1.48,16.14,84.2
2021-07-17 20:00:56,41.79,1.58,17.99,75.98
2021-07-17 21:00:56,46.33,1.47,18.78,62.49
2021-07-17 22:00:56,53.38,1.42,16.6,61.9
2021-07-17 23:00:56,53.72,1.44,21.1,41.62
2021-07-18 00:00:56,47.74,1.39,18.21,30.25
2021-07-18 01:00:56,43.72,1.27,18.17,30.22
2021-07-18 02:00:56,46.15,1.31,15.76,23.04
2021-07-18 03:00:56,48.93,1.24,11.38,25.99
2021-07-18 04:00:56,51.23,1.25,10.16,24.56
2021-07-18 05:00:56,50.17,1.27,8.85,24.78
2021-07-18 06:00:56,41.87,1.3,7.29,31.19
2021-07-18 07:00:56,32.24,1.21,14.84,21.38
2021-07-18 08:00:56,36.28,1.28,17.24,27.3
2021-07-18 09:00:56,46.19,1.3,12.68,55.96
2021-07-18 10:00:56,53.08,1.27,9.03,72.13
2021-07-18 11:00:56,52.58,1.25,13.6,75.44
2021-07-18 12:00:56,47.35,1.25,13.16,75.05
2021-07-18 13:00:56,45.31,1.32,7.64,79.02
2021-07-18 14:00:56,50.11,1.32,9.02,81.95
2021-07-18 15:00:56,50.73,1.26,8.3,81.83
2021-07-18 16:00:56,46.35,1.29,8.92,78.32
2021-07-18 17:00:56,46.78,1.34,11.1,78.36
2021-07-18 18:00:56,47.06,1.38,10.0,81.24
2021-07-18 19:00:56,43.69,1.49,13.45,74.0
2021-07-18 20:00:56,49.2,1.41,12.39,69.09
2021-07-18 21:00:56,51.42,1.33,15.3,58.05
2021-07-18 22:00:56,52.75,1.36,14.43,55.27
2021-07-18 23:00:56,50.37,1.34,13.95,40.1
2021-07-19 00:00:56,45.99,1.43,13.15,23.71
2021-07-19 01:00:56,44.56,1.49,16.09,15.07
2021-07-19 02:00:56,50.72,1.51,21.2,0.0
2021-07-19 03:00:56,48.0,1.44,14.03,3.86
2021-07-19 04:00:56,44.52,1.48,6.37,9.14
2021-07-19 05:00:56,42.53,1.39,6.92,14.13
2021-07-19 06:00:56,41.49,1.52,9.8,11.67
2021-07-19 07:00:56,37.89,1.52,17.15,7.64
2021-07-19 08:00:56,36.28,1.55,18.42,17.34
2021-07-19 09:00:56,39.69,1.67,18.45,42.5
2021-07-19 10:00:56,41.24,2.08,22.26,80.0
2021-07-19 11:00:56,42.92,1.72,16.12,81.54
2021-07-19 12:00:56,43.45,1.8,17.3,85.52
2021-07-19 13:00:56,37.41,1.96,24.94,79.17
2021-07-19 14:00:56,38.26,1.77,17.21,81.03
2021-07-19 15:00:56,37.53,1.78,20.58,85.24
2021-07-19 16:00:56,36.37,1.72,14.96,83.36
2021-07-19 17:00:56,36.47,1.65,16.05,75.38
2021-07-19 18:00:56,37.33,2.13,16.22,76.98
2021-07-19 19:00:56,34.53,1.86,17.08,69.7
2021-07-19 20:00:56,34.74,1.55,16.29,65.64
2021-07-19 21:00:56,34.7,1.52,16.91,58.5
2021-07-19 22:00:56,35.92,1.61,13.15,49.2
2021-07-19 23:00:56,33.67,1.71,23.7,16.27
2021-07-20 00:00:56,32.23,1.61,19.67,14.9
2021-07-20 01:00:56,35.4,1.37,13.28,24.32
2021-07-20 02:00:56,39.74,1.35,11.97,19.27
2021-07-20 03:00:56,36.92,1.45,7.5,23.92
2021-07-20 04:00:56,36.42,1.39,6.64,26.72
2021-07-20 05:00:56,36.3,1.38,8.79,30.28
2021-07-20 06:00:56,32.06,1.42,8.4,31.69
2021-07-20 07:00:56,30.49,1.33,15.76,26.78
2021-07-20 08:00:56,35.69,1.46,18.64,26.74
2021-07-20 09:00:56,43.95,1.37,13.35,50.96
2021-07-20 10:00:56,46.95,1.35,7.71,70.32
2021-07-20 11:00:56,39.4,1.38,7.44,77.27
2021-07-20 12:00:56,31.1,1.45,9.7,74.44
2021-07-20 13:00:56,33.63,1.52,9.24,79.05
2021-07-20 14:00:56,41.8,1.35,6.97,79.76
2021-07-20 15:00:56,36.78,1.56,5.73,78.81
2021-07-20 16:00:56,36.09,1.58,7.09,79.29
2021-07-20 17:00:56,33.11,1.6,7.98,80.28
2021-07-20 18:00:56,28.14,1.44,8.75,78.04
2021-07-20 19:00:56,28.2,1.5,8.54,60.87
2021-07-20 20:00:56,35.36,1.48,8.71,60.88
2021-07-20 21:00:56,38.64,1.47,13.65,71.88
2021-07-20 22:00:56,36.61,1.58,20.64,57.41
2021-07-20 23:00:56,36.33,1.65,13.34,59.72
2021-07-21 00:00:56,37.74,1.59,12.4,53.02
2021-07-21 01:00:56,40.91,1.13,11.89,29.43
2021-07-21 02:00:56,48.92,1.17,0.0,18.9
2021-07-21 03:00:56,44.56,1.23,16.46,18.79
2021-07-21 04:00:56,40.96,1.14,9.0,19.13
2021-07-21 05:00:56,40.22,1.22,7.46,18.59
2021-07-21 06:00:56,32.19,1.1,8.17,18.98
2021-07-21 07:00:56,26.46,1.24,12.1,21.12
2021-07-21 08:00:56,40.36,1.13,15.61,28.68
2021-07-21 09:00:56,42.66,1.25,10.59,53.17
2021-07-21 10:00:56,41.5,1.14,8.12,76.96
2021-07-21 11:00:56,40.52,1.29,8.17,81.91
2021-07-21 12:00:56,31.86,1.11,8.95,84.21
2021-07-21 13:00:56,34.4,1.27,7.95,78.57
2021-07-21 14:00:56,44.52,1.26,7.12,72.82
2021-07-21 15:00:56,39.43,1.23,9.53,71.58
2021-07-21 16:00:56,33.33,1.37,10.18,90.4
2021-07-21 17:00:56,33.65,1.53,8.98,91.01
2021-07-21 18:00:56,30.88,1.68,11.43,92.32
2021-07-21 19:00:56,32.69,1.73,10.91,91.79
2021-07-21 20:00:56,40.8,1.55,11.92,91.82
2021-07-21 21:00:56,47.45,1.19,17.67,72.5
2021-07-21 22:00:56,49.74,1.4,16.37,69.46
2021-07-21 23:00:56,53.19,1.2,16.42,70.21
2021-07-22 00:00:56,52.12,1.26,10.61,74.26
2021-07-22 01:00:56,52.02,1.48,9.92,64.54
2021-07-22 02:00:56,53.11,1.49,14.09,36.83
2021-07-22 03:00:56,54.6,1.54,6.59,38.04
2021-07-22 04:00:56,51.83,1.56,5.5,31.67
2021-07-22 05:00:56,46.91,1.47,5.91,27.17
2021-07-22 06:00:56,45.46,1.54,8.15,29.95
2021-07-22 07:00:56,38.57,1.58,12.98,24.28
2021-07-22 08:00:56,39.21,1.52,14.83,29.99
2021-07-22 09:00:56,46.64,1.53,10.04,56.48
2021-07-22 10:00:56,51.26,1.57,10.53,70.49
