Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-03-29 00:00:56,144.04,0.0,959.7,73.26,104.92,8.22
2018-03-29 01:00:56,147.33,30.25,1096.69,67.46,82.16,8.49
2018-03-29 02:00:56,150.12,24.65,944.49,43.8,48.37,14.53
2018-03-29 03:00:56,155.67,22.43,834.11,30.51,32.23,17.91
2018-03-29 04:00:56,159.66,15.49,449.05,8.17,9.7,27.12
2018-03-29 05:00:56,156.91,15.75,512.53,13.85,15.6,23.38
2018-03-29 06:00:56,138.76,11.1,381.2,15.85,17.32,24.03
2018-03-29 07:00:56,112.61,12.65,447.4,21.47,25.95,20.95
2018-03-29 08:00:56,95.97,15.13,447.25,26.6,38.78,18.98
2018-03-29 09:00:56,88.66,14.74,411.72,16.54,21.9,25.14
2018-03-29 10:00:56,75.71,13.81,369.06,7.18,10.46,31.61
2018-03-29 11:00:56,54.85,13.44,409.98,15.65,23.67,31.82
2018-03-29 12:00:56,38.87,13.62,429.72,18.72,29.79,31.71
2018-03-29 13:00:56,37.86,12.3,368.01,9.56,13.31,33.21
2018-03-29 14:00:56,43.87,12.95,437.74,21.84,29.91,29.97
2018-03-29 15:00:56,50.94,14.38,517.71,39.53,52.43,25.35
2018-03-29 16:00:56,57.64,17.13,497.16,37.59,46.46,26.62
2018-03-29 17:00:56,60.17,21.85,572.58,44.47,58.18,25.57
2018-03-29 18:00:56,58.72,17.89,521.01,38.15,49.52,27.03
2018-03-29 19:00:56,50.88,17.72,515.36,33.25,42.75,28.6
2018-03-29 20:00:56,42.06,22.12,653.08,44.63,55.44,23.87
2018-03-29 21:00:56,34.68,22.97,565.7,36.97,44.12,25.7
2018-03-29 22:00:56,29.57,21.57,580.67,36.93,42.91,24.13
2018-03-29 23:00:56,25.25,19.81,675.27,40.46,46.21,21.21
2018-03-30 00:00:56,25.83,0.0,601.91,27.11,30.23,25.57
2018-03-30 01:00:56,31.24,13.67,441.41,13.26,15.02,30.51
2018-03-30 02:00:56,49.79,13.79,447.25,9.86,11.56,31.47
2018-03-30 03:00:56,87.68,14.35,499.8,34.89,39.84,21.38
2018-03-30 04:00:56,110.31,13.74,601.21,35.6,40.93,16.74
2018-03-30 05:00:56,100.81,11.69,474.69,21.09,24.0,19.85
2018-03-30 06:00:56,88.69,14.29,723.91,47.71,57.65,9.9
2018-03-30 07:00:56,80.6,14.8,615.97,56.19,81.69,10.18
2018-03-30 08:00:56,87.27,15.27,568.02,56.1,84.65,19.37
2018-03-30 09:00:56,159.02,18.19,616.86,50.09,71.05,17.98
2018-03-30 10:00:56,216.0,13.27,511.9,38.62,50.72,29.51
2018-03-30 11:00:56,164.1,11.65,395.43,15.46,19.9,40.36
2018-03-30 12:00:56,99.31,13.01,366.8,14.02,17.17,39.52
2018-03-30 13:00:56,58.96,12.23,435.96,22.11,29.3,34.76
2018-03-30 14:00:56,38.09,11.22,359.59,8.81,13.51,36.06
2018-03-30 15:00:56,70.3,11.18,400.24,16.67,24.82,31.84
2018-03-30 16:00:56,69.88,12.34,421.05,17.27,28.42,31.05
2018-03-30 17:00:56,46.22,12.17,440.56,21.77,33.33,27.98
2018-03-30 18:00:56,32.35,16.06,532.0,32.55,46.87,23.32
2018-03-30 19:00:56,24.39,15.68,510.05,30.97,44.14,24.39
2018-03-30 20:00:56,21.61,12.74,439.27,20.88,31.03,27.55
2018-03-30 21:00:56,18.09,13.73,417.27,17.28,23.11,30.24
2018-03-30 22:00:56,13.71,10.77,365.15,10.12,13.62,34.37
2018-03-30 23:00:56,9.0,12.1,401.18,12.1,15.81,33.81
2018-03-31 00:00:56,11.2,0.0,415.37,16.72,19.98,33.65
2018-03-31 01:00:56,8.39,11.74,372.02,14.81,19.03,33.55
2018-03-31 02:00:56,4.97,9.86,319.03,4.63,6.49,38.74
2018-03-31 03:00:56,6.38,11.1,450.46,11.24,12.89,32.18
