Date,PM10 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2018-03-30 21:00:56,0.0,176.53,121.6,169.82
2018-03-30 22:00:56,0.0,241.88,113.59,146.13
2018-03-30 23:00:56,0.0,243.01,101.69,104.24
2018-03-31 00:00:56,0.0,292.25,94.03,120.26
2018-03-31 01:00:56,0.0,264.52,132.45,193.42
2018-03-31 02:00:56,0.0,0.0,64.11,64.16
2018-03-31 03:00:56,0.0,0.0,81.69,80.56
2018-03-31 04:00:56,0.0,0.0,77.45,76.25
2018-03-31 05:00:56,0.0,0.0,113.35,119.95
2018-03-31 06:00:56,0.0,0.0,62.47,62.67
2018-03-31 07:00:56,0.0,65.79,24.99,26.8
2018-03-31 08:00:56,0.0,143.63,17.6,20.6
2018-03-31 09:00:56,0.0,167.19,44.8,52.54
2018-03-31 10:00:56,0.0,219.53,51.07,72.96
2018-03-31 11:00:56,0.0,383.75,78.71,124.94
2018-03-31 12:00:56,0.0,407.93,68.99,112.15
2018-03-31 13:00:56,0.0,152.07,47.1,60.41
2018-03-31 14:00:56,0.0,166.63,60.84,80.9
2018-03-31 15:00:56,0.0,75.76,42.99,56.37
2018-03-31 16:00:56,0.0,0.0,48.49,64.46
2018-03-31 17:00:56,0.0,51.09,56.28,73.21
2018-03-31 18:00:56,0.0,66.67,64.58,79.63
2018-03-31 19:00:56,0.0,119.46,60.92,68.51
2018-03-31 20:00:56,0.0,182.91,56.86,57.21
2018-03-31 21:00:56,0.0,407.96,89.79,88.68
2018-03-31 22:00:56,0.0,438.77,64.18,63.42
2018-03-31 23:00:56,0.0,202.41,35.41,37.41
2018-04-01 00:00:56,0.0,79.49,28.76,31.7
2018-04-01 01:00:56,0.0,227.54,90.32,89.22
2018-04-01 02:00:56,0.0,116.35,117.24,152.96
2018-04-01 03:00:56,0.0,0.0,62.14,64.87
2018-04-01 04:00:56,0.0,0.0,67.76,69.94
2018-04-01 05:00:56,0.0,0.0,55.02,58.11
2018-04-01 06:00:56,0.0,0.0,72.63,78.45
2018-04-01 07:00:56,0.0,417.08,82.02,151.44
2018-04-01 08:00:56,0.0,530.5,92.8,206.19
2018-04-01 09:00:56,0.0,0.01,58.54,70.51
2018-04-01 10:00:56,0.0,0.0,48.01,61.43
2018-04-01 11:00:56,0.0,23.5,33.87,41.98
2018-04-01 12:00:56,0.0,0.0,19.07,25.07
2018-04-01 13:00:56,0.0,43.18,8.24,12.63
2018-04-01 14:00:56,0.0,79.38,12.06,16.26
2018-04-01 15:00:56,0.0,116.18,14.5,20.02
2018-04-01 16:00:56,0.0,89.21,18.33,23.67
2018-04-01 17:00:56,0.0,58.72,28.12,35.53
2018-04-01 18:00:56,0.0,2.92,19.34,25.44
2018-04-01 19:00:56,0.0,105.83,21.25,25.86
2018-04-01 20:00:56,0.0,145.74,19.53,23.61
2018-04-01 21:00:56,0.0,94.75,17.9,24.02
2018-04-01 22:00:56,0.0,129.49,38.36,41.16
2018-04-01 23:00:56,0.0,64.16,24.11,26.36
2018-04-02 00:00:56,0.0,82.04,48.7,49.26
2018-04-02 01:00:56,0.0,86.34,28.21,31.3
2018-04-02 02:00:56,0.0,122.16,12.74,16.26
2018-04-02 03:00:56,0.0,208.03,14.92,17.28
2018-04-02 04:00:56,0.0,160.76,15.94,19.08
2018-04-02 05:00:56,0.0,156.04,22.52,24.5
2018-04-02 06:00:56,0.0,106.87,11.6,14.94
2018-04-02 07:00:56,0.0,142.87,22.11,24.24
2018-04-02 08:00:56,0.0,101.03,17.49,22.27
2018-04-02 09:00:56,0.0,149.72,44.0,54.84
2018-04-02 10:00:56,0.0,288.92,64.64,91.14
2018-04-02 11:00:56,0.0,162.28,44.29,66.66
2018-04-02 12:00:56,0.0,59.34,34.5,54.38
2018-04-02 13:00:56,0.0,104.34,26.99,41.39
2018-04-02 14:00:56,0.0,2.82,29.49,44.03
2018-04-02 15:00:56,0.0,16.29,38.17,58.25
2018-04-02 16:00:56,0.0,56.3,36.32,55.64
2018-04-02 17:00:56,0.0,46.89,29.97,46.31
2018-04-02 18:00:56,0.0,172.23,37.7,57.12
2018-04-02 19:00:56,0.0,69.27,45.53,67.17
2018-04-02 20:00:56,0.0,35.81,57.15,64.22
2018-04-02 21:00:56,0.0,136.65,77.35,79.21
2018-04-02 22:00:56,0.0,173.67,89.47,100.93
2018-04-02 23:00:56,0.0,196.5,80.25,89.3
2018-04-03 00:00:56,0.0,326.78,59.58,61.78
2018-04-03 01:00:56,0.0,145.29,74.94,81.64
2018-04-03 02:00:56,0.0,14.63,34.71,36.62
2018-04-03 03:00:56,0.0,107.57,42.96,46.92
2018-04-03 04:00:56,0.0,138.93,60.78,82.79
2018-04-03 05:00:56,0.0,109.88,63.67,66.76
2018-04-03 06:00:56,0.0,137.27,61.81,62.58
2018-04-03 07:00:56,0.0,70.21,56.04,58.08
2018-04-03 08:00:56,0.0,334.55,81.98,137.22
2018-04-03 09:00:56,0.0,430.39,83.79,150.1
2018-04-03 10:00:56,0.0,73.4,49.66,82.79
2018-04-03 11:00:56,0.0,0.0,32.86,51.45
2018-04-03 12:00:56,0.0,0.04,21.81,34.83
2018-04-03 13:00:56,0.0,52.39,23.37,36.03
2018-04-03 14:00:56,0.0,122.75,42.47,57.23
2018-04-03 15:00:56,0.0,113.79,39.59,50.35
2018-04-03 16:00:56,0.0,194.64,32.61,48.41
2018-04-03 17:00:56,0.0,170.29,22.47,35.17
2018-04-03 18:00:56,0.0,113.15,23.29,34.3
2018-04-03 19:00:56,0.0,70.97,11.27,15.57
2018-04-03 20:00:56,0.0,4.48,14.57,17.78
2018-04-03 21:00:56,0.0,38.56,8.0,0.0
2018-04-03 22:00:56,0.0,106.06,13.26,16.51
2018-04-03 23:00:56,0.0,160.79,21.69,23.63
2018-04-04 00:00:56,0.0,169.07,25.95,0.0
2018-04-04 01:00:56,0.0,141.34,23.01,24.93
2018-04-04 02:00:56,0.0,105.07,20.72,22.8
2018-04-04 03:00:56,0.0,59.15,21.74,0.0
2018-04-04 04:00:56,0.0,10.53,21.7,24.34
2018-04-04 05:00:56,0.0,5.05,23.45,25.62
2018-04-04 06:00:56,0.0,4.16,36.59,38.99
2018-04-04 07:00:56,0.0,76.89,41.57,43.8
2018-04-04 08:00:56,0.0,94.12,63.87,70.01
2018-04-04 09:00:56,0.0,104.59,79.63,102.36
2018-04-04 10:00:56,0.0,201.89,71.31,104.96
2018-04-04 11:00:56,0.0,347.76,101.68,176.25
2018-04-04 12:00:56,0.0,282.41,96.18,145.84
2018-04-04 13:00:56,0.0,141.15,69.45,91.3
2018-04-04 14:00:56,0.0,104.41,38.12,48.42
2018-04-04 15:00:56,0.0,65.69,39.0,49.32
2018-04-04 16:00:56,0.0,39.09,61.54,82.59
2018-04-04 17:00:56,0.0,0.0,83.28,107.63
2018-04-04 18:00:56,0.0,0.0,106.34,134.16
2018-04-04 19:00:56,0.0,0.0,95.56,128.29
2018-04-04 20:00:56,0.0,1.18,45.06,46.12
2018-04-04 21:00:56,0.0,259.52,21.69,23.68
2018-04-04 22:00:56,0.0,577.41,18.72,22.24
2018-04-04 23:00:56,0.0,611.25,25.63,27.51
2018-04-05 00:00:56,0.0,694.02,47.67,48.35
2018-04-05 01:00:56,0.0,290.35,34.27,36.3
2018-04-05 02:00:56,0.0,71.3,28.32,30.46
2018-04-05 03:00:56,0.0,195.61,28.26,30.85
2018-04-05 04:00:56,0.0,57.2,24.65,26.44
2018-04-05 05:00:56,0.0,110.67,26.55,28.34
2018-04-05 06:00:56,0.0,191.02,23.82,0.0
2018-04-05 07:00:56,0.0,97.68,25.75,0.0
2018-04-05 08:00:56,0.0,188.7,70.02,77.44
2018-04-05 09:00:56,0.0,42.08,81.35,107.4
2018-04-05 10:00:56,0.0,0.0,75.62,108.65
2018-04-05 11:00:56,0.0,0.0,93.41,135.5
2018-04-05 12:00:56,0.0,0.0,130.59,193.1
2018-04-05 13:00:56,0.0,133.24,122.24,171.53
2018-04-05 14:00:56,0.0,92.3,118.14,164.62
2018-04-05 15:00:56,0.0,2.15,120.88,161.74
2018-04-05 16:00:56,0.0,0.0,134.65,178.33
2018-04-05 17:00:56,0.0,0.0,141.89,180.78
2018-04-05 18:00:56,0.0,0.0,160.79,198.09
2018-04-05 19:00:56,0.0,521.2,185.25,287.83
2018-04-05 20:00:56,0.0,902.96,178.38,282.95
2018-04-05 21:00:56,0.0,237.13,46.93,49.43
2018-04-05 22:00:56,0.0,416.93,29.74,32.07
2018-04-05 23:00:56,0.0,638.63,26.32,28.51
2018-04-06 00:00:56,0.0,693.81,29.54,31.56
2018-04-06 01:00:56,0.0,318.21,24.39,26.12
2018-04-06 02:00:56,0.0,171.91,23.44,25.99
2018-04-06 03:00:56,0.0,162.11,22.8,24.81
2018-04-06 04:00:56,0.0,143.35,32.25,34.6
2018-04-06 05:00:56,0.0,165.94,23.48,25.99
2018-04-06 06:00:56,0.0,119.99,18.31,20.88
2018-04-06 07:00:56,0.0,122.4,27.32,30.58
2018-04-06 08:00:56,0.0,208.88,59.74,67.74
2018-04-06 09:00:56,0.0,552.64,77.98,92.02
2018-04-06 10:00:56,0.0,238.28,78.79,110.06
2018-04-06 11:00:56,0.0,0.09,55.76,74.72
2018-04-06 12:00:56,0.0,0.0,41.51,57.46
2018-04-06 13:00:56,0.0,95.34,45.94,61.05
2018-04-06 14:00:56,0.0,118.01,43.93,61.31
2018-04-06 15:00:56,0.0,5.12,26.46,36.93
2018-04-06 16:00:56,0.0,0.0,17.27,22.29
2018-04-06 17:00:56,0.0,8.16,17.68,22.54
2018-04-06 18:00:56,0.0,0.0,21.01,26.22
2018-04-06 19:00:56,0.0,152.38,18.63,21.94
2018-04-06 20:00:56,0.0,528.24,14.13,17.38
2018-04-06 21:00:56,0.0,714.33,12.02,16.1
2018-04-06 22:00:56,0.0,764.16,23.09,30.28
2018-04-06 23:00:56,0.0,777.28,14.14,0.0
2018-04-07 00:00:56,0.0,746.34,7.03,10.5
2018-04-07 01:00:56,0.0,340.57,3.21,7.55
2018-04-07 02:00:56,0.0,118.24,2.98,6.51
2018-04-07 03:00:56,0.0,37.12,6.11,9.42
2018-04-07 04:00:56,0.0,32.36,7.87,12.11
2018-04-07 05:00:56,0.0,26.33,7.85,13.13
2018-04-07 06:00:56,0.0,24.22,4.6,8.74
2018-04-07 07:00:56,0.0,65.58,6.76,11.73
2018-04-07 08:00:56,0.0,105.84,12.79,17.93
2018-04-07 09:00:56,0.0,122.16,24.11,34.76
2018-04-07 10:00:56,0.0,130.77,35.87,55.02
2018-04-07 11:00:56,0.0,130.52,29.98,43.44
2018-04-07 12:00:56,0.0,139.9,36.46,51.64
2018-04-07 13:00:56,0.0,90.03,30.9,44.84
2018-04-07 14:00:56,0.0,43.52,34.33,50.2
2018-04-07 15:00:56,0.0,0.0,24.32,37.16
2018-04-07 16:00:56,0.0,0.0,23.9,39.65
2018-04-07 17:00:56,0.0,0.0,19.4,29.35
2018-04-07 18:00:56,0.0,27.39,13.25,20.9
2018-04-07 19:00:56,0.0,118.09,5.48,9.17
2018-04-07 20:00:56,0.0,133.08,5.28,8.39
2018-04-07 21:00:56,0.0,145.21,5.25,8.24
2018-04-07 22:00:56,0.0,149.36,3.07,7.16
2018-04-07 23:00:56,0.0,343.66,2.97,6.1
2018-04-08 00:00:56,0.0,364.53,4.07,7.16
2018-04-08 01:00:56,0.0,186.69,3.71,7.18
2018-04-08 02:00:56,0.0,113.04,3.65,7.05
2018-04-08 03:00:56,0.0,113.33,2.3,5.64
2018-04-08 04:00:56,0.0,12.24,3.26,6.33
2018-04-08 05:00:56,0.0,1.76,8.45,11.58
2018-04-08 06:00:56,0.0,30.56,31.0,0.0
2018-04-08 07:00:56,0.0,37.57,16.13,19.49
2018-04-08 08:00:56,0.0,0.41,9.65,14.08
2018-04-08 09:00:56,0.0,0.29,15.1,19.58
2018-04-08 10:00:56,0.0,3.01,14.91,18.65
2018-04-08 11:00:56,0.0,1.45,15.32,21.16
2018-04-08 12:00:56,0.0,22.1,16.94,22.3
2018-04-08 13:00:56,0.0,37.37,9.3,15.08
2018-04-08 14:00:56,0.0,11.4,5.79,10.27
2018-04-08 15:00:56,0.0,4.35,4.68,8.19
2018-04-08 16:00:56,0.0,0.0,4.33,7.49
2018-04-08 17:00:56,0.0,0.0,5.29,9.45
2018-04-08 18:00:56,0.0,15.18,4.34,7.42
2018-04-08 19:00:56,0.0,48.72,8.62,12.02
2018-04-08 20:00:56,0.0,86.39,5.62,9.17
2018-04-08 21:00:56,0.0,113.31,7.45,10.79
2018-04-08 22:00:56,0.0,100.46,5.06,8.24
2018-04-08 23:00:56,0.0,95.14,6.52,0.0
2018-04-09 00:00:56,0.0,82.19,5.11,8.17
2018-04-09 01:00:56,0.0,111.09,6.11,9.12
2018-04-09 02:00:56,0.0,284.83,7.35,10.16
2018-04-09 03:00:56,0.0,317.16,4.9,7.9
2018-04-09 04:00:56,0.0,281.79,4.77,7.82
2018-04-09 05:00:56,0.0,344.37,12.65,15.26
2018-04-09 06:00:56,0.0,455.31,17.93,0.0
2018-04-09 07:00:56,0.0,206.27,43.94,45.02
2018-04-09 08:00:56,0.0,6.22,42.89,49.92
2018-04-09 09:00:56,0.0,0.0,49.46,64.24
2018-04-09 10:00:56,0.0,0.0,49.18,78.53
2018-04-09 11:00:56,0.0,16.32,57.72,87.35
2018-04-09 12:00:56,0.0,0.0,58.34,82.93
2018-04-09 13:00:56,0.0,53.31,52.74,74.47
2018-04-09 14:00:56,0.0,43.8,61.73,82.81
2018-04-09 15:00:56,0.0,0.0,68.22,92.15
2018-04-09 16:00:56,0.0,0.0,84.05,115.69
2018-04-09 17:00:56,0.0,0.0,89.81,125.49
2018-04-09 18:00:56,0.0,0.0,99.54,127.92
2018-04-09 19:00:56,0.0,1.14,81.78,110.57
2018-04-09 20:00:56,0.0,36.15,118.37,162.86
2018-04-09 21:00:56,0.0,630.38,130.86,228.35
2018-04-09 22:00:56,0.0,710.73,116.83,136.1
2018-04-09 23:00:56,0.0,672.78,91.93,97.79
2018-04-10 00:00:56,0.0,619.09,87.28,97.34
2018-04-10 01:00:56,0.0,319.56,104.28,137.54
2018-04-10 02:00:56,0.0,206.07,97.64,165.61
2018-04-10 03:00:56,0.0,66.59,89.57,115.6
2018-04-10 04:00:56,0.0,79.5,82.93,115.32
2018-04-10 05:00:56,0.0,146.74,81.61,124.38
2018-04-10 06:00:56,0.0,271.04,88.71,128.42
2018-04-10 07:00:56,0.0,181.96,78.76,149.93
2018-04-10 08:00:56,0.0,21.38,83.52,173.55
2018-04-10 09:00:56,0.0,0.0,87.81,223.84
2018-04-10 10:00:56,0.0,0.0,69.82,195.71
2018-04-10 11:00:56,0.0,0.0,70.82,126.73
2018-04-10 12:00:56,0.0,0.0,92.0,146.59
2018-04-10 13:00:56,0.0,252.0,90.46,131.87
2018-04-10 14:00:56,0.0,612.18,103.89,139.42
2018-04-10 15:00:56,0.0,687.86,123.23,172.42
2018-04-10 16:00:56,0.0,586.8,117.66,145.1
2018-04-10 17:00:56,0.0,293.32,115.24,139.47
2018-04-10 18:00:56,0.0,96.86,108.0,127.9
2018-04-10 19:00:56,0.0,58.92,18.58,21.72
2018-04-10 20:00:56,0.0,86.24,17.38,20.29
2018-04-10 21:00:56,0.0,392.93,21.14,23.68
2018-04-10 22:00:56,0.0,805.55,14.35,16.7
2018-04-10 23:00:56,0.0,1069.99,21.09,24.28
2018-04-11 00:00:56,0.0,1227.99,33.6,35.82
2018-04-11 01:00:56,0.0,472.19,30.94,32.95
2018-04-11 02:00:56,0.0,43.17,29.06,0.0
2018-04-11 03:00:56,0.0,76.3,42.39,43.99
2018-04-11 04:00:56,0.0,77.25,58.42,64.43
2018-04-11 05:00:56,0.0,410.51,117.18,170.71
2018-04-11 06:00:56,0.0,207.32,87.4,90.78
2018-04-11 07:00:56,0.0,152.58,79.89,81.62
2018-04-11 08:00:56,0.0,74.61,84.87,112.56
2018-04-11 09:00:56,0.0,129.82,92.09,165.13
2018-04-11 10:00:56,0.0,76.4,91.27,198.38
2018-04-11 11:00:56,0.0,11.38,113.99,186.22
2018-04-11 12:00:56,0.0,0.0,100.88,131.58
2018-04-11 13:00:56,0.0,0.0,97.23,127.06
2018-04-11 14:00:56,0.0,0.0,112.69,141.16
2018-04-11 15:00:56,0.0,6.36,162.64,208.34
2018-04-11 16:00:56,0.0,8.39,176.2,238.08
2018-04-11 17:00:56,0.0,5.91,154.66,182.26
2018-04-11 18:00:56,0.0,514.0,175.28,224.45
2018-04-11 19:00:56,0.0,26.99,183.81,238.55
2018-04-11 20:00:56,0.0,297.49,158.57,160.79
2018-04-11 21:00:56,0.0,572.5,154.37,167.14
2018-04-11 22:00:56,0.0,850.37,158.88,241.33
2018-04-11 23:00:56,0.0,1870.79,196.81,480.72
2018-04-12 00:00:56,0.0,2175.33,189.21,512.0
2018-04-12 01:00:56,0.0,728.45,158.85,331.72
2018-04-12 02:00:56,0.0,0.0,117.94,144.23
2018-04-12 03:00:56,0.0,0.0,88.24,116.83
2018-04-12 04:00:56,0.0,0.0,149.05,265.22
2018-04-12 05:00:56,0.0,0.0,135.5,199.88
2018-04-12 06:00:56,0.0,0.0,125.84,253.78
2018-04-12 07:00:56,0.0,44.35,101.09,159.54
2018-04-12 08:00:56,0.0,87.23,93.98,150.31
2018-04-12 09:00:56,0.0,410.71,122.18,276.46
2018-04-12 10:00:56,0.0,13.2,99.55,164.94
2018-04-12 11:00:56,0.0,0.0,131.41,205.63
2018-04-12 12:00:56,0.0,63.68,154.16,251.31
2018-04-12 13:00:56,0.0,57.88,161.74,228.16
2018-04-12 14:00:56,0.0,0.13,168.25,219.17
2018-04-12 15:00:56,0.0,0.0,130.91,163.38
2018-04-12 16:00:56,0.0,0.0,31.24,38.48
2018-04-12 17:00:56,0.0,19.03,154.08,172.41
2018-04-12 18:00:56,0.0,0.13,53.72,62.87
2018-04-12 19:00:56,0.0,44.16,17.42,21.35
2018-04-12 20:00:56,0.0,2.15,10.92,14.27
2018-04-12 21:00:56,0.0,309.66,7.1,0.0
2018-04-12 22:00:56,0.0,678.27,8.85,12.39
2018-04-12 23:00:56,0.0,1004.31,12.01,15.49
2018-04-13 00:00:56,0.0,1112.97,8.8,12.1
2018-04-13 01:00:56,0.0,444.02,8.28,11.43
2018-04-13 02:00:56,0.0,155.32,22.94,27.65
2018-04-13 03:00:56,0.0,154.25,11.74,14.59
2018-04-13 04:00:56,0.0,183.98,11.85,0.0
2018-04-13 05:00:56,0.0,205.33,16.27,0.0
2018-04-13 06:00:56,0.0,202.89,13.72,17.23
2018-04-13 07:00:56,0.0,209.57,51.14,66.15
2018-04-13 08:00:56,0.0,194.68,55.77,80.13
2018-04-13 09:00:56,0.0,176.74,77.86,118.56
2018-04-13 10:00:56,0.0,122.47,91.16,189.35
2018-04-13 11:00:56,0.0,65.23,109.38,235.59
2018-04-13 12:00:56,0.0,0.0,116.84,241.23
2018-04-13 13:00:56,0.0,0.7,118.37,197.3
2018-04-13 14:00:56,0.0,0.0,108.87,147.2
2018-04-13 15:00:56,0.0,0.0,97.19,122.97
2018-04-13 16:00:56,0.0,0.0,109.44,137.04
2018-04-13 17:00:56,0.0,0.0,78.51,89.83
2018-04-13 18:00:56,0.0,0.0,14.5,18.69
2018-04-13 19:00:56,0.0,36.32,12.38,16.28
2018-04-13 20:00:56,0.0,264.17,11.29,14.4
2018-04-13 21:00:56,0.0,911.79,8.38,0.0
2018-04-13 22:00:56,0.0,1296.08,7.54,11.35
2018-04-13 23:00:56,0.0,1601.67,5.25,8.33
2018-04-14 00:00:56,0.0,1522.31,4.97,8.46
2018-04-14 01:00:56,0.0,581.38,4.21,7.91
2018-04-14 02:00:56,0.0,174.85,8.83,11.73
2018-04-14 03:00:56,0.0,197.51,11.23,0.0
2018-04-14 04:00:56,0.0,218.65,6.75,10.22
2018-04-14 05:00:56,0.0,360.62,38.34,40.38
2018-04-14 06:00:56,0.0,387.47,33.4,36.84
2018-04-14 07:00:56,0.0,148.4,9.21,12.48
2018-04-14 08:00:56,0.0,205.44,14.44,21.0
2018-04-14 09:00:56,0.0,151.97,27.99,45.28
2018-04-14 10:00:56,0.0,61.04,30.05,54.07
2018-04-14 11:00:56,0.0,0.77,25.14,40.85
2018-04-14 12:00:56,0.0,3.93,19.07,32.38
2018-04-14 13:00:56,0.0,11.48,30.11,48.69
2018-04-14 14:00:56,0.0,313.49,74.27,118.86
2018-04-14 15:00:56,0.0,219.12,80.19,113.92
2018-04-14 16:00:56,0.0,262.96,80.93,111.45
2018-04-14 17:00:56,0.0,65.02,50.16,64.53
2018-04-14 18:00:56,0.0,0.0,10.59,14.07
2018-04-14 19:00:56,0.0,62.12,10.54,13.83
2018-04-14 20:00:56,0.0,437.2,7.51,0.0
2018-04-14 21:00:56,0.0,1025.07,8.51,11.64
2018-04-14 22:00:56,0.0,1227.04,8.14,11.74
2018-04-14 23:00:56,0.0,1223.8,5.27,8.81
2018-04-15 00:00:56,0.0,1288.44,6.01,9.06
2018-04-15 01:00:56,0.0,489.16,5.84,0.0
2018-04-15 02:00:56,0.0,85.08,3.55,6.74
2018-04-15 03:00:56,0.0,92.65,3.43,6.97
2018-04-15 04:00:56,0.0,47.01,4.92,8.36
2018-04-15 05:00:56,0.0,49.77,3.32,0.0
2018-04-15 06:00:56,0.0,52.87,3.77,7.06
2018-04-15 07:00:56,0.0,132.2,4.07,7.13
2018-04-15 08:00:56,0.0,165.75,5.94,9.69
2018-04-15 09:00:56,0.0,43.87,7.92,10.99
2018-04-15 10:00:56,0.0,32.73,14.28,20.62
2018-04-15 11:00:56,0.0,4.59,19.42,28.48
2018-04-15 12:00:56,0.0,0.0,36.32,59.12
2018-04-15 13:00:56,0.0,107.81,4.19,7.9
2018-04-15 14:00:56,0.0,208.01,5.76,9.03
2018-04-15 15:00:56,0.0,0.0,5.91,9.12
2018-04-15 16:00:56,0.0,0.0,4.98,8.47
2018-04-15 17:00:56,0.0,0.0,5.37,0.0
2018-04-15 18:00:56,0.0,190.42,6.4,10.01
2018-04-15 19:00:56,0.0,201.91,4.94,8.28
2018-04-15 20:00:56,0.0,398.54,4.91,8.55
2018-04-15 21:00:56,0.0,743.01,3.84,7.34
2018-04-15 22:00:56,0.0,1215.98,3.51,7.23
2018-04-15 23:00:56,0.0,1200.18,3.55,0.0
2018-04-16 00:00:56,0.0,1310.55,4.24,7.78
2018-04-16 01:00:56,0.0,478.96,4.49,7.78
2018-04-16 02:00:56,0.0,67.3,2.99,0.0
2018-04-16 03:00:56,0.0,42.62,3.81,7.02
2018-04-16 04:00:56,0.0,0.0,5.02,8.71
2018-04-16 05:00:56,0.0,0.0,8.33,0.0
2018-04-16 06:00:56,0.0,0.0,7.11,0.0
2018-04-16 07:00:56,0.0,65.84,6.37,9.7
2018-04-16 08:00:56,0.0,77.52,10.69,13.76
2018-04-16 09:00:56,0.0,63.28,38.74,47.83
2018-04-16 10:00:56,0.0,99.13,36.25,46.75
2018-04-16 11:00:56,0.0,179.07,77.33,111.41
2018-04-16 12:00:56,0.0,0.0,45.32,65.96
2018-04-16 13:00:56,0.0,86.31,32.94,47.68
2018-04-16 14:00:56,0.0,667.58,109.88,182.47
2018-04-16 15:00:56,0.0,378.4,93.6,146.05
2018-04-16 16:00:56,0.0,385.83,129.85,210.31
2018-04-16 17:00:56,0.0,593.49,140.28,232.82
2018-04-16 18:00:56,0.0,135.44,60.15,77.38
2018-04-16 19:00:56,0.0,147.52,16.78,20.14
2018-04-16 20:00:56,0.0,47.63,15.1,0.0
2018-04-16 21:00:56,0.0,377.83,9.59,12.98
2018-04-16 22:00:56,0.0,827.99,42.31,54.62
2018-04-16 23:00:56,0.0,1161.32,53.93,55.8
2018-04-17 00:00:56,0.0,1319.93,75.56,88.36
2018-04-17 01:00:56,0.0,498.71,78.46,85.46
2018-04-17 02:00:56,0.0,1.01,49.54,50.57
2018-04-17 03:00:56,0.0,0.0,35.21,40.17
2018-04-17 04:00:56,0.0,0.0,23.87,26.83
2018-04-17 05:00:56,0.0,0.0,35.42,38.12
2018-04-17 06:00:56,0.0,0.0,26.53,34.16
2018-04-17 07:00:56,0.0,80.85,18.49,21.24
2018-04-17 08:00:56,0.0,201.98,38.81,44.76
2018-04-17 09:00:56,0.0,252.68,42.99,50.04
2018-04-17 10:00:56,0.0,135.81,33.98,40.94
2018-04-17 11:00:56,0.0,72.97,34.14,47.1
2018-04-17 12:00:56,0.0,2.97,40.27,62.0
2018-04-17 13:00:56,0.0,0.0,38.26,51.02
2018-04-17 14:00:56,0.0,0.0,74.16,118.16
2018-04-17 15:00:56,0.0,4.0,49.13,81.36
2018-04-17 16:00:56,0.0,149.75,99.84,185.18
2018-04-17 17:00:56,0.0,82.51,113.07,197.53
2018-04-17 18:00:56,0.0,0.0,134.67,246.36
2018-04-17 19:00:56,0.0,24.29,86.4,132.65
2018-04-17 20:00:56,0.0,296.77,38.02,44.8
2018-04-17 21:00:56,0.0,550.41,17.82,21.6
