Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2022-03-23 16:00:56,14.87,21.48,315.58,10.17,25.63,0.0
2022-03-23 17:00:56,9.4,18.28,369.6,8.97,22.93,0.0
2022-03-23 18:00:56,9.95,18.45,422.91,10.62,23.12,0.0
2022-03-23 19:00:56,20.66,19.21,538.84,10.28,22.92,0.0
2022-03-23 20:00:56,34.66,18.85,537.6,10.08,24.03,0.0
2022-03-23 21:00:56,40.17,27.85,480.77,10.72,23.53,0.0
2022-03-23 22:00:56,41.77,31.49,535.05,11.26,24.13,0.0
2022-03-23 23:00:56,36.69,24.48,528.38,10.98,24.16,0.0
2022-03-24 00:00:56,32.63,20.28,524.42,11.24,23.04,0.0
2022-03-24 01:00:56,38.45,16.63,465.92,9.79,21.81,0.0
2022-03-24 02:00:56,41.94,14.51,474.62,11.3,24.49,0.0
2022-03-24 03:00:56,36.05,12.57,466.66,9.37,22.65,0.0
2022-03-24 04:00:56,32.42,10.3,428.03,11.44,25.79,0.0
2022-03-24 05:00:56,31.5,10.71,597.26,11.21,23.61,0.0
2022-03-24 06:00:56,35.97,10.08,587.75,10.92,24.72,0.0
2022-03-24 07:00:56,39.27,11.67,725.29,9.46,22.85,0.0
2022-03-24 08:00:56,42.15,11.99,1017.66,10.19,25.5,0.0
2022-03-24 09:00:56,42.88,14.58,991.76,11.69,24.04,0.0
2022-03-24 10:00:56,59.41,18.76,1059.06,12.13,24.63,0.0
2022-03-24 11:00:56,74.25,26.86,864.67,9.66,21.62,0.0
2022-03-24 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0
