Tarih,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2019-07-01 00:00:56,14.07,0.0,445.01,4.67,7.51,0.0
2019-07-01 01:00:56,15.83,0.05,428.54,5.22,8.14,0.0
2019-07-01 02:00:56,16.32,0.0,405.37,3.93,6.61,0.0
2019-07-01 03:00:56,11.42,0.0,338.1,4.03,7.22,0.0
2019-07-01 04:00:56,9.89,0.0,240.85,3.99,6.68,0.0
2019-07-01 05:00:56,11.95,0.0,276.08,4.26,7.07,0.0
2019-07-01 06:00:56,6.14,0.0,303.95,3.95,6.64,0.0
2019-07-01 07:00:56,5.43,0.0,421.32,5.66,8.81,0.0
2019-07-01 08:00:56,10.32,0.0,431.73,30.26,37.69,0.0
2019-07-01 09:00:56,0.0,0.56,1238.45,70.89,113.41,0.0
2019-07-01 10:00:56,0.0,1.77,687.67,26.89,33.5,0.0
2019-07-01 11:00:56,0.0,8.23,336.16,4.78,7.48,0.0
2019-07-01 12:00:56,0.0,14.87,359.78,6.5,9.22,0.0
2019-07-01 13:00:56,0.0,17.61,322.75,6.58,9.28,0.0
2019-07-01 14:00:56,0.0,10.34,378.21,6.42,9.3,0.0
2019-07-01 15:00:56,0.0,3.49,252.2,4.36,7.09,0.0
2019-07-01 16:00:56,2.37,0.78,254.27,4.88,7.75,0.0
2019-07-01 17:00:56,1.87,0.55,243.89,5.29,8.15,0.0
2019-07-01 18:00:56,1.76,1.06,217.62,6.02,10.26,0.0
2019-07-01 19:00:56,7.02,0.8,223.37,6.48,11.52,0.0
2019-07-01 20:00:56,12.66,1.67,215.8,5.01,7.8,0.0
2019-07-01 21:00:56,7.73,2.13,221.93,5.29,8.14,0.0
2019-07-01 22:00:56,5.83,1.34,280.14,4.19,6.9,0.0
2019-07-01 23:00:56,4.58,0.1,361.79,5.93,8.73,0.0
2019-07-02 00:00:56,11.28,0.14,429.4,5.91,8.83,0.0
2019-07-02 01:00:56,17.16,0.13,322.29,3.98,6.66,0.0
2019-07-02 02:00:56,10.27,0.08,609.44,4.1,6.76,0.0
2019-07-02 03:00:56,8.95,0.05,344.76,4.12,6.8,0.0
2019-07-02 04:00:56,11.88,0.24,361.58,3.94,6.65,0.0
2019-07-02 05:00:56,11.6,0.0,585.88,26.38,31.51,0.0
2019-07-02 06:00:56,13.11,0.0,960.83,42.28,51.2,0.0
2019-07-02 07:00:56,17.35,0.0,1049.63,53.97,68.24,0.0
2019-07-02 08:00:56,12.89,0.14,968.77,52.09,67.0,0.0
2019-07-02 09:00:56,13.82,19.7,1370.28,74.08,96.9,0.0
2019-07-02 10:00:56,15.33,60.74,929.04,54.75,61.69,0.0
2019-07-02 11:00:56,26.0,54.45,513.16,24.11,27.18,0.0
2019-07-02 12:00:56,29.27,53.69,441.89,7.73,10.45,0.0
2019-07-02 13:00:56,26.26,60.61,391.72,5.74,8.43,0.0
2019-07-02 14:00:56,21.81,40.48,460.62,8.52,11.23,0.0
2019-07-02 15:00:56,26.1,73.48,537.8,16.52,19.23,0.0
2019-07-02 16:00:56,30.11,53.03,467.14,8.57,12.1,0.0
2019-07-02 17:00:56,26.63,29.72,225.58,4.32,7.12,0.0
2019-07-02 18:00:56,21.67,21.69,212.25,5.2,8.35,0.0
2019-07-02 19:00:56,33.08,16.83,399.89,8.76,12.53,0.0
2019-07-02 20:00:56,34.04,15.73,361.65,6.25,9.37,0.0
2019-07-02 21:00:56,24.16,14.7,323.13,6.65,10.03,0.0
2019-07-02 22:00:56,24.28,12.49,406.22,4.84,7.56,0.0
2019-07-02 23:00:56,13.34,10.15,387.51,5.27,8.02,0.0
2019-07-03 00:00:56,12.98,8.36,391.28,5.11,8.23,0.0
2019-07-03 01:00:56,16.72,7.33,459.82,6.59,11.58,0.0
2019-07-03 02:00:56,9.79,5.7,372.6,4.58,7.37,0.0
2019-07-03 03:00:56,9.2,5.31,369.19,3.94,6.63,0.0
2019-07-03 04:00:56,9.56,3.95,411.82,3.97,6.84,0.0
2019-07-03 05:00:56,6.45,3.91,390.59,4.73,7.45,0.0
2019-07-03 06:00:56,12.73,2.41,399.49,4.05,6.73,0.0
2019-07-03 07:00:56,25.19,1.75,426.27,4.34,7.07,0.0
2019-07-03 08:00:56,25.04,0.98,503.71,31.53,36.83,0.0
2019-07-03 09:00:56,26.16,0.45,625.76,56.56,69.23,0.0
2019-07-03 10:00:56,26.71,4.53,621.7,56.71,64.01,0.0
2019-07-03 11:00:56,20.55,12.9,795.12,56.46,67.04,0.0
2019-07-03 12:00:56,20.76,18.27,698.92,44.47,47.84,0.0
2019-07-03 13:00:56,39.67,23.41,607.42,27.06,29.83,0.0
2019-07-03 14:00:56,50.53,25.85,525.17,12.96,15.67,0.0
2019-07-03 15:00:56,38.25,34.04,436.6,10.54,13.23,0.0
2019-07-03 16:00:56,27.71,97.03,101.83,9.64,12.34,0.0
2019-07-03 17:00:56,21.01,44.21,0.0,17.22,20.34,0.0
2019-07-03 18:00:56,28.54,40.25,319.18,7.11,9.89,0.0
2019-07-03 19:00:56,29.97,33.39,411.58,5.55,9.34,0.0
2019-07-03 20:00:56,25.38,27.99,404.78,5.97,8.94,0.0
2019-07-03 21:00:56,27.71,26.61,560.08,5.65,9.08,0.0
2019-07-03 22:00:56,25.99,26.37,465.02,5.06,8.17,0.0
2019-07-03 23:00:56,16.83,27.16,528.34,4.94,7.63,0.0
2019-07-04 00:00:56,19.42,27.19,585.64,6.58,10.03,0.0
2019-07-04 01:00:56,29.02,21.31,574.16,3.85,6.66,0.0
2019-07-04 02:00:56,32.56,17.06,625.68,4.65,7.33,0.0
2019-07-04 03:00:56,27.6,14.95,708.43,12.13,14.8,0.0
2019-07-04 04:00:56,30.72,12.82,709.27,29.58,32.86,0.0
2019-07-04 05:00:56,33.15,12.49,509.86,11.28,14.08,0.0
2019-07-04 06:00:56,18.76,11.37,367.52,3.95,6.63,0.0
2019-07-04 07:00:56,12.03,10.55,348.37,4.1,6.79,0.0
2019-07-04 08:00:56,10.66,9.3,433.64,8.3,11.1,0.0
2019-07-04 09:00:56,13.52,9.97,594.52,30.66,35.51,0.0
2019-07-04 10:00:56,12.97,11.63,512.21,28.48,35.03,0.0
2019-07-04 11:00:56,12.78,13.96,506.27,31.04,36.51,0.0
2019-07-04 12:00:56,13.68,18.64,384.96,17.95,21.14,0.0
2019-07-04 13:00:56,15.45,17.16,315.12,12.22,15.46,0.0
2019-07-04 14:00:56,13.91,17.44,150.68,4.2,6.88,0.0
2019-07-04 15:00:56,14.87,15.16,182.23,5.84,9.22,0.0
2019-07-04 16:00:56,21.05,14.66,132.12,5.91,9.86,0.0
2019-07-04 17:00:56,24.25,15.24,154.37,7.05,10.14,0.0
2019-07-04 18:00:56,17.32,13.05,192.44,4.75,7.51,0.0
2019-07-04 19:00:56,10.25,13.32,172.85,7.5,10.68,0.0
2019-07-04 20:00:56,15.38,12.85,185.06,4.53,7.27,0.0
2019-07-04 21:00:56,22.86,12.43,224.24,4.02,6.95,0.0
2019-07-04 22:00:56,16.32,10.43,250.55,3.96,6.65,0.0
2019-07-04 23:00:56,19.81,9.92,277.97,4.84,8.06,0.0
2019-07-05 00:00:56,21.0,9.79,280.53,4.05,6.74,0.0
2019-07-05 01:00:56,21.72,9.36,350.51,5.32,8.07,0.0
2019-07-05 02:00:56,24.31,10.73,360.33,4.28,6.97,0.0
2019-07-05 03:00:56,28.95,10.04,368.15,4.46,7.55,0.0
2019-07-05 04:00:56,23.83,9.14,371.29,3.95,6.64,0.0
2019-07-05 05:00:56,22.34,9.02,366.52,5.02,7.73,0.0
2019-07-05 06:00:56,19.69,8.05,418.74,4.16,6.99,0.0
2019-07-05 07:00:56,19.11,6.52,416.83,3.93,6.6,0.0
2019-07-05 08:00:56,14.11,5.86,531.97,6.22,9.03,0.0
2019-07-05 09:00:56,15.49,6.31,572.51,16.64,22.7,0.0
2019-07-05 10:00:56,16.58,6.82,672.66,22.22,25.35,0.0
2019-07-05 11:00:56,17.53,7.54,455.36,7.26,9.93,0.0
2019-07-05 12:00:56,13.47,14.24,365.04,5.19,7.86,0.0
2019-07-05 13:00:56,13.57,23.13,293.76,4.5,7.19,0.0
2019-07-05 14:00:56,13.04,24.71,309.04,4.6,7.29,0.0
2019-07-05 15:00:56,16.13,23.9,315.71,5.23,7.94,0.0
2019-07-05 16:00:56,8.85,21.81,312.38,4.67,7.71,0.0
2019-07-05 17:00:56,7.41,16.07,242.81,4.74,7.85,0.0
2019-07-05 18:00:56,7.92,15.95,156.38,4.59,7.33,0.0
2019-07-05 19:00:56,7.4,13.84,220.42,5.67,8.6,0.0
2019-07-05 20:00:56,14.5,13.2,254.02,4.97,7.86,0.0
2019-07-05 21:00:56,18.78,14.28,228.29,5.47,8.6,0.0
2019-07-05 22:00:56,13.67,12.66,305.94,6.41,9.7,0.0
2019-07-05 23:00:56,18.36,11.81,360.86,6.61,9.37,0.0
2019-07-06 00:00:56,26.49,10.54,427.28,5.61,8.51,0.0
2019-07-06 01:00:56,27.2,9.17,334.71,4.7,7.35,0.0
2019-07-06 02:00:56,22.24,8.22,353.78,5.4,8.68,0.0
2019-07-06 03:00:56,24.15,7.91,371.27,4.53,7.21,0.0
2019-07-06 04:00:56,19.52,6.58,440.05,4.97,7.71,0.0
2019-07-06 05:00:56,18.89,7.07,437.38,4.82,7.51,0.0
2019-07-06 06:00:56,21.37,6.08,496.93,4.79,7.48,0.0
2019-07-06 07:00:56,21.36,6.48,612.59,6.16,8.85,0.0
2019-07-06 08:00:56,21.45,6.2,617.5,13.78,18.32,0.0
2019-07-06 09:00:56,34.02,6.92,896.76,62.86,76.51,0.0
2019-07-06 10:00:56,43.9,27.62,626.14,43.77,48.16,0.0
2019-07-06 11:00:56,45.0,38.96,568.23,18.64,21.45,0.0
2019-07-06 12:00:56,48.84,25.06,530.39,17.52,20.64,0.0
2019-07-06 13:00:56,45.0,17.4,469.45,11.18,13.93,0.0
2019-07-06 14:00:56,37.03,12.84,487.45,12.79,15.51,0.0
2019-07-06 15:00:56,35.67,9.34,496.21,14.37,17.09,0.0
2019-07-06 16:00:56,37.61,6.83,587.93,10.44,13.13,0.0
2019-07-06 17:00:56,35.9,13.09,351.54,5.49,8.8,0.0
2019-07-06 18:00:56,37.85,12.24,309.64,5.29,8.05,0.0
2019-07-06 19:00:56,30.59,11.54,350.72,5.6,8.48,0.0
2019-07-06 20:00:56,27.4,9.88,306.26,4.13,6.84,0.0
2019-07-06 21:00:56,28.71,9.21,323.74,5.6,8.34,0.0
2019-07-06 22:00:56,23.32,8.77,326.94,4.76,7.52,0.0
2019-07-06 23:00:56,13.97,8.87,464.16,5.11,8.89,0.0
2019-07-07 00:00:56,18.73,8.64,424.91,4.4,7.67,0.0
2019-07-07 01:00:56,27.77,8.28,506.91,7.58,10.98,0.0
2019-07-07 02:00:56,22.14,7.09,502.11,5.66,8.37,0.0
2019-07-07 03:00:56,19.3,6.18,410.39,4.2,6.91,0.0
2019-07-07 04:00:56,13.84,5.34,429.02,3.94,6.62,0.0
2019-07-07 05:00:56,19.14,3.73,430.67,3.93,6.61,0.0
2019-07-07 06:00:56,26.31,3.41,437.77,3.92,6.6,0.0
2019-07-07 07:00:56,24.02,1.29,484.5,3.95,6.63,0.0
2019-07-07 08:00:56,17.29,1.55,498.64,5.24,8.0,0.0
2019-07-07 09:00:56,18.94,1.26,432.63,4.56,7.28,0.0
2019-07-07 10:00:56,23.46,4.86,644.05,21.22,24.3,0.0
2019-07-07 11:00:56,22.87,103.38,1010.13,36.68,40.1,0.0
2019-07-07 12:00:56,21.34,109.84,620.1,13.4,16.18,0.0
2019-07-07 13:00:56,24.49,73.44,437.28,5.01,7.69,0.0
2019-07-07 14:00:56,23.13,46.99,328.61,4.2,6.87,0.0
2019-07-07 15:00:56,14.93,37.74,343.6,4.21,6.89,0.0
2019-07-07 16:00:56,17.44,26.11,248.47,5.27,7.98,0.0
2019-07-07 17:00:56,18.48,17.03,197.33,4.88,7.56,0.0
2019-07-07 18:00:56,24.23,14.68,137.77,5.54,8.48,0.0
2019-07-07 19:00:56,34.85,15.2,157.75,5.36,8.01,0.0
2019-07-07 20:00:56,22.64,17.78,166.28,5.11,7.82,0.0
2019-07-07 21:00:56,22.47,18.74,216.11,5.42,8.49,0.0
2019-07-07 22:00:56,21.29,19.76,385.22,5.89,8.9,0.0
2019-07-07 23:00:56,23.07,24.36,394.57,5.65,9.12,0.0
2019-07-08 00:00:56,23.8,25.25,355.14,8.14,11.92,0.0
2019-07-08 01:00:56,29.5,24.06,331.92,8.55,11.77,0.0
2019-07-08 02:00:56,17.3,19.53,321.61,10.83,13.53,0.0
2019-07-08 03:00:56,17.56,15.8,264.61,4.64,7.34,0.0
2019-07-08 04:00:56,18.25,12.59,398.45,6.24,9.09,0.0
2019-07-08 05:00:56,11.55,12.34,519.41,6.03,8.71,0.0
2019-07-08 06:00:56,13.81,13.85,656.29,13.29,15.84,0.0
2019-07-08 07:00:56,19.49,14.8,663.18,11.89,14.64,0.0
2019-07-08 08:00:56,26.72,18.73,694.69,33.05,38.79,0.0
2019-07-08 09:00:56,43.6,57.24,829.07,69.64,87.16,0.0
2019-07-08 10:00:56,48.18,67.66,617.02,82.29,96.77,0.0
2019-07-08 11:00:56,36.9,94.16,432.8,33.36,37.42,0.0
2019-07-08 12:00:56,41.64,41.7,423.5,10.4,13.12,0.0
2019-07-08 13:00:56,29.4,25.98,436.01,10.82,13.61,0.0
2019-07-08 14:00:56,25.56,19.6,428.13,9.58,12.31,0.0
2019-07-08 15:00:56,31.45,16.05,359.97,17.95,20.69,0.0
2019-07-08 16:00:56,32.35,21.99,378.71,29.69,32.5,0.0
2019-07-08 17:00:56,28.69,19.71,351.89,25.31,28.26,0.0
2019-07-08 18:00:56,36.29,10.68,460.22,7.35,10.24,0.0
2019-07-08 19:00:56,45.1,9.48,436.61,7.22,10.09,0.0
2019-07-08 20:00:56,46.64,9.22,440.14,6.35,9.1,0.0
2019-07-08 21:00:56,41.99,7.82,404.61,4.68,7.4,0.0
2019-07-08 22:00:56,25.42,7.82,429.75,5.85,9.34,0.0
2019-07-08 23:00:56,24.17,9.71,434.11,5.83,8.52,0.0
2019-07-09 00:00:56,24.81,9.3,569.2,8.24,11.53,0.0
2019-07-09 01:00:56,16.81,9.43,540.11,5.57,8.39,0.0
2019-07-09 02:00:56,13.35,8.17,524.62,4.19,6.88,0.0
2019-07-09 03:00:56,19.23,7.19,471.1,5.29,7.99,0.0
2019-07-09 04:00:56,19.98,5.68,423.37,6.19,8.88,0.0
2019-07-09 05:00:56,16.88,5.78,367.52,4.2,6.98,0.0
2019-07-09 06:00:56,11.32,4.91,364.37,4.05,6.73,0.0
2019-07-09 07:00:56,14.27,3.67,504.12,4.13,6.81,0.0
2019-07-09 08:00:56,26.96,2.6,482.14,13.57,17.29,0.0
2019-07-09 09:00:56,24.11,3.6,1030.99,89.74,122.16,0.0
2019-07-09 10:00:56,16.77,15.57,706.43,70.75,92.43,0.0
2019-07-09 11:00:56,16.82,74.51,949.58,82.01,96.58,0.0
2019-07-09 12:00:56,26.11,63.39,344.87,11.43,14.16,0.0
2019-07-09 13:00:56,29.21,34.39,309.18,4.41,7.1,0.0
2019-07-09 14:00:56,15.16,29.49,240.58,14.0,17.09,0.0
2019-07-09 15:00:56,9.92,47.84,220.74,14.78,17.52,0.0
2019-07-09 16:00:56,16.39,51.9,381.49,7.22,9.91,0.0
2019-07-09 17:00:56,28.45,27.16,366.43,8.71,11.44,0.0
2019-07-09 18:00:56,30.86,20.21,366.5,5.97,8.77,0.0
2019-07-09 19:00:56,23.87,20.06,392.28,6.62,10.09,0.0
2019-07-09 20:00:56,17.05,19.65,315.56,5.06,7.75,0.0
2019-07-09 21:00:56,26.23,17.48,295.21,5.19,7.92,0.0
2019-07-09 22:00:56,33.73,17.69,538.89,10.32,13.0,0.0
2019-07-09 23:00:56,20.43,17.27,573.98,12.78,15.47,0.0
2019-07-10 00:00:56,21.86,17.45,347.86,6.33,9.13,0.0
2019-07-10 01:00:56,26.4,16.76,372.15,10.22,15.33,0.0
2019-07-10 02:00:56,20.33,14.49,340.87,4.69,7.4,0.0
2019-07-10 03:00:56,24.93,13.25,355.43,4.15,6.83,0.0
2019-07-10 04:00:56,19.09,12.53,384.37,4.18,6.86,0.0
2019-07-10 05:00:56,11.35,10.27,376.06,4.04,6.72,0.0
2019-07-10 06:00:56,9.57,8.9,384.7,3.96,6.66,0.0
2019-07-10 07:00:56,9.93,7.67,411.34,4.66,7.69,0.0
2019-07-10 08:00:56,8.63,5.71,513.99,20.97,24.62,0.0
2019-07-10 09:00:56,8.87,4.05,722.78,24.87,27.65,0.0
2019-07-10 10:00:56,17.84,2.49,1219.54,74.81,78.67,0.0
2019-07-10 11:00:56,31.89,1.7,412.84,6.75,9.67,0.0
2019-07-10 12:00:56,33.19,3.75,364.13,7.5,10.46,0.0
2019-07-10 13:00:56,19.28,3.7,348.01,22.87,26.42,0.0
2019-07-10 14:00:56,16.31,5.68,324.31,9.45,12.12,0.0
2019-07-10 15:00:56,18.96,6.51,247.64,5.37,8.28,0.0
2019-07-10 16:00:56,14.9,7.37,264.83,4.38,7.86,0.0
2019-07-10 17:00:56,15.97,7.61,251.78,5.89,8.59,0.0
2019-07-10 18:00:56,12.83,8.68,259.73,5.12,8.31,0.0
2019-07-10 19:00:56,15.83,7.93,319.68,7.13,10.47,0.0
2019-07-10 20:00:56,15.44,7.56,272.43,6.13,9.0,0.0
2019-07-10 21:00:56,14.92,6.58,294.45,6.06,9.11,0.0
2019-07-10 22:00:56,10.91,7.29,312.2,4.71,7.44,0.0
2019-07-10 23:00:56,13.7,6.37,473.33,6.03,9.31,0.0
2019-07-11 00:00:56,20.2,7.11,374.36,5.98,8.85,0.0
2019-07-11 01:00:56,13.01,6.28,354.04,4.32,7.05,0.0
2019-07-11 02:00:56,13.14,6.61,347.66,5.28,8.06,0.0
2019-07-11 03:00:56,17.26,6.55,338.79,4.02,6.74,0.0
2019-07-11 04:00:56,19.33,5.75,320.47,4.76,7.45,0.0
2019-07-11 05:00:56,19.41,5.07,356.85,4.98,7.66,0.0
2019-07-11 06:00:56,25.72,4.89,288.79,10.3,17.91,0.0
2019-07-11 07:00:56,13.58,4.15,296.88,4.56,7.56,0.0
2019-07-11 08:00:56,8.39,3.73,325.28,5.31,8.03,0.0
2019-07-11 09:00:56,6.81,2.99,298.67,8.32,21.68,0.0
2019-07-11 10:00:56,5.65,2.04,271.07,5.55,8.29,0.0
2019-07-11 11:00:56,4.89,1.33,271.31,7.0,12.19,0.0
2019-07-11 12:00:56,0.0,1.31,267.03,4.59,7.51,0.0
2019-07-11 13:00:56,0.0,0.51,361.86,6.89,10.21,0.0
2019-07-11 14:00:56,0.0,0.3,346.82,5.66,8.49,0.0
2019-07-11 15:00:56,0.0,0.49,409.44,6.02,9.25,0.0
2019-07-11 16:00:56,0.0,0.59,388.61,5.23,8.66,0.0
2019-07-11 17:00:56,0.0,0.31,362.42,5.27,8.2,0.0
2019-07-11 18:00:56,0.0,0.31,314.58,5.13,7.95,0.0
2019-07-11 19:00:56,0.0,0.24,367.01,4.96,8.03,0.0
2019-07-11 20:00:56,0.0,0.04,434.95,7.93,10.76,0.0
2019-07-11 21:00:56,0.0,0.01,375.13,5.46,8.23,0.0
2019-07-11 22:00:56,0.0,0.03,747.49,6.84,10.01,0.0
2019-07-11 23:00:56,0.0,0.03,389.63,6.73,10.03,0.0
2019-07-12 00:00:56,0.0,0.04,313.28,7.59,11.34,0.0
2019-07-12 01:00:56,0.0,0.02,364.69,5.19,8.02,0.0
2019-07-12 02:00:56,0.0,0.0,373.23,4.25,6.95,0.0
2019-07-12 03:00:56,0.0,0.02,333.52,4.37,7.08,0.0
2019-07-12 04:00:56,0.0,0.0,321.82,3.95,6.64,0.0
2019-07-12 05:00:56,0.0,0.05,280.88,3.95,6.63,0.0
2019-07-12 06:00:56,0.0,0.0,284.91,3.94,6.62,0.0
2019-07-12 07:00:56,0.0,0.0,402.13,5.82,9.43,0.0
2019-07-12 08:00:56,0.0,0.0,495.5,15.39,22.07,0.0
2019-07-12 09:00:56,0.0,0.0,551.57,48.09,60.42,0.0
2019-07-12 10:00:56,0.0,0.0,513.59,59.69,69.14,0.0
2019-07-12 11:00:56,0.0,14.69,481.25,31.81,35.62,0.0
2019-07-12 12:00:56,0.0,17.42,317.64,7.23,9.99,0.0
2019-07-12 13:00:56,0.0,8.63,349.18,8.13,11.07,0.0
2019-07-12 14:00:56,0.0,3.27,341.06,9.24,13.12,0.0
2019-07-12 15:00:56,0.0,2.93,217.63,4.89,7.74,0.0
2019-07-12 16:00:56,0.0,0.5,290.36,8.35,11.05,0.0
2019-07-12 17:00:56,0.0,12.35,268.47,7.25,9.94,0.0
2019-07-12 18:00:56,0.0,26.84,518.15,26.65,29.47,0.0
2019-07-12 19:00:56,0.0,19.86,497.83,36.81,39.69,0.0
2019-07-12 20:00:56,0.0,14.65,364.37,18.79,21.49,0.0
2019-07-12 21:00:56,0.0,8.51,384.96,17.0,19.67,0.0
2019-07-12 22:00:56,0.0,3.31,453.77,10.79,13.57,0.0
2019-07-12 23:00:56,0.0,0.88,415.95,9.69,13.07,0.0
2019-07-13 00:00:56,0.0,0.15,345.58,6.91,9.88,0.0
2019-07-13 01:00:56,0.0,0.01,394.75,7.53,11.7,0.0
2019-07-13 02:00:56,0.0,0.0,338.96,6.01,9.05,0.0
2019-07-13 03:00:56,0.0,0.0,297.16,4.24,6.92,0.0
2019-07-13 04:00:56,0.0,0.0,421.6,9.9,12.68,0.0
2019-07-13 05:00:56,0.0,0.0,576.5,24.7,29.09,0.0
2019-07-13 06:00:56,0.0,0.0,543.97,16.39,19.19,0.0
2019-07-13 07:00:56,0.0,0.0,587.87,12.62,15.94,0.0
2019-07-13 08:00:56,0.0,0.0,593.12,20.74,25.39,0.0
2019-07-13 09:00:56,0.0,2.53,481.42,22.21,26.52,0.0
2019-07-13 10:00:56,0.0,32.0,404.76,4.92,7.62,0.0
2019-07-13 11:00:56,0.0,37.46,419.8,4.54,7.23,0.0
2019-07-13 12:00:56,0.0,30.46,371.99,4.83,7.52,0.0
2019-07-13 13:00:56,0.0,23.65,288.05,4.27,6.96,0.0
2019-07-13 14:00:56,0.0,18.7,249.0,4.15,6.82,0.0
2019-07-13 15:00:56,0.0,10.64,163.61,4.08,6.77,0.0
2019-07-13 16:00:56,0.0,19.18,166.97,4.46,7.17,0.0
2019-07-13 17:00:56,0.0,18.95,155.22,4.11,6.78,0.0
2019-07-13 18:00:56,0.0,10.67,185.4,5.94,8.73,0.0
2019-07-13 19:00:56,0.0,5.31,231.54,6.21,9.29,0.0
2019-07-13 20:00:56,0.0,3.64,228.08,4.99,7.84,0.0
2019-07-13 21:00:56,0.0,2.48,249.64,6.93,9.96,0.0
2019-07-13 22:00:56,0.0,1.09,275.63,6.69,9.63,0.0
2019-07-13 23:00:56,0.0,1.9,379.32,4.88,8.19,0.0
2019-07-14 00:00:56,0.0,1.67,346.59,5.09,7.8,0.0
2019-07-14 01:00:56,0.0,1.06,360.51,4.96,7.75,0.0
2019-07-14 02:00:56,0.0,0.26,292.96,4.06,6.76,0.0
2019-07-14 03:00:56,0.0,0.13,311.05,3.96,6.64,0.0
2019-07-14 04:00:56,0.0,0.05,264.55,3.96,6.64,0.0
2019-07-14 05:00:56,0.0,0.0,263.81,3.93,6.61,0.0
2019-07-14 06:00:56,0.0,0.0,283.63,4.19,6.94,0.0
2019-07-14 07:00:56,0.0,0.0,276.23,4.02,6.71,0.0
2019-07-14 08:00:56,0.0,0.0,272.7,5.48,8.35,0.0
2019-07-14 09:00:56,0.0,0.0,412.19,15.77,18.62,0.0
2019-07-14 10:00:56,0.0,0.0,871.6,36.74,44.55,0.0
2019-07-14 11:00:56,0.0,0.0,1341.75,67.38,84.24,0.0
2019-07-14 12:00:56,0.0,2.2,1187.28,55.12,61.0,0.0
2019-07-14 13:00:56,0.0,6.01,902.36,41.03,44.21,0.0
2019-07-14 14:00:56,0.0,4.04,705.45,25.16,28.07,0.0
2019-07-14 15:00:56,0.0,3.23,660.17,18.68,21.49,0.0
2019-07-14 16:00:56,0.0,6.57,519.66,13.41,16.5,0.0
2019-07-14 17:00:56,0.0,4.46,470.07,9.16,12.07,0.0
2019-07-14 18:00:56,0.0,0.73,494.25,8.73,11.42,0.0
2019-07-14 19:00:56,0.0,0.05,499.89,10.75,13.44,0.0
2019-07-14 20:00:56,0.0,0.03,594.69,17.08,19.8,0.0
2019-07-14 21:00:56,0.0,0.34,584.62,6.95,10.57,0.0
2019-07-14 22:00:56,0.0,0.0,429.09,5.66,8.45,0.0
2019-07-14 23:00:56,0.0,0.0,453.14,6.87,9.61,0.0
2019-07-15 00:00:56,0.0,0.0,521.53,14.29,17.14,0.0
2019-07-15 01:00:56,0.0,0.0,588.79,17.9,20.6,0.0
2019-07-15 02:00:56,0.0,0.0,516.78,13.23,15.91,0.0
2019-07-15 03:00:56,0.0,0.0,446.43,7.51,10.2,0.0
2019-07-15 04:00:56,0.0,0.0,428.93,5.79,8.49,0.0
2019-07-15 05:00:56,0.0,0.0,422.44,4.28,6.97,0.0
2019-07-15 06:00:56,0.0,0.0,458.34,4.49,7.17,0.0
2019-07-15 07:00:56,0.0,0.0,482.63,5.21,8.13,0.0
2019-07-15 08:00:56,0.0,0.0,463.71,5.09,7.79,0.0
2019-07-15 09:00:56,0.0,0.0,523.61,13.06,33.41,0.0
2019-07-15 10:00:56,0.0,0.0,467.83,6.39,10.24,0.0
2019-07-15 11:00:56,0.0,0.0,468.99,5.3,8.65,0.0
2019-07-15 12:00:56,0.0,0.0,539.25,13.79,18.63,0.0
2019-07-15 13:00:56,0.0,0.0,505.64,6.1,8.93,0.0
2019-07-15 14:00:56,0.0,0.0,531.11,8.37,11.58,0.0
2019-07-15 15:00:56,0.0,0.0,438.58,7.06,9.92,0.0
2019-07-15 16:00:56,0.0,0.0,345.33,4.56,7.87,0.0
2019-07-15 17:00:56,0.0,0.0,390.13,5.91,9.4,0.0
2019-07-15 18:00:56,0.0,0.0,335.37,4.36,7.1,0.0
2019-07-15 19:00:56,0.0,0.0,349.57,5.58,8.31,0.0
2019-07-15 20:00:56,0.0,0.0,494.74,5.6,8.29,0.0
2019-07-15 21:00:56,0.0,0.0,439.58,6.33,9.03,0.0
2019-07-15 22:00:56,0.0,0.0,527.5,8.35,11.83,0.0
2019-07-15 23:00:56,0.0,0.0,719.26,12.38,19.92,0.0
2019-07-16 00:00:56,0.0,0.0,642.34,5.52,8.96,0.0
2019-07-16 01:00:56,0.0,0.0,509.57,5.65,8.39,0.0
2019-07-16 02:00:56,0.0,0.0,391.67,4.24,6.92,0.0
2019-07-16 03:00:56,0.0,0.0,362.72,4.02,6.7,0.0
2019-07-16 04:00:56,0.0,0.0,338.82,3.98,6.67,0.0
2019-07-16 05:00:56,0.0,0.0,368.76,4.0,6.68,0.0
2019-07-16 06:00:56,0.0,0.0,357.02,4.01,6.69,0.0
2019-07-16 07:00:56,0.0,0.0,397.96,6.12,9.0,0.0
2019-07-16 08:00:56,0.0,0.0,535.76,10.4,14.64,0.0
2019-07-16 09:00:56,0.0,0.0,617.18,57.31,74.59,0.0
2019-07-16 10:00:56,0.0,0.58,1237.61,57.74,77.96,0.0
2019-07-16 11:00:56,0.0,6.95,872.42,20.48,23.56,0.0
2019-07-16 12:00:56,0.0,14.18,691.5,11.95,14.66,0.0
2019-07-16 13:00:56,0.0,19.68,283.88,5.4,8.09,0.0
2019-07-16 14:00:56,0.0,18.33,489.98,6.02,8.71,0.0
