Date,PM10 ( µg/m3 ),SO2 ( µg/m3 )
2022-03-23 16:00:56,22.31,48.5
2022-03-23 17:00:56,33.06,52.25
2022-03-23 18:00:56,35.06,52.38
2022-03-23 19:00:56,37.03,50.29
2022-03-23 20:00:56,38.11,38.61
2022-03-23 21:00:56,42.28,29.31
2022-03-23 22:00:56,52.25,35.36
2022-03-23 23:00:56,60.1,16.07
2022-03-24 00:00:56,28.92,10.38
2022-03-24 01:00:56,25.86,8.87
2022-03-24 02:00:56,20.92,8.72
2022-03-24 03:00:56,18.23,9.09
2022-03-24 04:00:56,26.06,8.56
2022-03-24 05:00:56,27.89,8.83
2022-03-24 06:00:56,24.25,8.77
2022-03-24 07:00:56,33.11,10.05
2022-03-24 08:00:56,36.94,12.34
2022-03-24 09:00:56,35.28,11.99
2022-03-24 10:00:56,44.77,11.88
2022-03-24 11:00:56,36.86,10.96
2022-03-24 12:00:56,31.8,0.0
2022-03-24 13:00:56,0.0,0.0
