Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2022-03-22 16:00:56,29.69,8.6,14.34,21.6,127.8
2022-03-22 17:00:56,34.81,8.84,17.26,24.43,120.99
2022-03-22 18:00:56,40.81,10.58,23.68,30.57,117.29
2022-03-22 19:00:56,47.78,10.95,34.36,40.57,120.65
2022-03-22 20:00:56,73.19,12.64,36.31,41.92,109.55
2022-03-22 21:00:56,72.06,9.8,42.19,48.69,96.39
2022-03-22 22:00:56,77.81,11.08,36.69,43.1,92.56
2022-03-22 23:00:56,75.09,12.36,39.59,45.83,93.18
2022-03-23 00:00:56,101.16,11.41,21.49,27.41,107.51
2022-03-23 01:00:56,62.28,9.18,35.1,41.15,80.31
2022-03-23 02:00:56,85.22,8.91,32.68,38.85,78.79
2022-03-23 03:00:56,78.25,10.09,30.82,37.14,78.2
2022-03-23 04:00:56,82.84,8.39,27.0,32.88,80.77
2022-03-23 05:00:56,79.12,8.77,28.98,34.79,77.52
2022-03-23 06:00:56,82.88,8.02,16.78,22.4,90.64
2022-03-23 07:00:56,46.18,7.8,19.9,25.88,85.9
2022-03-23 08:00:56,47.91,8.88,19.66,29.79,87.11
2022-03-23 09:00:56,37.34,9.37,14.48,24.02,91.52
2022-03-23 10:00:56,37.0,8.58,12.82,21.9,98.76
2022-03-23 11:00:56,34.09,8.82,11.45,19.07,104.69
2022-03-23 12:00:56,34.97,8.39,9.91,16.4,106.82
2022-03-23 13:00:56,24.34,8.24,11.28,18.64,106.66
2022-03-23 14:00:56,26.91,9.87,12.82,21.23,105.28
2022-03-23 15:00:56,61.88,9.9,9.58,15.64,111.35
2022-03-23 16:00:56,30.06,9.96,9.83,15.73,110.61
2022-03-23 17:00:56,29.97,0.0,14.3,20.46,108.57
2022-03-23 18:00:56,31.94,11.37,22.81,31.92,96.55
2022-03-23 19:00:56,51.38,10.01,24.03,30.75,90.53
2022-03-23 20:00:56,43.28,9.2,17.93,24.5,94.53
2022-03-23 21:00:56,33.31,9.52,17.49,23.87,89.9
2022-03-23 22:00:56,32.03,9.54,13.0,18.1,95.08
2022-03-23 23:00:56,32.97,8.92,12.15,17.65,95.19
2022-03-24 00:00:56,31.06,8.72,8.23,13.2,94.67
2022-03-24 01:00:56,26.16,8.64,9.29,13.82,93.49
2022-03-24 02:00:56,0.0,0.0,0.0,0.0,0.0
