Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),PM 2.5 ( µg/m3 ),O3 ( µg/m3 )
2018-03-29 00:00:56,0.0,1.49,0.0,0.0,0.0,0.0,0.0
2018-03-29 01:00:56,0.0,0.68,0.0,0.0,0.0,0.0,0.0
2018-03-29 02:00:56,0.0,0.94,0.0,0.0,0.0,0.0,0.0
2018-03-29 03:00:56,0.0,0.43,0.0,0.0,0.0,0.0,0.0
2018-03-29 04:00:56,0.0,0.8,0.0,0.0,0.0,0.0,0.0
2018-03-29 05:00:56,0.0,0.32,0.0,0.0,0.0,0.0,0.0
2018-03-29 06:00:56,0.0,0.57,0.0,0.0,0.0,0.0,0.0
2018-03-29 07:00:56,0.0,0.23,0.0,0.0,0.0,0.0,0.0
2018-03-29 08:00:56,0.0,0.63,0.0,0.0,0.0,0.0,0.0
2018-03-29 09:00:56,0.0,0.82,0.0,0.0,0.0,0.0,0.0
2018-03-29 10:00:56,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-03-29 11:00:56,0.0,1.37,0.0,0.0,0.0,0.0,0.0
2018-03-29 12:00:56,0.0,1.82,0.0,0.0,0.0,0.0,0.0
2018-03-29 13:00:56,0.0,1.36,0.0,0.0,0.0,0.0,0.0
2018-03-29 14:00:56,0.0,1.52,0.0,0.0,0.0,0.0,0.0
2018-03-29 15:00:56,0.0,1.52,0.0,0.0,0.0,0.0,0.0
2018-03-29 16:00:56,0.0,1.22,0.0,0.0,0.0,0.0,0.0
2018-03-29 17:00:56,0.0,0.87,0.0,0.0,0.0,0.0,0.0
2018-03-29 18:00:56,0.0,0.46,0.0,0.0,0.0,0.0,0.0
2018-03-29 19:00:56,0.0,0.87,0.0,0.0,0.0,0.0,0.0
2018-03-29 20:00:56,0.0,1.3,0.0,0.0,0.0,0.0,0.0
2018-03-29 21:00:56,0.0,2.89,0.0,0.0,0.0,0.0,0.0
2018-03-29 22:00:56,0.0,1.52,0.0,0.0,0.0,0.0,0.0
2018-03-29 23:00:56,0.0,0.68,0.0,0.0,0.0,0.0,0.0
2018-03-30 00:00:56,0.0,0.54,0.0,0.0,0.0,0.0,0.0
2018-03-30 01:00:56,0.0,1.34,0.0,0.0,0.0,0.0,0.0
2018-03-30 02:00:56,0.0,2.43,0.0,0.0,0.0,0.0,0.0
2018-03-30 03:00:56,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2018-03-30 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-30 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-30 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-30 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-30 08:00:56,0.0,0.07,0.0,0.0,0.0,0.0,0.0
2018-03-30 09:00:56,0.0,1.19,0.0,0.0,0.0,0.0,0.0
2018-03-30 10:00:56,0.0,3.29,0.0,0.0,0.0,0.0,0.0
2018-03-30 11:00:56,0.0,5.95,0.0,0.0,0.0,0.0,0.0
2018-03-30 12:00:56,0.0,4.88,0.0,0.0,0.0,0.0,0.0
2018-03-30 13:00:56,0.0,3.14,0.0,0.0,0.0,0.0,0.0
2018-03-30 14:00:56,0.0,2.41,0.0,0.0,0.0,0.0,0.0
2018-03-30 15:00:56,0.0,1.42,0.0,0.0,0.0,0.0,0.0
2018-03-30 16:00:56,0.0,1.42,0.0,0.0,0.0,0.0,0.0
2018-03-30 17:00:56,31.84,0.85,0.0,0.0,0.0,0.0,0.0
2018-03-30 18:00:56,28.0,0.55,0.0,0.0,0.0,0.0,0.0
2018-03-30 19:00:56,28.15,0.34,0.0,0.0,0.0,0.0,0.0
2018-03-30 20:00:56,32.08,0.3,0.0,0.0,0.0,0.0,0.0
2018-03-30 21:00:56,33.58,1.5,0.0,0.0,0.0,0.0,0.0
2018-03-30 22:00:56,23.23,1.39,0.0,0.0,0.0,0.0,0.0
2018-03-30 23:00:56,28.88,1.83,0.0,0.0,0.0,0.0,0.0
2018-03-31 00:00:56,26.73,2.01,0.0,0.0,0.0,0.0,0.0
2018-03-31 01:00:56,45.25,1.98,0.0,0.0,0.0,0.0,0.0
2018-03-31 02:00:56,50.12,1.24,0.0,0.0,0.0,0.0,0.0
2018-03-31 03:00:56,27.8,1.12,0.0,0.0,0.0,0.0,0.0
2018-03-31 04:00:56,22.88,0.87,0.0,0.0,0.0,0.0,0.0
2018-03-31 05:00:56,20.25,0.37,0.0,0.0,0.0,0.0,0.0
2018-03-31 06:00:56,25.92,0.2,0.0,0.0,0.0,0.0,0.0
2018-03-31 07:00:56,24.44,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-31 08:00:56,35.24,0.35,0.0,0.0,0.0,0.0,0.0
2018-03-31 09:00:56,41.16,1.82,0.0,0.0,0.0,0.0,0.0
2018-03-31 10:00:56,44.24,1.96,0.0,0.0,0.0,0.0,0.0
2018-03-31 11:00:56,27.09,2.21,0.0,0.0,0.0,0.0,0.0
2018-03-31 12:00:56,29.04,2.36,0.0,0.0,0.0,0.0,0.0
2018-03-31 13:00:56,30.0,2.03,0.0,0.0,0.0,0.0,0.0
2018-03-31 14:00:56,30.46,2.02,0.0,0.0,0.0,0.0,0.0
2018-03-31 15:00:56,40.8,1.99,0.0,0.0,0.0,0.0,0.0
2018-03-31 16:00:56,35.76,1.58,0.0,0.0,0.0,0.0,0.0
2018-03-31 17:00:56,29.92,1.57,0.0,0.0,0.0,0.0,0.0
2018-03-31 18:00:56,28.25,0.6,0.0,0.0,0.0,0.0,0.0
2018-03-31 19:00:56,34.13,1.35,0.0,0.0,0.0,0.0,0.0
2018-03-31 20:00:56,37.26,7.19,0.0,0.0,0.0,0.0,0.0
2018-03-31 21:00:56,43.08,16.52,0.0,0.0,0.0,0.0,0.0
2018-03-31 22:00:56,45.68,5.18,0.0,0.0,0.0,0.0,0.0
2018-03-31 23:00:56,61.6,3.15,0.0,0.0,0.0,0.0,0.0
2018-04-01 00:00:56,51.69,2.09,0.0,0.0,0.0,0.0,0.0
2018-04-01 01:00:56,44.68,1.89,0.0,0.0,0.0,0.0,0.0
2018-04-01 02:00:56,59.87,0.91,0.0,0.0,0.0,0.0,0.0
2018-04-01 03:00:56,32.67,0.52,0.0,0.0,0.0,0.0,0.0
2018-04-01 04:00:56,24.96,0.22,0.0,0.0,0.0,0.0,0.0
2018-04-01 05:00:56,23.92,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01 06:00:56,22.16,1.61,0.0,0.0,0.0,0.0,0.0
2018-04-01 07:00:56,26.28,2.13,0.0,0.0,0.0,0.0,0.0
2018-04-01 08:00:56,34.15,1.27,0.0,0.0,0.0,0.0,0.0
2018-04-01 09:00:56,62.47,1.69,0.0,0.0,0.0,0.0,0.0
2018-04-01 10:00:56,57.0,3.3,0.0,0.0,0.0,0.0,0.0
2018-04-01 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01 13:00:56,0.0,2.81,0.0,0.0,0.0,0.0,0.0
2018-04-01 14:00:56,57.85,2.29,0.0,0.0,0.0,0.0,0.0
2018-04-01 15:00:56,31.0,1.75,0.0,0.0,0.0,0.0,0.0
2018-04-01 16:00:56,30.57,1.01,0.0,0.0,0.0,0.0,0.0
2018-04-01 17:00:56,21.4,1.72,0.0,0.0,0.0,0.0,0.0
2018-04-01 18:00:56,30.78,2.33,0.0,0.0,0.0,0.0,0.0
2018-04-01 19:00:56,48.49,1.78,0.0,0.0,0.0,0.0,0.0
2018-04-01 20:00:56,58.59,2.98,0.0,0.0,0.0,0.0,0.0
2018-04-01 21:00:56,49.12,3.47,0.0,0.0,0.0,0.0,0.0
2018-04-01 22:00:56,52.99,3.19,0.0,0.0,0.0,0.0,0.0
2018-04-01 23:00:56,75.51,2.51,0.0,0.0,0.0,0.0,0.0
2018-04-02 00:00:56,63.76,2.54,0.0,0.0,0.0,0.0,0.0
2018-04-02 01:00:56,58.31,2.53,0.0,0.0,0.0,0.0,0.0
2018-04-02 02:00:56,64.04,1.97,0.0,0.0,0.0,0.0,0.0
2018-04-02 03:00:56,42.04,1.43,0.0,0.0,0.0,0.0,0.0
2018-04-02 04:00:56,42.79,1.88,0.0,0.0,0.0,0.0,0.0
2018-04-02 05:00:56,38.08,1.11,0.0,0.0,0.0,0.0,0.0
2018-04-02 06:00:56,40.13,0.55,0.0,0.0,0.0,0.0,0.0
2018-04-02 07:00:56,43.36,0.36,0.0,0.0,0.0,0.0,0.0
2018-04-02 08:00:56,52.15,1.75,0.0,0.0,0.0,0.0,0.0
2018-04-02 09:00:56,79.98,5.12,0.0,0.0,0.0,0.0,0.0
2018-04-02 10:00:56,141.57,7.04,0.0,0.0,0.0,0.0,0.0
2018-04-02 11:00:56,83.72,16.81,0.0,0.0,0.0,0.0,0.0
2018-04-02 12:00:56,53.79,27.95,0.0,0.0,0.0,0.0,0.0
2018-04-02 13:00:56,49.7,28.13,0.0,0.0,0.0,0.0,0.0
2018-04-02 14:00:56,65.29,16.14,0.0,0.0,0.0,0.0,0.0
2018-04-02 15:00:56,49.13,25.01,0.0,0.0,0.0,0.0,0.0
2018-04-02 16:00:56,51.54,8.95,0.0,0.0,0.0,0.0,0.0
2018-04-02 17:00:56,41.36,7.63,0.0,0.0,0.0,0.0,0.0
2018-04-02 18:00:56,48.71,3.31,0.0,0.0,0.0,0.0,0.0
2018-04-02 19:00:56,41.71,3.75,0.0,0.0,0.0,0.0,0.0
2018-04-02 20:00:56,35.29,4.47,0.0,0.0,0.0,0.0,0.0
2018-04-02 21:00:56,41.7,6.21,0.0,0.0,0.0,0.0,0.0
2018-04-02 22:00:56,35.27,8.08,0.0,0.0,0.0,0.0,0.0
2018-04-02 23:00:56,40.69,4.29,0.0,0.0,0.0,0.0,0.0
2018-04-03 00:00:56,34.16,3.49,0.0,0.0,0.0,0.0,0.0
2018-04-03 01:00:56,38.13,2.19,0.0,0.0,0.0,0.0,0.0
2018-04-03 02:00:56,40.28,1.13,0.0,0.0,0.0,0.0,0.0
2018-04-03 03:00:56,24.0,1.12,0.0,0.0,0.0,0.0,0.0
2018-04-03 04:00:56,24.0,0.78,0.0,0.0,0.0,0.0,0.0
2018-04-03 05:00:56,24.59,0.09,0.0,0.0,0.0,0.0,0.0
2018-04-03 06:00:56,37.43,0.02,0.0,0.0,0.0,0.0,0.0
2018-04-03 07:00:56,26.07,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-03 08:00:56,50.02,0.77,0.0,0.0,0.0,0.0,0.0
2018-04-03 09:00:56,72.93,2.96,0.0,0.0,0.0,0.0,0.0
2018-04-03 10:00:56,91.96,3.64,0.0,0.0,0.0,0.0,0.0
2018-04-03 11:00:56,45.39,4.07,0.0,0.0,0.0,0.0,0.0
2018-04-03 12:00:56,26.97,0.74,0.0,0.0,0.0,0.0,0.0
2018-04-03 13:00:56,25.56,0.11,0.0,0.0,0.0,0.0,0.0
2018-04-03 14:00:56,13.13,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-03 15:00:56,17.2,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-03 16:00:56,23.81,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-03 17:00:56,47.77,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-03 18:00:56,41.2,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-03 19:00:56,46.51,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-03 20:00:56,33.34,0.03,0.0,0.0,0.0,0.0,0.0
2018-04-03 21:00:56,42.24,0.26,0.0,0.0,0.0,0.0,0.0
2018-04-03 22:00:56,20.16,0.13,0.0,0.0,0.0,0.0,0.0
2018-04-03 23:00:56,25.07,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-04 00:00:56,27.16,2.78,0.0,0.0,0.0,0.0,0.0
2018-04-04 01:00:56,31.71,0.89,0.0,0.0,0.0,0.0,0.0
2018-04-04 02:00:56,23.2,0.65,0.0,0.0,0.0,0.0,0.0
2018-04-04 03:00:56,28.73,0.41,0.0,0.0,0.0,0.0,0.0
2018-04-04 04:00:56,20.96,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-04 05:00:56,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-04 06:00:56,20.07,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-04 07:00:56,22.42,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-04 08:00:56,36.3,0.92,0.0,0.0,0.0,0.0,0.0
2018-04-04 09:00:56,75.13,1.92,0.0,0.0,0.0,0.0,0.0
2018-04-04 10:00:56,77.91,4.07,0.0,0.0,0.0,0.0,0.0
2018-04-04 11:00:56,47.12,9.12,0.0,0.0,0.0,0.0,0.0
2018-04-04 12:00:56,22.93,10.43,0.0,0.0,0.0,0.0,0.0
2018-04-04 13:00:56,21.2,4.76,0.0,0.0,0.0,0.0,0.0
2018-04-04 14:00:56,26.97,2.33,0.0,0.0,0.0,0.0,0.0
2018-04-04 15:00:56,25.77,2.3,0.0,0.0,0.0,0.0,0.0
2018-04-04 16:00:56,19.14,2.06,0.0,0.0,0.0,0.0,0.0
2018-04-04 17:00:56,23.53,3.01,0.0,0.0,0.0,0.0,0.0
2018-04-04 18:00:56,38.31,4.11,0.0,0.0,0.0,0.0,0.0
2018-04-04 19:00:56,46.8,6.19,0.0,0.0,0.0,0.0,0.0
2018-04-04 20:00:56,41.78,8.66,0.0,0.0,0.0,0.0,0.0
2018-04-04 21:00:56,64.8,11.98,0.0,0.0,0.0,0.0,0.0
2018-04-04 22:00:56,59.75,9.69,0.0,0.0,0.0,0.0,0.0
2018-04-04 23:00:56,81.22,3.61,0.0,0.0,0.0,0.0,0.0
2018-04-05 00:00:56,59.27,1.97,0.0,0.0,0.0,0.0,0.0
2018-04-05 01:00:56,66.06,1.46,0.0,0.0,0.0,0.0,0.0
2018-04-05 02:00:56,40.69,1.99,0.0,0.0,0.0,0.0,0.0
2018-04-05 03:00:56,32.29,2.19,0.0,0.0,0.0,0.0,0.0
2018-04-05 04:00:56,40.63,1.08,0.0,0.0,0.0,0.0,0.0
2018-04-05 05:00:56,30.07,0.47,0.0,0.0,0.0,0.0,0.0
2018-04-05 06:00:56,31.97,0.33,0.0,0.0,0.0,0.0,0.0
2018-04-05 07:00:56,31.21,0.31,0.0,0.0,0.0,0.0,0.0
2018-04-05 08:00:56,39.29,1.8,0.0,0.0,0.0,0.0,0.0
2018-04-05 09:00:56,79.21,4.25,0.0,0.0,0.0,0.0,0.0
2018-04-05 10:00:56,118.71,5.43,0.0,0.0,0.0,0.0,0.0
2018-04-05 11:00:56,108.07,7.18,0.0,0.0,0.0,0.0,0.0
2018-04-05 12:00:56,44.4,13.46,0.0,0.0,0.0,0.0,0.0
2018-04-05 13:00:56,25.24,18.83,0.0,0.0,0.0,0.0,0.0
2018-04-05 14:00:56,33.11,17.58,0.0,0.0,0.0,0.0,0.0
2018-04-05 15:00:56,36.61,8.82,0.0,0.0,0.0,0.0,0.0
2018-04-05 16:00:56,25.15,12.06,0.0,0.0,0.0,0.0,0.0
2018-04-05 17:00:56,30.24,8.06,0.0,0.0,0.0,0.0,0.0
2018-04-05 18:00:56,38.45,11.7,0.0,0.0,0.0,0.0,0.0
2018-04-05 19:00:56,52.73,14.99,0.0,0.0,0.0,0.0,0.0
2018-04-05 20:00:56,45.31,14.95,0.0,0.0,0.0,0.0,0.0
2018-04-05 21:00:56,88.09,11.43,0.0,0.0,0.0,0.0,0.0
2018-04-05 22:00:56,91.45,8.87,0.0,0.0,0.0,0.0,0.0
2018-04-05 23:00:56,104.87,7.37,0.0,0.0,0.0,0.0,0.0
2018-04-06 00:00:56,100.18,4.57,0.0,0.0,0.0,0.0,0.0
2018-04-06 01:00:56,73.25,4.49,0.0,0.0,0.0,0.0,0.0
2018-04-06 02:00:56,79.75,3.72,0.0,0.0,0.0,0.0,0.0
2018-04-06 03:00:56,39.27,3.95,0.0,0.0,0.0,0.0,0.0
2018-04-06 04:00:56,47.36,3.68,0.0,0.0,0.0,0.0,0.0
2018-04-06 05:00:56,27.16,1.41,0.0,0.0,0.0,0.0,0.0
2018-04-06 06:00:56,32.13,1.49,0.0,0.0,0.0,0.0,0.0
2018-04-06 07:00:56,36.48,0.91,0.0,0.0,0.0,0.0,0.0
2018-04-06 08:00:56,53.43,3.61,0.0,0.0,0.0,0.0,0.0
2018-04-06 09:00:56,100.48,5.92,0.0,0.0,0.0,0.0,0.0
2018-04-06 10:00:56,114.15,6.93,0.0,0.0,0.0,0.0,0.0
2018-04-06 11:00:56,53.76,5.88,0.0,0.0,0.0,0.0,0.0
2018-04-06 12:00:56,45.84,7.05,0.0,0.0,0.0,0.0,0.0
2018-04-06 13:00:56,40.91,8.48,0.0,0.0,0.0,0.0,0.0
2018-04-06 14:00:56,37.81,6.62,0.0,0.0,0.0,0.0,0.0
2018-04-06 15:00:56,32.0,6.48,0.0,0.0,0.0,0.0,0.0
2018-04-06 16:00:56,32.06,6.32,0.0,0.0,0.0,0.0,0.0
2018-04-06 17:00:56,34.21,4.96,0.0,0.0,0.0,0.0,0.0
2018-04-06 18:00:56,41.06,5.31,0.0,0.0,0.0,0.0,0.0
2018-04-06 19:00:56,43.03,5.4,0.0,0.0,0.0,0.0,0.0
2018-04-06 20:00:56,44.6,4.71,0.0,0.0,0.0,0.0,0.0
2018-04-06 21:00:56,63.29,11.67,0.0,0.0,0.0,0.0,0.0
2018-04-06 22:00:56,72.16,10.53,0.0,0.0,0.0,0.0,0.0
2018-04-06 23:00:56,76.41,4.14,0.0,0.0,0.0,0.0,0.0
2018-04-07 00:00:56,58.03,3.38,0.0,0.0,0.0,0.0,0.0
2018-04-07 01:00:56,58.88,3.24,0.0,0.0,0.0,0.0,0.0
2018-04-07 02:00:56,55.44,3.75,0.0,0.0,0.0,0.0,0.0
2018-04-07 03:00:56,68.41,3.09,0.0,0.0,0.0,0.0,0.0
2018-04-07 04:00:56,50.13,2.5,0.0,0.0,0.0,0.0,0.0
2018-04-07 05:00:56,53.42,5.29,0.0,0.0,0.0,0.0,0.0
2018-04-07 06:00:56,36.16,2.93,0.0,0.0,0.0,0.0,0.0
2018-04-07 07:00:56,41.13,2.3,0.0,0.0,0.0,0.0,0.0
2018-04-07 08:00:56,45.38,3.36,0.0,0.0,0.0,0.0,0.0
2018-04-07 09:00:56,57.28,6.07,0.0,0.0,0.0,0.0,0.0
2018-04-07 10:00:56,65.66,6.04,0.0,0.0,0.0,0.0,0.0
2018-04-07 11:00:56,55.0,4.63,0.0,0.0,0.0,0.0,0.0
2018-04-07 12:00:56,54.43,3.99,0.0,0.0,0.0,0.0,0.0
2018-04-07 13:00:56,38.22,3.49,0.0,0.0,0.0,0.0,0.0
2018-04-07 14:00:56,44.66,3.02,0.0,0.0,0.0,0.0,0.0
2018-04-07 15:00:56,34.28,3.45,0.0,0.0,0.0,0.0,0.0
2018-04-07 16:00:56,43.03,6.02,0.0,0.0,0.0,0.0,0.0
2018-04-07 17:00:56,44.0,5.69,0.0,0.0,0.0,0.0,0.0
2018-04-07 18:00:56,44.46,2.41,0.0,0.0,0.0,0.0,0.0
2018-04-07 19:00:56,58.54,3.63,0.0,0.0,0.0,0.0,0.0
2018-04-07 20:00:56,73.97,2.98,0.0,0.0,0.0,0.0,0.0
2018-04-07 21:00:56,73.29,4.54,0.0,0.0,0.0,0.0,0.0
2018-04-07 22:00:56,82.48,2.51,0.0,0.0,0.0,0.0,0.0
2018-04-07 23:00:56,96.28,2.03,0.0,0.0,0.0,0.0,0.0
2018-04-08 00:00:56,73.97,1.65,0.0,0.0,0.0,0.0,0.0
2018-04-08 01:00:56,72.61,1.35,0.0,0.0,0.0,0.0,0.0
2018-04-08 02:00:56,60.66,1.56,0.0,0.0,0.0,0.0,0.0
2018-04-08 03:00:56,51.47,1.15,0.0,0.0,0.0,0.0,0.0
2018-04-08 04:00:56,64.56,0.59,0.0,0.0,0.0,0.0,0.0
2018-04-08 05:00:56,50.61,1.35,0.0,0.0,0.0,0.0,0.0
2018-04-08 06:00:56,39.72,1.49,0.0,0.0,0.0,0.0,0.0
2018-04-08 07:00:56,62.54,2.85,0.0,0.0,0.0,0.0,0.0
2018-04-08 08:00:56,79.19,1.27,0.0,0.0,0.0,0.0,0.0
2018-04-08 09:00:56,84.65,1.07,0.0,0.0,0.0,0.0,0.0
2018-04-08 10:00:56,73.84,1.74,0.0,0.0,0.0,0.0,0.0
2018-04-08 11:00:56,68.31,1.96,0.0,0.0,0.0,0.0,0.0
2018-04-08 12:00:56,49.78,1.98,0.0,0.0,0.0,0.0,0.0
2018-04-08 13:00:56,72.74,3.35,0.0,0.0,0.0,0.0,0.0
2018-04-08 14:00:56,65.03,5.56,0.0,0.0,0.0,0.0,0.0
2018-04-08 15:00:56,67.17,6.4,0.0,0.0,0.0,0.0,0.0
2018-04-08 16:00:56,101.53,8.27,0.0,0.0,0.0,0.0,0.0
2018-04-08 17:00:56,87.09,9.25,0.0,0.0,0.0,0.0,0.0
2018-04-08 18:00:56,61.6,6.66,0.0,0.0,0.0,0.0,0.0
2018-04-08 19:00:56,78.51,5.49,0.0,0.0,0.0,0.0,0.0
2018-04-08 20:00:56,63.48,5.36,0.0,0.0,0.0,0.0,0.0
2018-04-08 21:00:56,48.1,4.12,0.0,0.0,0.0,0.0,0.0
2018-04-08 22:00:56,50.97,3.24,0.0,0.0,0.0,0.0,0.0
2018-04-08 23:00:56,50.1,2.75,0.0,0.0,0.0,0.0,0.0
2018-04-09 00:00:56,52.73,1.99,0.0,0.0,0.0,0.0,0.0
2018-04-09 01:00:56,45.21,1.5,0.0,0.0,0.0,0.0,0.0
2018-04-09 02:00:56,50.86,1.0,0.0,0.0,0.0,0.0,0.0
2018-04-09 03:00:56,46.67,0.83,0.0,0.0,0.0,0.0,0.0
2018-04-09 04:00:56,37.23,0.81,0.0,0.0,0.0,0.0,0.0
2018-04-09 05:00:56,44.16,0.87,0.0,0.0,0.0,0.0,0.0
2018-04-09 06:00:56,49.03,0.82,0.0,0.0,0.0,0.0,0.0
2018-04-09 07:00:56,50.25,0.67,0.0,0.0,0.0,0.0,0.0
2018-04-09 08:00:56,57.36,1.26,0.0,0.0,0.0,0.0,0.0
2018-04-09 09:00:56,68.1,2.04,0.0,0.0,0.0,0.0,0.0
2018-04-09 10:00:56,70.87,4.42,0.0,0.0,0.0,0.0,0.0
2018-04-09 11:00:56,67.07,5.6,0.0,0.0,0.0,0.0,0.0
2018-04-09 12:00:56,68.9,6.56,0.0,0.0,0.0,0.0,0.0
2018-04-09 13:00:56,66.13,9.9,0.0,0.0,0.0,0.0,0.0
2018-04-09 14:00:56,69.62,5.22,0.0,0.0,0.0,0.0,0.0
2018-04-09 15:00:56,59.0,2.79,0.0,0.0,0.0,0.0,0.0
2018-04-09 16:00:56,59.1,1.93,0.0,0.0,0.0,0.0,0.0
2018-04-09 17:00:56,61.57,1.05,0.0,0.0,0.0,0.0,0.0
2018-04-09 18:00:56,49.03,1.31,0.0,0.0,0.0,0.0,0.0
2018-04-09 19:00:56,50.16,1.18,0.0,0.0,0.0,0.0,0.0
2018-04-09 20:00:56,54.61,1.96,0.0,0.0,0.0,0.0,0.0
2018-04-09 21:00:56,42.97,2.03,0.0,0.0,0.0,0.0,0.0
2018-04-09 22:00:56,42.41,1.79,0.0,0.0,0.0,0.0,0.0
2018-04-09 23:00:56,53.41,1.27,0.0,0.0,0.0,0.0,0.0
2018-04-10 00:00:56,38.03,0.91,0.0,0.0,0.0,0.0,0.0
2018-04-10 01:00:56,39.37,0.56,0.0,0.0,0.0,0.0,0.0
2018-04-10 02:00:56,49.56,0.37,0.0,0.0,0.0,0.0,0.0
2018-04-10 03:00:56,36.93,0.14,0.0,0.0,0.0,0.0,0.0
2018-04-10 04:00:56,34.97,0.01,0.0,0.0,0.0,0.0,0.0
2018-04-10 05:00:56,33.26,0.03,0.0,0.0,0.0,0.0,0.0
2018-04-10 06:00:56,12.93,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10 07:00:56,11.2,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10 08:00:56,17.14,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10 09:00:56,20.73,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10 10:00:56,13.49,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10 11:00:56,27.17,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10 12:00:56,31.41,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10 13:00:56,16.29,0.05,0.0,0.0,0.0,0.0,0.0
2018-04-10 14:00:56,24.03,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10 15:00:56,25.07,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10 16:00:56,27.03,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10 17:00:56,27.83,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10 18:00:56,23.03,0.3,0.0,0.0,0.0,0.0,0.0
2018-04-10 19:00:56,24.14,0.48,0.0,0.0,0.0,0.0,0.0
2018-04-10 20:00:56,28.15,0.36,0.0,0.0,0.0,0.0,0.0
2018-04-10 21:00:56,31.6,0.33,0.0,0.0,0.0,0.0,0.0
2018-04-10 22:00:56,20.66,0.78,0.0,0.0,0.0,0.0,0.0
2018-04-10 23:00:56,11.34,1.04,0.0,0.0,0.0,0.0,0.0
2018-04-11 00:00:56,21.03,1.1,0.0,0.0,0.0,0.0,0.0
2018-04-11 01:00:56,22.31,0.98,0.0,0.0,0.0,0.0,0.0
2018-04-11 02:00:56,30.86,0.59,0.0,0.0,0.0,0.0,0.0
2018-04-11 03:00:56,27.15,0.31,0.0,0.0,0.0,0.0,0.0
2018-04-11 04:00:56,30.89,0.12,0.0,0.0,0.0,0.0,0.0
2018-04-11 05:00:56,28.03,0.37,0.0,0.0,0.0,0.0,0.0
2018-04-11 06:00:56,29.09,0.58,0.0,0.0,0.0,0.0,0.0
2018-04-11 07:00:56,32.45,0.48,0.0,0.0,0.0,0.0,0.0
2018-04-11 08:00:56,46.75,1.03,0.0,0.0,0.0,0.0,0.0
2018-04-11 09:00:56,39.03,1.63,0.0,0.0,0.0,0.0,0.0
2018-04-11 10:00:56,40.16,3.17,0.0,0.0,0.0,0.0,0.0
2018-04-11 11:00:56,45.0,9.35,0.0,0.0,0.0,0.0,0.0
2018-04-11 12:00:56,44.94,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-11 13:00:56,43.45,12.97,0.0,0.0,0.0,0.0,0.0
2018-04-11 14:00:56,57.33,20.85,0.0,0.0,0.0,0.0,0.0
2018-04-11 15:00:56,66.53,20.98,0.0,0.0,0.0,0.0,0.0
2018-04-11 16:00:56,52.12,17.41,0.0,0.0,0.0,0.0,0.0
2018-04-11 17:00:56,55.69,10.04,0.0,0.0,0.0,0.0,0.0
2018-04-11 18:00:56,46.0,5.42,0.0,0.0,0.0,0.0,0.0
2018-04-11 19:00:56,46.13,5.34,0.0,0.0,0.0,0.0,0.0
2018-04-11 20:00:56,50.0,2.77,0.0,0.0,0.0,0.0,0.0
2018-04-11 21:00:56,49.8,2.27,0.0,0.0,0.0,0.0,0.0
2018-04-11 22:00:56,44.15,2.46,0.0,0.0,0.0,0.0,0.0
2018-04-11 23:00:56,48.81,2.41,0.0,0.0,0.0,0.0,0.0
2018-04-12 00:00:56,42.87,2.4,0.0,0.0,0.0,0.0,0.0
2018-04-12 01:00:56,39.15,2.4,0.0,0.0,0.0,0.0,0.0
2018-04-12 02:00:56,43.78,2.18,0.0,0.0,0.0,0.0,0.0
