Tarih,PM10 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2020-05-05 18:00:56,-,"741,88","51,95","23,18"
2020-05-05 19:00:56,-,"615,30","51,71","21,56"
2020-05-05 20:00:56,-,"745,42","56,08","23,88"
2020-05-05 21:00:56,-,"773,71","44,68","20,62"
2020-05-05 22:00:56,-,"895,95","49,67","22,24"
2020-05-05 23:00:56,-,"903,65","61,21","25,01"
2020-05-06 00:00:56,-,"1.181,88","66,82","26,52"
2020-05-06 01:00:56,-,"585,56","70,76","24,86"
2020-05-06 02:00:56,-,"463,16","51,56","23,78"
2020-05-06 03:00:56,-,"406,44","107,54","26,87"
2020-05-06 04:00:56,-,"364,74","79,24","22,18"
2020-05-06 05:00:56,-,"299,26","78,61","26,68"
2020-05-06 06:00:56,-,"434,18","80,82","21,58"
2020-05-06 07:00:56,-,"592,31","78,63","20,80"
2020-05-06 08:00:56,-,"696,16","100,47","28,23"
2020-05-06 09:00:56,-,"611,28","96,53","26,21"
2020-05-06 10:00:56,-,"539,43","39,94","19,09"
2020-05-06 11:00:56,-,"580,21","30,84","16,45"
2020-05-06 12:00:56,-,"601,44","38,71","21,65"
2020-05-06 13:00:56,-,"603,90","34,37","20,05"
2020-05-06 14:00:56,-,"616,59","54,77","20,40"
2020-05-06 15:00:56,-,"598,65","42,58","22,88"
2020-05-06 16:00:56,-,"606,05","33,97","20,85"
2020-05-06 17:00:56,-,"640,63","32,80","20,87"
2020-05-06 18:00:56,-,"647,81","53,33","23,87"
2020-05-06 19:00:56,-,"660,47","29,70","19,73"
2020-05-06 20:00:56,-,"713,48","30,21","21,09"
2020-05-06 21:00:56,-,"654,36","51,59","21,53"
2020-05-06 22:00:56,-,"649,05","26,39","20,09"
2020-05-06 23:00:56,-,"624,50","37,05","20,98"
2020-05-07 00:00:56,-,"653,52","22,72","17,82"
2020-05-07 01:00:56,-,"647,52","30,23","18,67"
2020-05-07 02:00:56,-,"662,56","35,13","20,36"
2020-05-07 03:00:56,-,"674,98","37,68","16,83"
2020-05-07 04:00:56,-,"656,67","29,78","17,68"
2020-05-07 05:00:56,-,"613,03","42,65","18,75"
2020-05-07 06:00:56,-,"656,83","32,05","20,99"
2020-05-07 07:00:56,-,"551,69","19,75","17,73"
2020-05-07 08:00:56,-,"536,96","33,56","19,29"
2020-05-07 09:00:56,-,"576,21","34,19","20,02"
2020-05-07 10:00:56,-,"539,80","42,75","20,27"
2020-05-07 11:00:56,-,"587,06","37,53","18,56"
2020-05-07 12:00:56,-,"481,00","44,50","18,38"
2020-05-07 13:00:56,-,"581,27","37,02","21,83"
2020-05-07 14:00:56,-,"560,27","14,89","17,15"
2020-05-07 15:00:56,-,"617,97","35,55","18,37"
2020-05-07 16:00:56,-,"701,15","44,58","20,14"
2020-05-07 17:00:56,-,"634,53","31,43","20,37"
2020-05-07 18:00:56,-,"781,18","28,28","19,96"
2020-05-07 19:00:56,-,"548,20","25,74","18,16"
2020-05-07 20:00:56,-,"619,71","49,97","25,11"
2020-05-07 21:00:56,-,"620,00","28,58","20,69"
2020-05-07 22:00:56,-,"483,17","31,41","19,99"
2020-05-07 23:00:56,-,"712,87","16,79","18,68"
2020-05-08 00:00:56,-,"905,42","29,14","21,01"
2020-05-08 01:00:56,-,"876,36","46,39","22,34"
2020-05-08 02:00:56,-,"990,76","52,69","20,05"
2020-05-08 03:00:56,-,"966,32","43,72","18,49"
2020-05-08 04:00:56,-,"803,97","25,09","19,14"
2020-05-08 05:00:56,-,"741,56","38,40","19,20"
2020-05-08 06:00:56,-,"786,95","41,05","22,76"
2020-05-08 07:00:56,-,"615,49","25,93","18,46"
2020-05-08 08:00:56,-,"632,78","42,15","13,39"
2020-05-08 09:00:56,-,"549,14","35,65","19,95"
2020-05-08 10:00:56,-,"704,46","47,90","21,26"
2020-05-08 11:00:56,-,"540,43","32,97","19,34"
2020-05-08 12:00:56,-,"618,78","34,07","20,69"
2020-05-08 13:00:56,-,"573,94","24,98","17,99"
2020-05-08 14:00:56,-,"559,66","55,09","22,15"
2020-05-08 15:00:56,-,"573,41","39,63","22,18"
2020-05-08 16:00:56,-,"720,85","48,23","23,57"
2020-05-08 17:00:56,-,"499,70","16,72","20,18"
2020-05-08 18:00:56,-,"290,02","23,46","18,89"
2020-05-08 19:00:56,-,"587,13","38,82","19,39"
2020-05-08 20:00:56,-,"633,21","28,40","20,41"
2020-05-08 21:00:56,-,"653,82","35,19","19,69"
2020-05-08 22:00:56,-,"842,21","48,67","21,62"
2020-05-08 23:00:56,-,"737,28","62,90","19,00"
2020-05-09 00:00:56,-,"863,07","63,23","22,99"
2020-05-09 01:00:56,-,"513,30","55,62","21,17"
2020-05-09 02:00:56,-,"688,61","41,37","17,47"
2020-05-09 03:00:56,-,"583,29","62,74","21,24"
2020-05-09 04:00:56,-,"680,72","71,76","23,07"
2020-05-09 05:00:56,-,"572,91","44,09","16,02"
2020-05-09 06:00:56,-,"550,21","63,64","19,02"
2020-05-09 07:00:56,-,"611,74","59,20","16,03"
2020-05-09 08:00:56,-,"763,38","46,16","19,92"
2020-05-09 09:00:56,-,"642,44","61,72","22,02"
2020-05-09 10:00:56,-,"696,62","78,06","19,61"
2020-05-09 11:00:56,-,"602,43","52,79","22,76"
2020-05-09 12:00:56,-,"650,33","59,09","21,85"
2020-05-09 13:00:56,-,"595,96","62,06","19,10"
2020-05-09 14:00:56,-,"582,84","47,36","16,64"
2020-05-09 15:00:56,-,"590,92","41,48","17,69"
2020-05-09 16:00:56,-,"589,52","46,52","18,62"
2020-05-09 17:00:56,-,"585,15","56,47","18,45"
2020-05-09 18:00:56,-,"649,95","54,24","20,09"
2020-05-09 19:00:56,-,"662,79","53,54","17,41"
2020-05-09 20:00:56,-,"633,10","42,56","17,65"
2020-05-09 21:00:56,-,"664,18","64,57","20,90"
2020-05-09 22:00:56,-,"676,88","59,27","21,57"
2020-05-09 23:00:56,-,"669,96","55,03","21,02"
2020-05-10 00:00:56,-,"698,66","62,81","21,02"
2020-05-10 01:00:56,-,"654,92","56,51","20,97"
2020-05-10 02:00:56,-,"717,23","52,18","20,10"
2020-05-10 03:00:56,-,"744,53","48,66","18,50"
2020-05-10 04:00:56,-,"701,34","64,22","21,84"
2020-05-10 05:00:56,-,"747,99","63,49","17,02"
2020-05-10 06:00:56,-,"663,63","66,55","21,27"
2020-05-10 07:00:56,-,"562,11","63,77","20,41"
2020-05-10 08:00:56,-,"534,14","56,92","20,89"
2020-05-10 09:00:56,-,"488,77","66,08","22,51"
2020-05-10 10:00:56,-,"436,28","49,94","35,75"
2020-05-10 11:00:56,-,"399,16","63,41","30,66"
2020-05-10 12:00:56,-,"436,92","54,31","21,07"
2020-05-10 13:00:56,-,"631,56","44,11","24,93"
2020-05-10 14:00:56,-,"708,35","28,03","23,74"
2020-05-10 15:00:56,-,"767,63","33,50","51,62"
2020-05-10 16:00:56,-,"776,54","39,12","42,13"
2020-05-10 17:00:56,-,"762,28","42,27","45,00"
2020-05-10 18:00:56,-,"653,45","58,65","36,18"
2020-05-10 19:00:56,-,"678,18","55,42","22,86"
2020-05-10 20:00:56,-,"880,51","54,90","22,45"
2020-05-10 21:00:56,-,"1.007,88","62,77","24,51"
2020-05-10 22:00:56,-,"1.080,22","76,27","23,94"
2020-05-10 23:00:56,-,"757,44","59,23","19,85"
2020-05-11 00:00:56,-,"788,27","73,38","22,30"
2020-05-11 01:00:56,-,"692,91","62,00","18,66"
2020-05-11 02:00:56,-,"619,84","68,91","21,27"
2020-05-11 03:00:56,-,"524,82","65,38","21,09"
2020-05-11 04:00:56,-,"470,73","36,95","18,10"
2020-05-11 05:00:56,-,"494,92","61,64","19,47"
2020-05-11 06:00:56,-,"463,10","66,12","19,37"
2020-05-11 07:00:56,-,"581,70","51,64","18,05"
2020-05-11 08:00:56,-,"469,72","59,37","18,90"
2020-05-11 09:00:56,-,"384,07","47,80","26,52"
2020-05-11 10:00:56,-,"431,23","54,96","26,08"
2020-05-11 11:00:56,-,"608,93","53,29","80,59"
2020-05-11 12:00:56,-,"455,75","48,51","23,42"
2020-05-11 13:00:56,-,"478,65","62,14","25,21"
2020-05-11 14:00:56,-,"473,21","65,41","22,81"
2020-05-11 15:00:56,-,"486,17","59,61","21,58"
2020-05-11 16:00:56,-,"442,92","57,10","20,58"
2020-05-11 17:00:56,-,"441,45","50,70","22,82"
2020-05-11 18:00:56,-,"467,65","40,04","21,17"
2020-05-11 19:00:56,-,"481,03","60,24","21,27"
2020-05-11 20:00:56,-,"517,11","59,41","19,89"
2020-05-11 21:00:56,-,"941,91","56,74","17,92"
2020-05-11 22:00:56,-,"774,34","61,13","21,42"
2020-05-11 23:00:56,-,"544,88","69,69","19,97"
2020-05-12 00:00:56,-,"472,19","62,58","19,19"
2020-05-12 01:00:56,-,"555,71","56,53","20,00"
2020-05-12 02:00:56,-,"628,45","81,06","20,34"
2020-05-12 03:00:56,-,"716,33","66,84","21,41"
2020-05-12 04:00:56,-,"637,33","61,34","19,37"
2020-05-12 05:00:56,-,"545,55","46,58","18,94"
2020-05-12 06:00:56,-,"519,52","80,09","21,47"
2020-05-12 07:00:56,-,"640,64","61,24","19,42"
2020-05-12 08:00:56,-,"704,92","58,77","20,74"
2020-05-12 09:00:56,-,"766,73","52,31","26,87"
2020-05-12 10:00:56,-,"762,21","47,05","28,80"
2020-05-12 11:00:56,-,"764,05","37,22","25,53"
2020-05-12 12:00:56,-,"792,01","61,36","27,37"
2020-05-12 13:00:56,-,"724,27","57,51","22,65"
2020-05-12 14:00:56,-,"597,62","67,86","24,72"
2020-05-12 15:00:56,-,"658,90","51,06","25,61"
2020-05-12 16:00:56,-,"744,11","65,55","24,41"
2020-05-12 17:00:56,-,"780,15","53,16","19,31"
2020-05-12 18:00:56,-,"726,77","51,87","20,90"
2020-05-12 19:00:56,-,"641,29","93,51","23,39"
2020-05-12 20:00:56,-,"687,56","51,81","19,71"
2020-05-12 21:00:56,-,"745,60","67,03","19,91"
2020-05-12 22:00:56,-,"774,89","57,46","19,28"
2020-05-12 23:00:56,-,"727,02","60,80","17,34"
2020-05-13 00:00:56,-,"692,67","49,67","16,42"
2020-05-13 01:00:56,-,"522,66","30,63","17,25"
2020-05-13 02:00:56,-,"471,85","45,01","18,94"
2020-05-13 03:00:56,-,"441,63","65,81","20,76"
2020-05-13 04:00:56,-,"419,49","63,15","16,06"
2020-05-13 05:00:56,-,"380,75","92,40","22,49"
2020-05-13 06:00:56,-,"389,52","67,11","20,93"
2020-05-13 07:00:56,-,"609,13","57,89","20,65"
2020-05-13 08:00:56,-,"535,38","58,94","21,08"
2020-05-13 09:00:56,-,"528,96","60,64","20,58"
2020-05-13 10:00:56,-,"497,00","63,43","21,90"
2020-05-13 11:00:56,-,"493,21","58,14","19,69"
2020-05-13 12:00:56,-,"488,61","70,54","23,73"
2020-05-13 13:00:56,-,"614,07","58,56","18,91"
2020-05-13 14:00:56,-,"583,54","59,37","20,14"
2020-05-13 15:00:56,-,"543,84","57,82","20,14"
2020-05-13 16:00:56,-,"575,53","45,36","21,25"
2020-05-13 17:00:56,-,"598,40","54,64","18,03"
2020-05-13 18:00:56,-,"616,63","52,09","20,60"
2020-05-13 19:00:56,-,"683,76","57,55","21,02"
2020-05-13 20:00:56,-,"683,65","42,65","17,71"
2020-05-13 21:00:56,-,"703,24","55,55","21,96"
2020-05-13 22:00:56,-,"668,34","41,34","17,93"
2020-05-13 23:00:56,-,"667,39","62,15","21,18"
2020-05-14 00:00:56,-,"660,05","56,98","21,77"
2020-05-14 01:00:56,-,"591,47","81,41","21,36"
2020-05-14 02:00:56,-,"609,31","57,48","17,54"
2020-05-14 03:00:56,-,"656,12","56,53","19,58"
2020-05-14 04:00:56,-,"689,20","74,39","19,15"
2020-05-14 05:00:56,-,"739,57","60,44","19,21"
2020-05-14 06:00:56,-,"751,90","56,32","20,60"
2020-05-14 07:00:56,-,"576,83","69,07","21,45"
2020-05-14 08:00:56,-,"836,65","103,91","149,46"
2020-05-14 09:00:56,-,"791,93","110,55","231,49"
2020-05-14 10:00:56,-,"805,08","131,97","214,14"
2020-05-14 11:00:56,-,"753,21","116,99","140,44"
2020-05-14 12:00:56,-,"808,27","108,39","124,20"
2020-05-14 13:00:56,-,"597,75","103,37","77,86"
2020-05-14 14:00:56,-,"430,82","85,11","45,14"
2020-05-14 15:00:56,-,"339,49","76,23","32,87"
2020-05-14 16:00:56,-,"336,24","72,78","33,18"
2020-05-14 17:00:56,-,"304,15","58,60","30,25"
2020-05-14 18:00:56,-,"370,81","79,40","30,33"
2020-05-14 19:00:56,-,"577,18","91,43","30,28"
2020-05-14 20:00:56,-,"750,83","85,16","26,36"
2020-05-14 21:00:56,-,"751,98","103,21","22,49"
2020-05-14 22:00:56,-,"805,43","77,25","24,91"
2020-05-14 23:00:56,-,"953,10","127,42","62,19"
2020-05-15 00:00:56,-,"1.002,52","191,25","128,12"
2020-05-15 01:00:56,-,"765,94","219,33","399,58"
2020-05-15 02:00:56,-,"780,01","256,00",-
2020-05-15 03:00:56,-,"521,54","253,98","266,35"
2020-05-15 04:00:56,-,"512,88","235,06","193,66"
2020-05-15 05:00:56,-,"357,10","173,74","49,85"
2020-05-15 06:00:56,-,"407,32","104,68","27,37"
2020-05-15 07:00:56,-,"587,85","85,01","26,18"
2020-05-15 08:00:56,-,"624,74","90,64","30,33"
2020-05-15 09:00:56,-,"639,29","69,03","27,76"
2020-05-15 10:00:56,-,"590,31","63,41","26,61"
2020-05-15 11:00:56,-,"511,53","63,32","28,49"
2020-05-15 12:00:56,-,"396,65","67,52","23,74"
2020-05-15 13:00:56,-,"693,14","55,13","27,82"
2020-05-15 14:00:56,-,"560,52","66,93","26,83"
2020-05-15 15:00:56,-,"594,09","60,05","21,14"
2020-05-15 16:00:56,-,"568,39","80,22","23,00"
2020-05-15 17:00:56,-,"644,20","67,55","23,13"
2020-05-15 18:00:56,-,"685,14","78,48","27,17"
2020-05-15 19:00:56,-,"655,43","71,02","23,74"
2020-05-15 20:00:56,-,"663,65","66,31","23,46"
2020-05-15 21:00:56,-,"840,03","82,01","21,24"
2020-05-15 22:00:56,-,"1.033,76","92,75","22,64"
2020-05-15 23:00:56,-,"958,93","87,39","23,45"
2020-05-16 00:00:56,-,"791,21","105,94","27,40"
2020-05-16 01:00:56,-,"671,05","92,15","23,33"
2020-05-16 02:00:56,-,"583,27","76,33","21,57"
2020-05-16 03:00:56,-,"616,07","92,39","21,73"
2020-05-16 04:00:56,-,"938,21","100,77","24,65"
2020-05-16 05:00:56,-,"652,72","94,13","24,59"
2020-05-16 06:00:56,-,"602,70","107,51","24,94"
2020-05-16 07:00:56,-,"542,70","84,15","23,45"
2020-05-16 08:00:56,-,"540,33","81,09","22,96"
2020-05-16 09:00:56,-,"546,29","69,01","24,56"
2020-05-16 10:00:56,-,"539,26","59,88","24,30"
2020-05-16 11:00:56,-,"498,52","77,46","24,07"
2020-05-16 12:00:56,-,"478,21","72,53","22,08"
2020-05-16 13:00:56,-,"566,20","62,99","21,93"
2020-05-16 14:00:56,-,"519,32","64,09","25,31"
2020-05-16 15:00:56,-,"529,65","63,43","21,64"
2020-05-16 16:00:56,-,"544,21","58,17","19,55"
2020-05-16 17:00:56,-,"528,87","57,58","21,90"
2020-05-16 18:00:56,-,"585,65","56,72","16,55"
2020-05-16 19:00:56,-,"552,15","50,61","19,71"
2020-05-16 20:00:56,-,"581,46","52,71","20,07"
2020-05-16 21:00:56,-,"631,16","72,43","22,70"
2020-05-16 22:00:56,-,"635,06","84,70","24,03"
2020-05-16 23:00:56,-,"639,61","60,97","22,02"
2020-05-17 00:00:56,-,"622,33","59,88","18,52"
2020-05-17 01:00:56,-,"604,76","62,29","20,21"
2020-05-17 02:00:56,-,"621,40","69,76","21,51"
2020-05-17 03:00:56,-,"611,55","59,60","19,87"
2020-05-17 04:00:56,-,"667,77","73,21","23,95"
2020-05-17 05:00:56,-,"662,38","61,99","19,91"
2020-05-17 06:00:56,-,"697,00","66,27","21,90"
2020-05-17 07:00:56,-,"614,46","54,00","17,26"
2020-05-17 08:00:56,-,"630,17","62,06","19,91"
2020-05-17 09:00:56,-,"640,95","51,70","20,70"
2020-05-17 10:00:56,-,"604,90","64,98","28,46"
2020-05-17 11:00:56,-,"583,58","52,22","20,80"
2020-05-17 12:00:56,-,"530,00","54,91","20,55"
2020-05-17 13:00:56,-,"659,57","133,74","286,18"
2020-05-17 14:00:56,-,"422,22","145,18","107,28"
2020-05-17 15:00:56,-,"302,04","80,37","35,70"
2020-05-17 16:00:56,-,"437,15","99,31","52,45"
2020-05-17 17:00:56,-,"353,28","93,12","40,83"
2020-05-17 18:00:56,-,"472,97","209,87","282,68"
2020-05-17 19:00:56,-,"571,64","263,56","188,32"
2020-05-17 20:00:56,-,"402,74","114,14","28,87"
2020-05-17 21:00:56,-,"446,18","100,95","25,81"
2020-05-17 22:00:56,-,"639,21","139,46","30,72"
2020-05-17 23:00:56,-,"447,64","139,75","27,87"
2020-05-18 00:00:56,-,"327,43","120,38","23,26"
2020-05-18 01:00:56,-,"586,91","108,47","25,50"
2020-05-18 02:00:56,-,"585,75","145,12","27,50"
2020-05-18 03:00:56,-,"574,21","122,33","27,73"
2020-05-18 04:00:56,-,"488,21","103,33","27,86"
2020-05-18 05:00:56,-,"451,96","77,56","22,89"
2020-05-18 06:00:56,-,"464,94","74,69","20,41"
2020-05-18 07:00:56,-,"599,33","67,84","20,03"
2020-05-18 08:00:56,-,"669,57","63,45","21,98"
2020-05-18 09:00:56,-,"694,27","56,56","21,10"
2020-05-18 10:00:56,-,"652,41","54,17","21,86"
2020-05-18 11:00:56,-,"600,80","51,05","18,31"
2020-05-18 12:00:56,-,"597,83","66,26","19,75"
2020-05-18 13:00:56,-,"592,93","66,81","20,70"
2020-05-18 14:00:56,-,"492,95","73,96","24,23"
2020-05-18 15:00:56,-,"499,65","53,67","19,92"
2020-05-18 16:00:56,-,-,"65,24","19,37"
2020-05-18 17:00:56,-,"565,57","62,77","19,82"
2020-05-18 18:00:56,-,"547,85","65,27","21,71"
2020-05-18 19:00:56,-,"623,15","83,53","19,80"
2020-05-18 20:00:56,-,"619,79","75,72","24,03"
2020-05-18 21:00:56,-,"598,44","67,54","20,87"
2020-05-18 22:00:56,-,"630,66","64,72","19,33"
2020-05-18 23:00:56,-,"627,75","76,69","20,60"
2020-05-19 00:00:56,-,"656,04","62,40","20,89"
2020-05-19 01:00:56,-,"609,10","49,99","19,36"
2020-05-19 02:00:56,-,"657,07","59,73","18,84"
2020-05-19 03:00:56,-,"694,78","55,78","21,96"
2020-05-19 04:00:56,-,"703,44","77,68","23,42"
2020-05-19 05:00:56,-,"844,67","57,09","18,23"
2020-05-19 06:00:56,-,"798,42","61,45","18,65"
2020-05-19 07:00:56,-,"628,74","56,72","20,18"
2020-05-19 08:00:56,-,"600,47","74,39","22,16"
2020-05-19 09:00:56,-,"668,42","66,63","22,45"
2020-05-19 10:00:56,-,"688,79","74,00","19,37"
2020-05-19 11:00:56,-,"622,65","56,31","20,56"
2020-05-19 12:00:56,-,"602,18","64,58","25,85"
2020-05-19 13:00:56,-,"521,17","40,20","25,35"
2020-05-19 14:00:56,-,"375,53","77,36","21,32"
2020-05-19 15:00:56,-,"341,87","60,47","22,02"
2020-05-19 16:00:56,-,"311,03","58,23","20,82"
2020-05-19 17:00:56,-,"229,03","48,51","19,04"
2020-05-19 18:00:56,-,"229,36","59,14","19,62"
2020-05-19 19:00:56,-,"610,17","65,18","18,61"
2020-05-19 20:00:56,-,"674,74","60,61","21,47"
2020-05-19 21:00:56,-,"816,28","49,94","20,57"
2020-05-19 22:00:56,-,"869,15","77,76","20,82"
2020-05-19 23:00:56,-,"848,73","58,40","19,61"
2020-05-20 00:00:56,-,"825,00","55,98","21,60"
2020-05-20 01:00:56,-,"837,97","69,57","19,93"
2020-05-20 02:00:56,-,"725,25","69,71","23,35"
2020-05-20 03:00:56,-,"770,75","87,52","32,45"
2020-05-20 04:00:56,-,"939,99","139,16","46,02"
2020-05-20 05:00:56,-,"936,11","173,65","93,20"
2020-05-20 06:00:56,-,"874,52","139,57","47,87"
2020-05-20 07:00:56,-,"595,71","117,47","30,14"
2020-05-20 08:00:56,-,"560,75","115,36","33,13"
2020-05-20 09:00:56,-,"618,33","87,31","38,55"
2020-05-20 10:00:56,-,"651,17","125,15","98,67"
2020-05-20 11:00:56,-,"601,31","124,39","70,91"
2020-05-20 12:00:56,-,"653,82","167,02","116,09"
2020-05-20 13:00:56,-,"529,91","154,37","93,31"
2020-05-20 14:00:56,-,"875,91","161,71","81,55"
2020-05-20 15:00:56,-,"460,70","100,76","32,18"
2020-05-20 16:00:56,-,"207,43","95,82","31,42"
2020-05-20 17:00:56,-,"394,41","103,03","39,92"
2020-05-20 18:00:56,-,"365,36","149,20","48,82"
2020-05-20 19:00:56,-,"473,96","97,71","31,39"
2020-05-20 20:00:56,-,"339,18","80,51","22,69"
2020-05-20 21:00:56,-,"452,54","96,76","23,85"
2020-05-20 22:00:56,-,"429,65","112,68","26,31"
2020-05-20 23:00:56,-,"479,66","111,14","26,49"
2020-05-21 00:00:56,-,"469,57","120,80","29,24"
2020-05-21 01:00:56,-,"575,57","180,69","34,61"
2020-05-21 02:00:56,-,"387,61","147,44","29,10"
2020-05-21 03:00:56,-,"376,97","111,41","24,25"
2020-05-21 04:00:56,-,"383,90",-,-
2020-05-21 05:00:56,-,"782,46",-,-
2020-05-21 06:00:56,-,"524,37",-,-
2020-05-21 07:00:56,-,"556,12",-,-
2020-05-21 08:00:56,-,"527,53",-,-
2020-05-21 09:00:56,-,"563,53",-,-
2020-05-21 10:00:56,-,"537,14",-,-
2020-05-21 11:00:56,-,"599,15",-,-
2020-05-21 12:00:56,-,"578,59",-,-
2020-05-21 13:00:56,-,"652,84",-,-
2020-05-21 14:00:56,-,"690,54",-,-
2020-05-21 15:00:56,-,"642,65",-,-
2020-05-21 16:00:56,-,"635,03",-,-
2020-05-21 17:00:56,-,"639,87",-,-
2020-05-21 18:00:56,-,"629,47",-,-
2020-05-21 19:00:56,-,"604,41",-,-
2020-05-21 20:00:56,-,"624,24",-,-
2020-05-21 21:00:56,-,"609,49",-,-
2020-05-21 22:00:56,-,"621,69",-,-
2020-05-21 23:00:56,-,"616,79",-,-
2020-05-22 00:00:56,-,"622,40",-,-
2020-05-22 01:00:56,-,"602,75",-,-
2020-05-22 02:00:56,-,"609,03",-,-
2020-05-22 03:00:56,-,"627,28",-,-
2020-05-22 04:00:56,-,"595,81",-,-
2020-05-22 05:00:56,-,"623,54",-,-
2020-05-22 06:00:56,-,"661,38",-,-
2020-05-22 07:00:56,-,"624,33",-,-
2020-05-22 08:00:56,-,"640,06",-,-
2020-05-22 09:00:56,-,"714,80",-,-
2020-05-22 10:00:56,-,"793,84",-,-
2020-05-22 11:00:56,-,"871,78",-,-
2020-05-22 12:00:56,-,"909,53",-,-
2020-05-22 13:00:56,-,"589,17",-,-
2020-05-22 14:00:56,-,"480,02",-,-
2020-05-22 15:00:56,-,"377,71",-,-
2020-05-22 16:00:56,-,"426,79",-,-
2020-05-22 17:00:56,-,"492,04",-,-
2020-05-22 18:00:56,-,"477,97",-,-
2020-05-22 19:00:56,-,"492,42",-,-
2020-05-22 20:00:56,-,"524,28",-,-
2020-05-22 21:00:56,-,"604,12",-,-
2020-05-22 22:00:56,-,-,"47,99","58,19"
2020-05-22 23:00:56,-,"616,50","31,49","42,58"
2020-05-23 00:00:56,-,"428,70","31,58","44,39"
2020-05-23 01:00:56,-,"391,09","37,84","48,84"
2020-05-23 02:00:56,-,"347,96","26,01","37,94"
2020-05-23 03:00:56,-,"350,41","28,87","40,61"
2020-05-23 04:00:56,-,"371,47","45,77","53,75"
2020-05-23 05:00:56,-,"434,93","60,31","69,15"
2020-05-23 06:00:56,-,"469,39","51,21","58,76"
2020-05-23 07:00:56,-,"370,17","88,60","109,85"
2020-05-23 08:00:56,-,"708,90","133,65","382,75"
2020-05-23 09:00:56,-,"1.036,78","168,10",-
2020-05-23 10:00:56,-,"438,83","118,26","252,79"
2020-05-23 11:00:56,-,"75,61","57,16","78,92"
2020-05-23 12:00:56,-,"168,89","108,37","158,95"
2020-05-23 13:00:56,-,"296,57","61,42","74,55"
2020-05-23 14:00:56,-,"305,72","65,14","83,40"
2020-05-23 15:00:56,-,"260,85","45,50","60,29"
2020-05-23 16:00:56,-,"291,70","31,18","43,17"
2020-05-23 17:00:56,-,"141,16","30,99","42,35"
2020-05-23 18:00:56,-,"233,23","28,36","39,31"
2020-05-23 19:00:56,-,"311,27","28,95","41,01"
2020-05-23 20:00:56,-,"297,46","30,51","42,75"
2020-05-23 21:00:56,-,"259,15","26,88","38,50"
2020-05-23 22:00:56,-,"244,50","24,92","36,35"
2020-05-23 23:00:56,-,"328,58","24,11","36,07"
2020-05-24 00:00:56,-,"414,12","24,15","35,91"
2020-05-24 01:00:56,-,"391,75","24,07","35,36"
2020-05-24 02:00:56,-,"452,06","23,71","33,84"
2020-05-24 03:00:56,-,"388,17","20,47","34,76"
2020-05-24 04:00:56,-,"340,56","21,97","32,92"
2020-05-24 05:00:56,-,"338,83","26,81","35,18"
2020-05-24 06:00:56,-,"373,80","39,63","49,10"
2020-05-24 07:00:56,-,"296,61","35,35","47,31"
2020-05-24 08:00:56,-,"195,31","30,89","45,53"
2020-05-24 09:00:56,-,"154,58","73,93","104,75"
2020-05-24 10:00:56,-,"85,62","60,09","79,99"
2020-05-24 11:00:56,-,"41,78","71,49","99,52"
2020-05-24 12:00:56,-,"77,48","55,90","77,78"
2020-05-24 13:00:56,-,"300,62","39,25","52,92"
2020-05-24 14:00:56,-,"363,19","35,54","46,52"
2020-05-24 15:00:56,-,"366,12","43,05","55,15"
2020-05-24 16:00:56,-,"371,89","61,66","79,21"
2020-05-24 17:00:56,-,"437,10","56,72","74,05"
2020-05-24 18:00:56,-,"431,54","84,08","101,89"
2020-05-24 19:00:56,-,"304,52","54,48","65,56"
2020-05-24 20:00:56,-,"374,85","82,10","92,31"
2020-05-24 21:00:56,-,"294,54","66,72","75,59"
2020-05-24 22:00:56,-,"251,96","29,81","41,54"
2020-05-24 23:00:56,-,"188,17","28,26","41,00"
2020-05-25 00:00:56,-,"173,61","25,28","37,18"
2020-05-25 01:00:56,-,"388,09","30,27","40,03"
2020-05-25 02:00:56,-,"480,17","30,89","41,05"
2020-05-25 03:00:56,-,"419,64","27,00","36,49"
2020-05-25 04:00:56,-,"379,82","27,43","39,00"
2020-05-25 05:00:56,-,"351,97","24,91","36,85"
2020-05-25 06:00:56,-,"359,66","29,25","42,92"
2020-05-25 07:00:56,-,"390,33","88,64","98,30"
2020-05-25 08:00:56,-,"439,23","113,14","124,72"
2020-05-25 09:00:56,-,"360,59","111,40","124,22"
2020-05-25 10:00:56,-,"272,14","85,08","99,77"
2020-05-25 11:00:56,-,"240,53","49,13","59,72"
2020-05-25 12:00:56,-,"185,32","31,75","42,54"
2020-05-25 13:00:56,-,"324,35","26,30","38,78"
2020-05-25 14:00:56,-,"323,14","28,64","39,02"
2020-05-25 15:00:56,-,"294,67","28,84","40,35"
2020-05-25 16:00:56,-,"280,33","28,03","39,77"
2020-05-25 17:00:56,-,"258,31","27,47","40,08"
2020-05-25 18:00:56,-,"225,91","26,49","37,86"
2020-05-25 19:00:56,-,"325,34","24,95","34,83"
2020-05-25 20:00:56,-,"304,28","25,49","39,45"
2020-05-25 21:00:56,-,"304,23","26,44","38,00"
2020-05-25 22:00:56,-,"307,30","30,49","40,00"
2020-05-25 23:00:56,-,"300,35","24,15","34,71"
2020-05-26 00:00:56,-,"288,65","27,00","40,30"
