Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2022-03-23 16:00:56,51.02,8.41,8.21,11.23
2022-03-23 17:00:56,48.51,7.59,7.6,8.77
2022-03-23 18:00:56,49.49,7.04,7.86,10.42
2022-03-23 19:00:56,52.24,7.4,8.82,9.51
2022-03-23 20:00:56,51.51,11.26,22.52,24.24
2022-03-23 21:00:56,70.39,15.74,39.06,41.82
2022-03-23 22:00:56,53.14,12.55,40.69,43.39
2022-03-23 23:00:56,45.75,12.52,57.42,61.17
2022-03-24 00:00:56,81.8,10.89,47.03,49.94
2022-03-24 01:00:56,89.53,12.99,57.17,61.84
2022-03-24 02:00:56,72.43,8.7,43.23,45.52
2022-03-24 03:00:56,64.76,8.02,38.09,40.16
2022-03-24 04:00:56,65.49,7.26,42.68,45.85
2022-03-24 05:00:56,68.98,6.65,44.09,48.96
2022-03-24 06:00:56,69.25,6.49,42.3,47.06
2022-03-24 07:00:56,63.05,5.74,38.4,43.34
2022-03-24 08:00:56,49.84,6.33,31.67,36.38
2022-03-24 09:00:56,43.02,6.95,22.72,26.54
2022-03-24 10:00:56,27.11,8.96,17.83,21.89
2022-03-24 11:00:56,36.89,8.23,15.03,19.11
2022-03-24 12:00:56,48.7,7.57,12.65,15.76
2022-03-24 13:00:56,0.0,0.0,0.0,0.0
