Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2022-03-23 16:00:56,44.11,14.75,382.45,41.41,57.5,0.0
2022-03-23 17:00:56,37.37,14.89,350.39,39.82,54.2,0.0
2022-03-23 18:00:56,40.75,15.09,366.66,39.63,53.5,0.0
2022-03-23 19:00:56,35.29,15.1,422.68,35.75,48.26,0.0
2022-03-23 20:00:56,36.05,15.5,456.66,47.8,84.77,0.0
2022-03-23 21:00:56,82.87,15.48,381.94,44.48,77.28,0.0
2022-03-23 22:00:56,83.71,15.09,742.97,52.11,100.15,0.0
2022-03-23 23:00:56,93.45,15.51,793.99,48.18,97.7,0.0
2022-03-24 00:00:56,90.07,15.26,825.69,42.95,83.55,0.0
2022-03-24 01:00:56,94.65,15.2,861.14,37.33,88.06,0.0
2022-03-24 02:00:56,89.76,15.1,900.24,34.53,70.03,0.0
2022-03-24 03:00:56,84.24,14.66,670.82,22.29,31.85,0.0
2022-03-24 04:00:56,70.47,14.63,639.21,25.21,44.53,0.0
2022-03-24 05:00:56,58.11,14.1,452.88,19.26,29.11,0.0
2022-03-24 06:00:56,39.78,14.19,391.75,18.09,28.82,0.0
2022-03-24 07:00:56,25.0,13.93,366.25,16.04,24.92,0.0
2022-03-24 08:00:56,24.28,13.72,512.29,25.31,39.66,0.0
2022-03-24 09:00:56,28.69,13.94,577.98,30.47,49.7,0.0
2022-03-24 10:00:56,33.13,14.26,296.68,43.64,91.25,0.0
2022-03-24 11:00:56,37.28,13.9,424.75,38.74,64.47,0.0
2022-03-24 12:00:56,27.04,13.98,290.57,45.71,99.25,0.0
2022-03-24 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0
