Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-03-29 00:00:56,38.28,4.93,20.13,21.82,43.0
2018-03-29 01:00:56,24.25,4.85,20.34,21.74,37.91
2018-03-29 02:00:56,29.2,4.78,27.09,29.21,19.47
2018-03-29 03:00:56,33.0,5.01,16.24,17.4,39.42
2018-03-29 04:00:56,32.8,4.34,6.14,6.82,59.26
2018-03-29 05:00:56,29.0,3.83,7.68,8.25,55.9
2018-03-29 06:00:56,28.8,4.0,15.21,16.03,34.59
2018-03-29 07:00:56,25.31,4.05,15.28,15.96,39.24
2018-03-29 08:00:56,30.9,3.89,25.33,27.81,35.01
2018-03-29 09:00:56,29.05,4.06,30.43,35.11,27.96
2018-03-29 10:00:56,30.25,5.17,25.23,29.83,35.14
2018-03-29 11:00:56,35.1,6.44,20.44,24.54,43.56
2018-03-29 12:00:56,37.0,7.03,22.93,29.63,40.54
2018-03-29 13:00:56,36.49,6.73,16.12,19.07,52.63
2018-03-29 14:00:56,26.64,7.77,10.35,12.7,58.6
2018-03-29 15:00:56,20.1,11.12,12.04,14.82,55.69
2018-03-29 16:00:56,22.05,9.23,10.92,13.13,57.23
2018-03-29 17:00:56,22.69,7.7,13.37,15.43,51.07
2018-03-29 18:00:56,16.75,6.05,16.43,18.25,42.92
2018-03-29 19:00:56,12.56,4.93,29.29,33.05,23.61
2018-03-29 20:00:56,22.8,4.78,25.26,28.71,29.1
2018-03-29 21:00:56,18.64,4.34,13.66,14.96,42.0
2018-03-29 22:00:56,12.25,4.65,16.22,17.15,37.72
2018-03-29 23:00:56,16.95,4.49,11.4,12.12,43.1
2018-03-30 00:00:56,15.71,4.39,12.85,13.53,39.07
2018-03-30 01:00:56,10.05,3.66,14.13,14.76,33.34
2018-03-30 02:00:56,11.05,2.88,9.08,9.57,38.89
2018-03-30 03:00:56,11.85,2.79,6.74,7.29,43.92
2018-03-30 04:00:56,8.95,2.78,3.74,4.16,51.85
2018-03-30 05:00:56,7.95,2.79,3.24,3.54,50.13
2018-03-30 06:00:56,7.0,2.7,4.36,4.7,46.98
2018-03-30 07:00:56,6.9,2.63,9.14,9.68,39.6
2018-03-30 08:00:56,5.05,2.35,14.29,15.53,36.47
2018-03-30 09:00:56,6.2,2.9,21.18,24.9,27.54
2018-03-30 10:00:56,9.95,2.93,19.47,22.35,26.94
2018-03-30 11:00:56,8.9,2.88,21.95,26.87,21.92
2018-03-30 12:00:56,7.51,3.98,32.3,45.21,10.07
2018-03-30 13:00:56,16.64,4.09,21.32,26.82,23.94
2018-03-30 14:00:56,10.0,4.04,19.64,24.79,25.95
2018-03-30 15:00:56,10.0,3.94,12.92,17.02,31.56
2018-03-30 16:00:56,10.05,3.34,11.54,15.2,32.72
2018-03-30 17:00:56,11.0,2.83,13.04,16.2,34.89
2018-03-30 18:00:56,11.0,2.83,14.9,17.72,36.09
2018-03-30 19:00:56,11.25,3.14,16.29,18.53,39.19
2018-03-30 20:00:56,15.95,2.8,18.71,20.93,34.94
2018-03-30 21:00:56,14.9,2.52,15.97,17.32,37.22
2018-03-30 22:00:56,13.1,2.95,15.45,16.36,35.87
2018-03-30 23:00:56,15.31,3.6,26.03,29.55,14.15
2018-03-31 00:00:56,20.66,3.76,20.14,21.75,23.18
2018-03-31 01:00:56,14.15,3.82,10.43,11.26,42.35
2018-03-31 02:00:56,16.69,3.36,5.65,6.24,51.66
2018-03-31 03:00:56,10.9,3.29,5.56,6.01,50.17
2018-03-31 04:00:56,8.9,3.39,7.61,8.01,48.77
2018-03-31 05:00:56,7.0,3.14,4.41,4.73,57.95
2018-03-31 06:00:56,0.0,2.96,5.93,6.25,56.97
2018-03-31 07:00:56,0.0,2.78,10.14,10.54,51.49
2018-03-31 08:00:56,7.2,3.03,18.51,19.75,39.56
2018-03-31 09:00:56,11.36,3.99,20.39,24.36,40.06
2018-03-31 10:00:56,17.9,6.12,17.62,21.47,45.28
2018-03-31 11:00:56,16.05,7.86,14.1,17.14,50.94
2018-03-31 12:00:56,16.84,12.07,13.84,16.98,50.21
2018-03-31 13:00:56,14.21,10.82,12.71,15.62,52.18
2018-03-31 14:00:56,18.16,9.91,13.07,16.21,51.81
2018-03-31 15:00:56,20.9,9.67,13.44,16.52,51.07
2018-03-31 16:00:56,18.58,9.39,14.98,18.21,50.64
2018-03-31 17:00:56,10.9,7.78,17.65,20.9,47.8
2018-03-31 18:00:56,9.47,5.89,22.84,25.83,41.29
2018-03-31 19:00:56,18.1,4.1,30.94,33.47,28.25
2018-03-31 20:00:56,20.73,4.66,44.71,63.35,4.15
2018-03-31 21:00:56,34.94,7.38,40.51,78.49,1.09
2018-03-31 22:00:56,51.53,8.42,41.15,77.58,0.0
2018-03-31 23:00:56,42.63,8.1,31.45,61.51,0.0
2018-04-01 00:00:56,35.7,9.2,28.88,72.88,8.61
2018-04-01 01:00:56,30.0,9.6,25.34,50.65,12.25
2018-04-01 02:00:56,29.74,8.69,28.03,48.99,0.0
2018-04-01 03:00:56,24.37,6.47,29.73,43.91,0.0
2018-04-01 04:00:56,13.0,5.41,27.42,34.89,1.69
2018-04-01 05:00:56,12.95,4.96,19.96,24.68,8.74
2018-04-01 06:00:56,11.95,4.62,20.25,24.17,4.27
2018-04-01 07:00:56,11.0,5.26,26.07,40.19,2.45
2018-04-01 08:00:56,11.73,8.35,28.91,49.0,6.54
2018-04-01 09:00:56,24.42,18.53,28.48,47.42,12.03
2018-04-01 10:00:56,14.16,23.33,25.63,41.89,16.44
2018-04-01 11:00:56,16.62,22.07,17.52,25.74,29.1
2018-04-01 12:00:56,10.11,17.56,14.54,21.29,37.01
2018-04-01 13:00:56,12.11,15.76,13.6,19.05,42.51
2018-04-01 14:00:56,13.9,13.44,15.7,21.11,42.84
2018-04-01 15:00:56,11.95,13.04,14.01,18.56,46.14
2018-04-01 16:00:56,11.47,13.35,22.64,30.81,33.71
2018-04-01 17:00:56,20.79,15.58,45.52,77.6,5.64
2018-04-01 18:00:56,34.9,16.44,44.34,65.36,8.22
2018-04-01 19:00:56,34.21,17.16,57.89,138.96,1.62
2018-04-01 20:00:56,57.62,22.69,56.01,177.04,11.86
2018-04-01 21:00:56,84.01,21.13,28.45,39.65,23.94
2018-04-01 22:00:56,29.16,15.3,23.29,33.5,27.28
2018-04-01 23:00:56,14.16,12.53,26.23,37.71,26.17
2018-04-02 00:00:56,17.4,15.24,43.92,66.3,0.0
2018-04-02 01:00:56,24.27,8.77,16.36,23.37,44.9
2018-04-02 02:00:56,10.74,4.41,5.59,9.16,63.51
2018-04-02 03:00:56,6.0,4.37,4.73,7.17,66.13
2018-04-02 04:00:56,6.05,4.65,4.08,5.48,66.55
2018-04-02 05:00:56,6.9,5.03,3.23,4.17,71.05
2018-04-02 06:00:56,5.26,4.68,3.1,3.6,72.72
2018-04-02 07:00:56,10.05,4.25,5.32,5.77,68.86
2018-04-02 08:00:56,10.9,4.2,11.61,13.09,59.1
2018-04-02 09:00:56,9.0,4.99,15.58,18.45,54.34
2018-04-02 10:00:56,9.0,0.0,12.65,18.29,60.75
2018-04-02 11:00:56,0.0,0.0,24.19,37.42,41.64
2018-04-02 12:00:56,6.12,0.0,20.49,27.34,46.19
2018-04-02 13:00:56,9.4,0.0,9.47,11.78,65.5
2018-04-02 14:00:56,19.28,0.0,9.68,11.77,69.94
2018-04-02 15:00:56,25.68,0.0,10.11,12.09,69.29
2018-04-02 16:00:56,18.12,0.0,9.98,11.57,69.59
2018-04-02 17:00:56,20.84,0.0,9.07,10.1,75.7
2018-04-02 18:00:56,16.76,0.0,11.71,12.88,69.98
